FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Allan,MID,EVE,4600000,2,34,2.8,6.08695652173913E-07,7.39130434782609E-06,0,555981,1,18,0,0,0,0,0,7.4,5263,1,0,34,-1,0.4,0,2,2,0,3,0,2,5.8,876411,0,-1,0,0,1052,3786,0,0,168,Man City,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,1.5,2.3,1.4,2.4,1.7,1.9,2.3,2.2,2.8,2,2.5,2.9,2.6,2.5,2.3,1.6,1.9,2.5,2.6,1.8,1.6,2.7,1.4,1.6,2.2,1.9,1.7,34.5
Miguel,Almiron,MID,NEW,5200000,0,17,1.7,3.26923076923077E-07,3.26923076923077E-06,0,52050,1,19,0,0,0,0,0,3.3,287,-3,0,17,3,0.2,0,1,0,0,0,0,0,0.3,31908,0,-1,0,0,695,95,0,0,81,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0.8,0.8,1.3,1.2,1,0.8,0.8,0.8,0.8,1.1,1.2,0.9,0.9,1.3,0.8,1,0.8,0.9,1.2,0.8,1.1,1,1.2,0.8,0.8,1,1,28.2
Marcos,Alonso,DEF,CHE,5600000,0,39,3.54545454545455,6.33116883116883E-07,6.96428571428571E-06,0,2143986,2,2,0,0,0,1,0,7,13198,1,0,39,-1,0,0,0,4,0,4,0,1,7.7,2251868,0,-1,0,2,535,308,0,0,143,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,3.5,2.9,2.9,4.5,4.1,3.7,4,3.3,3.6,4.1,4.6,4.6,4.8,4.1,3.1,2.7,3.6,2.5,3.9,3.6,3.3,4.4,3.3,4.1,2.4,4.8,2.2,46.1
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,25057,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Wolverhampton,Man City,Brighton,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,3,0.272727272727273,5.68181818181818E-08,6.25E-07,0,5114,0,1,0,0,0,0,0,0.6,13,-2,0,3,2,0,0,0,0,0,0,0,0,0,2442,0,-1,0,0,90,2,0,0,14,Aston Villa,Leeds United F.C.,West Ham,Southampton,Tottenham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Daniel,Amartey,DEF,LEI,3900000,0,12,1.5,3.84615384615385E-07,3.07692307692308E-06,0,1075282,1,13,0,0,0,0,0,3.1,8835,-1,0,12,1,0.2,0,0.8,0,0,1,0,0,9.5,698025,0,-1,0,0,605,2952,0,0,96,Chelsea,Watford,Southampton,Aston Villa,Newcastle,1.1,0.8,0.8,0.8,0.8,1.7,1,1.2,1.2,1,0.8,1,1.5,0.9,1,1.4,1.2,1,1,1.3,0.9,0.8,1.1,1.6,1.1,0.8,0.8,11.1
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7700,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,9,40,3.3,7.33333333333333E-07,8.88888888888889E-06,0,30306,3,15,0,0,0,0,0,8.9,218,0,0,40,0,1.2,0,5.5,3,0,4,0,2,0.5,26240,0,-1,0,0,1023,1892,0,0,213,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,2.5,4.1,3.2,3.6,4.1,3.3,1.9,3.7,3.9,3.7,3.6,4.4,2.7,3.8,4,3.8,2.8,4.3,2.1,4.4,2.3,2.9,4.4,2.2,2.6,2.2,3.3,32.2
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,-1,0,0,0,59,0,0,0,Brentford F.C.,Arsenal,Norwich,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,15875,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Aston Villa,Leeds United F.C.,West Ham,Southampton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.272727272727273,5.56586270871985E-08,6.12244897959184E-07,0,14181,0,3,0,0,0,0,0,0.6,34,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5801,0,-1,0,0,65,1,0,0,5,Man City,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Michail,Antonio,FWD,WHU,8200000,2,63,5.7,6.95121951219512E-07,7.68292682926829E-06,0,3008220,2,12,0,0,0,6,0,7.7,66523,7,0,63,-7,0.4,1,3.2,12,0,3,0,4,47.9,4831836,0,-1,0,3,988,18316,0,1,232,Wolverhampton,Man City,Brighton,Chelsea,Burnley,7.5,6.2,6,3.7,7.6,6.7,7.5,6.6,8,6.2,7.5,8.6,7.2,8,7.3,5.4,6.5,7,7,7.2,7.7,7.5,5.4,6.9,7.7,5.3,7.6,123.4
Cameron,Archer,FWD,AVL,4500000,0,3,0.272727272727273,6.06060606060606E-08,6.66666666666667E-07,0,102579,0,0,0,0,0,0,0,0.7,1511,0,0,3,0,0,0,0.2,0,0,0,0,0,1.4,196404,0,-1,0,0,24,902,0,0,3,Brighton,Crystal Palace,Man City,Leicester,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Alphonse,Areola,GLK,WHU,4800000,0,0,0,0,0,0,76606,0,0,0,0,0,0,0,0,342,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,21443,0,-1,0,0,0,85,0,0,0,Wolverhampton,Man City,Brighton,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.545454545454545,1.13636363636364E-07,1.25E-06,0,23830,0,0,0,2,0,0,0,1.2,142,-2,0,6,2,0,0,0,0,0,1,0,0,0.3,11635,0,-1,0,0,90,17,0,0,25,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,724,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,0,-1,0,0,0,66,0,0,0,Wolverhampton,Man City,Brighton,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,9900000,2,40,3.6,3.63636363636364E-07,4.04040404040404E-06,0,539396,2,12,0,0,0,4,0,4,12609,-1,1,40,1,0.2,2,2.2,7,0,5,0,1,4.2,647776,0,-1,0,0,878,4164,-1,0,134,Liverpool,Newcastle,Man Utd,Everton,Southampton,2.8,4.9,4.3,3.4,3.9,3.5,4.2,3.7,3.1,3.1,3.1,4.5,3.4,2.1,3.4,2.9,4.3,4.5,2.5,2.6,3.5,3,3.7,3.3,5.1,4.3,4.3,78.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,46373,0,0,0,0,0,0,0,0,41,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Burnley,Brentford F.C.,Norwich,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,1,20,1.8,3.10344827586207E-07,3.44827586206897E-06,0,80220,1,14,0,0,0,0,0,3.4,517,-2,0,20,2,0.1,0,0.8,0,0,3,0,1,0.5,52911,0,-1,0,0,706,249,0,0,71,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,1,1.5,1.4,1.4,1.6,1.4,1.4,0.9,1.8,1.2,1,1,1.1,1.1,0.9,1.7,1,1,1.4,1.5,1.3,1,2.1,0.9,1.9,0.9,1.3,39.8
Luke,Ayling,DEF,LEE,4300000,0,12,1.09090909090909,2.53699788583509E-07,2.7906976744186E-06,0,1147186,0,12,0,0,0,1,0,2.8,3451,-2,0,12,2,0,0,0,0,0,0,0,0,3.3,513097,0,-1,0,0,448,12,0,0,74,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0,0,0,0,0,0.7,0.8,0.8,0.7,0.6,0.6,0.5,0.5,0.5,0.5,1.2,0.5,0.6,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.7,0.8,20.1
Cesar,Azpilicueta,DEF,CHE,5900000,0,42,5.2,8.8135593220339E-07,7.11864406779661E-06,0,766398,0,3,0,0,0,0,0,7.1,25390,-1,0,42,1,0,0,0,2,0,4,0,3,4.9,784331,0,-1,0,1,630,244,0,0,182,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,6.1,5.3,5.3,7.4,6.7,6.4,6.8,5.9,6.1,6.2,7.4,6.8,7.7,6.9,5.5,4.9,6.3,4.6,6.7,5.9,5.8,7.1,5.9,7,4.5,7.8,4.1,31
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,10379,0,0,0,0,0,0,0,0,103,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,8438,0,-1,0,0,0,33,0,0,0,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,0,8,0.727272727272727,1.73160173160173E-07,1.9047619047619E-06,0,209573,0,7,0,12,0,0,0,1.9,721,-3,0,8,3,0,0,0,0,0,0,0,0,1,125867,0,-1,0,0,360,128,0,0,60,Man Utd,Leicester,Chelsea,Man City,Brentford F.C.,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9
Leon,Bailey,MID,AVL,6400000,1,23,2.09090909090909,3.26704545454545E-07,3.59375E-06,0,217804,1,6,0,0,0,1,0,3.6,996,-1,0,23,1,0.3,0,2.2,1,0,0,0,3,0.7,74289,0,-1,0,0,314,519,0,0,74,Brighton,Crystal Palace,Man City,Leicester,Liverpool,1.4,1,1.1,1.6,1,1.3,2,1.1,1,1.2,1.1,1,1.7,1.4,2,1.1,1.9,1,1.7,1.7,1.7,1,1.2,2.1,1.2,1.9,1,29.9
Eric,Bailly,DEF,MUN,4900000,0,-2,-0.181818181818182,-3.71057513914657E-08,-4.08163265306122E-07,0,10501,0,2,0,0,0,0,0,-0.4,218,-1,0,-2,1,-0.1,0,-0.5,0,0,0,0,0,0.1,6225,1,-1,0,0,45,109,0,0,-1,Watford,Chelsea,Arsenal,Crystal Palace,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,Everton,Tottenham,Leeds United F.C.,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.181818181818182,3.78787878787879E-08,4.16666666666667E-07,0,61781,0,1,0,0,0,0,0,0.4,307,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,51238,0,-1,0,0,69,220,0,0,2,Liverpool,Newcastle,Man Utd,Everton,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,0,21,4.2,5.45454545454545E-07,2.72727272727273E-06,0,1954883,1,12,0,0,0,1,0,2.7,1744,-3,0,21,3,0,0,0,2,0,0,0,2,3.4,852077,0,-1,0,0,436,47,0,0,60,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0,0,0,0,0,3.4,4.9,3.7,5.1,5.4,4.4,5.8,3.4,4.4,4.5,5.1,5.2,5.5,4.4,4.7,5.4,2.6,3.5,3.8,3.8,4.3,4.6,37.7
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,3491,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0,-1,0,0,0,31,0,0,0,Burnley,Aston Villa,Leeds United F.C.,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,15001,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0.3,21033,0,-1,0,0,0,43,0,0,0,Wolverhampton,Man City,Brighton,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,1,7,0.636363636363636,1.2987012987013E-07,1.42857142857143E-06,0,3828,0,0,0,0,0,0,0,1.4,9,-1,0,7,1,0,0,0.2,0,0,2,0,0,0,1537,0,-1,0,0,189,8,0,1,12,Newcastle,Everton,Tottenham,Leeds United F.C.,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.5
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,48284,0,0,0,0,0,0,0,0,421,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,30703,0,-1,0,0,0,189,0,0,0,Crystal Palace,Tottenham,Wolverhampton,Newcastle,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,6,0.545454545454545,1.04895104895105E-07,1.15384615384615E-06,0,10000,0,0,0,0,0,0,0,1.2,106,-3,0,6,3,0.2,0,1.2,0,0,1,0,0,0.1,3910,0,-1,0,0,125,50,0,0,15,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.1
Ashley,Barnes,FWD,BUR,5300000,0,9,1.1,2.07547169811321E-07,1.69811320754717E-06,0,190172,2,10,0,0,0,0,0,1.7,1368,-2,0,9,2,0,0,0,0,0,1,0,0,1,107694,0,-1,0,0,378,39,0,0,2,Crystal Palace,Tottenham,Wolverhampton,Newcastle,West Ham,0,0.6,0.6,0.7,0.6,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.9,20
Harvey,Barnes,MID,LEI,6500000,1,28,2.8,4.30769230769231E-07,4.30769230769231E-06,0,936631,2,13,0,0,0,1,0,4.3,1097,-5,0,28,5,0.5,0,3,3,0,1,0,1,2.5,175995,0,-1,0,1,701,1871,0,0,58,Chelsea,Watford,Southampton,Aston Villa,Newcastle,1.5,2.6,2.4,2,2.7,2.3,1.9,1.6,1.4,2.8,2.4,1.8,1.4,1.6,3.2,2.1,2.3,1.9,1.7,2.5,2.5,2.8,2.7,2,1.9,2.8,2.6,56.1
Lewis,Bate,MID,LEE,4500000,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,-1,0,0,0,18,0,0,0,Tottenham,Brighton,Crystal Palace,Brentford F.C.,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,13959,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Leicester,Man Utd,Watford,West Ham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,0,0,0,6,0,0,0,Arsenal,Southampton,Everton,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,0,35,3.9,8.86363636363636E-07,7.95454545454546E-06,0,68436,2,9,0,0,0,0,0,8,2047,-1,0,35,1,1,0,4.2,7,0,4,0,0,0.9,55315,0,-1,0,0,765,357,0,0,176,Norwich,Liverpool,Leicester,Brighton,Arsenal,4,5.3,3.7,4.7,4.3,3.1,4.7,4.6,5.6,3.5,4,5,4.8,5,4.8,4.6,3.4,3.1,3.7,4.5,4.8,5.2,5,4.5,5.2,5.1,3.5,23.4
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0909090909090909,2.27272727272727E-08,2.5E-07,0,114146,0,3,0,1,0,0,0,0.2,972,0,0,1,0,0,0,0,0,0,0,0,0,3.2,187951,0,-1,0,0,90,271,0,0,9,Man City,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,68974,0,0,0,0,0,0,0,0,53,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Liverpool,Newcastle,Man Utd,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
