FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Trent,Alexander-Arnold,DEF,LIV,8100000,9,108,7.7,9.50617283950617E-07,1.33333333333333E-05,0,2045110,1,10,0,0,0,1,0,13.3,1941,6,0,108,-6,1.1,0,8.8,21,0,9,0,7,41,2803741,0,-1,0,4,1233,37880,0,0,442,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,Leicester,11.1,9.8,9.6,10.7,10.2,10.9,10,9.5,9.4,10,10.7,9.5,10.1,10.6,9.6,8.4,10.4,9.6,10.8,8.8,11.1,9.5,9.6,135.9
,Alisson,GLK,LIV,6000000,6,72,4.8,8E-07,1.2E-05,0,536920,0,12,0,31,0,0,0,12,2778,0,0,72,0,1,0,5.8,5,0,9,0,0,7.9,540166,1,-1,0,1,1350,9680,0,0,330,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,Leicester,6.3,5,6,6.7,5.3,6.8,6.2,4.9,4.7,5.6,6.1,5.9,6.3,6.6,5.4,4.1,6.5,5.3,6.5,4.4,6.9,4.8,5,30.7
,Allan,MID,EVE,4500000,0,39,2.6,5.77777777777778E-07,8.66666666666667E-06,0,686369,2,24,0,0,0,0,0,8.7,11569,0,0,39,0,0.3,0,1.4,2,0,3,0,2,5.1,947912,0,-1,0,0,1322,928,0,0,203,Crystal Palace,Chelsea,Leicester,Burnley,Newcastle,0,1.5,2,1.8,3,2.2,2,2.7,2,2.2,1.9,1.5,1.3,2.6,2.2,1.4,1.7,2.8,1.3,1.6,1.7,2,1.3,41.5
Miguel,Almiron,MID,NEW,5200000,2,24,1.7,3.26923076923077E-07,4.61538461538462E-06,0,57498,1,22,0,0,0,0,0,4.6,168,-3,0,24,3,0.3,0,1.4,0,0,1,0,0,0.2,34588,0,-1,0,0,876,51,0,0,104,Leicester,Liverpool,Man City,Man Utd,Everton,0.8,0.8,0.8,0.8,0.8,0.9,1.5,0.8,1.2,1.4,0.8,0.8,1.1,0.8,1.5,0.8,1.3,1,1,0.8,0.8,1.2,0.9,38.9
Marcos,Alonso,DEF,CHE,5700000,4,47,4.7,8.24561403508772E-07,8.24561403508772E-06,0,2314561,3,8,0,0,0,1,0,8.2,4877,2,0,47,-2,0.3,0,1.6,4,0,4,0,2,10.3,2649881,0,-1,0,2,859,8126,0,0,199,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,6.3,6.1,6,5.4,5.8,5.8,6.5,6.6,0,0,5,4.4,5.6,4.6,5.6,5.9,4.9,6.2,5.9,5.9,4.6,6.3,3.7,63
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,26027,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Burnley,Arsenal,Norwich,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,3,0.2,4.16666666666667E-08,6.25E-07,0,5351,0,1,0,0,0,0,0,0.6,11,-2,0,3,2,0,0,0,0,0,0,0,0,0,2497,0,-1,0,0,90,3,0,0,14,Wolverhampton,Man Utd,Brentford F.C.,Chelsea,Everton,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Daniel,Amartey,DEF,LEI,3800000,0,12,0.8,2.10526315789474E-07,3.15789473684211E-06,0,1201057,1,13,0,0,0,0,0,3.2,7276,-2,0,12,2,0,0,0,0,0,1,0,0,9.2,797183,0,-1,0,0,605,7429,0,0,96,Newcastle,Tottenham,Everton,Man City,Liverpool,0.4,0.7,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,11.1
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7869,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,0,40,3.3,7.33333333333333E-07,8.88888888888889E-06,0,59263,3,15,0,0,0,0,0,8.9,485,0,0,40,0,0.4,0,1.8,3,0,4,0,2,0.4,48518,0,-1,0,0,1023,15,0,0,213,Everton,Southampton,Watford,Tottenham,Norwich,0,3.6,1.7,3.4,4.1,4.2,3.3,4.7,2.6,3.5,4.4,4.1,2.9,4.5,1.8,4.8,2.3,2.8,4.6,2.1,2.7,2.4,3.7,32.2
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,2030,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2386,0,-1,0,0,0,13,0,0,0,Leicester,Liverpool,Man City,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,16135,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Wolverhampton,Man Utd,Brentford F.C.,Chelsea,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,7,0.466666666666667,9.52380952380952E-08,1.42857142857143E-06,0,14618,0,3,0,0,0,0,0,1.4,19,-1,0,7,1,0.2,0,0.8,0,0,0,0,1,0.1,6315,0,-1,0,0,89,72,0,0,17,Crystal Palace,Chelsea,Leicester,Burnley,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.6
Vincent,Angelini,GLK,WAT,4000000,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,-1,0,0,0,128,0,0,0,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,7900000,2,73,4.9,6.20253164556962E-07,9.24050632911392E-06,0,4094532,3,17,0,0,0,6,0,9.2,25917,4,0,73,-4,0.3,1,2.4,12,0,4,0,5,40.2,5264892,0,-1,0,3,1348,30562,0,1,253,Burnley,Arsenal,Norwich,Southampton,Watford,5.5,4.5,6.6,6.3,6.4,5,6.9,6.1,6.7,6.6,7,4.6,4.6,6.1,4.5,6.9,5.7,6.3,4.3,6.1,5.8,4.9,5.6,137.2
Cameron,Archer,FWD,AVL,4500000,0,3,0.2,4.44444444444444E-08,6.66666666666667E-07,0,126396,0,0,0,0,0,0,0,0.7,1565,0,0,3,0,0,0,0,0,0,0,0,0,1.3,214121,0,-1,0,0,24,454,0,0,3,Liverpool,Norwich,Burnley,Chelsea,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Alphonse,Areola,GLK,WHU,4700000,0,0,0,0,0,0,81368,0,0,0,0,0,0,0,0,301,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,23899,0,-1,0,0,0,173,0,0,0,Burnley,Arsenal,Norwich,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.4,8.33333333333333E-08,1.25E-06,0,25490,0,0,0,2,0,0,0,1.2,111,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,12404,0,-1,0,0,90,60,0,0,25,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,0,-1,0,0,0,76,0,0,0,Burnley,Arsenal,Norwich,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,9600000,0,44,3.1,3.22916666666667E-07,4.58333333333333E-06,0,768714,3,16,0,0,0,4,0,4.6,13973,-4,1,44,4,0.1,2,1.2,7,0,6,0,1,2.5,727136,0,-1,0,0,1036,921,-1,0,131,Southampton,West Ham,Leeds United F.C.,Norwich,Wolverhampton,3.7,3.2,2.8,2.5,2.6,2.8,1.7,3.7,2.2,0,3.2,2.5,3.3,3.8,1.8,1.9,3.2,2.2,3.2,2.2,4.2,2.9,4.1,92.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,46946,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Leicester,Liverpool,Crystal Palace,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,0,25,1.8,3.10344827586207E-07,4.31034482758621E-06,0,89902,1,15,0,0,0,0,0,4.3,485,-2,0,25,2,0.2,0,1.2,0,0,4,0,1,0.5,62122,0,-1,0,0,881,731,0,0,81,Everton,Southampton,Watford,Tottenham,Norwich,1.9,1.6,1.5,0.9,1.8,1.4,0.9,1,1,0.9,0.9,1.6,0.9,1.2,1.2,1.6,1.2,1.1,2,0.9,2.1,0.9,1.4,47.7
Luke,Ayling,DEF,LEE,4300000,1,20,1.33333333333333,3.10077519379845E-07,4.65116279069767E-06,0,1182155,0,17,0,0,0,1,0,4.7,794,-2,0,20,2,0.4,0,1.6,3,0,0,0,1,3,519255,0,-1,0,0,628,763,0,0,118,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,1.1,0.9,1.3,1.1,1.1,1,0.8,0.7,0.7,0.7,0.8,1.7,0.7,1,0.7,0.8,0.7,1.1,0.7,1.2,0.7,1,0.9,33.1
Cesar,Azpilicueta,DEF,CHE,5700000,2,46,3.06666666666667,5.38011695906433E-07,8.07017543859649E-06,0,903786,0,5,0,0,0,0,0,8.1,2037,-3,0,46,3,0.1,0,0.8,2,0,4,0,3,3.5,802697,0,-1,0,1,771,567,0,0,208,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,3.6,3.4,3.3,2.9,3.1,3.7,3.9,4.3,0,0,2.6,2.2,3,2.4,3,3.3,2.5,3.5,3.2,3.2,2.4,3.5,1.8,35.8
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,12045,0,0,0,0,0,0,0,0,88,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,9002,0,-1,0,0,0,12,0,0,0,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,2,16,1.06666666666667,2.53968253968254E-07,3.80952380952381E-06,0,224873,0,18,0,30,0,0,0,3.8,1549,-3,0,16,3,0.4,0,1.6,0,0,0,0,0,2,222102,0,-1,0,0,720,5767,0,0,133,Brentford F.C.,Burnley,Crystal Palace,Wolverhampton,West Ham,0.7,0.5,0.7,0.5,0.7,1.2,0.5,0.6,0.6,0.7,0.5,0.6,0.9,0.5,0.7,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.8,23.4
Leon,Bailey,MID,AVL,6400000,0,27,1.8,2.8125E-07,4.21875E-06,0,239960,1,7,0,0,0,1,0,4.2,655,-1,0,27,1,0.2,0,1,1,0,1,0,3,0.5,78528,0,-1,0,0,420,14,0,0,85,Liverpool,Norwich,Burnley,Chelsea,Leeds United F.C.,0,0,0,0,0,0.9,0.9,0.9,1.3,1,1.7,0.9,1.7,0.9,1.4,1.3,1.4,0.9,0.9,1.8,0.9,1.7,0.9,37.2
Eric,Bailly,DEF,MUN,4900000,1,0,0,0,0,0,13135,1,3,0,0,0,0,0,0,165,-1,0,0,1,0.1,0,0.4,0,0,0,0,0,0.1,8916,1,-1,0,0,151,314,0,0,8,Norwich,Brentford F.C.,Brighton,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Watford,Man Utd,Southampton,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.133333333333333,2.77777777777778E-08,4.16666666666667E-07,0,66986,0,1,0,0,0,0,0,0.4,356,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,55235,0,-1,0,0,69,222,0,0,2,Southampton,West Ham,Leeds United F.C.,Norwich,Wolverhampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,0,25,4.2,5.45454545454545E-07,3.24675324675325E-06,0,1979707,2,12,0,0,0,2,0,3.2,2755,-3,0,25,3,0.1,0,0.8,2,0,0,0,2,3.4,872880,0,-1,0,0,458,393,0,0,82,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,0,0,0,3.3,5.2,5.3,4,6.2,3.4,4.5,4.7,5,5,5.7,3.9,5.3,5.2,3.1,3.6,4.2,3.2,4.7,4.2,44.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,4192,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5100,0,-1,0,0,0,39,0,0,0,Everton,Southampton,Watford,Tottenham,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,17052,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21979,0,-1,0,0,0,81,0,0,0,Burnley,Arsenal,Norwich,Southampton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,2,20,1.33333333333333,2.72108843537415E-07,4.08163265306122E-06,0,4390,0,3,0,0,0,1,0,4.1,121,-1,0,20,1,0.6,0,2.8,2,0,2,0,0,0,4322,0,-1,0,0,401,188,0,1,55,Watford,Man Utd,Southampton,Brighton,Man City,0.9,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.9,0.7,1,0.8,0.8,0.7,0.7,0.7,0.9,0.7,0.7,0.9,0.7,0.7,17.6
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,56970,0,0,0,0,0,0,0,0,497,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,32885,0,-1,0,0,0,25,0,0,0,West Ham,Watford,Aston Villa,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,6,0.4,7.69230769230769E-08,1.15384615384615E-06,0,11236,0,0,0,0,0,0,0,1.2,57,-3,0,6,3,0,0,0,0,0,1,0,0,0.1,4511,0,-1,0,0,125,28,0,0,15,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.1
Ashley,Barnes,FWD,BUR,5200000,0,9,1.1,2.11538461538462E-07,1.73076923076923E-06,0,210714,2,10,0,0,0,0,0,1.7,687,-3,0,9,3,0,0,0,0,0,1,0,0,0.7,108530,0,-1,0,0,378,31,0,0,2,West Ham,Watford,Aston Villa,Everton,Man Utd,0,0,0,0,0,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.9,20
Harvey,Barnes,MID,LEI,6500000,6,49,3.5,5.38461538461538E-07,7.53846153846154E-06,0,969860,2,19,0,0,0,2,0,7.5,1574,-5,0,49,5,0.7,0,4.4,4,0,2,0,3,2.7,232895,0,-1,0,1,1025,1192,0,0,120,Newcastle,Tottenham,Everton,Man City,Liverpool,4.1,3.4,2.8,2.3,1.8,4.1,3.4,3,2.1,2.6,4.3,2.9,3.1,2.5,2.8,3,3.9,3.7,3.7,2.6,3.2,4,3.9,82.5
Lewis,Bate,MID,LEE,4500000,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,-1,0,0,0,22,0,0,0,Chelsea,Man City,Arsenal,Liverpool,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14073,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Everton,Wolverhampton,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,-1,0,0,0,11,0,0,0,Aston Villa,Newcastle,Tottenham,Leeds United F.C.,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,1,45,3.8,8.63636363636364E-07,1.02272727272727E-05,0,100612,3,17,0,0,0,1,0,10.2,384,-1,0,45,1,0.5,0,2,10,0,4,0,0,0.7,63006,0,-1,0,1,984,660,0,0,216,Arsenal,Crystal Palace,Brentford F.C.,West Ham,Tottenham,3.8,3.1,5,4.3,5.7,3.9,3.9,5.3,4.3,4.2,5.1,4.8,3.4,3.2,3.6,4.2,5.1,5.5,4.4,4.8,4.6,5.2,3.3,36.9
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0666666666666667,1.66666666666667E-08,2.5E-07,0,128117,0,3,0,1,0,0,0,0.2,752,0,0,1,0,0,0,0,0,0,0,0,0,3.1,196452,0,-1,0,0,90,483,0,0,9,Crystal Palace,Chelsea,Leicester,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,69687,0,0,0,0,0,0,0,0,35,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Southampton,West Ham,Leeds United F.C.,Norwich,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,3,67,4.46666666666667,7.44444444444444E-07,1.11666666666667E-05,0,2992137,0,14,0,0,0,3,0,11.2,24434,0,0,67,0,0.3,0,2,8,0,5,0,3,19.4,3750986,0,-1,0,2,1188,3762,0,0,241,Burnley,Arsenal,Norwich,Southampton,Watford,4.7,3.5,5.9,5.6,5.5,4.3,4.7,4.2,5.8,4.4,5.9,5.2,3,5.4,3.7,4.8,4.3,5.5,4.1,5,5.1,3.4,4.7,84.4
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,West Ham,Watford,Aston Villa,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6400000,0,47,3.1,4.84375E-07,7.34375E-06,0,244783,3,14,0,0,0,4,0,7.3,4674,-1,0,47,1,0.5,0,3.4,6,0,4,0,1,3.2,391060,0,-1,0,1,944,7548,0,0,155,Everton,Southampton,Watford,Tottenham,Norwich,4.1,3.7,3.3,1.7,3.9,3.2,2.3,2.5,2.5,2.3,2,3.7,2.2,2.8,2.9,3.5,3,2.6,4.2,2.2,4.4,1.8,3.2,79.1
