FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Alzate,MID,BHA,4800000,2,12,0.461538461538462,9.61538461538462E-08,2.5E-06,0,6063,0,6,0,0,0,0,0,2.5,27,-2,0,12,2,0.1,0,0.6,0,0,0,0,0,0,3337,0,-1,0,0,356,42,0,0,75,Newcastle,Liverpool,Tottenham,Norwich,Arsenal,0.2,0.4,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Daniel,Amartey,DEF,LEI,3900000,6,38,2.4,6.15384615384615E-07,9.74358974358974E-06,0,1615434,1,26,0,0,0,0,0,9.7,6658,-1,-1,38,1,0.9,0,3.4,4,0,4,0,0,9.6,1246867,0,-1,0,1,1325,39704,1,0,270,Leeds United F.C.,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,2.9,2,2.8,2.3,2.1,1.3,2.2,2.3,2.6,1.6,2.1,35.6
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,8054,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Burnley,Norwich,Newcastle,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,6,73,3,6.66666666666667E-07,1.62222222222222E-05,0,75466,3,29,0,0,0,0,0,16.2,449,0,0,73,0,0.8,0,3.8,6,0,7,0,2,0.4,65561,1,-1,0,0,2014,718,0,0,392,Wolverhampton,Man City,Arsenal,Leicester,Leeds United F.C.,2.9,4.2,0,3.7,2.2,0,4,1.9,2.2,2.5,3.3,63.7
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,3062,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,0,-1,0,0,0,0,0,0,0,Brighton,Southampton,Chelsea,Everton,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,16438,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,0,-1,0,0,0,0,0,0,0,Newcastle,Liverpool,Tottenham,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,14,0.583333333333333,1.19047619047619E-07,2.85714285714286E-06,0,16799,3,14,0,0,0,0,0,2.9,53,-1,0,14,1,0,0,0.2,0,0,0,0,1,0.1,8402,0,-1,0,0,496,35,0,0,38,Tottenham,Wolverhampton,Newcastle,West Ham,Man Utd,0.3,0.6,0,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,28.1
Vincent,Angelini,GLK,WAT,4000000,0,0,0,0,0,0,23483,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,25723,0,-1,0,0,0,85,0,0,0,Arsenal,Wolverhampton,Southampton,Liverpool,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,7600000,2,112,4.1,5.39473684210526E-07,1.47368421052632E-05,0,6872338,5,32,0,0,0,8,0,14.7,59791,1,0,112,-1,0.3,1,2.4,13,0,7,0,8,31.2,7267653,0,-1,0,4,2380,20423,0,1,364,Liverpool,Aston Villa,Tottenham,Everton,Brentford F.C.,2.9,4.7,3.3,5.7,4.2,4.9,3.1,4.6,4.7,3.9,4.4,208.6
Cameron,Archer,FWD,AVL,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,218132,0,0,0,0,0,0,0,0.7,1299,0,0,3,0,0,0,0,0,0,0,0,0,0.9,271066,0,-1,0,0,24,0,0,0,3,Southampton,Leeds United F.C.,West Ham,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,1.6
Alphonse,Areola,GLK,WHU,4700000,0,2,0.0740740740740741,1.57604412923562E-08,4.25531914893617E-07,0,199472,0,1,0,2,0,0,0,0.4,292,-3,0,2,3,0,0,0,0,0,0,0,0,0.7,141017,0,-1,0,0,90,162,0,0,11,Liverpool,Aston Villa,Tottenham,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,2
Kepa,Arrizabalaga,GLK,CHE,4600000,0,19,0.76,1.65217391304348E-07,4.1304347826087E-06,0,66482,0,2,0,11,0,0,0,4.1,1045,-4,0,19,4,0,0,0,1,0,2,0,0,0.4,64320,0,-1,0,0,360,97,0,0,89,Burnley,Norwich,Newcastle,Brentford F.C.,Southampton,0.8,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,9.6
Harrison,Ashby,DEF,WHU,4000000,0,1,0.037037037037037,9.25925925925926E-09,2.5E-07,0,3269,0,1,0,0,0,0,0,0.2,57,0,0,1,0,0,0,0,0,0,0,0,0,0,4250,0,-1,0,0,6,34,0,0,4,Liverpool,Aston Villa,Tottenham,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0.3
Pierre-Emerick,Aubameyang,FWD,ARS,9600000,0,44,3.1,3.22916666666667E-07,4.58333333333333E-06,0,894256,3,16,0,0,0,4,0,4.6,876,-4,0,44,4,0,2,0,7,0,6,0,1,1.3,742898,0,-1,0,0,1036,0,0,0,131,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,92.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,47620,0,0,0,0,0,0,0,0,23,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Everton,Man Utd,Brighton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,0,-1,0,0,0,109,0,0,0,Everton,Man Utd,Brighton,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Awe,DEF,ARS,4000000,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,-1,0,0,0,120,0,0,0,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,0,56,2.3,3.96551724137931E-07,9.6551724137931E-06,0,322774,1,25,0,0,0,1,0,9.7,1854,-2,0,56,2,0.3,0,1.5,1,0,7,0,4,0.7,311263,0,-1,0,0,1526,718,0,0,200,Wolverhampton,Man City,Arsenal,Leicester,Leeds United F.C.,1.4,1.6,0,2,1.8,0,2.9,1.5,2.4,1.5,1.9,91.4
Luke,Ayling,DEF,LEE,4300000,2,28,1.6,3.72093023255814E-07,6.51162790697674E-06,0,1249555,2,53,0,0,0,1,0,6.5,1671,-2,0,28,2,0,0,0.1,3,0,0,0,2,2.8,572921,0,-1,0,0,1618,1614,0,0,272,Leicester,Aston Villa,Norwich,Wolverhampton,Southampton,2,1.1,1.1,1.1,0.8,1.6,0.8,1.8,1,1.2,1.3,69.8
Cesar,Azpilicueta,DEF,CHE,5600000,0,67,3.9,6.96428571428571E-07,1.19642857142857E-05,0,991598,0,11,0,0,0,0,0,12,5253,-4,0,67,4,0,0,0,2,0,6,0,3,3.1,854671,0,-1,0,1,1389,145,0,0,332,Burnley,Norwich,Newcastle,Brentford F.C.,Southampton,0,3.4,0,5.2,3.4,5.1,5.3,4.6,4,4.9,2.9,68.4
Kwadwo,Baah,MID,WAT,4300000,0,0,0,0,0,0,15545,0,0,0,0,0,0,0,0,196,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12926,0,-1,0,0,0,606,0,0,0,Arsenal,Wolverhampton,Southampton,Liverpool,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4100000,0,22,0.846153846153846,2.06378986866792E-07,5.36585365853659E-06,0,404860,0,26,0,41,0,0,0,5.4,2225,-4,1,22,4,0,0,0,0,0,0,0,0,1.6,371274,0,-1,0,0,990,152,-1,0,175,Arsenal,Wolverhampton,Southampton,Liverpool,Leeds United F.C.,0.9,0.4,0,0.7,0.5,0.5,0.7,0.4,0.4,0.4,0.6,30.2
Leon,Bailey,MID,AVL,6300000,1,29,1.16,1.84126984126984E-07,4.6031746031746E-06,0,247202,2,8,0,0,0,1,0,4.6,205,-2,0,29,2,0,0,0.3,1,0,1,0,3,0.4,80281,0,-1,0,0,469,108,0,0,87,Southampton,Leeds United F.C.,West Ham,Arsenal,Wolverhampton,1.3,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6,39.6
Eric,Bailly,DEF,MUN,4900000,0,2,0.0740740740740741,1.51171579743008E-08,4.08163265306122E-07,0,17435,1,4,0,0,0,0,0,0.4,62,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,11191,1,-1,0,0,216,75,0,0,22,Man City,Tottenham,Leicester,Everton,Norwich,0,0,0,0,0,0,0,0,0,0,0,3.7
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Norwich,Burnley,Leicester,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4700000,0,2,1,2.12765957446809E-07,4.25531914893617E-07,0,80478,0,1,0,0,0,0,0,0.4,168,-3,0,2,3,0,0,0,0,0,0,0,0,0.3,62383,0,-1,0,0,69,0,0,0,2,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,1.9
Patrick,Bamford,FWD,LEE,7700000,0,25,4.2,5.45454545454545E-07,3.24675324675325E-06,0,2018573,2,12,0,0,0,2,0,3.2,637,-3,0,25,3,0,0,0,2,0,0,0,2,2.9,881143,0,-1,0,0,458,2373,0,0,82,Leicester,Aston Villa,Norwich,Wolverhampton,Southampton,9.6,5.7,4,5.5,5.6,3.5,3.9,3.9,3.6,4.7,4.5,44.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,5424,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,6257,0,-1,0,0,0,52,0,0,0,Wolverhampton,Man City,Arsenal,Leicester,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,20742,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.2,23489,0,-1,0,0,0,66,0,0,0,Liverpool,Aston Villa,Tottenham,Everton,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,0,32,1.18518518518519,2.41874527588813E-07,6.53061224489796E-06,0,9689,0,14,0,0,0,1,0,6.5,59,-1,0,32,1,0.1,0,0.4,2,0,2,0,0,0,8726,0,-1,0,0,836,14,0,1,108,Norwich,Burnley,Leicester,Chelsea,West Ham,0.7,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.6,34.4
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,68671,0,0,0,0,0,0,0,0,265,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,40016,0,-1,0,0,0,326,0,0,0,Chelsea,Brentford F.C.,Man City,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,7,0.28,5.38461538461539E-08,1.34615384615385E-06,0,12848,0,1,0,0,0,0,0,1.3,57,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,5598,0,-1,0,0,150,22,0,0,18,Burnley,Norwich,Newcastle,Brentford F.C.,Southampton,0.2,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.3
Ashley,Barnes,FWD,BUR,5200000,0,15,0.6,1.15384615384615E-07,2.88461538461538E-06,0,226425,3,11,0,0,0,0,0,2.9,762,-3,0,15,3,0.2,0,0.9,0,0,1,0,0,0.7,120591,0,-1,0,0,414,1083,0,0,13,Chelsea,Brentford F.C.,Man City,Norwich,West Ham,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.9
Harvey,Barnes,MID,LEI,6500000,10,81,4,6.15384615384615E-07,1.24615384615385E-05,0,1070706,2,24,0,0,0,3,0,12.5,3743,-5,0,81,5,0.7,0,4.4,6,0,5,0,7,2.2,293400,0,-1,0,1,1384,10750,0,0,218,Leeds United F.C.,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,4.1,2.9,4.1,3.4,4.5,4.1,4.2,3.2,4.1,4.9,4.8,133.6
Lewis,Bate,MID,LEE,4500000,0,1,0.0384615384615385,8.54700854700855E-09,2.22222222222222E-07,0,128816,0,2,0,0,0,0,0,0.2,26,0,0,1,0,0,0,0,0,0,0,0,0,0,131255,0,-1,0,0,42,21,0,0,2,Leicester,Aston Villa,Norwich,Wolverhampton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0.7
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14243,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,-1,0,0,0,0,0,0,0,Burnley,Norwich,Newcastle,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,21061,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,21095,0,-1,0,0,0,14,0,0,0,West Ham,Brighton,Arsenal,Watford,Man City,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,0,77,3.5,7.95454545454545E-07,1.75E-05,0,173313,5,32,0,0,0,3,0,17.5,6024,-1,0,77,1,0.5,0,2,12,0,6,0,0,1.8,235531,1,-1,0,1,1819,2359,0,0,374,Aston Villa,Newcastle,Watford,Leeds United F.C.,Chelsea,6.4,2.9,0,3.9,4.9,4.6,3.7,3.9,4,5.2,2.7,79.8
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0416666666666667,1.04166666666667E-08,2.5E-07,0,196412,0,3,0,1,0,0,0,0.2,1256,0,0,1,0,0,0,0,0,0,0,0,0,2.5,211805,0,-1,0,0,90,261,0,0,9,Tottenham,Wolverhampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,70545,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Watford,Leicester,Liverpool,Aston Villa,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,5900000,1,94,3.48148148148148,5.9008160703076E-07,1.59322033898305E-05,0,4059161,0,20,0,0,0,5,0,15.9,10422,-1,0,94,1,0.2,0,1,9,0,6,0,4,11.2,4101432,0,-1,0,2,1615,3057,0,0,317,Liverpool,Aston Villa,Tottenham,Everton,Brentford F.C.,1.7,3.6,2.4,3.4,2.8,3.9,2.4,3.2,3.5,2.3,3.2,127.1
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Chelsea,Brentford F.C.,Man City,Norwich,West Ham,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo,Bentancur,MID,TOT,4900000,3,8,0.32,6.53061224489796E-08,1.63265306122449E-06,0,5669,1,6,0,0,0,0,0,1.6,227,-1,0,8,1,0.3,0,1.3,0,0,1,0,0,0,8501,0,-1,0,0,345,632,0,0,41,Everton,Man Utd,Brighton,West Ham,Newcastle,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12
Christian,Benteke,FWD,CRY,6000000,1,55,2.03703703703704,3.39506172839506E-07,9.16666666666667E-06,0,526772,3,19,0,0,0,4,0,9.2,2348,-5,0,55,5,0,0,0.2,6,0,4,0,1,1.3,495087,0,-1,0,1,1105,668,0,0,166,Wolverhampton,Man City,Arsenal,Leicester,Leeds United F.C.,1.2,1.3,0,1.6,1.5,0,2.5,1.2,2,1.2,1.6,92.2
Steven,Bergwijn,MID,TOT,5900000,1,40,1.6,2.71186440677966E-07,6.77966101694915E-06,0,168458,1,4,0,0,0,2,0,6.8,850,-1,0,40,1,0.1,0,0.8,3,0,3,0,2,0.4,150070,0,-1,0,1,482,358,0,0,99,Everton,Man Utd,Brighton,West Ham,Newcastle,1,1.7,0.9,1.2,0.8,0.9,0.8,0.9,0.8,1.2,1,44.9
,Bernard,MID,EVE,5500000,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Tottenham,Wolverhampton,Newcastle,West Ham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Newcastle,Liverpool,Tottenham,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,MID,MCI,7200000,6,128,4.7,6.52777777777778E-07,1.77777777777778E-05,0,2778041,5,17,0,0,0,7,0,17.8,44837,2,0,128,-2,0.6,0,4,14,0,14,0,6,17.4,4071792,0,-1,0,3,2317,20063,0,0,549,Man Utd,Crystal Palace,Burnley,Liverpool,Wolverhampton,4.1,4.6,0,5.4,3.7,5.9,5.8,4.5,5.8,3.9,5.2,213.9
Ryan,Bertrand,DEF,LEI,4600000,0,4,0.166666666666667,3.6231884057971E-08,8.69565217391304E-07,0,148601,1,7,0,0,0,0,0,0.9,128,-4,0,4,4,0,0,0,0,0,0,0,0,0.3,19233,0,-1,0,0,337,14,0,0,32,Leeds United F.C.,Arsenal,Brentford F.C.,Man Utd,Crystal Palace,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Marcus,Bettinelli,GLK,CHE,4000000,0,0,0,0,0,0,4450,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,5932,0,-1,0,0,0,36,0,0,0,Burnley,Norwich,Newcastle,Brentford F.C.,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
Mads,Bidstrup,MID,BRE,4400000,0,4,1,2.27272727272727E-07,9.09090909090909E-07,0,11049,0,0,0,0,0,0,0,0.9,62,-1,0,4,1,0,0,0,0,0,0,0,0,0.1,7635,0,-1,0,0,36,0,0,0,11,Norwich,Burnley,Leicester,Chelsea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0.8
