FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ryan,Alebiosu,DEF,ARS,4000000,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,0
Ajibola,Alese,DEF,WHU,4000000,0,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,0,-1,0,0,0,50,0,0,0,Norwich,Man City,Brighton,,,0,0,0,0
Trent,Alexander-Arnold,DEF,LIV,8400000,4,206,6.6,7.85714285714286E-07,2.45238095238095E-05,0,3854087,2,21,0,0,0,2,0,24.5,16247,9,0,206,-9,0.4,0,3,32,0,18,0,12,38.5,4405335,0,-1,0,5,2763,7566,0,0,848,Tottenham,Aston Villa,Southampton,Wolverhampton,,17.6,7.4,8.8,268.1
,Alisson,GLK,LIV,6100000,5,171,5,8.19672131147541E-07,2.80327868852459E-05,0,893513,0,22,0,70,0,0,0,28,4738,1,0,171,-1,0.9,0,5.2,15,0,20,0,1,9.1,979810,1,-1,0,2,3060,6139,0,0,749,Tottenham,Aston Villa,Southampton,Wolverhampton,,12.7,4.9,6.3,68.8
,Allan,MID,EVE,4300000,1,58,2.1,4.88372093023256E-07,1.34883720930233E-05,0,1001888,7,38,0,0,0,0,0,13.5,1267,-2,0,58,2,0.2,0,0.8,2,0,6,0,3,3,1075224,0,-1,0,0,2181,440,0,1,313,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,2.6,3.5,1,70.3
Miguel,Almiron,MID,NEW,5000000,2,54,1.9,3.8E-07,1.08E-05,0,70091,2,31,0,0,0,1,0,10.8,170,-5,0,54,5,0.6,0,2.8,0,0,5,0,0,0.2,46149,0,-1,0,0,1543,139,0,0,202,Man City,Arsenal,Burnley,,,1,1.2,1.2,76.3
Marcos,Alonso,DEF,CHE,5700000,7,119,4.4,7.71929824561404E-07,2.08771929824561E-05,0,3130779,8,21,0,0,0,3,0,20.9,18943,2,0,119,-2,0.8,0,4.7,13,0,9,0,5,14.2,3864619,0,-1,0,5,2074,9865,0,0,504,Wolverhampton,Leeds United F.C.,Leicester,Watford,,10.8,5,3.8,170.6
,Alvaro Fernandez,DEF,MUN,4000000,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,-1,0,0,0,33,0,0,0,Brighton,Crystal Palace,,,,0,0,0,0
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,27822,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,818,0,-1,0,0,0,0,0,0,0,Norwich,Man City,Brighton,,,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,13,0.371428571428571,7.73809523809524E-08,2.70833333333333E-06,0,6394,0,7,0,0,0,0,0,2.7,8,-2,0,13,2,0,0,0,0,0,0,0,0,0,3568,0,-1,0,0,401,16,0,0,77,Man Utd,Leeds United F.C.,West Ham,,,0.2,0.2,0.2,13.3
Daniel,Amartey,DEF,LEI,4000000,6,51,2,5E-07,1.275E-05,0,1804336,4,39,0,0,0,0,0,12.8,6483,0,0,51,0,0.3,0,1.2,4,0,5,0,0,10.9,1574617,0,-1,0,1,1987,4776,0,0,390,Everton,Norwich,Watford,Chelsea,Southampton,3.8,2.9,1.7,51.1
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,8093,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Wolverhampton,Leeds United F.C.,Leicester,Watford,,0,0,0,0
Joachim,Andersen,DEF,CRY,4600000,8,112,3.6,7.82608695652174E-07,2.43478260869565E-05,0,121850,4,33,0,0,0,0,0,24.3,2428,1,0,112,-1,0.9,0,4.2,11,0,11,0,4,2.6,282732,1,-1,0,1,2644,17122,0,0,563,Watford,Aston Villa,Everton,Man Utd,,3.2,6.6,4.4,88.3
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,3147,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,0,-1,0,0,0,0,0,0,0,Man City,Arsenal,Burnley,,,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,16512,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,0,-1,0,0,0,0,0,0,0,Man Utd,Leeds United F.C.,West Ham,,,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,15,0.454545454545455,9.27643784786642E-08,3.06122448979592E-06,0,17490,3,14,0,0,0,0,0,3.1,15,-1,0,15,1,0,0,0,0,0,0,0,1,0.1,8823,0,-1,0,0,498,35,0,0,39,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0.4,0.4,0.2,28.3
Vincent,Angelini,GLK,WAT,4000000,0,0,0,0,0,0,24935,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,27951,0,-1,0,0,0,127,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Michail,Antonio,FWD,WHU,7400000,5,128,3.8,5.13513513513513E-07,1.72972972972973E-05,0,7746587,6,38,0,0,0,9,0,17.3,39941,-1,0,128,1,0.3,1,2,13,0,7,0,9,24.5,7546428,0,-1,0,4,2795,2304,0,1,406,Norwich,Man City,Brighton,,,0,3.5,3.9,243.1
Cameron,Archer,FWD,AVL,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,228710,0,0,0,0,0,0,0,0.7,380,0,0,3,0,0,0,0,0,0,0,0,0,0.8,271066,0,-1,0,0,24,0,0,0,3,Burnley,Liverpool,Crystal Palace,Burnley,Man City,0,0,0,1.6
Alphonse,Areola,GLK,WHU,4700000,0,2,0.0571428571428571,1.21580547112462E-08,4.25531914893617E-07,0,202595,0,1,0,2,0,0,0,0.4,147,-3,0,2,3,0,0,0,0,0,0,0,0,0.7,143511,0,-1,0,0,90,106,0,0,11,Norwich,Man City,Brighton,,,0,0,0,2
Kepa,Arrizabalaga,GLK,CHE,4500000,0,19,0.558823529411765,1.24183006535948E-07,4.22222222222222E-06,0,73370,0,2,0,11,0,0,0,4.2,155,-5,0,19,5,0,0,0,1,0,2,0,0,0.3,65280,0,-1,0,0,360,43,0,0,89,Wolverhampton,Leeds United F.C.,Leicester,Watford,,0.6,0.3,0.3,9.6
Harrison,Ashby,DEF,WHU,4000000,0,1,0.0285714285714286,7.14285714285714E-09,2.5E-07,0,3707,0,1,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0.1,4665,0,-1,0,0,6,19,0,0,4,Norwich,Man City,Brighton,,,0,0,0,0.3
Pierre-Emerick,Aubameyang,FWD,ARS,9600000,0,44,3.1,3.22916666666667E-07,4.58333333333333E-06,0,899489,3,16,0,0,0,4,0,4.6,252,-4,0,44,4,0,2,0,7,0,6,0,1,1.2,742898,0,-1,0,0,1036,0,0,0,131,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,92.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,47800,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Liverpool,Arsenal,Burnley,Norwich,,0,0,0,0
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3088,0,-1,0,0,0,54,0,0,0,Liverpool,Arsenal,Burnley,Norwich,,0,0,0,0
Zach,Awe,DEF,ARS,4000000,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,0,-1,0,0,0,69,0,0,0,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,0,72,2.4,4.13793103448276E-07,1.24137931034483E-05,0,353484,1,28,0,0,0,2,0,12.4,2149,-2,0,72,2,0.2,0,1.2,3,0,9,0,4,1,360974,0,-1,0,0,1922,2678,0,0,256,Watford,Aston Villa,Everton,Man Utd,,2.6,3.3,2.3,111.7
Luke,Ayling,DEF,LEE,4300000,-3,55,2.1,4.88372093023256E-07,1.27906976744186E-05,0,1292806,4,66,0,0,0,2,0,12.8,8874,-2,0,55,2,0.3,0,1.2,8,0,2,0,3,3.1,649402,0,-1,0,1,2272,440,0,1,405,Arsenal,Chelsea,Brighton,Brentford F.C.,,0,0,0,102.5
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,-1,0,0,0,23,0,0,0,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,5600000,2,84,3.4,6.07142857142857E-07,1.5E-05,0,1014871,3,22,0,0,0,1,0,15,1755,-4,0,84,4,0.5,0,2.7,2,0,7,0,3,3.3,899424,0,-1,0,1,1959,1000,0,0,426,Wolverhampton,Leeds United F.C.,Leicester,Watford,,7.5,3.4,2.5,95.3
Kwadwo,Baah,MID,WAT,4300000,0,0,0,0,0,0,19587,0,0,0,0,0,0,0,0,201,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,18604,0,-1,0,0,0,200,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Daniel,Bachmann,GLK,WAT,4000000,0,22,0.647058823529412,1.61764705882353E-07,5.5E-06,0,438575,0,26,0,41,0,0,0,5.5,608,-5,0,22,5,0,0,0,0,0,0,0,0,1.3,375527,0,-1,0,0,990,328,0,0,175,Crystal Palace,Everton,Leicester,Chelsea,,0.6,0.3,0.3,30.2
Leon,Bailey,MID,AVL,6300000,0,37,2.1,3.33333333333333E-07,5.87301587301587E-06,0,250046,3,13,0,0,0,1,0,5.9,170,-2,0,37,2,0.1,0,0.8,1,0,2,0,3,0.4,82500,0,-1,0,0,750,13,0,0,98,Burnley,Liverpool,Crystal Palace,Burnley,Man City,0,0,0,53.2
Eric,Bailly,DEF,MUN,4900000,0,2,0.0555555555555556,1.13378684807256E-08,4.08163265306122E-07,0,18396,1,4,0,0,0,0,0,0.4,107,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,11998,1,-1,0,0,216,4,0,0,22,Brighton,Crystal Palace,,,,0,0,0,3.7
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Everton,Leeds United F.C.,,,0,0,0,0
Folarin,Balogun,FWD,ARS,4700000,0,2,1,2.12765957446809E-07,4.25531914893617E-07,0,81624,0,1,0,0,0,0,0,0.4,61,-3,0,2,3,0,0,0,0,0,0,0,0,0.3,62383,0,-1,0,0,69,0,0,0,2,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,1.9
Patrick,Bamford,FWD,LEE,7700000,0,28,3.1,4.02597402597403E-07,3.63636363636364E-06,0,2046932,2,14,0,0,0,2,0,3.6,308,-3,0,28,3,0,0,0,2,0,0,0,2,2.8,904231,0,-1,0,0,557,43,0,0,90,Arsenal,Chelsea,Brighton,Brentford F.C.,,0,0,0,47.9
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,5883,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6722,0,-1,0,0,0,25,0,0,0,Watford,Aston Villa,Everton,Man Utd,,0,0,0,0
Jamal,Baptiste,DEF,WHU,3900000,0,0,0,0,0,0,22947,0,0,0,0,0,0,0,0,116,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,28105,0,-1,0,0,0,228,0,0,0,Norwich,Man City,Brighton,,,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,1,34,0.971428571428571,1.98250728862974E-07,6.93877551020408E-06,0,10374,0,14,0,0,0,1,0,6.9,15,-1,0,34,1,0,0,0.2,2,0,2,0,0,0,8927,0,-1,0,0,879,15,0,1,115,Southampton,Everton,Leeds United F.C.,,,0.5,0.5,0.5,39.6
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,72792,0,0,0,0,0,0,0,0,127,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,43086,0,-1,0,0,0,120,0,0,0,Aston Villa,Tottenham,Aston Villa,Newcastle,,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,7,0.205882352941176,3.95927601809955E-08,1.34615384615385E-06,0,13255,0,1,0,0,0,0,0,1.3,19,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,5848,0,-1,0,0,150,18,0,0,18,Wolverhampton,Leeds United F.C.,Leicester,Watford,,0.2,0.1,0.1,16.3
Ashley,Barnes,FWD,BUR,5200000,2,20,0.588235294117647,1.13122171945701E-07,3.84615384615385E-06,0,237094,4,15,0,0,0,0,0,3.8,505,-3,0,20,3,0.1,0,0.6,0,0,1,0,0,0.8,136811,0,-1,0,0,556,2721,0,0,17,Aston Villa,Tottenham,Aston Villa,Newcastle,,0.3,0.6,0.3,27.4
Harvey,Barnes,MID,LEI,6500000,10,114,3.9,6E-07,1.75384615384615E-05,0,1289837,2,29,0,0,0,4,0,17.5,3503,-5,0,114,5,0.6,0,3.8,9,0,7,0,10,3.5,629697,0,-1,0,1,1902,8084,0,0,304,Everton,Norwich,Watford,Chelsea,Southampton,9.2,7.4,4.7,174.3
Lewis,Bate,MID,LEE,4500000,2,3,0.0882352941176471,1.96078431372549E-08,6.66666666666667E-07,0,129030,0,4,0,0,0,0,0,0.7,7,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0,131399,0,-1,0,0,145,24,0,0,4,Arsenal,Chelsea,Brighton,Brentford F.C.,,0,0,0,0.8
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14285,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,-1,0,0,0,0,0,0,0,Wolverhampton,Leeds United F.C.,Leicester,Watford,,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,21283,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,21248,0,-1,0,0,0,8,0,0,0,Tottenham,Aston Villa,Southampton,Wolverhampton,,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,1,94,3,6.81818181818182E-07,2.13636363636364E-05,0,254396,10,52,0,0,0,4,0,21.4,3291,-1,0,94,1,0.8,0,3.4,15,0,7,0,0,1.5,292504,1,-1,0,2,2629,753,0,0,499,Brentford F.C.,Liverpool,Leicester,,,3.1,4.4,2.1,111.2
Asmir,Begovic,GLK,EVE,4000000,0,12,0.363636363636364,9.09090909090909E-08,3E-06,0,219654,0,3,0,7,0,0,0,3,776,0,0,12,0,0,0,0,3,0,1,0,0,2.4,229223,0,-1,0,0,180,282,0,0,43,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0.4,0.4,0.2,5.3
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,70766,0,0,0,0,0,0,0,0,16,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,0
Said,Benrahma,MID,WHU,5900000,16,138,3.94285714285714,6.68280871670702E-07,2.33898305084746E-05,0,4249378,0,27,0,0,0,8,0,23.4,7563,-1,0,138,1,0.9,0,5.5,15,0,9,0,6,11.1,4287750,0,-1,0,4,2162,2755,0,0,441,Norwich,Man City,Brighton,,,0,2.9,3.6,177.6
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Aston Villa,Tottenham,Aston Villa,Newcastle,,0,0,0,0
Rodrigo,Bentancur,MID,TOT,4900000,2,32,0.941176470588235,1.92076830732293E-07,6.53061224489796E-06,0,12036,5,12,0,0,0,0,0,6.5,207,-1,0,32,1,0.3,0,1.6,2,0,6,0,1,0.1,17716,0,-1,0,0,1108,261,0,0,179,Liverpool,Arsenal,Burnley,Norwich,,1,0.5,0.5,47.5
Christian,Benteke,FWD,CRY,5900000,0,56,1.64705882352941,2.79162512462612E-07,9.49152542372881E-06,0,545112,3,19,0,0,0,4,0,9.5,645,-6,0,56,6,0,0,0.2,6,0,4,0,1,1.2,502216,0,-1,0,1,1111,566,0,0,169,Watford,Aston Villa,Everton,Man Utd,,1.5,1.7,1.3,92.6
Steven,Bergwijn,MID,TOT,5900000,1,53,1.55882352941176,2.64207377866401E-07,8.98305084745763E-06,0,174807,1,6,0,0,0,3,0,9,175,-1,0,53,1,0.1,0,0.6,3,0,3,0,2,0.4,153793,0,-1,0,1,513,148,0,0,137,Liverpool,Arsenal,Burnley,Norwich,,1.6,1.1,0.9,53
,Bernard,MID,EVE,5500000,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Man Utd,Leeds United F.C.,West Ham,,,0,0,0,0
,Bernardo,MID,MCI,7000000,5,151,4.6,6.57142857142857E-07,2.15714285714286E-05,0,3353039,6,20,0,0,0,8,0,21.6,25031,0,0,151,0,0.4,0,3,15,0,16,0,8,14.5,4389747,0,-1,0,3,2699,7302,0,0,632,Newcastle,Wolverhampton,West Ham,Aston Villa,,11.2,3.6,4.9,245.7
Ryan,Bertrand,DEF,LEI,4600000,0,4,1,2.17391304347826E-07,8.69565217391304E-07,0,149660,1,7,0,0,0,0,0,0.9,39,-4,0,4,4,0,0,0,0,0,0,0,0,0.3,19423,0,-1,0,0,337,5,0,0,32,Everton,Norwich,Watford,Chelsea,Southampton,0,0,0,7.2
Marcus,Bettinelli,GLK,CHE,4000000,0,0,0,0,0,0,5182,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6635,0,-1,0,0,0,20,0,0,0,Wolverhampton,Leeds United F.C.,Leicester,Watford,,0,0,0,0
Mads,Bidstrup,MID,BRE,4400000,0,4,1,2.27272727272727E-07,9.09090909090909E-07,0,11386,0,0,0,0,0,0,0,0.9,14,-1,0,4,1,0,0,0,0,0,0,0,0,0.1,7635,0,-1,0,0,36,0,0,0,11,Southampton,Everton,Leeds United F.C.,,,0,0,0,0.8
Mika,Biereth,FWD,ARS,4500000,0,0,0,0,0,0,15547,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0.2,30783,0,-1,0,0,0,469,0,0,0,Leeds United F.C.,Tottenham,Newcastle,Everton,,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,3,57,2.4,5.45454545454545E-07,1.29545454545455E-05,0,1776825,10,26,0,0,0,1,0,13,1048,-1,0,57,1,0.7,0,3.2,6,0,7,0,1,4.7,1163867,0,-1,0,1,1975,1506,0,0,313,Man Utd,Leeds United F.C.,West Ham,,,1.4,1.8,1.5,64.4
Adrian,Blake,MID,WAT,4500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-1,0,0,0,11,0,0,0,Crystal Palace,Everton,Leicester,Chelsea,,0,0,0,0
Lamare,Bogarde,DEF,AVL,4000000,0,0,0,0,0,0,9466,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.1,11781,0,-1,0,0,0,30,0,0,0,Burnley,Liverpool,Crystal Palace,Burnley,Man City,0,0,0,0
Willy,Boly,DEF,WOL,4900000,1,14,0.411764705882353,8.40336134453782E-08,2.85714285714286E-06,0,15605,1,16,0,0,0,0,0,2.9,173,-1,0,14,1,0.2,0,1,0,0,1,0,0,0.1,12945,0,-1,0,0,720,444,0,0,127,Chelsea,Man City,Norwich,Liverpool,,0.4,0.2,0.2,17.9
Jamie,Bowden,MID,TOT,4500000,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,-1,0,0,0,15,0,0,0,Liverpool,Arsenal,Burnley,Norwich,,0,0,0,0
Jarrod,Bowen,MID,WHU,6800000,13,190,5.6,8.23529411764706E-07,2.79411764705882E-05,0,3606624,5,41,0,0,0,10,0,27.9,13777,3,1,190,-3,0.8,0,5.5,21,0,8,0,17,11.5,4435804,0,-1,0,5,2807,23896,-1,0,541,Norwich,Man City,Brighton,,,6.4,5,6.1,251
Conor,Bradley,DEF,LIV,4000000,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,-1,0,0,0,5,0,0,0,Tottenham,Aston Villa,Southampton,Wolverhampton,,0,0,0,0
Jarrad,Branthwaite,DEF,EVE,4000000,0,10,0.303030303030303,7.57575757575758E-08,2.5E-06,0,46440,0,9,0,0,0,1,0,2.5,154,0,0,10,0,0,0,0,1,0,0,0,0,0.3,56102,0,-1,0,0,280,62,0,0,46,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0.4,0.4,0.2,11.7
Nathan,Broadhead,FWD,EVE,4500000,0,0,0,0,0,0,5381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,0,-1,0,0,0,0,0,0,0,Leicester,Watford,Brentford F.C.,Crystal Palace,Arsenal,0,0,0,0
Armando,Broja,FWD,SOU,5400000,2,90,2.9,5.37037037037037E-07,1.66666666666667E-05,0,1739835,2,35,0,0,0,6,0,16.7,19373,4,0,90,-4,0.3,0,1.4,11,0,5,0,2,8.4,2429509,0,-1,0,1,1888,7087,0,0,227,Brentford F.C.,Liverpool,Leicester,,,2.2,2.3,2.4,114.1
Josh,Brownhill,MID,BUR,4300000,1,86,2.7,6.27906976744186E-07,2E-05,0,858812,10,41,0,0,0,2,0,20,4533,-2,0,86,2,1.3,0,5.4,8,0,7,0,3,3.4,827548,0,-1,0,3,2700,9963,0,0,404,Aston Villa,Tottenham,Aston Villa,Newcastle,,2.3,3.5,2.8,135.3
