FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Miguel,Almiron,MID,NEW,5200000,2,17,1.7,3.26923076923077E-07,3.26923076923077E-06,0,50482,1,19,0,0,0,0,0,3.3,188,-3,1,17,3,0.2,0,1,0,0,0,0,0,0.3,29462,0,-1,0,0,695,142,-1,0,81,Brighton,Brentford F.C.,Arsenal,Norwich,Burnley,0.9,0.8,0.8,1.4,1.3,1,0.8,0.8,0.8,0.8,1.1,1.2,0.8,0.9,1.2,0.8,1,0.8,0.8,1.1,0.8,1.1,1,1.1,0.8,0.8,0.9,1,28.2
Marcos,Alonso,DEF,CHE,5600000,0,39,3.9,6.96428571428571E-07,6.96428571428571E-06,0,1973408,2,2,0,0,0,1,0,7,56891,1,0,39,-1,0,0,0,4,0,4,0,1,9.7,2250740,0,-1,0,2,535,66,0,0,143,Burnley,Leicester,Man Utd,Watford,West Ham,0,0,0,0,0,4.6,4.3,4.8,4,4.1,4.6,4.9,5.2,5.3,4.6,3.7,3.1,4.1,3.3,4.3,4.3,4,4.8,3.9,4.5,2.8,5.2,2.8,46.1
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,24669,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Liverpool,Wolverhampton,Man City,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,3,0.3,6.25E-08,6.25E-07,0,5003,0,1,0,0,0,0,0,0.6,20,-2,1,3,2,0,0,0,0,0,0,0,0,0,2390,0,-1,0,0,90,4,-1,0,14,Newcastle,Aston Villa,Leeds United F.C.,West Ham,Southampton,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.9
Daniel,Amartey,DEF,LEI,3900000,1,12,1.7,4.35897435897436E-07,3.07692307692308E-06,0,1032466,0,10,0,0,0,0,0,3.1,6348,-1,0,12,1,0.3,0,1,0,0,1,0,0,9.9,682910,0,-1,0,0,515,1845,0,0,92,Leeds United F.C.,Chelsea,Watford,Southampton,Aston Villa,1.3,1.2,0.8,1,1,0.9,2,1.2,1.4,1.5,1.3,1,1.2,1.9,1.1,1.3,1.6,1.4,1.3,1.3,1.5,1.1,0.9,1.3,1.8,1.3,0.9,1,9.4
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7630,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Burnley,Leicester,Man Utd,Watford,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,6,31,2.8,6.22222222222222E-07,6.88888888888889E-06,0,28299,3,12,0,0,0,0,0,6.9,155,0,0,31,0,0.8,0,3.5,1,0,4,0,0,0.4,23027,0,-1,0,0,933,348,0,0,183,Wolverhampton,Burnley,Aston Villa,Leeds United F.C.,Man Utd,2,2,3.1,2.5,2.8,3.1,2.5,1.7,3.2,3.2,2.8,2.9,3.4,2.1,3.2,3,3,2.5,3.3,1.7,3.3,1.8,2.3,3.3,1.9,2,1.9,2.6,23.2
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,-1,0,0,0,50,0,0,0,Brighton,Brentford F.C.,Arsenal,Norwich,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,15756,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Newcastle,Aston Villa,Leeds United F.C.,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.3,6.12244897959184E-08,6.12244897959184E-07,0,13940,0,3,0,0,0,0,0,0.6,39,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5784,0,-1,0,0,65,3,0,0,5,Tottenham,Man City,Brentford F.C.,Liverpool,Arsenal,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4
Michail,Antonio,FWD,WHU,8200000,0,59,6.6,8.04878048780488E-07,7.19512195121951E-06,0,2857234,2,9,0,0,0,6,0,7.2,11235,7,0,59,-7,0.3,1,2.5,12,0,3,0,4,47.2,4613756,0,-1,0,3,808,34175,0,1,223,Liverpool,Wolverhampton,Man City,Brighton,Chelsea,6.5,9.8,7.5,7.4,4.8,8.7,8.2,9,7.5,9.4,7.9,8.7,9.9,8.2,9.3,8.5,6.7,8.6,8.6,8.3,8.7,9.3,8.9,6.7,7.9,8.7,6.9,9.2,115.8
Cameron,Archer,FWD,AVL,4500000,1,3,0.3,6.66666666666667E-08,6.66666666666667E-07,0,95171,0,0,0,0,0,0,0,0.7,965,0,0,3,0,0,0,0.2,0,0,0,0,0,1.4,187896,0,-1,0,0,24,960,0,0,3,Southampton,Brighton,Crystal Palace,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Alphonse,Areola,GLK,WHU,4800000,0,0,0,0,0,0,74497,0,0,0,0,0,0,0,0,329,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,20317,0,-1,0,0,0,225,0,0,0,Liverpool,Wolverhampton,Man City,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.6,1.25E-07,1.25E-06,0,23122,0,0,0,2,0,0,0,1.2,127,-2,0,6,2,0,0,0,0,0,1,0,0,0.3,11360,0,-1,0,0,90,56,0,0,25,Burnley,Leicester,Man Utd,Watford,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,-1,0,0,0,66,0,0,0,Liverpool,Wolverhampton,Man City,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,10100000,-1,38,3.8,3.76237623762376E-07,3.76237623762376E-06,0,367076,2,8,0,0,0,4,0,3.8,10397,1,-1,38,-1,0.4,2,4,7,0,5,0,1,6.1,631599,0,-1,0,0,788,7514,1,0,133,Watford,Liverpool,Newcastle,Man Utd,Everton,5.1,3.5,5.3,4.5,3.7,3.7,3.7,4.6,4.1,3.3,3.4,3.3,4.9,4.3,2.4,3.5,3.2,5,4.6,3.2,3.1,3.6,3.4,3.8,3.8,5.2,4.8,4.4,71.8
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,46090,0,0,0,0,0,0,0,0,48,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Everton,Leeds United F.C.,Burnley,Brentford F.C.,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5900000,1,19,1.9,3.22033898305085E-07,3.22033898305085E-06,0,77029,1,11,0,0,0,0,0,3.2,483,-1,0,19,1,0.3,0,1.8,0,0,3,0,1,0.5,50455,0,-1,0,0,649,392,0,0,63,Wolverhampton,Burnley,Aston Villa,Leeds United F.C.,Man Utd,1.1,1.2,1.6,1.5,1.5,1.6,1.3,1.8,1,2,1.3,1.2,1.1,1.3,1.2,1,1.9,1.4,1.2,1.6,1.4,1.4,1.1,2.1,1,2,1,1.4,35.7
Luke,Ayling,DEF,LEE,4300000,0,12,1.2,2.7906976744186E-07,2.7906976744186E-06,0,1122761,0,12,0,0,0,1,0,2.8,4104,-2,0,12,2,0,0,0,0,0,0,0,0,3.6,512994,0,-1,0,0,448,21,0,0,74,Leicester,Tottenham,Brighton,Crystal Palace,Brentford F.C.,0,0,0,0,0,0.8,0.7,0.9,1,0.8,0.7,0.7,0.6,0.6,0.6,0.6,1.3,0.6,0.8,0.7,0.6,0.6,0.8,0.6,0.9,0.7,0.7,0.9,20.1
Cesar,Azpilicueta,DEF,CHE,6000000,0,42,5.2,8.66666666666667E-07,7E-06,0,637225,0,3,0,0,0,0,0,7,27008,0,0,42,0,0.2,0,1.5,2,0,4,0,3,6.3,781763,0,-1,0,1,630,782,0,0,182,Burnley,Leicester,Man Utd,Watford,West Ham,6.3,5.8,5.5,5.6,7.3,6.8,6.4,7,6,6.2,6.1,7.2,7,7.6,6.8,5.7,4.8,6.2,5.1,6.5,6.1,6.1,7,5.9,6.7,4.4,7.6,4.5,31
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,9277,0,0,0,0,0,0,0,0,258,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,8256,0,-1,0,0,0,39,0,0,0,Arsenal,Man Utd,Leicester,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4300000,0,8,0.8,1.86046511627907E-07,1.86046511627907E-06,0,197794,0,7,0,12,0,0,0,1.9,1825,-2,0,8,2,0,0,0,0,0,0,0,0,1.2,125144,0,-1,0,0,360,109,0,0,60,Arsenal,Man Utd,Leicester,Chelsea,Man City,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,9
Leon,Bailey,MID,AVL,6400000,2,22,2.2,3.4375E-07,3.4375E-06,0,212849,1,6,0,0,0,1,0,3.4,1030,-1,0,22,1,0.3,0,2,1,0,0,0,3,0.7,68111,0,-1,0,0,290,388,0,0,72,Southampton,Brighton,Crystal Palace,Man City,Leicester,1.4,1.4,1.1,1.2,1.7,1.1,1.4,2.2,1.2,1.1,1.4,1.2,1.1,1.7,1.6,2,1.3,1.9,1.1,1.6,2.1,1.7,1.1,1.3,2.3,1.3,1.8,1.1,25.7
Eric,Bailly,DEF,MUN,4900000,-2,-2,-0.2,-4.08163265306122E-08,-4.08163265306122E-07,0,9104,0,2,0,0,0,0,0,-0.4,225,-1,0,-2,1,-0.1,0,-0.5,0,0,0,0,0,0.1,5538,1,-1,0,0,45,460,0,0,-1,Man City,Watford,Chelsea,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Norwich,Newcastle,Everton,Tottenham,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.2,4.16666666666667E-08,4.16666666666667E-07,0,59838,0,1,0,0,0,0,0,0.4,303,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,50005,0,-1,0,0,69,233,0,0,2,Watford,Liverpool,Newcastle,Man Utd,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,0,21,4.2,5.45454545454545E-07,2.72727272727273E-06,0,1941607,1,12,0,0,0,1,0,2.7,2564,-3,0,21,3,0,0,0,2,0,0,0,2,3.6,851790,0,-1,0,0,436,91,0,0,60,Leicester,Tottenham,Brighton,Crystal Palace,Brentford F.C.,0,0,0,0,0,2.9,3.4,4.6,4.1,5.1,5.6,4.4,5.8,3.7,4.3,4.4,5,5,5.8,5,4.4,5.5,2.7,3.6,4,3.8,4.2,4.6,37.7
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4346,0,-1,0,0,0,32,0,0,0,Wolverhampton,Burnley,Aston Villa,Leeds United F.C.,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,14220,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0.3,20793,0,-1,0,0,0,49,0,0,0,Liverpool,Wolverhampton,Man City,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,0,6,0.6,1.22448979591837E-07,1.22448979591837E-06,0,3765,0,0,0,0,0,0,0,1.2,18,-1,0,6,1,0,0,0,0,0,2,0,0,0,1505,0,-1,0,0,188,2,0,1,9,Norwich,Newcastle,Everton,Tottenham,Leeds United F.C.,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.1
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,45545,0,0,0,0,0,0,0,0,336,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,29341,0,-1,0,0,0,172,0,0,0,Chelsea,Crystal Palace,Tottenham,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,3,6,0.6,1.15384615384615E-07,1.15384615384615E-06,0,9637,0,0,0,0,0,0,0,1.2,55,-3,0,6,3,0.2,0,1.2,0,0,1,0,0,0.1,3262,0,-1,0,0,125,104,0,0,15,Burnley,Leicester,Man Utd,Watford,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
Ashley,Barnes,FWD,BUR,5300000,0,9,1.1,2.07547169811321E-07,1.69811320754717E-06,0,182166,2,10,0,0,0,0,0,1.7,862,-2,0,9,2,0,0,0.2,0,0,1,0,0,1.1,106421,0,-1,0,0,378,354,0,0,2,Chelsea,Crystal Palace,Tottenham,Wolverhampton,Newcastle,0.6,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.9,20
Harvey,Barnes,MID,LEI,6500000,7,24,2.7,4.15384615384615E-07,3.69230769230769E-06,0,926764,2,11,0,0,0,1,0,3.7,2761,-5,0,24,5,0.3,0,2,0,0,1,0,1,2.5,167080,0,-1,0,0,656,241,0,0,57,Leeds United F.C.,Chelsea,Watford,Southampton,Aston Villa,0,1.5,2.4,2.4,2,2.6,2.1,1.7,1.5,1.4,2.8,2.3,1.7,1.5,1.5,3.2,1.9,2.1,1.8,1.6,2.2,2.2,2.6,2.4,1.8,1.8,2.7,2.3,48.4
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,13916,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Burnley,Leicester,Man Utd,Watford,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,8,35,4.4,1E-06,7.95454545454546E-06,0,62430,1,7,0,0,0,0,0,8,337,-1,0,35,1,1.2,0,5.5,7,0,4,0,0,0.8,40913,0,-1,0,1,675,3143,0,0,163,Aston Villa,Norwich,Liverpool,Leicester,Brighton,5.4,4.8,6.3,4.1,5.3,5.3,4.2,5.5,5.6,6.2,4.3,5.3,5.7,5.6,5.9,5.4,5.6,4.4,3.8,4.6,5.3,5.4,5.7,5.9,5.1,6.3,5.5,4.3,19
Asmir,Begovic,GLK,EVE,4000000,0,1,0.1,2.5E-08,2.5E-07,0,105111,0,3,0,1,0,0,0,0.2,1505,0,0,1,0,0,0,0,0,0,0,0,0,3.3,185477,0,-1,0,0,90,427,0,0,9,Tottenham,Man City,Brentford F.C.,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,68631,0,0,0,0,0,0,0,0,60,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Watford,Liverpool,Newcastle,Man Utd,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6400000,0,55,5.5,8.59375E-07,8.59375E-06,0,1876426,0,10,0,0,0,3,0,8.6,20914,4,0,55,-4,0.4,0,2.8,8,0,3,0,3,30.5,3583848,0,-1,0,2,826,11258,0,0,204,Liverpool,Wolverhampton,Man City,Brighton,Chelsea,3.3,8.2,5,4.9,4.5,6.8,5.7,7.3,6.2,7.6,5.7,5.8,6.6,6.6,6.8,6.9,6,5.1,6.6,5.7,5.2,6.8,6.9,6.1,5.6,7,4.5,6.5,74.2
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Chelsea,Crystal Palace,Tottenham,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
