FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Alisson,GLK,LIV,6000000,7,58,4.8,8E-07,9.66666666666667E-06,0,484362,0,11,0,29,0,0,0,9.7,4601,0,0,58,0,0.7,0,4,5,0,7,0,0,7.8,484329,1,-1,0,1,1080,2052,0,0,273,Southampton,Everton,Wolverhampton,Aston Villa,Newcastle,5.2,6,5.6,6.4,4.6,6.2,6.5,5.3,7,5.8,4.8,4.5,5.6,6.1,6,6,6.6,5.4,4.1,6.5,5,6.4,4.7,6.6,4.9,4.6,28.1
,Allan,MID,EVE,4500000,2,36,2.8,6.22222222222222E-07,8E-06,0,594550,1,19,0,0,0,0,0,8,7530,0,0,36,0,0.5,0,2.2,2,0,3,0,2,5.6,891883,0,-1,0,0,1142,1328,0,0,179,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,Chelsea,0,1.4,2.6,1.7,1.9,2.2,2.2,3,2.2,2.3,3.1,2.5,2.4,2.2,1.7,1.7,2.8,2.5,1.6,1.9,2.8,1.4,1.8,2.1,2,1.5,35.3
Miguel,Almiron,MID,NEW,5200000,1,18,1.6,3.07692307692308E-07,3.46153846153846E-06,0,53890,1,19,0,0,0,0,0,3.5,168,-3,0,18,3,0.2,0,1,0,0,0,0,0,0.3,32552,0,-1,0,0,718,143,0,0,84,Arsenal,Norwich,Burnley,Leicester,Liverpool,0.8,1.3,1.2,0.9,0.8,0.8,0.8,0.8,0.9,1.2,0.8,0.9,1.2,0.8,0.9,0.8,0.8,1.1,0.8,1.1,0.8,1,0.8,0.8,1,1,29.7
Marcos,Alonso,DEF,CHE,5600000,0,39,3.25,5.80357142857143E-07,6.96428571428571E-06,0,2186466,2,2,0,0,0,1,0,7,3062,1,0,39,-1,0,0,0,4,0,4,0,1,9.1,2416049,0,-1,0,2,535,21377,0,0,143,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,2.7,2.3,3.9,3.6,3.5,3.3,3,3.4,3.8,4.1,4.3,4.2,3.8,2.8,2.2,3.3,2.2,3.4,3.1,2.9,3.9,3.1,3.7,2.3,4.3,1.9,46.1
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,25346,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.2,818,0,-1,0,0,0,0,0,0,0,Man City,Brighton,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4800000,0,3,0.25,5.20833333333333E-08,6.25E-07,0,5189,0,1,0,0,0,0,0,0.6,6,-2,0,3,2,0,0,0,0,0,0,0,0,0,2448,0,-1,0,0,90,3,0,0,14,Leeds United F.C.,West Ham,Southampton,Tottenham,Wolverhampton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Daniel,Amartey,DEF,LEI,3900000,0,12,1.5,3.84615384615385E-07,3.07692307692308E-06,0,1111800,1,13,0,0,0,0,0,3.1,4211,-1,0,12,1,0.1,0,0.2,0,0,1,0,0,9.2,712807,0,-1,0,0,605,2528,0,0,96,Watford,Southampton,Aston Villa,Newcastle,Tottenham,0.8,0.8,0.8,0.8,1.7,1.1,1.3,1.3,1,0.9,1.1,1.5,1,0.9,1.5,1.2,1.1,1,1.3,0.9,0.8,1.1,1.6,1.1,0.8,0.8,11.1
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,7760,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,0,40,3.3,7.33333333333333E-07,8.88888888888889E-06,0,34183,3,15,0,0,0,0,0,8.9,2092,0,0,40,0,1.2,0,5.2,3,0,4,0,2,0.7,48360,0,-1,0,0,1023,518,0,0,213,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,0,0,0,4.3,3.4,1.7,3.7,4,4,3.5,4.6,2.7,3.8,4.1,3.9,2.6,4.4,2.1,4.6,2.5,3,4.4,2.2,2.7,2.3,3.6,32.2
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1528,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,0,-1,0,0,0,6,0,0,0,Arsenal,Norwich,Burnley,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,15952,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3828,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,West Ham,Southampton,Tottenham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,0,3,0.25,5.10204081632653E-08,6.12244897959184E-07,0,14310,0,3,0,0,0,0,0,0.6,18,-1,0,3,1,0,0,0,0,0,0,0,0,0.1,5807,0,-1,0,0,65,0,0,0,5,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,Chelsea,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Michail,Antonio,FWD,WHU,8100000,2,65,5.4,6.66666666666667E-07,8.02469135802469E-06,0,3358421,2,14,0,0,0,6,0,8,21918,6,0,65,-6,0.2,1,2,12,0,3,0,4,44.5,4889706,0,-1,0,3,1078,14527,0,1,232,Man City,Brighton,Chelsea,Burnley,Arsenal,5.4,5.9,3.8,6.9,5.4,7.4,6.7,7.1,5.5,7.5,7.9,7.4,7.5,7.3,5.4,5.4,7.1,6.1,7.3,6.8,7.5,5,6.7,6.7,5.5,6.2,122.1
Cameron,Archer,FWD,AVL,4500000,0,3,0.25,5.55555555555556E-08,6.66666666666667E-07,0,108701,0,0,0,0,0,0,0,0.7,802,0,0,3,0,0,0,0.2,0,0,0,0,0,1.4,201151,0,-1,0,0,24,875,0,0,3,Crystal Palace,Man City,Leicester,Liverpool,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Alphonse,Areola,GLK,WHU,4700000,0,0,0,0,0,0,77967,0,0,0,0,0,0,0,0,201,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,21839,0,-1,0,0,0,92,0,0,0,Man City,Brighton,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.5,1.04166666666667E-07,1.25E-06,0,24348,0,0,0,2,0,0,0,1.2,95,-2,0,6,2,0,0,0,0,0,1,0,0,0.2,11745,0,-1,0,0,90,21,0,0,25,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.7
Harrison,Ashby,DEF,WHU,4000000,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1742,0,-1,0,0,0,64,0,0,0,Man City,Brighton,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,FWD,ARS,9900000,1,41,3.4,3.43434343434343E-07,4.14141414141414E-06,0,589248,3,12,0,0,0,4,0,4.1,22176,-1,0,41,1,0.1,2,1,7,0,6,0,1,4.3,698107,0,-1,0,0,953,967,0,0,127,Newcastle,Man Utd,Everton,Southampton,West Ham,4.8,3.8,2.9,3.9,3.5,3.5,2.9,3,3.1,2.5,4.4,2.6,1.9,3.1,2.8,3.8,4.2,2.1,2.2,3.3,2.6,3.7,2.7,4.7,3.9,4.3,83
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,46557,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Norwich,Brighton,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,1,21,1.8,3.10344827586207E-07,3.62068965517241E-06,0,82998,1,14,0,0,0,0,0,3.6,400,-2,0,21,2,0.2,0,1,0,0,3,0,1,0.5,54638,0,-1,0,0,709,260,0,0,73,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,1.6,1.3,1.4,1.7,1.5,1.4,0.9,1.7,1.3,0.9,1,1,1.1,0.9,1.8,0.9,1.1,1.5,1.5,1.4,1,2,0.9,2,0.9,1.4,40.5
Luke,Ayling,DEF,LEE,4300000,0,12,1,2.32558139534884E-07,2.7906976744186E-06,0,1162050,0,12,0,0,0,1,0,2.8,1457,-2,0,12,2,0,0,0,0,0,0,0,0,3.2,513191,0,-1,0,0,448,22,0,0,74,Brighton,Crystal Palace,Brentford F.C.,Chelsea,Man City,0,0,0,0.7,0.6,0.8,0.7,0.7,0.6,0.5,0.5,0.5,0.5,0.5,1,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.6,0.6,20.1
Cesar,Azpilicueta,DEF,CHE,5800000,0,42,5.2,8.96551724137931E-07,7.24137931034483E-06,0,834896,0,3,0,0,0,0,0,7.2,3299,-2,0,42,2,0,0,0,2,0,4,0,3,4.1,787565,0,-1,0,1,630,765,0,0,182,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,5.6,4.9,7.3,6.7,6.8,6.5,6,6.3,6.2,7.3,6.8,7.5,7.1,5.7,4.6,6.5,4.7,6.6,5.9,5.9,7.1,6.2,7,4.8,7.8,4.2,31
Kwadwo,Baah,MID,WAT,4400000,0,0,0,0,0,0,10884,0,0,0,0,0,0,0,0,59,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,8578,0,-1,0,0,0,33,0,0,0,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,1,9,0.75,1.78571428571429E-07,2.14285714285714E-06,0,212637,0,11,0,16,0,0,0,2.1,409,-3,0,9,3,0,0,0.2,0,0,0,0,0,1,126477,0,-1,0,0,450,132,0,0,77,Leicester,Chelsea,Man City,Brentford F.C.,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,9
Leon,Bailey,MID,AVL,6400000,3,26,2.16666666666667,3.38541666666667E-07,4.0625E-06,0,222839,1,6,0,0,0,1,0,4.1,729,-1,0,26,1,0.3,0,2,1,0,1,0,3,0.6,77204,0,-1,0,0,390,410,0,0,80,Crystal Palace,Man City,Leicester,Liverpool,Norwich,1.1,1.3,1.6,1.1,1.2,2.3,1.3,1.1,1.2,1.4,1.1,1.8,1.4,2.3,1.1,2.2,1.1,1.9,1.5,1.9,1.1,1.2,2.3,1.2,2.1,1.1,34.9
Eric,Bailly,DEF,MUN,4900000,0,-2,-0.166666666666667,-3.40136054421769E-08,-4.08163265306122E-07,0,11258,0,2,0,0,0,0,0,-0.4,81,-1,0,-2,1,-0.1,0,-0.5,0,0,0,0,0,0.1,6751,1,-1,0,0,45,60,0,0,-1,Chelsea,Arsenal,Crystal Palace,Norwich,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Everton,Tottenham,Leeds United F.C.,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4800000,0,2,0.166666666666667,3.47222222222222E-08,4.16666666666667E-07,0,63218,0,1,0,0,0,0,0,0.4,244,-2,0,2,2,0,0,0,0,0,0,0,0,0.3,52223,0,-1,0,0,69,201,0,0,2,Newcastle,Man Utd,Everton,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9
Patrick,Bamford,FWD,LEE,7700000,0,21,4.2,5.45454545454545E-07,2.72727272727273E-06,0,1962683,1,12,0,0,0,1,0,2.7,1154,-3,0,21,3,0,0,0,2,0,0,0,2,3.3,852339,0,-1,0,0,436,50,0,0,60,Brighton,Crystal Palace,Brentford F.C.,Chelsea,Man City,0,0,0,0,0,5,3.4,5.2,5.6,4.2,5.9,3.3,4.3,4.8,5.1,5.4,5.5,4,5,5.2,2.7,3.5,4,3.4,4.3,4.5,37.7
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,3681,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4798,0,-1,0,0,0,27,0,0,0,Aston Villa,Leeds United F.C.,Man Utd,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,15634,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21207,0,-1,0,0,0,34,0,0,0,Man City,Brighton,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,1,8,0.666666666666667,1.36054421768707E-07,1.63265306122449E-06,0,3879,0,0,0,0,0,0,0,1.6,5,-1,0,8,1,0.1,0,0.5,0,0,2,0,0,0,1641,0,-1,0,0,209,18,0,1,19,Everton,Tottenham,Leeds United F.C.,Watford,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.5
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,50390,0,0,0,0,0,0,0,0,218,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,31623,0,-1,0,0,0,137,0,0,0,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,6,0.5,9.61538461538462E-08,1.15384615384615E-06,0,10394,0,0,0,0,0,0,0,1.2,36,-3,0,6,3,0.2,0,1,0,0,1,0,0,0.1,4097,0,-1,0,0,125,46,0,0,15,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.1
Ashley,Barnes,FWD,BUR,5300000,0,9,1.1,2.07547169811321E-07,1.69811320754717E-06,0,197556,2,10,0,0,0,0,0,1.7,1162,-2,0,9,2,0,0,0,0,0,1,0,0,0.9,107941,0,-1,0,0,378,13,0,0,2,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0.6,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.9,20
Harvey,Barnes,MID,LEI,6500000,5,33,3,4.61538461538462E-07,5.07692307692308E-06,0,943973,2,15,0,0,0,1,0,5.1,859,-5,0,33,5,0.6,0,4.2,3,0,1,0,2,2.6,192520,0,-1,0,1,791,1709,0,0,71,Watford,Southampton,Aston Villa,Newcastle,Tottenham,3,2.9,2.3,2.9,2.4,2.1,1.8,1.5,3.1,2.9,2.1,1.6,1.8,3.4,2.6,2.3,2.1,1.9,2.8,2.7,3.2,3,2.3,2.2,3.2,2.8,56.1
Lewis,Bate,MID,LEE,4500000,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,-1,0,0,0,8,0,0,0,Brighton,Crystal Palace,Brentford F.C.,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,13995,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1384,0,-1,0,0,0,0,0,0,0,Man Utd,Watford,West Ham,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,-1,0,0,0,6,0,0,0,Southampton,Everton,Wolverhampton,Aston Villa,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,-1,34,3.4,7.72727272727273E-07,7.72727272727273E-06,0,77344,3,12,0,0,0,0,0,7.7,1061,-1,0,34,1,0.9,0,3.8,7,0,4,0,0,0.9,57386,0,-1,0,0,810,330,0,0,174,Liverpool,Leicester,Brighton,Arsenal,Crystal Palace,4.5,2.9,4.2,3.4,2.5,3.9,3.6,4.9,3,3.1,4.4,4.1,4,4.3,4,2.7,2.6,3.1,3.7,4.1,4.6,4,3.7,4.2,4.6,2.9,24.3
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0833333333333333,2.08333333333333E-08,2.5E-07,0,118051,0,3,0,1,0,0,0,0.2,601,0,0,1,0,0,0,0,0,0,0,0,0,3.2,189139,0,-1,0,0,90,171,0,0,9,Brentford F.C.,Liverpool,Arsenal,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,69181,0,0,0,0,0,0,0,0,35,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Newcastle,Man Utd,Everton,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6300000,1,60,5,7.93650793650794E-07,9.52380952380952E-06,0,2358287,0,14,0,0,0,3,0,9.5,28667,3,0,60,-3,0.4,0,2.5,8,0,3,0,3,25.9,3677306,0,-1,0,2,1039,5378,0,0,227,Man City,Brighton,Chelsea,Burnley,Arsenal,4,5,4.2,5.9,4.4,6.6,6.3,6.3,4.9,5.4,5.7,6.5,5.7,6.4,6,3.6,6.5,4.9,5.3,5.7,6.5,5.3,5.6,5.9,4.1,5.3,79.5
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Wolverhampton,Newcastle,West Ham,Watford,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
