FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Alzate,MID,BHA,4800000,0,10,0.416666666666667,8.68055555555556E-08,2.08333333333333E-06,0,5920,0,4,0,0,0,0,0,2.1,29,-2,0,10,2,0.1,0,0.3,0,0,0,0,0,0,3257,0,-1,0,0,278,23,0,0,54,Burnley,Aston Villa,Newcastle,Liverpool,Tottenham,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.4
Daniel,Amartey,DEF,LEI,3800000,1,24,1.7,4.47368421052632E-07,6.31578947368421E-06,0,1566083,1,26,0,0,0,0,0,6.3,8230,-2,0,24,2,0.3,0,1,2,0,2,0,0,9.3,1141461,0,-1,0,1,1145,18076,0,0,211,Wolverhampton,Burnley,Leeds United F.C.,Arsenal,Brentford F.C.,1.3,1.2,1.7,1.2,1.8,1.3,1.2,0.8,1.5,1.4,1.6,0.8,1.2,28.8
Ethan,Ampadu,DEF,CHE,4500000,0,0,0,0,0,0,8039,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,0,-1,0,0,0,0,0,0,0,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim,Andersen,DEF,CRY,4500000,4,65,3,6.66666666666667E-07,1.44444444444444E-05,0,72304,3,28,0,0,0,0,0,14.4,443,0,0,65,0,0.8,0,3.8,6,0,6,0,2,0.4,63446,1,-1,0,0,1834,843,0,0,359,Chelsea,Watford,Burnley,Wolverhampton,Man City,5.8,3.9,2.9,4.4,1.5,3.9,2,2.5,4,1.8,2.3,2.3,3.3,57.9
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,2999,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,0,-1,0,0,0,0,0,0,0,West Ham,Brentford F.C.,Brighton,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,16412,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,0,-1,0,0,0,0,0,0,0,Burnley,Aston Villa,Newcastle,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,4900000,1,14,0.636363636363636,1.2987012987013E-07,2.85714285714286E-06,0,16579,3,14,0,0,0,0,0,2.9,73,-1,0,14,1,0.1,0,0.3,0,0,0,0,1,0.1,8305,0,-1,0,0,496,39,0,0,38,Southampton,Man City,Tottenham,Wolverhampton,Newcastle,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,28.1
Vincent,Angelini,GLK,WAT,4000000,0,0,0,0,0,0,23042,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,25389,0,-1,0,0,0,86,0,0,0,Aston Villa,Crystal Palace,Man Utd,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,7700000,2,106,4.2,5.45454545454545E-07,1.37662337662338E-05,0,6417270,4,31,0,0,0,8,0,13.8,91107,2,0,106,-2,0.3,1,2,13,0,6,0,7,35.2,7202433,0,-1,0,4,2200,28737,0,1,338,Newcastle,Wolverhampton,Liverpool,Aston Villa,Tottenham,5.4,3.6,3,5.3,3.5,5.8,4.4,4.9,3.2,4.6,4.9,4.1,4.3,192.7
Cameron,Archer,FWD,AVL,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,209995,0,0,0,0,0,0,0,0.7,2818,0,0,3,0,0,0,0,0,0,0,0,0,1,271066,0,-1,0,0,24,0,0,0,3,Watford,Brighton,Southampton,Leeds United F.C.,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Alphonse,Areola,GLK,WHU,4700000,0,2,0.08,1.70212765957447E-08,4.25531914893617E-07,0,198342,0,1,0,2,0,0,0,0.4,418,-3,0,2,3,0,0,0,0,0,0,0,0,0.7,140559,0,-1,0,0,90,230,0,0,11,Newcastle,Wolverhampton,Liverpool,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kepa,Arrizabalaga,GLK,CHE,4700000,0,19,0.791666666666667,1.68439716312057E-07,4.04255319148936E-06,0,61104,0,2,0,11,0,0,0,4,2059,-3,0,19,3,0,0,0,1,0,2,0,0,0.4,63996,0,-1,0,0,360,198,0,0,89,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0.4,0,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,9.6
Harrison,Ashby,DEF,WHU,4000000,0,1,0.04,1E-08,2.5E-07,0,3069,0,1,0,0,0,0,0,0.2,60,0,0,1,0,0,0,0,0,0,0,0,0,0,4141,0,-1,0,0,6,49,0,0,4,Newcastle,Wolverhampton,Liverpool,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Pierre-Emerick,Aubameyang,FWD,ARS,9600000,0,44,3.1,3.22916666666667E-07,4.58333333333333E-06,0,891499,3,16,0,0,0,4,0,4.6,1541,-4,0,44,4,0,2,0,7,0,6,0,1,1.3,742898,0,-1,0,0,1036,0,0,0,131,Brentford F.C.,Wolverhampton,Watford,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9
Serge,Aurier,DEF,TOT,4900000,0,0,0,0,0,0,47559,0,0,0,0,0,0,0,0,29,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,7608,0,-1,0,0,0,0,0,0,0,Man City,Burnley,Leeds United F.C.,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,0,-1,0,0,0,62,0,0,0,Man City,Burnley,Leeds United F.C.,Everton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Awe,DEF,ARS,4000000,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,-1,0,0,0,157,0,0,0,Brentford F.C.,Wolverhampton,Watford,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,6,56,2.3,3.96551724137931E-07,9.6551724137931E-06,0,313391,1,25,0,0,0,1,0,9.7,1515,-2,0,56,2,0.4,0,2.2,1,0,7,0,4,0.8,307581,0,-1,0,0,1526,1936,0,0,200,Chelsea,Watford,Burnley,Wolverhampton,Man City,3.5,2.1,1.4,1.7,1.4,2,1.8,1.7,3,1.5,2.6,1.4,2,91.4
Luke,Ayling,DEF,LEE,4300000,-3,26,1.6,3.72093023255814E-07,6.04651162790698E-06,0,1239221,2,48,0,0,0,1,0,6,2170,-2,0,26,2,0,0,-0.2,3,0,0,0,2,2.8,566939,0,-1,0,0,1438,1235,0,0,248,Man Utd,Liverpool,Tottenham,Leicester,Aston Villa,2.7,1.7,2.2,1.1,1.2,1.1,0.8,1.6,0.8,1.8,1,1.2,1.3,62.1
Cesar,Azpilicueta,DEF,CHE,5600000,0,67,3.9,6.96428571428571E-07,1.19642857142857E-05,0,972976,0,11,0,0,0,0,0,12,6310,-4,0,67,4,0,0,0,2,0,6,0,3,3.2,852608,0,-1,0,1,1389,1060,0,0,332,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,3.2,0,4.8,3.5,4.1,5.3,3.4,4.9,5.2,4.4,3.9,4.8,3,68.4
Kwadwo,Baah,MID,WAT,4300000,0,0,0,0,0,0,14857,0,0,0,0,0,0,0,0,203,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11685,0,-1,0,0,0,199,0,0,0,Aston Villa,Crystal Palace,Man Utd,Arsenal,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bachmann,GLK,WAT,4200000,0,22,0.956521739130435,2.27743271221532E-07,5.23809523809524E-06,0,380909,0,26,0,41,0,0,0,5.2,4245,-3,0,22,3,0,0,0,0,0,0,0,0,1.9,370674,0,-1,0,0,990,173,0,0,175,Aston Villa,Crystal Palace,Man Utd,Arsenal,Wolverhampton,1,0.5,1.2,0.5,0.6,0.8,0.6,0.7,0.8,0.6,0.5,0.5,0.7,30.2
Leon,Bailey,MID,AVL,6300000,1,28,1.21739130434783,1.93236714975845E-07,4.44444444444444E-06,0,246534,2,8,0,0,0,1,0,4.4,137,-2,0,28,2,0,0,0.3,1,0,1,0,3,0.4,79441,0,-1,0,0,457,184,0,0,83,Watford,Brighton,Southampton,Leeds United F.C.,West Ham,0.8,0.6,1.3,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.8,0.6,38.9
Eric,Bailly,DEF,MUN,4900000,0,2,0.08,1.63265306122449E-08,4.08163265306122E-07,0,17242,1,4,0,0,0,0,0,0.4,80,-1,0,2,1,0,0,0,0,0,0,0,0,0.1,11027,1,-1,0,0,216,74,0,0,22,Leeds United F.C.,Watford,Man City,Tottenham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7
Ellery,Balcombe,GLK,BRE,4000000,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Arsenal,Newcastle,Norwich,Burnley,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folarin,Balogun,FWD,ARS,4700000,0,2,1,2.12765957446809E-07,4.25531914893617E-07,0,79832,0,1,0,0,0,0,0,0.4,355,-3,0,2,3,0,0,0,0,0,0,0,0,0.3,62383,0,-1,0,0,69,0,0,0,2,Brentford F.C.,Wolverhampton,Watford,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
Patrick,Bamford,FWD,LEE,7700000,0,25,4.2,5.45454545454545E-07,3.24675324675325E-06,0,2016380,2,12,0,0,0,2,0,3.2,1085,-3,0,25,3,0,0,0,2,0,0,0,2,2.9,877911,0,-1,0,0,458,71,0,0,82,Man Utd,Liverpool,Tottenham,Leicester,Aston Villa,0,0,0,0,0,5.4,5.4,3.6,3.7,4.1,3.4,4.8,4.4,44.1
Scott,Banks,MID,CRY,4500000,0,0,0,0,0,0,5253,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,6088,0,-1,0,0,0,78,0,0,0,Chelsea,Watford,Burnley,Wolverhampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,20350,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0.2,23321,0,-1,0,0,0,67,0,0,0,Newcastle,Wolverhampton,Liverpool,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shandon,Baptiste,MID,BRE,4900000,1,32,1.28,2.61224489795918E-07,6.53061224489796E-06,0,9348,0,14,0,0,0,1,0,6.5,76,-1,0,32,1,0.1,0,0.7,2,0,2,0,0,0,8660,0,-1,0,0,836,27,0,1,108,Arsenal,Newcastle,Norwich,Burnley,Leicester,0.6,0.9,0.7,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.8,0.6,0.6,34.4
Phil,Bardsley,DEF,BUR,3900000,0,0,0,0,0,0,67204,0,0,0,0,0,0,0,0,373,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,39313,0,-1,0,0,0,206,0,0,0,Brighton,Tottenham,Crystal Palace,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5200000,0,7,0.291666666666667,5.60897435897436E-08,1.34615384615385E-06,0,12697,0,1,0,0,0,0,0,1.3,66,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,5526,0,-1,0,0,150,35,0,0,18,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.3
Ashley,Barnes,FWD,BUR,5200000,2,13,0.619047619047619,1.19047619047619E-07,2.5E-06,0,223048,2,10,0,0,0,0,0,2.5,701,-3,0,13,3,0.2,0,0.8,0,0,1,0,0,0.7,116908,0,-1,0,0,398,1484,0,0,12,Brighton,Tottenham,Crystal Palace,Leicester,Chelsea,0.6,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,20.1
Harvey,Barnes,MID,LEI,6500000,0,65,3.6,5.53846153846154E-07,1E-05,0,1062061,2,24,0,0,0,2,0,10,3226,-5,0,65,5,0.3,0,2,4,0,3,0,6,2.1,269025,0,-1,0,1,1204,1271,0,0,172,Wolverhampton,Burnley,Leeds United F.C.,Arsenal,Brentford F.C.,0,3.2,3.5,2.3,3.6,2.8,4.1,3.4,3.9,2.6,3.5,4,4,108.6
Lewis,Bate,MID,LEE,4500000,0,1,0.0434782608695652,9.66183574879227E-09,2.22222222222222E-07,0,128725,0,2,0,0,0,0,0,0.2,34,0,0,1,0,0,0,0,0,0,0,0,0,0,131178,0,-1,0,0,42,32,0,0,2,Man Utd,Liverpool,Tottenham,Leicester,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Michy,Batshuayi,FWD,CHE,5500000,0,0,0,0,0,0,14228,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,-1,0,0,0,0,0,0,0,Crystal Palace,Burnley,Newcastle,Norwich,Brentford F.C.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Beck,DEF,LIV,4000000,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,21046,0,-1,0,0,0,15,0,0,0,Norwich,Leeds United F.C.,West Ham,Brighton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4400000,6,71,3.5,7.95454545454545E-07,1.61363636363636E-05,0,154698,5,28,0,0,0,3,0,16.1,1562,-1,0,71,1,0.5,0,2,12,0,5,0,0,1.3,162526,1,-1,0,1,1639,13804,0,0,338,Everton,Norwich,Aston Villa,Newcastle,Watford,4.6,3.8,6.5,2.8,3.7,3.8,4.8,4.6,3.7,3.9,4.2,5.1,2.8,72.1
Asmir,Begovic,GLK,EVE,4000000,0,1,0.0454545454545455,1.13636363636364E-08,2.5E-07,0,187447,0,3,0,1,0,0,0,0.2,1617,0,0,1,0,0,0,0,0,0,0,0,0,2.5,210987,0,-1,0,0,90,251,0,0,9,Southampton,Man City,Tottenham,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hector,Bellerin,DEF,ARS,4800000,0,0,0,0,0,0,70456,0,0,0,0,0,0,0,0,42,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3737,0,-1,0,0,0,0,0,0,0,Brentford F.C.,Wolverhampton,Watford,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,5900000,2,93,3.72,6.30508474576271E-07,1.57627118644068E-05,0,4007371,0,20,0,0,0,5,0,15.8,11912,-1,0,93,1,0.2,0,1.3,9,0,6,0,4,11.7,4090095,0,-1,0,2,1578,5349,0,0,315,Newcastle,Wolverhampton,Liverpool,Aston Villa,Tottenham,4.7,3.7,1.9,4.1,2.7,3.7,3,4.2,2.8,3.5,3.9,2.7,3.4,126
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Tottenham,Crystal Palace,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo,Bentancur,MID,TOT,5000000,3,5,0.227272727272727,4.54545454545455E-08,1E-06,0,2482,1,6,0,0,0,0,0,1,608,0,0,5,0,0.2,0,1.2,0,0,0,0,0,0.1,7676,0,-1,0,0,255,781,0,0,29,Man City,Burnley,Leeds United F.C.,Everton,Man Utd,0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.9
Christian,Benteke,FWD,CRY,6100000,0,54,2.25,3.68852459016393E-07,8.85245901639344E-06,0,512710,3,19,0,0,0,4,0,8.9,4171,-4,0,54,4,0,0,0,6,0,4,0,1,1.4,492969,0,-1,0,1,1084,1041,0,0,166,Chelsea,Watford,Burnley,Wolverhampton,Man City,3.4,2,1.3,1.6,1.4,1.9,1.7,1.6,2.9,1.4,2.5,1.3,2,91.9
Steven,Bergwijn,MID,TOT,5900000,1,38,1.72727272727273,2.92758089368259E-07,6.44067796610169E-06,0,163361,1,4,0,0,0,2,0,6.4,1661,-1,0,38,1,0.1,0,0.8,3,0,3,0,2,0.4,149183,0,-1,0,1,447,357,0,0,97,Man City,Burnley,Leeds United F.C.,Everton,Man Utd,1.8,0.9,1.1,1.8,1,1.5,0.9,1.1,0.9,1.1,0.9,1.3,1.2,41.8
,Bernard,MID,EVE,5500000,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Southampton,Man City,Tottenham,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,DEF,BHA,4000000,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Burnley,Aston Villa,Newcastle,Liverpool,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo,MID,MCI,7300000,5,119,4.8,6.57534246575342E-07,1.63013698630137E-05,0,2513949,5,16,0,0,0,7,0,16.3,38820,3,0,119,-3,0.5,0,3.7,13,0,13,0,5,19.5,3993382,0,-1,0,3,2137,44512,0,0,511,Tottenham,Everton,Man Utd,Crystal Palace,Brighton,5.3,4.1,4.4,4.4,5.3,5.1,3.8,6.1,6.1,4.3,6.5,3.9,5.8,190.5
