FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,21,1.05,1.94444444444444E-07,3.88888888888889E-06,0,611486,3,7,0,0,0,1,0,3.9,2479,-1,0,21,1,0,0,0,1,0,2,0,0,2.6,261792,0,-1,0,0,469,26,0,0,97,Burnley,Liverpool,Tottenham,Everton,Arsenal,0,0,0,0,0,0.6,0.5,0.9,0.5,0.5,0.6,0,0.5,0.5,0.5,0.5,0.5,16.6
Marc,Albrighton,MID,LEI,5300000,1,37,1.76190476190476,3.32434860736748E-07,6.9811320754717E-06,0,17233,2,10,0,0,0,0,0,7,261,-2,0,37,2,0.5,0,2.4,0,0,4,0,3,0.1,9438,0,-1,0,0,1007,57,0,0,150,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,1.2,1,0.9,0.9,0.9,1.2,1.6,1.4,0.9,1,1,0.9,1,1,1,1.1,0.9,60.4
Toby,Alderweireld,DEF,TOT,5400000,0,48,4,7.40740740740741E-07,8.88888888888889E-06,0,239612,1,11,0,0,0,1,0,8.9,1426,-1,0,48,1,0,0,0.2,4,0,5,0,0,1.7,147643,1,-1,0,1,1070,1851,0,0,230,Chelsea,West Brom,Man City,West Ham,Burnley,4,4.6,5.2,5.1,4.2,5.1,5.3,3.9,3.9,4.3,4.4,0,4.2,4.3,5.5,4.6,4.9,46.6
Trent,Alexander-Arnold,DEF,LIV,7400000,2,71,3.5,4.72972972972973E-07,9.59459459459459E-06,0,3383697,1,24,0,0,0,1,0,9.6,18568,-1,-1,71,1,0.7,0,5.2,7,0,4,0,3,15.6,867660,0,-1,0,1,1665,13198,1,0,371,Brighton,Man City,Leicester,Everton,Sheffield United,3.6,5.1,3.9,2.8,3.2,4.2,4.1,3.5,4.2,4.1,3.3,3.2,4.1,3.4,4,3.3,4.5,114.4
Ezgjan,Alioski,DEF,LEE,4400000,1,58,3.1,7.04545454545455E-07,1.31818181818182E-05,0,240545,3,24,0,0,0,2,0,13.2,6067,-1,1,58,1,0.3,0,1.2,6,0,5,0,0,2.4,367965,0,-1,0,2,1259,2927,-1,0,251,Everton,Crystal Palace,Arsenal,Wolverhampton,Southampton,2,3.4,3.9,6.3,3,3.7,2.6,3.6,2.7,4.1,3.4,2.8,3.2,2.4,3.1,2.6,3,61
,Alisson,GLK,LIV,5900000,0,71,3.9,6.61016949152542E-07,1.20338983050847E-05,0,972634,1,15,0,37,0,0,0,12,12870,-1,0,71,1,0.6,0,3.4,6,0,5,0,0,6.8,426974,0,-1,1,1,1620,3029,0,0,328,Brighton,Man City,Leicester,Everton,Sheffield United,0,5.6,4.5,3.4,3.8,4.8,4.8,4.1,4.9,4.7,3.9,3.7,4.8,4,4.7,3.9,5.2,37.1
,Allan,MID,EVE,5200000,0,21,1.8,3.46153846153846E-07,4.03846153846154E-06,0,166062,4,16,0,0,0,0,0,4,447,-3,0,21,3,0,0,0,0,0,2,0,0,0.6,81682,0,-1,0,0,1028,13,0,0,140,Leeds United F.C.,Man Utd,Fulham,Man City,Liverpool,0,1,1.9,0.9,1,1.2,1.2,1.5,0.9,1.3,0.9,1.2,0.9,1.1,1.6,1,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,0,4,0.2,2.7027027027027E-08,5.40540540540541E-07,0,249351,0,1,0,0,0,0,0,0.5,240,-6,0,4,6,0,0,0,0,0,0,0,0,0.5,21398,0,-1,0,0,74,44,0,0,13,Chelsea,West Brom,Man City,West Ham,Burnley,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,5.2
Miguel,Almiron,MID,NEW,5600000,2,53,2.6,4.64285714285714E-07,9.46428571428571E-06,0,92062,1,24,0,0,0,2,0,9.5,627,-4,0,53,4,0.5,0,3,4,0,3,0,1,0.4,45692,0,-1,0,0,1275,513,0,0,217,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,2,2.1,1.9,1.7,2.2,2.4,1.5,2,1.7,2.4,1.8,1.4,1.7,1.8,1.6,3,2.1,84.7
Marcos,Alonso,DEF,CHE,5600000,0,16,0.761904761904762,1.36054421768707E-07,2.85714285714286E-06,0,200203,1,6,0,0,0,1,0,2.9,904,-4,0,16,4,0.5,0,2.8,2,0,1,0,0,2,89348,0,-1,0,1,315,11409,0,0,67,Tottenham,Sheffield United,Newcastle,Southampton,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.6
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,924,0,-1,0,0,0,121,0,0,0,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4300000,11,25,1.19047619047619,2.76854928017719E-07,5.81395348837209E-06,0,169839,1,13,0,0,0,1,0,5.8,1262,-2,0,25,2,0.5,0,2.2,3,0,3,0,0,0.6,178302,0,-1,0,1,610,529,0,0,106,Liverpool,Burnley,Aston Villa,Crystal Palace,West Brom,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,28.8
Daniel,Amartey,DEF,LEI,3900000,1,4,0.19047619047619,4.88400488400488E-08,1.02564102564103E-06,0,124003,1,5,0,0,0,0,0,1,929,-1,0,4,1,0.1,0,0.2,0,0,0,0,0,0.9,78123,0,-1,0,0,278,449,0,0,44,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ethan,Ampadu,DEF,SHU,4300000,2,32,1.52380952380952,3.5437430786268E-07,7.44186046511628E-06,0,68984,1,23,0,0,0,0,0,7.4,1152,-2,0,32,2,0.7,0,3,3,0,1,0,0,0.5,45006,0,-1,0,1,1330,558,0,0,210,West Brom,Chelsea,West Ham,Fulham,Liverpool,1.1,0.9,1.1,1.1,1.3,0.9,1.1,1.2,0.8,1.1,1.2,1,0.9,1.3,0.9,0.8,1,47.9
Joachim,Andersen,DEF,FUL,4500000,1,38,2.5,5.55555555555556E-07,8.44444444444444E-06,0,3696,2,17,0,0,0,0,0,8.4,115,0,0,38,0,0.4,0,2,2,0,4,0,0,0,5553,0,-1,0,0,1321,69,0,1,228,Leicester,West Ham,Everton,Burnley,Sheffield United,2,2.5,4.1,2.1,2.2,2.5,3.3,1.6,2.6,3,2.7,0,1.8,2.2,1.7,2.6,1.8,29.5
Elliot,Anderson,MID,NEW,4500000,0,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,1996,0,0,0,0,0,0,0,0.2,50,0,0,1,0,0,0,0.2,0,0,0,0,0,0,2521,0,-1,0,0,3,30,0,0,3,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,30166,0,0,0,0,0,0,0,0,62,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12508,0,-1,0,0,0,48,0,0,0,Liverpool,Burnley,Aston Villa,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,2,25,1.31578947368421,2.48262164846077E-07,4.71698113207547E-06,0,41509,2,12,0,0,0,0,0,4.7,102,-2,0,25,2,0.4,0,2.2,0,0,2,0,1,0.2,22460,0,-1,0,0,777,35,0,0,106,Leeds United F.C.,Man Utd,Fulham,Man City,Liverpool,0.8,0.7,1.4,0.7,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.7,26.5
,Anguissa,MID,FUL,4500000,1,52,2.5,5.55555555555556E-07,1.15555555555556E-05,0,367063,4,25,0,0,0,0,0,11.6,4905,0,0,52,0,0.6,0,2.5,4,0,4,0,3,1.8,422615,0,-1,0,0,1676,1258,0,0,291,Leicester,West Ham,Everton,Burnley,Sheffield United,1.4,1.7,4.4,2.9,1.4,1.3,1.5,1.6,1.5,2,1.9,0,1.8,2.3,1.7,1.6,2,82.5
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,-1,0,0,0,13,0,0,0,Tottenham,Sheffield United,Newcastle,Southampton,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6600000,8,63,4.5,6.81818181818182E-07,9.54545454545455E-06,0,913371,1,14,0,0,0,5,0,9.5,8945,1,0,63,-1,1,0,6.6,11,0,3,0,3,20.5,1811049,0,-1,0,1,993,98043,0,0,181,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,4.5,5.6,5.9,4.7,3.6,4.6,5.2,4.4,4.7,4.5,5.8,4.6,4.8,4.6,5.3,5.9,5.1,104.8
Alphonse,Areola,GLK,FUL,4500000,2,71,3.5,7.77777777777778E-07,1.57777777777778E-05,0,187640,0,28,0,76,0,0,0,15.8,3841,0,0,71,0,0.8,0,3.5,7,0,4,0,0,3.2,310506,0,-1,0,1,1800,4799,0,0,367,Leicester,West Ham,Everton,Burnley,Sheffield United,3.4,4.1,6.9,3.6,3.6,4.1,5,2.8,4.2,4.7,4.3,0,3.1,3.6,2.9,4.2,3,55.4
Stuart,Armstrong,MID,SOU,5500000,1,65,3.6,6.54545454545455E-07,1.18181818181818E-05,0,99779,1,26,0,0,0,3,0,11.8,1229,0,0,65,0,0.6,0,3.2,3,0,7,0,2,0.4,97468,0,-1,0,1,1484,389,0,0,227,Man Utd,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,0,0,0,0,0,4.3,3.5,2.9,4.2,3.6,3.5,0,2.7,2.2,3.7,3.1,2.8,75.8
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.285714285714286,6.0790273556231E-08,1.27659574468085E-06,0,169314,0,6,0,8,0,0,0,1.3,206,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,44991,0,-1,0,0,270,157,0,0,40,Tottenham,Sheffield United,Newcastle,Southampton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6075,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Crystal Palace,Southampton,Chelsea,Man Utd,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,1,72,4,3.53982300884956E-07,6.3716814159292E-06,0,3263375,2,16,0,0,0,5,0,6.4,3155,-7,0,72,7,0.3,0,3.8,6,0,7,0,1,6.5,568630,1,-1,0,1,1543,4201,0,0,207,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,Leicester,3.9,3.5,3.2,3,3.9,4.8,3.1,3.9,2.8,5.4,3.8,3.3,4.4,4,4,3.3,3.6,103.9
Serge,Aurier,DEF,TOT,5200000,0,47,2.35,4.51923076923077E-07,9.03846153846154E-06,0,406575,0,12,0,0,0,2,0,9,1951,-3,0,47,3,0.4,0,2.2,2,0,3,0,1,1.7,255469,0,-1,0,0,918,1877,0,0,206,Chelsea,West Brom,Man City,West Ham,Burnley,1.8,2.1,2.7,2.4,1.9,2.4,2.5,1.7,1.7,1.9,2,0,1.8,1.9,2.6,2.1,2.3,49.7
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,72012,0,5,0,0,0,0,0,1,134,-4,0,5,4,0,0,0,0,0,0,0,0,0.2,16185,0,-1,0,0,135,0,0,0,10,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,1,43,2.4,4.28571428571429E-07,7.67857142857143E-06,0,497375,1,21,0,0,0,1,0,7.7,2233,-4,0,43,4,0.5,0,2.6,2,0,3,0,3,1.6,162766,0,-1,0,0,1048,2313,0,0,122,Newcastle,Leeds United F.C.,Burnley,Brighton,Fulham,2,1.8,2.1,1.8,2.4,1.7,2.5,1.9,1.9,2,1.5,1.8,1.8,2,1.8,1.9,1.7,49.4
Luke,Ayling,DEF,LEE,4400000,0,47,2.2,5E-07,1.06818181818182E-05,0,422977,5,38,0,0,0,0,0,10.7,3422,-1,1,47,1,0.2,0,1,1,0,6,0,0,2.5,329342,0,-1,0,0,1869,1355,-1,0,372,Everton,Crystal Palace,Arsenal,Wolverhampton,Southampton,1.1,2,2.4,3.7,1.8,2.3,1.5,2.2,1.5,2.6,2,1.6,1.9,1.4,1.8,1.5,1.8,97
Cesar,Azpilicueta,DEF,CHE,5600000,0,53,2.52380952380952,4.50680272108844E-07,9.46428571428571E-06,0,450049,3,7,0,0,0,1,0,9.5,1501,-4,0,53,4,1,0,5.4,5,0,6,0,1,3.1,144005,0,-1,0,1,860,16283,0,0,216,Tottenham,Sheffield United,Newcastle,Southampton,Man Utd,2,1.9,1.9,1.6,2.4,1.7,1.9,2.5,2.5,2.1,2.2,2.5,2.6,2.8,2.5,2.2,2.5,46
Eric,Bailly,DEF,MUN,4900000,0,19,0.904761904761905,1.84645286686103E-07,3.87755102040816E-06,0,66482,2,11,0,0,0,0,0,3.9,3393,-1,0,19,1,0.3,0,1.5,4,0,2,0,0,0.4,69851,0,-1,0,0,548,251,0,0,119,Southampton,Everton,West Brom,Newcastle,Chelsea,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,15.2
Fabian,Balbuena,DEF,WHU,4300000,0,40,3.3,7.67441860465116E-07,9.30232558139535E-06,0,262525,1,16,0,0,0,1,0,9.3,2133,-2,0,40,2,0,0,0,0,0,4,0,0,0.9,298019,0,-1,0,0,1080,412,0,0,185,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,3.9,3.8,3.2,3,4.2,2.5,3.9,3.5,3.9,3.1,2.8,3.1,3.2,2.5,3.3,3.8,3,32.4
George,Baldock,DEF,SHU,4900000,1,29,1.5,3.06122448979592E-07,5.91836734693878E-06,0,303644,3,30,0,0,0,0,0,5.9,840,-6,0,29,6,0.2,0,0.8,0,0,0,0,1,0.9,49058,0,-1,0,0,1663,78,0,0,177,West Brom,Chelsea,West Ham,Fulham,Liverpool,1.1,0.9,1.1,1.1,1.3,0.9,1,1.1,0.8,1.1,1.1,0.9,0.9,1.3,0.9,0.8,1,58
Gareth,Bale,MID,TOT,9300000,0,17,0.85,9.13978494623656E-08,1.82795698924731E-06,0,155606,0,5,0,0,0,1,0,1.8,403,-2,0,17,2,0.1,0,0.6,3,0,1,0,0,0.3,161077,0,-1,0,0,229,466,0,0,45,Chelsea,West Brom,Man City,West Ham,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.5,0.4,0.4,0.4,0.4,19.1
Patrick,Bamford,FWD,LEE,6600000,5,124,5.9,8.93939393939394E-07,1.87878787878788E-05,0,2731190,1,36,0,0,0,11,0,18.8,30732,11,0,124,-11,0.9,0,5.8,16,0,6,0,8,47.5,5692501,0,-1,0,3,1785,60049,0,0,405,Everton,Crystal Palace,Arsenal,Wolverhampton,Southampton,6.3,8,7.8,14.3,5.8,7.2,6.3,8.3,7.5,6,7.3,6.2,8.1,6.4,7.5,7.3,7.2,169.4
Phil,Bardsley,DEF,BUR,4400000,0,1,0.05,1.13636363636364E-08,2.27272727272727E-07,0,41834,2,8,0,0,0,0,0,0.2,78,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,12234,0,-1,0,0,270,46,0,0,24,Man City,Brighton,Crystal Palace,Fulham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,2,50,2.63157894736842,4.46030330062444E-07,8.47457627118644E-06,0,474265,0,14,0,0,0,3,0,8.5,1628,-1,0,50,1,0.6,0,3.6,4,0,5,0,1,0.9,482738,0,-1,0,1,880,1504,0,0,170,West Ham,Arsenal,Brighton,Leicester,Leeds United F.C.,1.7,1.6,2.1,1.4,2.3,2.1,2.3,3,2.1,1.5,1.6,2.2,2.4,1.3,1.6,1.9,2,82
Ashley,Barnes,FWD,BUR,6000000,0,35,2.3,3.83333333333333E-07,5.83333333333333E-06,0,44044,4,15,0,0,0,2,0,5.8,956,0,0,35,0,0.3,0,1.7,4,0,5,0,0,0.2,43821,0,-1,0,0,1020,127,0,0,70,Man City,Brighton,Crystal Palace,Fulham,West Brom,0,0,4,2.2,1.8,1.6,2,1.6,1.6,2.3,1.8,1.6,1.6,2,1.7,2,2.1,63.9
Harvey,Barnes,MID,LEI,6900000,3,97,4.6,6.66666666666667E-07,1.40579710144928E-05,0,903804,0,21,0,0,0,7,0,14.1,21987,-1,0,97,1,0.9,0,6.4,8,0,6,0,3,8.4,1241458,0,-1,0,1,1624,19328,0,0,256,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,5.4,4.8,3.5,4.4,3.8,5.2,5.9,5.8,3.7,4.8,4.8,4.4,4.8,4.8,4.6,4.9,3.8,139.2
Kyle,Bartley,DEF,WBA,4400000,1,32,2.3,5.22727272727273E-07,7.27272727272727E-06,0,23436,2,29,0,0,0,2,0,7.3,385,-1,0,32,1,0.6,0,2.6,0,0,1,0,1,0.1,18369,0,-1,0,0,1149,118,0,0,190,Sheffield United,Tottenham,Man Utd,Burnley,Brighton,1.8,1.9,1.9,1.9,1.7,1.5,2,1.3,1.7,1.6,2.2,2.3,2.6,2.4,2.3,2.1,1.8,48.5
Chris,Basham,DEF,SHU,4600000,5,37,1.7,3.69565217391304E-07,8.04347826086956E-06,0,136196,1,34,0,0,0,0,0,8,627,-4,0,37,4,0.5,0,2.2,2,0,0,0,1,0.6,37971,0,-1,0,0,1806,229,0,0,281,West Brom,Chelsea,West Ham,Fulham,Liverpool,1.4,1.1,1.3,1.3,1.6,1.1,1.3,1.4,1,1.3,1.4,1.1,1.1,1.6,1.1,0.9,1.2,65.4
Michy,Batshuayi,FWD,CRY,5700000,2,31,1.47619047619048,2.58980785296575E-07,5.43859649122807E-06,0,174135,0,11,0,0,0,1,0,5.4,594,-3,0,31,3,0.4,0,2.2,1,0,2,0,2,0.6,63883,0,-1,0,0,607,954,0,0,77,Newcastle,Leeds United F.C.,Burnley,Brighton,Fulham,0.9,0.8,1,0.8,1.2,0.7,1.2,0.8,0.9,0.9,0.7,0.8,0.8,0.9,0.8,0.8,0.7,37.4
Jan,Bednarek,DEF,SOU,4900000,-7,76,3.6,7.3469387755102E-07,1.55102040816327E-05,0,785972,1,31,0,0,0,1,0,15.5,172776,4,0,76,-4,-0.2,0,-0.8,11,0,8,0,1,10,1324276,1,-1,0,2,1795,1363,0,1,392,Man Utd,Newcastle,Wolverhampton,Chelsea,Leeds United F.C.,4.2,2.9,5.1,7.1,3.4,3.3,3.8,3.5,4,4.1,4.7,0,3.8,4.1,4.4,3.1,4.1,58.5
Hector,Bellerin,DEF,ARS,5100000,1,71,3.7,7.25490196078431E-07,1.3921568627451E-05,0,956123,7,19,0,0,0,0,0,13.9,7660,1,0,71,-1,0.7,0,3.6,13,0,6,0,3,4.8,924295,0,-1,0,3,1640,4185,0,0,335,Wolverhampton,Aston Villa,Leeds United F.C.,Man City,Leicester,4.8,4.7,2.8,5,4.5,4,3.3,4.7,4.5,3.9,4.1,2.7,3.5,4,3.6,4.1,3.5,72.1
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4935,0,0,0,0,0,0,0,0,8,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Fulham,Wolverhampton,Liverpool,Aston Villa,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,27791,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Arsenal,Leicester,Southampton,Leeds United F.C.,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,5,33,1.57142857142857,2.61904761904762E-07,5.5E-06,0,46748,0,11,0,0,0,0,0,5.5,401,0,0,33,0,0.5,0,2.8,0,0,2,0,3,0.2,56025,0,-1,0,0,783,1522,0,0,117,Aston Villa,Fulham,Sheffield United,Tottenham,Man City,0.8,0.9,1.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1,0.9,1.1,0.8,0.9,1.1,0.9,58.1
Josh,Benson,MID,BUR,4500000,1,10,0.5,1.11111111111111E-07,2.22222222222222E-06,0,3271,0,7,0,0,0,0,0,2.2,37,0,0,10,0,0,0,0.2,0,0,1,0,0,0,3840,0,-1,0,0,260,22,0,0,27,Man City,Brighton,Crystal Palace,Fulham,West Brom,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
