FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5500000,0,13,3.2,5.81818181818182E-07,2.36363636363636E-06,0,397497,2,6,0,0,0,1,0,2.4,6997,0,0,13,0,0.2,0,1.2,0,0,1,0,0,5.4,246202,0,-1,0,0,289,1490,0,0,57,Liverpool,Tottenham,Burnley,Fulham,Man Utd,4.1,3.3,2.7,3.1,4.8,3.4,1.8,2,2.2,2.8,2.5,3.9,3.1,2.7,4,3.9,1.8,3.7,3.2,3.6,3.2,3.3,4.4,1.8,4.3,2.4,3.2,2.1,3,3.1,2.4,10.8
Marc,Albrighton,MID,LEI,5300000,1,6,0.857142857142857,1.61725067385445E-07,1.13207547169811E-06,0,10833,0,1,0,0,0,0,0,1.1,97,-2,0,6,2,0.2,0,1,0,0,0,0,0,0.1,3093,0,-1,0,0,170,45,0,0,28,Wolverhampton,Liverpool,Fulham,Sheffield United,Brighton,0.4,0.4,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,6
Toby,Alderweireld,DEF,TOT,5400000,6,19,3.8,7.03703703703704E-07,3.51851851851852E-06,0,125333,0,5,0,0,0,0,0,3.5,1173,-1,0,19,1,0.8,0,4.2,2,0,2,0,0,1.8,46875,0,-1,0,0,450,855,0,0,93,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,4.6,3.9,4.3,3.1,4.7,5.5,1.9,4.9,3,1.9,5.7,4.7,4.2,4.6,1.9,3.4,5.7,5.1,2.5,3.9,5.2,2.2,4.5,3.3,3.4,4.7,2.6,5.1,3.2,2.5,5.7,12
Trent,Alexander-Arnold,DEF,LIV,7400000,2,21,2.6,3.51351351351351E-07,2.83783783783784E-06,0,1942767,1,16,0,0,0,0,0,2.8,41375,-1,0,21,1,0.2,0,1.8,4,0,1,0,1,28.8,385292,0,-1,0,0,690,3306,0,0,144,Man City,Leicester,Brighton,Wolverhampton,Fulham,0,1.4,2.1,2.6,2.1,1.4,2.1,2.7,2,1.3,2.1,3.1,2.2,2.4,1.9,3.5,3.1,1.9,2.1,2.4,2.3,1.6,2.6,2.1,2.4,1.6,3.9,1.8,2.1,2.8,3,41.6
Ezgjan,Alioski,DEF,LEE,4400000,0,11,1.57142857142857,3.57142857142857E-07,2.5E-06,0,34343,0,6,0,0,0,0,0,2.5,600,-1,0,11,1,0.5,0,2,1,0,1,0,0,0.4,15687,0,-1,0,0,255,202,0,0,53,Crystal Palace,Arsenal,Everton,Chelsea,West Ham,1.3,0.8,0.8,1.1,0.8,0.8,2.4,0.8,1.3,1.3,0.8,0.8,1.2,1.9,0.8,0.9,1.5,1.4,0.8,1.4,0.8,1.3,0.8,2,1,0.9,1.3,0.8,1.7,0.8,0.8,15.7
,Alisson,GLK,LIV,5900000,2,23,3.8,6.44067796610169E-07,3.89830508474576E-06,0,740133,0,7,0,9,0,0,0,3.9,3397,-1,0,23,1,0.3,0,1.5,2,0,1,0,0,7.3,249491,0,-1,1,1,540,2335,0,0,103,Man City,Leicester,Brighton,Wolverhampton,Fulham,5,2.7,3.8,4.5,3.8,2.6,3.8,4.6,3.6,2.2,3.7,4.5,4,4.2,3.5,5.1,5.2,3.4,3.8,4.2,4.1,3,4.4,3.8,4.2,2.9,5.7,3.4,3.8,4.8,5.1,10.8
,Allan,MID,EVE,5400000,1,12,1.7,3.14814814814815E-07,2.22222222222222E-06,0,130116,3,12,0,0,0,0,0,2.2,1332,-1,0,12,1,0.2,0,1.2,0,0,1,0,0,1,74492,0,-1,0,0,630,682,0,0,82,Man Utd,Fulham,Leeds United F.C.,Burnley,Chelsea,0.8,1,0.8,1.5,0.8,1.4,0.9,1.5,0.8,0.9,0.9,0.9,0.8,0.9,1.3,1,1.2,0.8,1.1,0.8,1.1,0.9,0.9,1,0.8,0.9,0.8,0.8,1.5,1.1,0.8,17.8
Bamidele,Alli,MID,TOT,7500000,0,2,0.285714285714286,3.80952380952381E-08,2.66666666666667E-07,0,237455,0,0,0,0,0,0,0,0.3,577,-5,0,2,5,0,0,0,0,0,0,0,0,0.6,17156,0,-1,0,0,66,115,0,0,8,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Miguel,Almiron,MID,NEW,5700000,2,14,2,3.50877192982456E-07,2.45614035087719E-06,0,60214,1,7,0,0,0,0,0,2.5,454,-3,0,14,3,0.3,0,1.8,0,0,1,0,1,0.4,16835,0,-1,0,0,390,118,0,0,58,Southampton,Chelsea,Crystal Palace,Aston Villa,West Brom,1.1,1,1,1.6,1.3,2,1.2,1.2,1,1,2.2,1.6,1,1.3,1,1.1,1.4,1.7,1,1.5,1,1.6,1,2.3,1,1,1,2.2,1,1.5,1.7,23.3
Marcos,Alonso,DEF,CHE,5700000,0,2,0.285714285714286,5.0125313283208E-08,3.50877192982456E-07,0,164511,1,6,0,0,0,0,0,0.4,2075,-3,1,2,3,0,0,0,0,0,0,0,0,1.8,35745,0,-1,0,0,225,204,-1,0,36,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4500000,0,9,1.28571428571429,2.85714285714286E-07,2E-06,0,82827,1,11,0,0,0,0,0,2,1709,0,0,9,0,0,0,0.2,0,0,1,0,0,0.9,112735,0,-1,0,0,350,100,0,0,59,Burnley,Aston Villa,Liverpool,Southampton,Leicester,0.6,0.7,0.6,0.6,1.1,0.8,0.8,0.6,0.6,0.6,0.6,1,0.6,0.6,0.6,1.1,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,1.1,0.6,0.6,0.6,0.6,0.7,16.1
Daniel,Amartey,DEF,LEI,4000000,0,0,0,0,0,0,82235,1,4,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,1,39543,0,-1,0,0,144,82,0,0,19,Wolverhampton,Liverpool,Fulham,Sheffield United,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4400000,0,6,0.857142857142857,1.94805194805195E-07,1.36363636363636E-06,0,42014,0,5,0,0,0,0,0,1.4,825,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,0.5,15194,0,-1,0,0,303,63,0,0,44,Chelsea,West Ham,West Brom,Leicester,Southampton,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,1,0.7,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,9.6
Joachim,Andersen,DEF,FUL,4500000,2,8,1.14285714285714,2.53968253968254E-07,1.77777777777778E-06,0,210,0,1,0,0,0,0,0,1.8,8,0,0,8,0,0.4,0,2,0,0,1,0,0,0,410,0,-1,0,0,180,31,0,0,34,West Ham,Everton,Leicester,Man City,Liverpool,0.7,0.6,0.9,1.1,0.9,0.6,0.6,0.6,0.6,0.8,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,1,0.6,0.9,0.7,0.7,0.6,0.6,0.6,0.6,1.4,0.6,2.8
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,27673,0,0,0,0,0,0,0,0,85,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,11212,0,-1,0,0,0,12,0,0,0,Burnley,Aston Villa,Liverpool,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,9,1.28571428571429,2.38095238095238E-07,1.66666666666667E-06,0,33511,1,6,0,0,0,0,0,1.7,355,-1,1,9,1,0.1,0,0.5,0,0,1,0,0,0.3,19366,0,-1,0,0,362,94,-1,0,33,Man Utd,Fulham,Leeds United F.C.,Burnley,Chelsea,0.6,0.6,0.6,1,0.6,0.9,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1,0.7,0.6,9.1
,Anguissa,MID,FUL,4500000,2,18,2.2,4.88888888888889E-07,4E-06,0,153610,1,12,0,0,0,0,0,4,2303,0,0,18,0,0.4,0,2,0,0,1,0,1,2,228116,0,-1,0,0,632,635,0,0,114,West Ham,Everton,Leicester,Man City,Liverpool,1.3,1.6,2.2,1.2,1.1,1.3,1.8,1.6,1.6,2.3,1.1,1.1,1.6,1.5,1.1,1.3,1.3,2.1,1.1,1.1,1.1,1.1,1.6,1.5,1.6,1.1,1.4,1.6,1.1,1.7,1.3,35.2
Michail,Antonio,FWD,WHU,6200000,0,27,4.5,7.25806451612903E-07,4.35483870967742E-06,0,657308,1,8,0,0,0,3,0,4.4,8084,-3,0,27,3,0.4,0,2.2,5,0,2,0,0,2.5,127382,0,-1,0,0,481,769,0,0,77,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,0,0,0,0,0,6.4,4.6,4.8,4,5.1,5.9,4.2,5.5,5.5,5.9,5.7,5.7,3.9,4.8,4.3,6.8,4.4,3.8,3.3,6.3,3.5,6.1,5.5,5.7,5.5,4.9,52.1
Alphonse,Areola,GLK,FUL,4500000,4,21,3,6.66666666666667E-07,4.66666666666667E-06,0,70512,0,12,0,29,0,0,0,4.7,976,0,0,21,0,0.9,0,4,0,0,1,0,0,1.3,56488,0,-1,0,0,630,1137,0,0,129,West Ham,Everton,Leicester,Man City,Liverpool,3.1,2.3,3.9,4,3.8,2.3,2.6,2.2,2.9,3.5,3.5,2,2.7,2.7,1.7,3,1.8,2.6,2.8,3.5,4,1.6,3.9,3.1,3.3,1.7,2.5,2.5,1.5,4.5,1.9,21.4
Stuart,Armstrong,MID,SOU,5500000,10,29,4.8,8.72727272727273E-07,5.27272727272727E-06,0,22105,0,6,0,0,0,1,0,5.3,501,0,0,29,0,0.8,0,4.5,2,0,4,0,2,0.3,16689,0,-1,0,1,512,6060,0,0,88,Newcastle,Wolverhampton,Man Utd,Brighton,Sheffield United,5,4.3,3.7,4.7,6.7,4.6,4.6,4.9,5,4.5,5.7,6.1,5.2,3.6,5,5.1,5.6,4.4,4,6,5.1,4.8,5.7,4.6,5.2,3.6,3.6,3,6.2,4.4,4,29.1
Kepa,Arrizabalaga,GLK,CHE,4800000,0,6,0.857142857142857,1.78571428571429E-07,1.25E-06,0,152788,0,6,0,8,0,0,0,1.2,815,-2,0,6,2,0.1,0,0.5,0,0,0,0,0,0.8,43088,0,-1,0,0,270,57,0,0,40,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.6,0.4,0.4,0.4,0.5,0.4,0.8,0.4,0.4,0.7,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,5381,0,0,0,0,0,0,0,0,52,-3,1,0,3,0,0,0,0,0,0,0,0,0,849,0,-1,0,0,0,2,-1,0,0,Southampton,Chelsea,Crystal Palace,Aston Villa,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11700000,0,28,4,3.41880341880342E-07,2.39316239316239E-06,0,2587145,2,7,0,0,0,2,0,2.4,12393,-3,0,28,3,0.3,0,3,1,0,2,0,1,13.7,410600,0,-1,0,0,626,2459,0,0,104,Aston Villa,Leeds United F.C.,Wolverhampton,Tottenham,Burnley,2.1,5.2,3.6,4.4,3.7,3.8,3.7,2.7,4.3,4.2,3.3,3.1,3.3,2.2,4,4.3,2.6,2.8,5.5,5.6,2.2,3.8,2.7,5.6,4.1,3.8,4.7,4.3,3.9,2.7,3.2,39
Serge,Aurier,DEF,TOT,5200000,0,13,1.85714285714286,3.57142857142857E-07,2.5E-06,0,263343,0,4,0,0,0,1,0,2.5,7126,-3,0,13,3,0,0,0.2,1,0,0,0,1,1.9,130743,0,-1,0,0,180,108,0,0,60,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,1.6,1.6,1.4,0.9,1.6,2.1,0.9,1.8,0.9,0.9,2.3,1.6,1.4,1.6,0.9,1,2.5,1.8,0.9,1.3,1.9,0.9,1.5,1.3,1.1,1.6,0.9,1.8,1,0.9,2.3,18.4
Charlie,Austin,FWD,WBA,5100000,0,0,0,0,0,0,60835,0,0,0,0,0,0,0,0,316,-4,0,0,4,0,0,0,0,0,0,0,0,0.2,9952,0,-1,0,0,0,150,0,0,0,Tottenham,Man Utd,Sheffield United,Crystal Palace,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5700000,8,20,3.3,5.78947368421053E-07,3.50877192982456E-06,0,400331,0,8,0,0,0,1,0,3.5,1437,-3,0,20,3,0.4,0,2.2,2,0,1,0,1,1.8,80998,0,-1,0,1,443,3476,0,0,48,Leeds United F.C.,Burnley,Newcastle,West Brom,Tottenham,3.1,3.4,3.6,3,2.8,2.1,3.9,3.3,2.4,4.1,2.7,2.5,2.8,2.7,3.6,4,3,3.1,4,3.5,4.3,3.3,2.7,2.5,1.9,4,3.2,3.6,2.5,3.2,2.8,19.3
Luke,Ayling,DEF,LEE,4500000,0,17,2.1,4.66666666666667E-07,3.77777777777778E-06,0,187902,1,17,0,0,0,0,0,3.8,7567,0,0,17,0,0.4,0,1.8,1,0,2,0,0,4.2,216510,0,-1,0,0,720,946,0,0,139,Crystal Palace,Arsenal,Everton,Chelsea,West Ham,2,1.1,1.4,1.8,1.1,1,3.2,1,2,2.1,1,1,1.9,2.8,1,1.5,2.4,2.1,1,2.2,1,2,1,3,1.6,1.5,2,1,2.6,1.1,1.2,38.9
Cesar,Azpilicueta,DEF,CHE,5800000,0,17,2.42857142857143,4.1871921182266E-07,2.93103448275862E-06,0,328584,1,3,0,0,0,0,0,2.9,9529,-2,1,17,2,0.3,0,1.8,0,0,2,0,1,3.8,69942,0,-1,0,0,320,465,-1,0,72,Sheffield United,Newcastle,Tottenham,Leeds United F.C.,Everton,1.6,2.1,1.2,1.2,1.5,2.4,1.9,2.6,1.5,2.8,3.1,2.2,2,1.5,2.3,2.2,1.2,1.2,2.5,1.4,2.5,2.8,2.1,2.2,1.4,2.5,1.8,3.4,1.9,1.2,3.1,14.4
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.166666666666667,-3.40136054421769E-08,-2.04081632653061E-07,0,19093,1,7,0,0,0,0,0,-0.2,305,-1,0,-1,1,0,0,0,0,0,0,0,0,0.2,8088,0,-1,0,0,98,9,0,0,11,Everton,West Brom,Southampton,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4400000,6,27,4.5,1.02272727272727E-06,6.13636363636364E-06,0,31540,1,6,0,0,0,1,0,6.1,1111,-1,0,27,1,0.9,0,3.8,0,0,3,0,0,1.3,105692,0,-1,0,0,540,4817,0,0,114,Fulham,Sheffield United,Aston Villa,Man Utd,Leeds United F.C.,5.1,5.2,4.5,5.1,5.7,6.1,4.7,4.2,3.2,3.7,5.6,4.5,5.2,6.1,6.7,5.2,4.6,3.1,6.2,3.1,6.8,5.2,5.5,3.3,4.9,3.7,6.3,4.1,5.1,5.2,4.1,17.7
George,Baldock,DEF,SHU,5300000,0,13,1.6,3.0188679245283E-07,2.45283018867925E-06,0,218503,1,14,0,0,0,0,0,2.5,3219,-2,0,13,2,0.2,0,1.2,0,0,0,0,1,1.9,34814,0,-1,0,0,720,199,0,0,94,Chelsea,West Ham,West Brom,Leicester,Southampton,0.9,1,1.1,0.8,0.8,1.4,1.1,0.8,1.5,1.1,0.8,0.8,2.3,1.9,1.1,0.8,1.3,1.1,1.4,0.8,1.7,0.8,1.2,1,1.2,0.8,1.2,1.3,0.8,1,0.8,31.9
Gareth,Bale,MID,TOT,9500000,3,13,1.85714285714286,1.95488721804511E-07,1.36842105263158E-06,0,70959,0,3,0,0,0,1,0,1.4,3672,0,0,13,0,0.3,0,3.2,3,0,1,0,0,1.1,145529,0,-1,0,0,115,1873,0,0,33,West Brom,Man City,Chelsea,Arsenal,Crystal Palace,1.5,0.9,1.3,0.9,0.9,0.9,0.9,1.4,0.9,0.9,1.5,2.1,0.9,1.5,0.9,0.9,1.1,1.3,0.9,0.9,1.5,0.9,1.7,0.9,1.3,1.6,1.1,1.9,0.9,0.9,2.1,9.1
Patrick,Bamford,FWD,LEE,6000000,7,58,7.2,1.2E-06,9.66666666666667E-06,0,804620,1,16,0,0,0,7,0,9.7,14006,5,0,58,-5,1.2,0,7,9,0,2,0,2,33.9,2691909,0,-1,0,1,670,71979,0,0,200,Crystal Palace,Arsenal,Everton,Chelsea,West Ham,10.1,6.4,10.5,10.1,5.7,6.4,10.8,6.2,10.4,10.8,7.3,6.7,10.8,10.8,7.7,8.3,10.8,9,5.1,9.7,5.1,10.7,6.9,10.4,7.6,5.9,10.8,5.6,10.8,9.3,7.8,73.1
Phil,Bardsley,DEF,BUR,4500000,0,1,0.3,6.66666666666667E-08,2.22222222222222E-07,0,32023,2,8,0,0,0,0,0,0.2,396,0,0,1,0,0,0,0,0,0,0,0,0,0.3,10443,0,-1,0,0,270,10,0,0,24,Brighton,Crystal Palace,Man City,Everton,Arsenal,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Ross,Barkley,MID,AVL,6000000,0,24,4,6.66666666666667E-07,4E-06,0,157841,0,9,0,0,0,2,0,4,8316,0,0,24,0,0.6,0,3.8,3,0,1,0,0,3.8,387610,0,-1,0,1,400,4290,0,0,85,Arsenal,Brighton,West Ham,Newcastle,Wolverhampton,4.8,2.4,4.3,2.3,4.5,2.8,4.7,2.4,4.4,5.1,2,2.9,6,3.8,2.3,2.5,4.8,2,5.6,2.7,5.2,6,3.2,3.3,2,3.4,4.3,2,3.2,4.9,2,38.4
Ashley,Barnes,FWD,BUR,6000000,2,9,1.8,3E-07,1.5E-06,0,10149,1,7,0,0,0,0,0,1.5,217,0,0,9,0,0.3,0,2,0,0,2,0,0,0.1,6595,0,-1,0,0,381,220,0,0,5,Brighton,Crystal Palace,Man City,Everton,Arsenal,1.7,1.4,1.4,1,1.5,1.8,0.9,2.2,1.1,1.1,1.5,1.2,0.9,1.3,0.9,0.9,1.6,1.2,1.9,0.9,1.5,0.9,1.1,0.9,2.3,1,0.9,1.7,0.9,1.1,2,21.4
Harvey,Barnes,MID,LEI,6900000,1,34,4.2,6.08695652173913E-07,4.92753623188406E-06,0,457029,0,9,0,0,0,2,0,4.9,8372,-1,0,34,1,0.5,0,3.5,4,0,2,0,1,4.2,466501,0,-1,0,0,612,3961,0,0,90,Wolverhampton,Liverpool,Fulham,Sheffield United,Brighton,2.1,3.9,2.5,6.3,2.1,2.3,5.5,2.1,3.8,5.8,2.1,2.2,4.9,2.1,5.6,5.1,2.1,5.4,2.1,5.4,3.2,6.3,2.1,4.9,2.7,2.1,4.3,2.1,5.7,5,2.1,45.2
