FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast,ICTIndex
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,-1,0,0,0,0,0,0,0,Aston Villa,,,,,0,0
Michail,Antonio,FWD,WHU,6700000,2,118,4.5,6.71641791044776E-07,1.76119402985075E-05,0,3117861,3,25,0,0,0,10,0,17.6,0,2,0,118,-2,0.3,0,2,19,0,6,0,5,10.9,3250366,0,-1,0,2,1972,0,0,0,345,Southampton,,,,,6,190.1
Alphonse,Areola,GLK,FUL,4500000,0,124,3.4,7.55555555555556E-07,2.75555555555556E-05,0,387975,2,48,0,116,0,0,0,27.6,0,0,0,124,0,0,0,0,9,0,9,0,0,4.7,623846,0,-1,0,1,3240,0,0,0,637,Newcastle,,,,,3.2,87.4
Stuart,Armstrong,MID,SOU,5500000,2,115,3.5,6.36363636363636E-07,2.09090909090909E-05,0,149062,3,56,0,0,0,4,0,20.9,0,0,0,115,0,0.4,0,2,4,0,8,0,7,0.5,152706,0,-1,0,1,2764,0,0,0,455,West Ham,,,,,2.5,149.4
Kepa,Arrizabalaga,GLK,CHE,4700000,0,26,0.702702702702703,1.49511213341001E-07,5.53191489361702E-06,0,178834,1,8,0,16,0,0,0,5.5,0,-3,0,26,3,0,0,0,5,0,2,0,0,0.6,54730,0,-1,0,0,585,0,0,0,117,Aston Villa,,,,,0.4,11.3
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,-1,0,0,0,0,0,0,0,Man City,,,,,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6178,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Fulham,,,,,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,3,131,4.5,3.98230088495575E-07,1.15929203539823E-05,0,3870817,2,26,0,0,0,10,0,11.6,0,-7,0,131,7,0.3,0,3,11,0,10,0,3,7.2,1240132,1,-1,0,3,2330,0,0,0,358,Brighton,,,,,4.4,167.4
Serge,Aurier,DEF,TOT,5200000,0,80,4.2,8.07692307692308E-07,1.53846153846154E-05,0,494267,0,22,0,0,0,2,0,15.4,0,-3,0,80,3,0,0,0,4,0,6,0,3,1.5,329516,0,-1,0,1,1605,0,0,0,370,Leicester,,,,,4.4,87.4
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73276,0,5,0,0,0,0,0,1,0,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Leeds United F.C.,,,,,0,5
Jordan,Ayew,FWD,CRY,5600000,1,70,2.1,3.75E-07,1.25E-05,0,561773,4,42,0,0,0,1,0,12.5,0,-4,0,70,4,0.2,0,1,2,0,6,0,4,1.4,213202,0,-1,0,0,2086,0,0,0,216,Liverpool,,,,,1.6,96.6
Luke,Ayling,DEF,LEE,4400000,2,100,2.6,5.90909090909091E-07,2.27272727272727E-05,0,531709,7,54,0,0,0,0,0,22.7,0,-1,0,100,1,0.5,0,2,2,0,12,0,0,2.7,452954,0,-1,0,0,3399,0,0,0,665,West Brom,,,,,2.5,161.6
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,-1,0,0,0,0,0,0,0,Brighton,,,,,0,0
Cesar,Azpilicueta,DEF,CHE,5800000,-2,113,4.3,7.41379310344828E-07,1.94827586206897E-05,0,871644,5,20,0,0,0,1,0,19.5,0,-2,0,113,2,-0.3,0,-2,12,0,13,0,2,6.4,818667,0,-1,0,1,2187,0,0,1,518,Aston Villa,,,,,5.6,107.9
Eric,Bailly,DEF,MUN,4800000,2,31,0.837837837837838,1.7454954954955E-07,6.45833333333333E-06,0,83092,3,17,0,0,0,0,0,6.5,0,-2,0,31,2,0.4,0,2,6,0,3,0,0,0.3,76269,0,-1,0,0,915,0,0,0,178,Wolverhampton,,,,,0.5,21.1
Fabian,Balbuena,DEF,WHU,4100000,0,39,1.05405405405405,2.5708635464733E-07,9.51219512195122E-06,0,294112,1,19,0,0,0,1,0,9.5,0,-4,0,39,4,0,0,0,0,0,4,0,0,0.6,305099,0,-1,0,0,1197,0,0,1,193,Southampton,,,,,0.5,35
George,Baldock,DEF,SHU,4900000,5,63,2,4.08163265306122E-07,1.28571428571429E-05,0,324995,7,51,0,0,0,0,0,12.9,0,-6,0,63,6,1,0,5,2,0,4,0,2,0.8,59371,0,-1,0,0,2787,0,0,0,347,Burnley,,,,,1.3,89.7
Gareth,Bale,MID,TOT,9200000,13,113,3.05405405405405,3.31962397179788E-07,1.22826086956522E-05,0,1399144,1,12,0,0,0,11,0,12.3,0,-3,0,113,3,1.4,0,13,16,0,5,0,3,4.2,1717954,0,-1,0,4,912,0,0,0,366,Leicester,,,,,2.4,136.4
Patrick,Bamford,FWD,LEE,6600000,6,194,5.1,7.72727272727273E-07,2.93939393939394E-05,0,5349803,3,50,0,0,0,17,0,29.4,0,11,0,194,-11,0.9,0,6,26,0,10,0,11,45.2,8141182,0,-1,0,5,3052,0,0,0,631,West Brom,,,,,6.4,274.6
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,0,-1,0,0,0,0,0,0,0,Southampton,,,,,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0540540540540541,1.22850122850123E-08,4.54545454545455E-07,0,44174,2,8,0,0,0,0,0,0.5,0,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13530,0,-1,0,0,273,0,0,0,28,Sheffield United,,,,,0,5.9
Ross,Barkley,MID,AVL,5800000,0,76,2.05405405405405,3.54147250698975E-07,1.31034482758621E-05,0,520520,0,24,0,0,0,3,0,13.1,0,-2,0,76,2,0,0,0,4,0,8,0,2,0.7,516766,0,-1,0,1,1566,0,0,0,286,Chelsea,,,,,1.2,128.6
Ashley,Barnes,FWD,BUR,6000000,1,52,1.40540540540541,2.34234234234234E-07,8.66666666666667E-06,0,165222,4,19,0,0,0,3,0,8.7,0,0,0,52,0,0.2,0,1,7,0,6,0,0,0.2,163868,0,-1,0,0,1324,0,0,0,107,Sheffield United,,,,,0.9,93.8
Harvey,Barnes,MID,LEI,6600000,0,126,5,7.57575757575758E-07,1.90909090909091E-05,0,2718610,0,25,0,0,0,9,0,19.1,0,-4,0,126,4,0,0,0,13,0,7,0,5,2.7,2581794,0,-1,0,2,1944,0,0,0,348,Tottenham,,,,,4.6,172.7
Kyle,Bartley,DEF,WBA,4400000,1,79,2.6,5.90909090909091E-07,1.79545454545455E-05,0,57520,4,53,0,0,0,3,0,18,0,-1,0,79,1,0.2,0,1,3,0,5,0,1,0.3,61794,0,-1,0,1,2583,0,0,0,429,Leeds United F.C.,,,,,2.1,101
Chris,Basham,DEF,SHU,4600000,5,51,1.6,3.47826086956522E-07,1.10869565217391E-05,0,151996,5,51,0,0,0,0,0,11.1,0,-4,0,51,4,1.1,0,5,2,0,2,0,1,0.5,41414,0,-1,0,0,2576,0,0,0,408,Burnley,,,,,0.9,87.6
Michy,Batshuayi,FWD,CRY,5700000,0,41,1.10810810810811,1.94404931247037E-07,7.19298245614035E-06,0,187490,0,15,0,0,0,2,0,7.2,0,-3,0,41,3,0,0,0,2,0,2,0,2,0.6,73147,0,-1,0,0,717,0,0,0,113,Liverpool,,,,,0.6,45.5
Jan,Bednarek,DEF,SOU,4700000,0,94,2.6,5.53191489361702E-07,2E-05,0,1318145,5,62,0,0,0,1,0,20,0,2,0,94,-2,0,0,0,11,0,9,0,1,4.6,1434502,1,-1,0,2,3100,0,0,1,584,West Ham,,,,,2.6,93.1
Hector,Bellerin,DEF,ARS,5000000,0,94,3.8,7.6E-07,1.88E-05,0,1190364,8,24,0,0,0,1,0,18.8,0,0,0,94,0,0,0,0,17,0,7,0,3,3.5,1050959,0,-1,0,3,2089,0,0,0,421,Brighton,,,,,3.8,94.7
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5037,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Tottenham,,,,,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28339,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Man Utd,,,,,0,0
Said,Benrahma,MID,WHU,5900000,1,73,1.97297297297297,3.34402198808978E-07,1.23728813559322E-05,0,66151,0,19,0,0,0,1,0,12.4,0,-1,0,73,1,0.2,0,1,4,0,3,0,6,0.4,89546,0,-1,0,0,1376,0,0,0,255,Southampton,,,,,1.4,104.6
Josh,Benson,MID,BUR,4400000,0,10,0.27027027027027,6.14250614250614E-08,2.27272727272727E-06,0,4188,0,7,0,0,0,0,0,2.3,0,-1,0,10,1,0,0,0,0,0,1,0,0,0,4559,0,-1,0,0,260,0,0,0,27,Sheffield United,,,,,0.1,3.7
Christian,Benteke,FWD,CRY,5500000,0,106,3.5,6.36363636363636E-07,1.92727272727273E-05,0,236910,1,34,0,0,0,10,0,19.3,0,0,0,106,0,0,0,0,14,0,5,0,2,1.3,305921,0,-1,0,3,1808,0,0,1,338,Liverpool,,,,,3.5,177.7
Gaetano,Berardi,DEF,LEE,4000000,7,8,0.216216216216216,5.40540540540541E-08,2E-06,0,413,0,0,0,0,0,0,0,2,0,0,0,8,0,1.8,0,7,1,0,1,0,0,0,1280,0,-1,0,0,113,0,0,0,30,West Brom,,,,,0.1,3.6
Sander,Berge,MID,SHU,4900000,0,31,0.837837837837838,1.70987313844457E-07,6.3265306122449E-06,0,32330,4,23,0,0,0,1,0,6.3,0,-1,0,31,1,0,0,0,1,0,0,0,1,0.1,24332,0,-1,0,0,1119,0,0,0,152,Burnley,,,,,0.4,49.8
Steven,Bergwijn,MID,TOT,7000000,1,55,1.48648648648649,2.12355212355212E-07,7.85714285714286E-06,0,113254,3,15,0,0,0,1,0,7.9,0,-5,0,55,5,0.1,0,1,2,0,5,0,4,0.4,37028,0,-1,0,0,1202,0,0,0,129,Leicester,,,,,0.7,52.8
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,-1,0,0,0,0,0,0,0,Everton,,,,,0,0
,Bernard,MID,EVE,5700000,1,21,0.567567567567568,9.95732574679943E-08,3.68421052631579E-06,0,21968,2,7,0,0,0,1,0,3.7,0,-3,0,21,3,0.2,0,1,1,0,2,0,0,0.1,13053,0,-1,0,0,447,0,0,0,75,Man City,,,,,0.3,32.7
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,912494,0,3,0,0,0,0,0,1.3,0,-1,0,5,1,0,0,0,0,0,0,0,0,4,319447,0,-1,0,0,205,0,0,0,30,Arsenal,,,,,0,12.8
,Bernardo Silva,MID,MCI,7400000,0,94,3.6,4.86486486486487E-07,1.27027027027027E-05,0,265872,5,18,0,0,0,2,0,12.7,0,-1,0,94,1,0,0,0,9,0,11,0,7,1.1,271176,0,-1,0,2,2063,0,0,0,413,Everton,,,,,3.2,134.1
Ryan,Bertrand,DEF,SOU,5000000,0,78,2.7,5.4E-07,1.56E-05,0,193104,5,51,0,0,0,0,0,15.6,0,0,0,78,0,0,0,0,4,0,8,0,2,0.7,133677,0,-1,0,0,2598,0,0,0,404,West Ham,,,,,2.7,71.4
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5545,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Newcastle,,,,,0,0
Nathan,Bishop,GLK,MUN,4000000,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,-1,0,0,0,0,0,0,0,Wolverhampton,,,,,0,0
Yves,Bissouma,MID,BHA,4400000,2,77,2.1,4.77272727272727E-07,1.75E-05,0,567702,8,42,0,0,0,1,0,17.5,0,-1,0,77,1,0.5,0,2,2,0,11,0,0,1.6,379298,0,-1,0,0,3112,0,0,1,487,Arsenal,,,,,1.3,101.1
Jayden,Bogle,DEF,SHU,4300000,0,39,1.05405405405405,2.45128849780013E-07,9.06976744186047E-06,0,17199,2,20,0,0,0,2,0,9.1,0,-2,0,39,2,0,0,0,0,0,2,0,0,0.1,13284,0,-1,0,1,1107,0,0,0,151,Burnley,,,,,0.5,57
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3026,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,West Brom,,,,,0,0
Willy,Boly,DEF,WOL,5400000,0,68,3.2,5.92592592592593E-07,1.25925925925926E-05,0,272409,2,29,0,0,0,1,0,12.6,0,-1,0,68,1,0,0,0,4,0,6,0,1,1.1,165928,0,-1,0,0,1879,0,0,0,364,Man Utd,,,,,3.8,64.2
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28295,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Man Utd,,,,,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4788,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,West Ham,,,,,0,0
Jarrod,Bowen,MID,WHU,5800000,6,141,3.7,6.37931034482759E-07,2.43103448275862E-05,0,876060,0,33,0,0,0,8,0,24.3,0,-7,0,141,7,1,0,6,8,0,9,0,6,2.5,916121,0,-1,0,4,2556,0,0,0,434,Southampton,,,,,3.8,183.7
Harry,Boyes,DEF,SHU,4000000,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,-1,0,0,0,0,0,0,0,Burnley,,,,,0,0
Robbie,Brady,MID,BUR,5000000,0,44,1.18918918918919,2.37837837837838E-07,8.8E-06,0,16717,3,6,0,0,0,1,0,8.8,0,0,0,44,0,0,0,0,3,0,7,0,1,0,13631,0,-1,0,0,1047,0,0,0,157,Sheffield United,,,,,0.9,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,333730,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,140402,0,-1,0,0,0,0,0,0,0,Man City,,,,,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Everton,,,,,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Chelsea,,,,,0,0
Rhian,Brewster,FWD,SHU,4200000,1,34,0.918918918918919,2.18790218790219E-07,8.09523809523809E-06,0,1562264,1,16,0,0,0,0,0,8.1,0,-3,0,34,3,0.2,0,1,0,0,2,0,0,5,1521295,0,-1,0,0,1113,0,0,0,87,Burnley,,,,,0.5,47.3
Nathan,Broadhead,MID,EVE,4500000,0,1,0.027027027027027,6.00600600600601E-09,2.22222222222222E-07,0,141,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,228,0,-1,0,0,2,0,0,0,5,Man City,,,,,0,0.2
Josh,Brownhill,MID,BUR,4900000,1,74,2.2,4.48979591836735E-07,1.51020408163265E-05,0,10328,2,42,0,0,0,0,0,15.1,0,-1,0,74,1,0.2,0,1,0,0,10,0,1,0.1,9897,0,-1,0,0,2812,0,0,0,359,Sheffield United,,,,,2.3,104.5
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,-1,0,0,0,0,0,0,0,Burnley,,,,,0,0
Joe,Bryan,DEF,FUL,4500000,2,27,0.72972972972973,1.62162162162162E-07,6E-06,0,69820,2,17,0,0,0,1,0,6,0,-5,0,27,5,0.4,0,2,2,0,0,0,1,0.3,19644,0,-1,0,1,663,0,0,0,132,Newcastle,,,,,0.4,32.8
Kean,Bryan,DEF,SHU,3900000,0,29,0.783783783783784,2.00970200970201E-07,7.43589743589744E-06,0,57520,1,17,0,0,0,1,0,7.4,0,-1,0,29,1,0,0,0,0,0,2,0,0,0.5,89095,1,-1,0,0,1003,0,0,0,149,Burnley,,,,,0.4,32.7
Hugo,Bueno,DEF,WOL,4000000,0,0,0,0,0,0,1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522,0,-1,0,0,0,0,0,0,0,Man Utd,,,,,0,0
Oliver,Burke,MID,SHU,4100000,0,46,1.24324324324324,3.0323005932762E-07,1.1219512195122E-05,0,469760,2,21,0,0,0,1,0,11.2,0,-4,0,46,4,0,0,0,0,0,1,0,2,1.9,527855,0,-1,0,0,1260,0,0,0,114,Burnley,,,,,0.7,65.9
Dan,Burn,DEF,BHA,4200000,1,64,1.72972972972973,4.11840411840412E-07,1.52380952380952E-05,0,104391,5,28,0,0,0,1,0,15.2,0,-3,0,64,3,0.2,0,1,1,0,6,0,0,0.7,103330,1,-1,0,0,2057,0,0,0,330,Arsenal,,,,,1.6,78.2
Jack,Butland,GLK,CRY,4500000,0,2,0.0540540540540541,1.2012012012012E-08,4.44444444444444E-07,0,5182,0,2,0,3,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,6127,0,-1,0,0,90,0,0,0,14,Liverpool,,,,,0,1.7
