FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5500000,5,13,3.2,5.81818181818182E-07,2.36363636363636E-06,0,223064,2,6,0,0,0,1,0,2.4,7851,0,0,13,0,0.6,0,3.2,0,0,1,0,0,7.5,222076,0,-1,0,0,289,25113,0,0,57,Arsenal,West Ham,Sheffield United,Liverpool,Tottenham,2.2,3.9,3.6,3.5,3.5,2.3,2.2,4.8,3.1,2.2,1.6,2.4,3.1,1.6,3.5,3.9,2,4.3,4.4,1.6,3.1,2.2,3.1,4,3.3,4.2,1.7,3.4,1.6,3.6,1.7,3.4,3.2,1.6,10.8
Marc,Albrighton,MID,LEI,5400000,0,2,0.5,9.25925925925926E-08,3.7037037037037E-07,0,8959,0,0,0,0,0,0,0,0.4,344,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.1,2681,0,-1,0,0,30,54,0,0,6,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
Toby,Alderweireld,DEF,TOT,5400000,1,3,0.75,1.38888888888889E-07,5.55555555555556E-07,0,109557,0,4,0,0,0,0,0,0.6,2674,-1,0,3,1,0,0,0.2,0,0,0,0,0,1.8,28087,0,-1,0,0,180,1681,0,0,27,West Ham,Burnley,Brighton,West Brom,Man City,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,5.9
Trent,Alexander-Arnold,DEF,LIV,7500000,1,15,3,4E-07,2E-06,0,1206673,1,13,0,0,0,0,0,2,110505,0,0,15,0,0.5,0,3.5,4,0,1,0,1,38,300035,0,-1,0,0,448,23132,0,0,99,Everton,Sheffield United,West Ham,Man City,Leicester,1.7,2.4,2.7,4.5,1.8,2.4,3.7,3.2,1.5,2.8,3.5,2.6,1.6,2.7,3.6,2.7,3,1.6,3.7,3.3,1.5,2.8,2.7,3.2,2.1,2.4,2.4,2.4,1.6,4.5,2,3,3.4,3.8,27.4
Ezgjan,Alioski,DEF,LEE,4400000,0,3,0.75,1.70454545454545E-07,6.81818181818182E-07,0,27575,0,1,0,0,0,0,0,0.7,649,-1,0,3,1,0.2,0,0.7,0,0,0,0,0,0.4,8157,0,-1,0,0,66,381,0,0,9,Wolverhampton,Aston Villa,Leicester,Crystal Palace,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.5,0.4,0.4,0.4,0.4,0.4,3.5
,Alisson,GLK,LIV,5900000,0,17,5.7,9.66101694915254E-07,2.88135593220339E-06,0,628362,0,4,0,5,0,0,0,2.9,61061,-1,1,17,1,0.7,0,4,2,0,1,0,0,8.3,217666,0,-1,1,1,270,503,-1,0,66,Everton,Sheffield United,West Ham,Man City,Leicester,0,0,0,0,5.1,6.4,8,7.7,3.9,6.8,8,6.7,4.6,6.9,6.8,6.9,7.5,4.7,7,8,4.4,7.1,6.9,7.2,5.8,6.3,6.3,6.4,4.7,8.6,5.6,7.2,8.2,8.5,7.5
,Allan,MID,EVE,5400000,1,8,2,3.7037037037037E-07,1.48148148148148E-06,0,113735,1,5,0,0,0,0,0,1.5,2765,-1,0,8,1,0.2,0,1,0,0,1,0,0,1.1,66718,0,-1,0,0,360,1295,0,0,41,Liverpool,Southampton,Newcastle,Man Utd,Fulham,1,1.2,1.7,1,1.7,1,2.1,1,1.7,1,2.2,1,1,1.3,1,1,1,1.4,1.3,1.1,1,1.2,1.2,1.2,1.4,1,1.5,1,1.1,1,1.3,1.6,1.3,1.2,8.7
Bamidele,Alli,MID,TOT,7500000,0,2,0.5,6.66666666666667E-08,2.66666666666667E-07,0,227575,0,0,0,0,0,0,0,0.3,1758,-5,1,2,5,0,0,0.2,0,0,0,0,0,0.7,14776,0,-1,0,0,66,478,-1,0,8,West Ham,Burnley,Brighton,West Brom,Man City,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
Miguel,Almiron,MID,NEW,5800000,1,8,2,3.44827586206897E-07,1.37931034482759E-06,0,50606,0,4,0,0,0,0,0,1.4,1594,-2,0,8,2,0.2,0,1,0,0,0,0,1,0.5,15441,0,-1,0,0,128,149,0,0,36,Man Utd,Wolverhampton,Everton,Southampton,Chelsea,1,1.5,1,1.4,1,1,1,1.1,1.6,1,1.3,1,1,2.4,1.2,1,1.5,1,1,1.3,1.4,1,1.6,1,1.7,1,2.3,1,1,1,1.9,1,1.3,1.9,15.1
Marcos,Alonso,DEF,CHE,5800000,0,2,0.5,8.62068965517241E-08,3.44827586206897E-07,0,125964,1,6,0,0,0,0,0,0.3,6466,-2,1,2,2,0,0,0,0,0,0,0,0,2.3,31918,0,-1,0,0,225,885,-1,0,36,Southampton,Man Utd,Burnley,Sheffield United,Newcastle,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,8.5
Steven,Alzate,MID,BHA,4500000,0,8,2,4.44444444444444E-07,1.77777777777778E-06,0,60746,1,10,0,0,0,0,0,1.8,3379,0,0,8,0,0.3,0,1.5,0,0,1,0,0,1.2,109697,0,-1,0,0,339,774,0,0,56,Crystal Palace,West Brom,Tottenham,Burnley,Aston Villa,1,1.1,1.7,1,1,1,1,1.9,1.9,1.3,1.4,1,1.1,1.3,1.5,1,1,1,2.2,1,1,1.5,1,1.4,1,1.4,1,1.3,2.4,1,1.5,1,1,1.2,15.9
Daniel,Amartey,DEF,LEI,4000000,0,0,0,0,0,0,60586,1,4,0,0,0,0,0,0,4168,0,0,0,0,0,0,0,0,0,0,0,0,1.3,38478,0,-1,0,0,144,259,0,0,19,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
Ethan,Ampadu,DEF,SHU,4500000,0,3,0.75,1.66666666666667E-07,6.66666666666667E-07,0,30539,0,2,0,0,0,0,0,0.7,1526,0,0,3,0,0.2,0,0.8,0,0,0,0,0,0.6,13475,0,-1,0,0,149,303,0,0,20,Fulham,Liverpool,Man City,Chelsea,West Ham,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,4
Joachim,Andersen,DEF,FUL,4500000,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,-1,0,0,0,6,0,0,0,Sheffield United,Crystal Palace,West Brom,West Ham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4900000,0,0,0,0,0,0,25950,0,0,0,0,0,0,0,0,327,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10866,0,-1,0,0,0,43,0,0,0,Crystal Palace,West Brom,Tottenham,Burnley,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,1,8,2,3.63636363636364E-07,1.45454545454545E-06,0,26305,1,5,0,0,0,0,0,1.5,769,0,0,8,0,0.2,0,1,0,0,1,0,0,0.3,16823,0,-1,0,0,303,565,0,0,31,Liverpool,Southampton,Newcastle,Man Utd,Fulham,1,1.2,1.7,1,1.7,1,2.1,1,1.7,1,2.2,1,1,1.3,1,1,1,1.4,1.3,1.1,1,1.2,1.2,1.2,1.4,1,1.5,1,1.1,1,1.3,1.6,1.3,1.2,8.3
,Anguissa,MID,FUL,4500000,1,11,2.2,4.88888888888889E-07,2.44444444444444E-06,0,114969,1,9,0,0,0,0,0,2.4,5416,0,0,11,0,0.4,0,1.7,0,0,0,0,1,2.4,216877,0,-1,0,0,387,2440,0,0,76,Sheffield United,Crystal Palace,West Brom,West Ham,Everton,2.6,1.1,1.5,1.5,1.1,2.1,1.4,1.1,1.1,2.1,1.4,1.9,2.5,1.1,1.1,1.9,1.7,1.1,1.1,1.6,1.7,1.1,1.1,1.1,1.1,1.1,1.4,1.3,1.1,1.5,1.4,1.5,1.5,1.1,23.9
Michail,Antonio,FWD,WHU,6300000,1,19,3.8,6.03174603174603E-07,3.01587301587302E-06,0,471061,1,7,0,0,0,2,0,3,21975,-2,0,19,2,0.7,0,4.2,2,0,2,0,0,4.8,110086,0,-1,0,0,430,4817,0,0,54,Tottenham,Man City,Liverpool,Fulham,Sheffield United,0,2.7,3.9,4.4,5,1.9,4.1,4.9,4.9,3.9,3.7,3.6,3.9,4.9,4.3,4.4,3.5,2.8,5.7,3.7,3.2,4.7,3.6,5.7,3.1,3.4,2.6,5.1,2.8,5.7,2.7,5.6,5.2,3.5,46.7
Alphonse,Areola,GLK,FUL,4500000,3,8,2,4.44444444444444E-07,1.77777777777778E-06,0,54203,0,9,0,14,0,0,0,1.8,2097,0,0,8,0,0.5,0,2.3,0,0,0,0,0,1.3,40121,0,-1,0,0,360,2584,0,0,63,Sheffield United,Crystal Palace,West Brom,West Ham,Everton,1.7,1.9,1.7,1.9,1,2,2.8,1.9,1,1.6,1,1.6,2.1,2.1,1,1.5,1.9,1,1.1,1,1,1.7,2.2,1.8,1,1.5,1.8,1.4,1,1.4,1.2,1,3,1,10.3
Stuart,Armstrong,MID,SOU,5500000,0,11,3.7,6.72727272727273E-07,2E-06,0,18311,0,3,0,0,0,0,0,2,657,0,0,11,0,0.5,0,2.8,0,0,2,0,1,0.2,6271,0,-1,0,0,247,39,0,0,34,Chelsea,Everton,Aston Villa,Newcastle,Wolverhampton,0,2.9,1.8,2.9,3,2,3.5,4.6,2.5,2,3.8,2.8,2.6,3.2,3.8,3.2,1.9,2.9,3.8,4,2.8,2.9,4.7,2.7,3.5,3.9,3.1,3.2,2.7,2.3,2,3.6,3,2.9,11.3
Kepa,Arrizabalaga,GLK,CHE,4800000,2,6,2,4.16666666666667E-07,1.25E-06,0,122124,0,6,0,8,0,0,0,1.2,3083,-2,0,6,2,0.2,0,1,0,0,0,0,0,1.2,42265,0,-1,0,0,270,926,0,0,40,Southampton,Man Utd,Burnley,Sheffield United,Newcastle,1,3,2.1,1.1,1.5,1,1,1,1.9,1.2,1.3,1.1,1.9,2,1.9,1.9,1.2,1.6,1.6,1,1,2.2,1,1.4,2.1,1.8,1.6,1,1.8,1.2,2.8,1.2,1,1.5,5
Christian,Atsu,MID,NEW,5300000,0,0,0,0,0,0,4057,0,0,0,0,0,0,0,0,113,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,808,0,-1,0,0,0,27,0,0,0,Man Utd,Wolverhampton,Everton,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11800000,2,18,3.6,3.05084745762712E-07,1.52542372881356E-06,0,2188968,1,6,0,0,0,1,0,1.5,108252,-2,0,18,2,0.2,0,2.8,0,0,1,0,1,18.4,339148,0,-1,0,0,450,5535,0,0,61,Man City,Leicester,Man Utd,Aston Villa,Leeds United F.C.,2.8,2,3,1.8,3.2,3.6,3.5,3.5,3.5,3,2.5,3.5,3.2,3,2.6,2.9,1.8,3,1.9,2.7,1.8,3.9,4.5,1.8,2.9,2.3,4.7,3.3,2.7,3.9,3.7,2.8,1.9,2.4,27.9
Serge,Aurier,DEF,TOT,5200000,1,13,3.25,6.25E-07,2.5E-06,0,180358,0,4,0,0,0,1,0,2.5,4932,-3,0,13,3,0.6,0,3.2,1,0,0,0,1,2.6,97257,0,-1,0,0,180,12665,0,0,60,West Ham,Burnley,Brighton,West Brom,Man City,1.8,4.6,1.6,4.2,2.7,3.4,1.8,3.9,4.7,1.6,4.3,1.8,1.6,3.7,3.9,3,3.5,1.6,2.6,4.9,4.2,1.8,3,3.4,1.6,3.7,2.6,2.7,4.3,1.6,3.5,2.8,1.6,4.4,18.4
Charlie,Austin,FWD,WBA,5200000,0,0,0,0,0,0,54522,0,0,0,0,0,0,0,0,926,-3,0,0,3,0,0,0,0,0,0,0,0,0.3,8164,0,-1,0,0,0,499,0,0,0,Burnley,Brighton,Fulham,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,0,11,2.8,4.82758620689655E-07,1.89655172413793E-06,0,308779,0,7,0,0,0,0,0,1.9,21337,-2,0,11,2,0.2,0,1.3,0,0,1,0,1,3,73051,0,-1,0,0,341,1238,0,0,14,Brighton,Fulham,Wolverhampton,Leeds United F.C.,Burnley,0,0,1.5,2.9,3.6,2.4,3,2.6,1.6,2.7,1.4,2.1,2.9,1.6,2.3,2,2.6,2.7,2.5,3.6,3.1,3.5,3.4,4.1,3.3,1.8,2.3,1.6,2.9,2.2,2.6,1.6,2.5,1.8,10.3
Luke,Ayling,DEF,LEE,4500000,0,10,2.5,5.55555555555556E-07,2.22222222222222E-06,0,137558,0,8,0,0,0,0,0,2.2,4388,0,0,10,0,0.7,0,3,1,0,1,0,0,4.2,160176,0,-1,0,0,360,7073,0,0,67,Wolverhampton,Aston Villa,Leicester,Crystal Palace,Arsenal,2.6,2.2,1.2,2.4,1.7,1.5,2,1.7,1.2,3.8,1.7,2.6,2.3,1.3,1.2,2.2,2.8,1.2,2.7,2,2.7,1.5,2.6,1.3,2.7,1.5,3.7,2.7,2.7,2.1,1.2,2.9,1.3,2.4,17.6
Cesar,Azpilicueta,DEF,CHE,5900000,1,11,2.8,4.74576271186441E-07,1.86440677966102E-06,0,261473,1,3,0,0,0,0,0,1.9,7547,-1,0,11,1,0.4,0,2.5,0,0,1,0,1,4.3,41368,0,-1,0,0,230,3037,0,0,48,Southampton,Man Utd,Burnley,Sheffield United,Newcastle,1.6,4.2,3.3,1.9,2.5,1.4,1.6,1.7,3.1,2.1,2.3,1.9,3.1,3.2,3.1,3.1,2.2,2.7,2.7,1.4,1.6,3.1,1.4,2.4,3.4,2.9,2.8,1.4,3,2.1,4.2,2.1,1.4,2.5,12.6
Eric,Bailly,DEF,MUN,4900000,0,-1,-0.333333333333333,-6.80272108843537E-08,-2.04081632653061E-07,0,12439,1,7,0,0,0,0,0,-0.2,805,-1,1,-1,1,-0.1,0,-0.3,0,0,0,0,0,0.3,7927,0,-1,0,0,98,253,-1,0,11,Newcastle,Chelsea,Arsenal,Everton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian,Balbuena,DEF,WHU,4400000,7,19,6.3,1.43181818181818E-06,4.31818181818182E-06,0,12407,0,3,0,0,0,1,0,4.3,1489,-1,0,19,1,1.1,0,4.8,0,0,2,0,0,0.5,32905,0,-1,0,0,270,11125,0,0,74,Tottenham,Man City,Liverpool,Fulham,Sheffield United,8.5,7,8.7,7.2,8.7,6.6,6.8,8,8.8,7.8,4.8,6,6.4,8.2,7.1,8.1,8,8.3,9.4,6.7,3.9,9.4,5.9,9.4,7.1,8.5,5.2,8.3,6,9.4,4.5,8,8.5,5.8,11.1
George,Baldock,DEF,SHU,5400000,2,10,2,3.7037037037037E-07,1.85185185185185E-06,0,162601,1,7,0,0,0,0,0,1.9,7692,-1,0,10,1,0.4,0,2.2,0,0,0,0,1,2.7,32059,0,-1,0,0,450,571,0,0,56,Fulham,Liverpool,Man City,Chelsea,West Ham,1.2,2.2,1.8,1.4,1.2,1.8,1,1,2.2,1.4,1,2.1,1.7,1,1,3,2.8,1.7,1,1.8,1.9,1.9,1,2,1,1.4,1.2,1.9,1,1.6,1.9,1,1.5,1.2,17.3
Gareth,Bale,MID,TOT,9500000,1,1,0.25,2.63157894736842E-08,1.05263157894737E-07,0,22802,0,3,0,0,0,0,0,0.1,3197,0,0,1,0,0,0,0.3,0,0,0,0,0,1.1,95873,0,-1,0,0,18,15290,0,0,-1,West Ham,Burnley,Brighton,West Brom,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.3
Patrick,Bamford,FWD,LEE,5800000,0,30,7.5,1.29310344827586E-06,5.17241379310345E-06,0,541074,1,7,0,0,0,3,0,5.2,46373,3,0,30,-3,0.5,0,3,5,0,1,0,2,25.4,1807661,0,-1,0,0,310,39359,0,0,100,Wolverhampton,Aston Villa,Leicester,Crystal Palace,Arsenal,9,8.2,7.6,9.7,8.7,10.1,10.2,7.2,8.2,11.2,8.4,10.2,11.2,9.3,8.3,11.2,11.2,7.8,10.5,9.7,9.3,6,9.8,8.1,11.2,8.8,11.2,9.3,8.1,11.2,7.8,11.2,9.6,9.7,32.2
Phil,Bardsley,DEF,BUR,4500000,0,1,0.3,6.66666666666667E-08,2.22222222222222E-07,0,18939,2,8,0,0,0,0,0,0.2,785,0,0,1,0,0,0,0.2,0,0,0,0,0,0.5,10228,0,-1,0,0,270,151,0,0,24,West Brom,Tottenham,Chelsea,Brighton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Ross,Barkley,MID,AVL,5900000,11,20,6.66666666666667,1.12994350282486E-06,3.38983050847458E-06,0,29200,0,2,0,0,0,2,0,3.4,2615,-1,0,20,1,0.8,0,4.8,3,0,1,0,0,1.7,117173,0,-1,0,1,220,36187,0,0,60,Leicester,Leeds United F.C.,Southampton,Arsenal,Brighton,9.5,6.6,8.1,7.3,5.9,8,6.3,8.2,7.7,8.4,7,7.7,8,4.4,6.4,10,7.9,6.1,6.9,9,5.1,8.5,8.2,9.5,9.7,7.5,6.1,4.7,8.4,8.1,4.5,5.7,9,6.1,20.9
Ashley,Barnes,FWD,BUR,6000000,1,2,0.666666666666667,1.11111111111111E-07,3.33333333333333E-07,0,7150,1,3,0,0,0,0,0,0.3,302,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.1,3310,0,-1,0,0,121,331,0,0,1,West Brom,Tottenham,Chelsea,Brighton,Crystal Palace,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.5,0.3,0.3,0.4,5.8
