FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ezgjan,Alioski,DEF,LEE,4300000,10,102,3,6.97674418604651E-07,2.37209302325581E-05,0,388528,7,34,0,0,0,2,0,23.7,642,-2,0,102,2,1,0,4.4,7,0,9,0,3,2.1,496477,0,-1,0,3,2276,4961,0,0,423,Burnley,Southampton,West Brom,,,2.5,2.2,3.2,110.1
,Alisson,GLK,LIV,5900000,1,116,3.7,6.27118644067797E-07,1.96610169491525E-05,0,1101177,1,32,0,74,0,0,0,19.7,599,-1,0,116,1,0.6,0,3.6,10,0,8,0,0,6.5,532892,0,-1,1,2,2745,6157,0,0,575,West Brom,Burnley,Crystal Palace,,,4.3,3.8,3.9,67.3
,Allan,MID,EVE,5200000,0,40,1.9,3.65384615384615E-07,7.69230769230769E-06,0,169367,6,24,0,0,0,0,0,7.7,28,-3,0,40,3,0.3,0,1.8,0,0,6,0,0,0.6,83904,0,-1,0,0,1780,19,0,0,247,Sheffield United,Wolverhampton,Man City,,,1.8,1,1,51.6
Bamidele,Alli,MID,TOT,7400000,3,26,0.742857142857143,1.003861003861E-07,3.51351351351351E-06,0,267127,0,5,0,0,0,0,0,3.5,184,-6,0,26,6,0.3,0,2.4,0,0,3,0,2,0.6,44882,0,-1,0,0,456,266,0,0,87,Wolverhampton,Aston Villa,Leicester,,,0.4,0.4,0.4,26.4
Miguel,Almiron,MID,NEW,5600000,2,91,2.8,5E-07,1.625E-05,0,121346,3,48,0,0,0,4,0,16.2,296,-4,0,91,4,0.4,0,2,8,0,3,0,2,0.4,73362,0,-1,0,1,2257,738,0,0,348,Man City,Sheffield United,Fulham,,,1.6,3.6,2.6,127.8
Marcos,Alonso,DEF,CHE,5700000,0,57,1.58333333333333,2.77777777777778E-07,1E-05,0,472984,2,13,0,0,0,2,0,10,484,-3,0,57,3,0.5,0,3,5,0,5,0,1,2.3,383959,0,-1,0,1,958,369,0,0,225,Leicester,Aston Villa,,,,0,0.8,1.3,75.6
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,2043,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,0,-1,0,0,0,26,0,0,0,Brighton,West Brom,Southampton,,,0,0,0,0
Steven,Alzate,MID,BHA,4100000,3,32,0.914285714285714,2.22996515679443E-07,7.80487804878049E-06,0,200856,2,15,0,0,0,1,0,7.8,384,-4,0,32,4,0.1,0,0.6,3,0,5,0,0,0.6,207483,0,-1,0,1,804,1529,0,0,127,West Ham,Man City,Arsenal,,,0.5,0.5,0.5,36.7
Daniel,Amartey,DEF,LEI,3900000,0,20,0.555555555555556,1.42450142450142E-07,5.12820512820513E-06,0,199793,2,12,0,0,0,1,0,5.1,440,-1,0,20,1,0,0,0,2,0,0,0,0,1.3,181867,0,-1,0,0,718,122,0,0,124,Chelsea,Tottenham,,,,0,0.3,0.3,22.7
Ethan,Ampadu,DEF,SHU,4300000,0,44,1.8,4.18604651162791E-07,1.02325581395349E-05,0,91911,3,41,0,0,0,0,0,10.2,155,-2,0,44,2,0.1,0,0.4,4,0,2,0,0,0.4,56621,1,-1,0,1,2087,11,0,0,341,Everton,Newcastle,Burnley,,,0,0,0,70.1
Joachim,Andersen,DEF,FUL,4500000,0,92,3.1,6.88888888888889E-07,2.04444444444444E-05,0,41798,6,36,0,0,0,1,0,20.4,431,0,0,92,0,0.2,0,0.8,7,0,9,0,1,0.4,68407,0,-1,0,2,2671,106,0,1,493,Southampton,Man Utd,Newcastle,,,2.5,3.9,2.6,82.7
Elliot,Anderson,MID,NEW,4500000,0,1,0.0285714285714286,6.34920634920635E-09,2.22222222222222E-07,0,3603,0,0,0,0,0,0,0,0.2,21,0,0,1,0,0,0,0,0,0,0,0,0,0,4003,0,-1,0,0,3,0,0,0,3,Man City,Sheffield United,Fulham,,,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31854,0,0,0,0,0,0,0,0,14,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14070,0,-1,0,0,0,36,0,0,0,West Ham,Man City,Arsenal,,,0,0,0,0
,Andre Gomes,MID,EVE,5300000,0,46,1.31428571428571,2.47978436657682E-07,8.67924528301887E-06,0,44819,3,22,0,0,0,0,0,8.7,25,-2,0,46,2,0.2,0,1,0,0,5,0,1,0.2,25565,0,-1,0,0,1543,7,0,0,215,Sheffield United,Wolverhampton,Man City,,,1,0.7,0.7,52.5
,Anguissa,MID,FUL,4400000,2,73,2.1,4.77272727272727E-07,1.65909090909091E-05,0,451473,6,38,0,0,0,0,0,16.6,448,-1,0,73,1,0.4,0,1.8,4,0,6,0,3,1.3,469390,0,-1,0,0,2446,137,0,0,364,Southampton,Man Utd,Newcastle,,,1.3,1.2,1.3,117
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,-1,0,0,0,6,0,0,0,Leicester,Aston Villa,,,,0,0,0,0
Michail,Antonio,FWD,WHU,6500000,2,107,4.5,6.92307692307692E-07,1.64615384615385E-05,0,3084690,3,24,0,0,0,9,0,16.5,3065,0,0,107,0,0.5,0,3.4,16,0,5,0,5,7.7,2954972,0,-1,0,2,1814,15974,0,0,313,Brighton,West Brom,Southampton,,,4.9,5.1,5.9,176.6
Alphonse,Areola,GLK,FUL,4500000,2,121,3.5,7.77777777777778E-07,2.68888888888889E-05,0,372439,1,47,0,111,0,0,0,26.9,1619,0,0,121,0,0.4,0,2,8,0,9,0,0,4.6,598681,0,-1,0,1,3150,848,0,0,617,Southampton,Man Utd,Newcastle,,,3.1,4.5,3.2,84.8
Stuart,Armstrong,MID,SOU,5500000,2,111,3.6,6.54545454545455E-07,2.01818181818182E-05,0,141024,3,51,0,0,0,4,0,20.2,949,0,0,111,0,0.6,0,3.2,4,0,8,0,7,0.6,151156,0,-1,0,1,2584,209,0,0,433,Fulham,Leeds United F.C.,West Ham,,,3.7,3.7,2.6,140.6
Kepa,Arrizabalaga,GLK,CHE,4700000,0,26,0.722222222222222,1.53664302600473E-07,5.53191489361702E-06,0,178114,0,7,0,16,0,0,0,5.5,51,-3,0,26,3,0.5,0,2.2,5,0,2,0,0,0.6,53539,0,-1,0,0,540,93,0,0,117,Leicester,Aston Villa,,,,0,0.4,0.4,11.3
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,-1,0,0,0,9,0,0,0,Sheffield United,Wolverhampton,Man City,,,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6176,0,0,0,0,0,0,0,0,4,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Man City,Sheffield United,Fulham,,,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,126,4.7,4.15929203539823E-07,1.11504424778761E-05,0,3858219,2,25,0,0,0,10,0,11.2,1088,-7,0,126,7,0.3,0,3.6,11,0,9,0,3,6.7,1188166,1,-1,0,3,2162,1804,0,0,350,Crystal Palace,Brighton,,,,0,4.8,4.7,159.5
Serge,Aurier,DEF,TOT,5200000,0,80,4.2,8.07692307692308E-07,1.53846153846154E-05,0,476466,0,22,0,0,0,2,0,15.4,1110,-3,0,80,3,0.7,0,3.6,4,0,6,0,3,1.7,328361,0,-1,0,1,1605,572,0,0,370,Wolverhampton,Aston Villa,Leicester,,,0,5.1,4.6,87.4
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73232,0,5,0,0,0,0,0,1,7,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Liverpool,West Ham,Leeds United F.C.,,,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,0,68,2.2,3.92857142857143E-07,1.21428571428571E-05,0,559033,3,38,0,0,0,1,0,12.1,259,-4,0,68,4,0.2,0,1,2,0,6,0,4,1.4,211787,0,-1,0,0,1985,85,0,0,207,Aston Villa,Arsenal,Liverpool,,,1.6,1.6,1.8,92
Luke,Ayling,DEF,LEE,4400000,6,91,2.5,5.68181818181818E-07,2.06818181818182E-05,0,525678,7,53,0,0,0,0,0,20.7,499,-1,0,91,1,0.7,0,3,1,0,11,0,0,2.5,432257,0,-1,0,0,3219,1038,0,0,626,Burnley,Southampton,West Brom,,,1.9,1.6,2.5,153.5
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,-1,0,0,0,18,0,0,0,Crystal Palace,Brighton,,,,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,5800000,0,114,4.8,8.27586206896552E-07,1.96551724137931E-05,0,844914,4,17,0,0,0,1,0,19.7,1969,-2,1,114,2,0.5,0,3,12,0,13,0,2,6.5,801060,0,-1,0,1,2012,1692,-1,0,500,Leicester,Aston Villa,,,,0,5,6.5,95.9
Eric,Bailly,DEF,MUN,4800000,0,29,0.805555555555556,1.67824074074074E-07,6.04166666666667E-06,0,81820,3,16,0,0,0,0,0,6,32,-2,0,29,2,0.1,0,0.4,6,0,3,0,0,0.3,73197,0,-1,0,0,825,328,0,0,170,Fulham,Wolverhampton,,,,0,0.4,0.4,19.4
Fabian,Balbuena,DEF,WHU,4100000,0,39,1.11428571428571,2.71777003484321E-07,9.51219512195122E-06,0,293034,1,19,0,0,0,1,0,9.5,78,-4,0,39,4,0,0,-0.2,0,0,4,0,0,0.6,304554,0,-1,0,0,1197,43,0,1,193,Brighton,West Brom,Southampton,,,0.6,0.6,0.6,35
George,Baldock,DEF,SHU,4900000,0,53,1.8,3.6734693877551E-07,1.08163265306122E-05,0,323283,5,51,0,0,0,0,0,10.8,65,-6,0,53,6,0.3,0,1.6,2,0,2,0,2,0.8,58484,0,-1,0,0,2607,62,0,0,314,Everton,Newcastle,Burnley,,,1.2,1,1.1,85.2
Gareth,Bale,MID,TOT,9200000,6,98,2.8,3.04347826086957E-07,1.06521739130435E-05,0,1297333,1,12,0,0,0,9,0,10.7,6160,-3,0,98,3,0.8,0,7.6,13,0,5,0,3,4.9,1670311,0,-1,0,3,872,3523,0,0,324,Wolverhampton,Aston Villa,Leicester,,,2.4,1.9,2.2,106.4
Patrick,Bamford,FWD,LEE,6500000,1,176,4.9,7.53846153846154E-07,2.70769230769231E-05,0,5275679,3,49,0,0,0,15,0,27.1,12152,10,-1,176,-10,0.4,0,2.8,22,0,9,0,10,41.7,7776945,0,-1,0,4,2917,14132,1,0,563,Burnley,Southampton,West Brom,,,5.8,5.6,6.2,250.2
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,11,0,0,0,Brighton,West Brom,Southampton,,,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.5,1.13636363636364E-07,4.54545454545455E-07,0,43877,2,8,0,0,0,0,0,0.5,24,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13263,0,-1,0,0,273,1,0,0,28,Leeds United F.C.,Liverpool,Sheffield United,,,0,0,0,5.9
Ross,Barkley,MID,AVL,5800000,0,76,2.17142857142857,3.74384236453202E-07,1.31034482758621E-05,0,517241,0,24,0,0,0,3,0,13.1,219,-2,0,76,2,0.4,0,2.2,4,0,8,0,2,0.8,516492,0,-1,0,1,1566,45,0,0,286,Crystal Palace,Tottenham,Chelsea,,,1.3,1.3,1.3,128.6
Ashley,Barnes,FWD,BUR,6000000,1,51,2.4,4E-07,8.5E-06,0,164354,4,19,0,0,0,3,0,8.5,81,0,0,51,0,0.1,0,0.6,7,0,6,0,0,0.2,162176,0,-1,0,0,1323,78,0,0,104,Leeds United F.C.,Liverpool,Sheffield United,,,1.7,1.8,2.3,93.8
Harvey,Barnes,MID,LEI,6600000,0,126,5,7.57575757575758E-07,1.90909090909091E-05,0,2714412,0,25,0,0,0,9,0,19.1,548,-4,0,126,4,0,0,0,13,0,7,0,5,2.8,2581432,0,-1,0,2,1944,36,0,0,348,Chelsea,Tottenham,,,,0,0,0,172.7
Kyle,Bartley,DEF,WBA,4400000,1,77,2.8,6.36363636363636E-07,1.75E-05,0,55738,4,46,0,0,0,3,0,17.5,131,-1,0,77,1,0.2,0,1,3,0,5,0,1,0.3,60718,0,-1,0,1,2358,80,0,0,403,Liverpool,West Ham,Leeds United F.C.,,,3.2,3.3,2.3,91
Chris,Basham,DEF,SHU,4600000,0,39,1.4,3.04347826086957E-07,8.47826086956522E-06,0,151630,3,50,0,0,0,0,0,8.5,22,-4,0,39,4,0,0,0.2,2,0,0,0,1,0.5,40686,0,-1,0,0,2306,15,0,0,346,Everton,Newcastle,Burnley,,,0.8,0.7,0.7,80.3
Michy,Batshuayi,FWD,CRY,5700000,0,41,1.17142857142857,2.05513784461153E-07,7.19298245614035E-06,0,186934,0,15,0,0,0,2,0,7.2,69,-3,0,41,3,0,0,0.2,2,0,2,0,2,0.6,72698,0,-1,0,0,717,43,0,0,113,Aston Villa,Arsenal,Liverpool,,,0.6,0.6,0.6,45.5
Jan,Bednarek,DEF,SOU,4700000,0,94,2.7,5.74468085106383E-07,2E-05,0,1299087,4,59,0,0,0,1,0,20,4889,2,0,94,-2,0.2,0,0.8,11,0,9,0,1,4.9,1433162,1,-1,0,2,3010,6,0,1,575,Fulham,Leeds United F.C.,West Ham,,,0,0,2.7,88.6
Hector,Bellerin,DEF,ARS,5000000,0,94,3.8,7.6E-07,1.88E-05,0,1172086,8,24,0,0,0,1,0,18.8,2263,0,0,94,0,0.4,0,2.2,17,0,7,0,3,3.7,1049964,0,-1,0,3,2089,25,0,0,421,Crystal Palace,Brighton,,,,0,4.3,3.7,94.7
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5033,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Chelsea,Tottenham,,,,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28319,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Tottenham,Everton,Man Utd,,,0,0,0,0
Said,Benrahma,MID,WHU,5900000,8,67,1.91428571428571,3.24455205811138E-07,1.13559322033898E-05,0,63909,0,18,0,0,0,1,0,11.4,123,-1,0,67,1,0.6,0,3.8,4,0,3,0,5,0.2,71965,0,-1,0,0,1284,710,0,0,230,Brighton,West Brom,Southampton,,,1.2,1.4,1.4,97.1
Josh,Benson,MID,BUR,4400000,0,10,0.285714285714286,6.49350649350649E-08,2.27272727272727E-06,0,4124,0,7,0,0,0,0,0,2.3,7,-1,0,10,1,0,0,0,0,0,1,0,0,0,4438,0,-1,0,0,260,6,0,0,27,Leeds United F.C.,Liverpool,Sheffield United,,,0.1,0.1,0.1,3.7
Christian,Benteke,FWD,CRY,5500000,6,99,3.4,6.18181818181818E-07,1.8E-05,0,196095,0,33,0,0,0,9,0,18,1275,0,0,99,0,0.9,0,5,12,0,5,0,2,1.5,281164,0,-1,0,3,1730,2267,0,1,311,Aston Villa,Arsenal,Liverpool,,,3.1,3.2,3.5,156.5
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,-1,0,0,0,11,0,0,0,Burnley,Southampton,West Brom,,,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,31,2.1,4.28571428571429E-07,6.3265306122449E-06,0,32260,4,23,0,0,0,1,0,6.3,8,-1,0,31,1,0.1,0,0.4,1,0,0,0,1,0.1,24304,0,-1,0,0,1119,2,0,0,152,Everton,Newcastle,Burnley,,,0,0,0,49.8
Steven,Bergwijn,MID,TOT,7000000,0,45,1.28571428571429,1.83673469387755E-07,6.42857142857143E-06,0,112939,2,11,0,0,0,0,0,6.4,27,-5,0,45,5,0.1,0,1,0,0,5,0,4,0.4,35745,0,-1,0,0,1064,26,0,0,99,Wolverhampton,Aston Villa,Leicester,,,0.7,0.6,0.6,38.8
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,-1,0,0,0,3,0,0,0,Newcastle,Brighton,Everton,,,0,0,0,0
,Bernard,MID,EVE,5700000,0,19,0.542857142857143,9.52380952380952E-08,3.33333333333333E-06,0,21814,2,5,0,0,0,1,0,3.3,20,-3,0,19,3,0,0,0.2,1,0,2,0,0,0.1,12927,0,-1,0,0,404,9,0,0,69,Sheffield United,Wolverhampton,Man City,,,0.3,0.3,0.3,30.6
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,906608,0,3,0,0,0,0,0,1.3,413,-1,0,5,1,0,0,0,0,0,0,0,0,4.1,319447,0,-1,0,0,205,0,0,0,30,West Ham,Man City,Arsenal,,,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,2,93,3.7,5E-07,1.25675675675676E-05,0,255313,4,15,0,0,0,2,0,12.6,1312,-1,0,93,1,0.4,0,3.2,9,0,11,0,7,1.1,265738,0,-1,0,2,1987,464,0,0,412,Newcastle,Brighton,Everton,,,3.5,3.5,3.2,132.2
Ryan,Bertrand,DEF,SOU,5000000,0,78,2.7,5.4E-07,1.56E-05,0,190945,5,51,0,0,0,0,0,15.6,260,0,0,78,0,0,0,0,4,0,8,0,2,0.7,133342,0,-1,0,0,2598,15,0,0,404,Fulham,Leeds United F.C.,West Ham,,,0,0,0,71.4
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5534,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Southampton,Man Utd,Newcastle,,,0,0,0,0
Nathan,Bishop,GLK,MUN,4000000,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,-1,0,0,0,6,0,0,0,Fulham,Wolverhampton,,,,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,1,73,2.1,4.77272727272727E-07,1.65909090909091E-05,0,561261,8,38,0,0,0,1,0,16.6,658,-1,0,73,1,0.5,0,2,2,0,11,0,0,1.6,374149,0,-1,0,0,2932,305,0,1,451,West Ham,Man City,Arsenal,,,1.3,1,1.3,95.8
Jayden,Bogle,DEF,SHU,4300000,0,37,1.05714285714286,2.45847176079734E-07,8.6046511627907E-06,0,16981,2,19,0,0,0,2,0,8.6,10,-2,0,37,2,0.4,0,1.6,0,0,2,0,0,0.1,13063,0,-1,0,1,1017,13,0,0,147,Everton,Newcastle,Burnley,,,0.5,0.5,0.5,55.4
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3018,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Burnley,Southampton,West Brom,,,0,0,0,0
Willy,Boly,DEF,WOL,5400000,0,66,3.5,6.48148148148148E-07,1.22222222222222E-05,0,271697,1,26,0,0,0,1,0,12.2,156,-1,0,66,1,0.2,0,1.2,4,0,6,0,1,1.1,165409,0,-1,0,0,1710,12,0,0,342,Tottenham,Everton,Man Utd,,,3.3,3.5,4.2,59.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28278,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Tottenham,Everton,Man Utd,,,0,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4786,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Fulham,Leeds United F.C.,West Ham,,,0,0,0,0
Jarrod,Bowen,MID,WHU,5900000,3,134,3.7,6.27118644067797E-07,2.27118644067797E-05,0,846431,0,33,0,0,0,8,0,22.7,3625,-6,0,134,6,0.4,0,2.4,8,0,8,0,5,2.7,906101,0,-1,0,4,2455,1092,0,0,408,Brighton,West Brom,Southampton,,,3.4,3.8,3.9,175.6
Robbie,Brady,MID,BUR,5000000,0,44,2.3,4.6E-07,8.8E-06,0,16584,3,6,0,0,0,1,0,8.8,7,0,0,44,0,0,0,0,3,0,7,0,1,0,13539,0,-1,0,0,1047,1,0,0,157,Leeds United F.C.,Liverpool,Sheffield United,,,0,0,0,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,332361,0,0,0,0,0,0,0,0,98,-1,0,0,1,0,0,0,0,0,0,0,0,1,140402,0,-1,0,0,0,0,0,0,0,Sheffield United,Wolverhampton,Man City,,,0,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Newcastle,Brighton,Everton,,,0,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Chelsea,,,0,0,0,0
