FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Adam,Lallana,MID,BHA,6200000,1,31,1.34782608695652,2.17391304347826E-07,5E-06,0,84269,0,8,0,0,0,0,0,5,174,-3,0,31,3,0.1,0,0.8,0,0,3,0,1,0.3,15099,0,-1,0,0,841,79,0,0,136,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,49.6
Erik,Lamela,MID,TOT,5700000,1,16,0.727272727272727,1.27591706539075E-07,2.80701754385965E-06,0,21375,3,10,0,0,0,0,0,2.8,104,-3,0,16,3,0.2,0,1.2,0,0,1,0,1,0.1,11094,0,-1,0,0,434,101,0,0,49,Man City,West Ham,Burnley,Crystal Palace,Arsenal,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,22.9
Tariq,Lamptey,DEF,BHA,4600000,0,35,1.52173913043478,3.30812854442344E-07,7.60869565217391E-06,0,1274847,2,15,0,0,0,1,0,7.6,3381,1,0,35,-1,0,0,0,2,0,2,0,3,2.7,1220834,0,-1,0,0,887,266,0,1,156,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,0,1.2,1.2,0.9,0.8,0.8,1.2,0.8,0.8,0.9,0.8,1.3,1.1,1.6,1.3,46.7
Daniel,Langley,GLK,NEW,4000000,0,0,0,0,0,0,5386,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9465,0,-1,0,0,0,110,0,0,0,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri,Lansbury,MID,AVL,4300000,0,0,0,0,0,0,19615,0,0,0,0,0,0,0,0,53,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6231,0,-1,0,0,0,0,0,0,0,Brighton,Leicester,Leeds United F.C.,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6400000,3,22,0.956521739130435,1.4945652173913E-07,3.4375E-06,0,15030,1,3,0,0,0,1,0,3.4,164,-1,0,22,1,0.1,0,0.8,0,0,1,0,1,0.1,13404,0,-1,0,0,372,126,0,0,75,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.1
Aymeric,Laporte,DEF,MCI,6000000,6,32,1.45454545454545,2.42424242424242E-07,5.33333333333333E-06,0,364486,1,4,0,0,0,0,0,5.3,1517,0,0,32,0,0.5,0,2.9,3,0,4,0,0,2.2,158755,0,-1,0,0,668,2507,0,0,143,Tottenham,Everton,Arsenal,West Ham,Man Utd,1.7,1.1,1.2,1,0.9,0,1,0.7,1,0,0.8,0.8,0.7,0.8,0.7,19.1
Jamaal,Lascelles,DEF,NEW,4200000,1,17,0.739130434782609,1.75983436853002E-07,4.04761904761905E-06,0,288965,3,22,0,0,0,0,0,4,424,-3,0,17,3,0.1,0,0.4,0,0,1,0,0,0.7,88872,0,-1,0,0,1085,139,0,0,132,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,32.6
Maxime,Le Marchand,DEF,FUL,4100000,0,1,0.5,1.21951219512195E-07,2.4390243902439E-07,0,13241,2,1,0,0,0,0,0,0.2,72,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,3430,0,-1,0,0,122,0,0,0,12,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Florian,Lejeune,DEF,NEW,4300000,0,0,0,0,0,0,2711,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,382,0,-1,0,0,0,0,0,0,0,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4094,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,-1,0,0,0,0,0,0,0,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,FUL,4500000,5,26,1.18181818181818,2.62626262626263E-07,5.77777777777778E-06,0,78942,1,12,0,0,0,0,0,5.8,181,0,0,26,0,0.4,0,1.9,0,0,2,0,0,0.2,13309,0,-1,0,0,831,72,0,0,130,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,1.2,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0.6,0.6,0.6,0.6,0.6,23.4
Bernd,Leno,GLK,ARS,5000000,2,90,3.9,7.8E-07,1.8E-05,0,943885,0,24,0,57,0,0,0,18,7131,0,0,90,0,0.6,0,2.8,6,0,8,0,0,7.1,821723,0,-1,1,2,2051,2784,0,1,426,Leeds United F.C.,Man City,Leicester,Burnley,Tottenham,3.4,5.3,4.8,4.1,3.7,5.1,4.8,4,4.3,3.1,3.8,4.5,3.7,4.3,3.9,46.9
Thakgalo,Leshabela,MID,LEI,4500000,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,-1,0,0,0,10,0,0,0,Liverpool,Aston Villa,Arsenal,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,1162,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,-1,0,0,0,97,0,0,0,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Lewis,DEF,NEW,4200000,1,40,1.9,4.52380952380952E-07,9.52380952380952E-06,0,445944,4,33,0,0,0,0,0,9.5,2067,-3,0,40,3,0.6,0,2.4,3,0,3,0,1,1.4,404736,0,-1,0,1,1647,1869,0,0,240,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,1.1,1.6,2.1,1.6,1.6,1.4,1.2,1.2,1.7,1.8,1.7,1.6,2.3,1.5,1.5,49.8
Victor,Lindelof,DEF,MUN,4800000,2,64,3.6,7.5E-07,1.33333333333333E-05,0,214060,0,20,0,0,0,1,0,13.3,1338,-2,0,64,2,0.5,0,2.5,1,0,6,0,1,1.2,157617,0,-1,0,0,1595,1792,0,0,323,West Brom,Newcastle,Chelsea,Man City,West Ham,4.5,3.1,3.4,4.8,4.2,0,3.4,3.9,3.3,3.7,4.2,4.5,3.4,3.8,4.6,47.4
Jesse,Lingard,MID,WHU,6000000,6,24,1.04347826086957,1.73913043478261E-07,4E-06,0,98176,0,1,0,0,0,2,0,4,19727,0,0,24,0,0.7,0,4,3,0,2,0,1,2.7,290057,0,-1,0,1,261,8387,0,0,68,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.3
Jake,Livermore,MID,WBA,4700000,1,23,1.4,2.97872340425532E-07,4.8936170212766E-06,0,14629,2,34,0,0,0,0,0,4.9,39,-3,0,23,3,0.3,0,1.5,0,0,1,0,0,0,5222,1,-1,0,0,1225,20,0,1,99,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0.7,0.9,0.7,0.7,0.7,0,0.7,0.8,0.7,0.7,0.8,0.7,0.7,0.7,0.8,25.9
Diego,Llorente,DEF,LEE,4400000,0,1,0.0454545454545455,1.03305785123967E-08,2.27272727272727E-07,0,4132,1,3,0,0,0,0,0,0.2,22,-1,0,1,1,0,0,0.2,0,0,0,0,0,0,3752,0,-1,0,0,90,13,0,0,14,Arsenal,Wolverhampton,Southampton,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Hugo,Lloris,GLK,TOT,5600000,2,93,4,7.14285714285714E-07,1.66071428571429E-05,0,609229,0,25,0,71,0,0,0,16.6,12474,1,0,93,-1,0.5,0,2.8,9,0,7,0,0,6.3,632789,0,-1,0,0,2070,2213,0,0,424,Man City,West Ham,Burnley,Crystal Palace,Arsenal,5.2,5.3,4,5.1,5.3,0,4,4.4,4.4,0,4.3,4.3,5.5,4.6,5,52.1
Giovani,Lo Celso,MID,TOT,6900000,0,20,0.909090909090909,1.31752305665349E-07,2.89855072463768E-06,0,46302,3,4,0,0,0,1,0,2.9,106,-1,0,20,1,0,0,0,0,0,2,0,1,0.4,13430,0,-1,0,0,433,23,0,0,71,Man City,West Ham,Burnley,Crystal Palace,Arsenal,0,0,0,0,0,0,0.5,0.5,0.5,0,0.6,0.5,0.5,0.5,0.5,32.7
Ruben,Loftus-Cheek,MID,FUL,5900000,4,46,2.09090909090909,3.54391371340524E-07,7.79661016949152E-06,0,27876,2,14,0,0,0,1,0,7.8,587,-1,0,46,1,0.4,0,2.3,0,0,8,0,0,0.2,24558,0,-1,0,0,1352,391,0,0,133,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,3.4,2.2,1.1,1,1,1.2,1.2,1.5,1.3,0,1.3,1.7,1.2,1.2,1.5,61.7
Andy,Lonergan,GLK,WBA,4000000,0,0,0,0,0,0,1069,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,0,-1,0,0,0,122,0,0,0,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4300000,3,14,0.636363636363636,1.47991543340381E-07,3.25581395348837E-06,0,20108,2,13,0,0,0,0,0,3.3,129,-2,0,14,2,0.1,0,0.4,1,0,1,0,0,0.2,12171,0,-1,0,0,626,102,0,0,82,Crystal Palace,Fulham,West Brom,Tottenham,Arsenal,0.6,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.9
Shane,Long,FWD,SOU,5100000,0,12,1.1,2.15686274509804E-07,2.35294117647059E-06,0,130943,0,6,0,0,0,0,0,2.4,794,-4,0,12,4,0,0,0,0,0,1,0,0,0.5,57958,0,-1,0,0,201,0,0,0,21,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
Nigel,Lonwijk,DEF,WOL,4000000,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,-1,0,0,0,41,0,0,0,Southampton,Leeds United F.C.,Newcastle,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademola,Lookman,MID,FUL,5000000,5,70,3.3,6.6E-07,1.4E-05,0,218896,3,20,0,0,0,3,0,14,7310,0,0,70,0,0.6,1,3.1,5,0,6,0,3,1.4,319681,0,-1,0,0,1732,2845,0,0,242,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,6.8,4.3,2.3,2.3,2.2,2.6,2.5,3.1,2.8,0,2.8,3.3,2.6,2.5,3.1,145.7
Jonas,Lossl,GLK,EVE,4300000,0,0,0,0,0,0,9732,0,0,0,0,0,0,0,0,86,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3190,0,-1,0,0,0,0,0,0,0,Fulham,Man City,Liverpool,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Lowe,DEF,SHU,4300000,0,9,0.391304347826087,9.10010111223458E-08,2.09302325581395E-06,0,5836,1,10,0,0,0,0,0,2.1,29,-2,0,9,2,0.1,0,0.4,0,0,0,0,0,0.1,2536,0,-1,0,0,549,17,0,0,49,West Ham,Fulham,Liverpool,Southampton,Leicester,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.4
Matthew,Lowton,DEF,BUR,4500000,17,71,3.5,7.77777777777778E-07,1.57777777777778E-05,0,117199,2,22,0,0,0,1,0,15.8,3740,0,0,71,0,0.9,0,4,5,0,7,0,0,3.3,366410,0,-1,0,1,1790,29021,0,0,327,Crystal Palace,Fulham,West Brom,Tottenham,Arsenal,7.4,4,3.5,4.1,3.4,0,2.8,3.2,4.1,4.2,4.2,3.9,3,4.3,3.3,54.7
,Lucas Moura,MID,TOT,6600000,1,33,1.5,2.27272727272727E-07,5E-06,0,187970,0,8,0,0,0,1,0,5,557,-4,0,33,4,0.3,0,1.8,1,0,2,0,1,1.1,83146,0,-1,0,0,644,204,0,0,84,Man City,West Ham,Burnley,Crystal Palace,Arsenal,0.8,0.8,0.9,0.8,0.8,0,0.9,0.8,1,0,1.3,0.9,0.8,0.8,0.8,34.1
John,Lundstram,MID,SHU,4900000,1,33,1.7,3.46938775510204E-07,6.73469387755102E-06,0,741533,6,25,0,0,0,0,0,6.7,662,-6,0,33,6,0.5,1,2.6,2,0,2,0,2,1.4,44071,0,-1,0,0,1395,143,0,1,171,West Ham,Fulham,Liverpool,Southampton,Leicester,0.8,1,0.8,1.2,0.8,0,0.9,0.9,0.8,1,0.8,1.1,1.1,1,1.3,70.4
Alexis,Mac Allister,MID,BHA,5300000,3,32,1.39130434782609,2.62510254306809E-07,6.0377358490566E-06,0,6374,1,4,0,0,0,1,0,6,51,-2,0,32,2,0.4,0,2,3,0,4,0,1,0,3559,0,-1,0,0,630,84,0,0,95,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,39.2
Matt,Macey,GLK,ARS,4000000,0,0,0,0,0,0,129719,0,0,0,0,0,0,0,0,1414,0,0,0,0,0,0,0,0,0,0,0,0,1.2,171821,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Man City,Leicester,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,MID,LEI,7300000,8,110,5,6.84931506849315E-07,1.50684931506849E-05,0,1075981,4,18,0,0,0,7,0,15.1,18177,3,1,110,-3,0.8,0,6,10,0,9,0,7,15.8,2118802,0,-1,0,3,1561,61450,-1,0,369,Liverpool,Aston Villa,Arsenal,Brighton,Sheffield United,3.8,5.1,4.4,6.1,6.5,0,3.9,5.5,5.5,5.1,5.4,5.3,5.1,5.6,4.2,158.8
Frankie,Maguire,MID,SHU,4500000,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-1,0,0,0,34,0,0,0,West Ham,Fulham,Liverpool,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,MUN,5500000,2,82,3.4,6.18181818181818E-07,1.49090909090909E-05,0,430138,6,31,0,0,0,2,0,14.9,8979,0,0,82,0,0.7,0,3.8,4,0,8,0,1,5.4,520301,0,-1,0,1,2160,7286,0,0,433,West Brom,Newcastle,Chelsea,Man City,West Ham,4.1,2.8,3.1,4.5,3.8,0,3.1,3.6,3.1,3.4,3.9,4.2,3.1,3.5,4.2,92
Riyad,Mahrez,MID,MCI,8100000,1,76,3.45454545454545,4.2648709315376E-07,9.38271604938272E-06,0,1608569,0,11,0,0,0,5,0,9.4,12555,-4,0,76,4,0.3,0,2.7,7,0,8,0,2,3,1624600,0,-1,0,2,1114,1399,0,0,265,Tottenham,Everton,Arsenal,West Ham,Man Utd,6.1,2.7,3,2.5,3,0,2.7,3,2.4,0,2.2,3.3,3,3,3.1,126.9
Ainsley,Maitland-Niles,DEF,WBA,4600000,1,28,1.21739130434783,2.64650283553875E-07,6.08695652173913E-06,0,157962,1,9,0,0,0,0,0,6.1,642,-4,0,28,4,0.1,0,0.3,1,0,2,0,1,0.7,64068,0,-1,0,0,665,1427,0,0,115,Man Utd,Burnley,Brighton,Newcastle,Crystal Palace,0.7,0.6,0.6,0.6,0.7,0,0.6,0.6,0.8,0.8,1,0.9,0.8,0.8,0.6,17.2
Josh,Maja,FWD,FUL,5500000,15,16,0.727272727272727,1.32231404958678E-07,2.90909090909091E-06,0,1443,0,1,0,0,0,2,0,2.9,1177,0,0,16,0,1,0,5.3,3,0,1,0,0,0.4,28917,0,-1,0,1,163,27358,0,0,57,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,14.9
Anthony,Mancini,MID,BUR,4400000,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0,774,0,-1,0,0,0,53,0,0,0,Crystal Palace,Fulham,West Brom,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio,Mane,MID,LIV,11800000,2,107,5.1,4.32203389830508E-07,9.06779661016949E-06,0,2151351,2,23,0,0,0,7,0,9.1,12102,-2,1,107,2,0.3,0,3.5,8,0,5,0,7,5.4,1567409,0,-1,0,2,1779,4472,-1,0,312,Leicester,Everton,Sheffield United,Fulham,Wolverhampton,5.3,5.1,6.6,5.7,5.2,0,5.4,4.5,5.8,5.8,4.9,5.9,6.4,6.3,5.7,203.2
Javier,Manquillo,DEF,NEW,4200000,0,25,1.08695652173913,2.5879917184265E-07,5.95238095238095E-06,0,38435,1,11,0,0,0,0,0,6,414,-3,0,25,3,0.3,0,1.3,0,0,3,0,0,0.2,21759,0,-1,0,0,718,23,0,0,116,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0,0,0,0,0,0,0,0.5,0.7,0.7,0.7,0.6,1,0.6,0.6,20.1
Fernando,Marcal,DEF,WOL,4700000,1,17,0.739130434782609,1.57261794634598E-07,3.61702127659574E-06,0,43617,2,9,0,0,0,0,0,3.6,38,-3,0,17,3,0,0,0.2,0,0,1,0,0,0.1,27606,0,-1,0,0,589,35,0,0,98,Southampton,Leeds United F.C.,Newcastle,Aston Villa,Liverpool,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.7
Solomon,March,MID,BHA,5000000,0,69,3.3,6.6E-07,1.38E-05,0,276272,0,25,0,0,0,2,0,13.8,3176,0,0,69,0,0.4,0,1.8,6,0,7,0,2,0.6,295855,0,-1,0,1,1670,33,0,0,283,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,2.7,2.5,2.1,2.9,110.5
Pablo,Mari,DEF,ARS,4400000,0,14,0.608695652173913,1.38339920948617E-07,3.18181818181818E-06,0,27841,1,1,0,0,0,0,0,3.2,225,-1,0,14,1,0,0,0,1,0,2,0,0,0.1,31675,0,-1,0,0,270,88,0,0,63,Leeds United F.C.,Man City,Leicester,Burnley,Tottenham,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.4
Christian,Marques,DEF,WOL,3900000,0,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,263,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4326,0,-1,0,0,0,771,0,0,0,Southampton,Leeds United F.C.,Newcastle,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,FWD,MUN,8700000,2,67,3.5,4.02298850574713E-07,7.70114942528736E-06,0,1599502,0,22,0,0,0,4,0,7.7,14651,-3,0,67,3,0.4,0,3.3,3,0,3,0,6,4.7,1103817,0,-1,0,2,1310,3243,0,1,225,West Brom,Newcastle,Chelsea,Man City,West Ham,4.3,4,3,2.6,2.7,0,3.2,3.7,3.1,3.8,3.5,3.2,2.8,3.3,3.3,112.6
David,Martin,GLK,WHU,4000000,0,0,0,0,0,0,348901,0,0,0,0,0,0,0,0,3550,0,0,0,0,0,0,0,0,0,0,0,0,5.9,247130,0,-1,0,0,0,333,0,0,0,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinelli,MID,ARS,4900000,0,9,0.391304347826087,7.98580301685892E-08,1.83673469387755E-06,0,82096,0,0,0,0,0,0,0,1.8,618,-1,0,9,1,0.1,0,0.3,0,0,2,0,0,0.1,85027,0,-1,0,0,207,90,0,0,18,Leeds United F.C.,Man City,Leicester,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.1
Emiliano,Martinez,GLK,AVL,5300000,12,128,5.8,1.09433962264151E-06,2.41509433962264E-05,0,1169526,0,24,0,84,0,0,0,24.2,7759,8,-1,128,-8,1.2,0,6.4,19,0,12,0,0,35.9,3272230,0,-1,1,3,1980,53209,1,0,537,Brighton,Leicester,Leeds United F.C.,Wolverhampton,Newcastle,7.7,7,7.2,8,6.8,0,7.5,7.9,7.9,7.5,7.3,7.3,7.4,7.5,6.5,65.1
Arthur,Masuaku,DEF,WHU,4300000,0,37,1.60869565217391,3.74115267947422E-07,8.6046511627907E-06,0,230918,1,12,0,0,0,0,0,8.6,403,-2,0,37,2,0,0,0,4,0,4,0,1,0.4,220910,0,-1,0,1,850,21,0,0,179,Sheffield United,Tottenham,Man City,Leeds United F.C.,Man Utd,0,0,0,0.8,1.3,1.2,1.4,1,0.9,0.9,1,0.8,1.1,1.3,1,37.5
Juan,Mata,MID,MUN,5800000,0,19,0.826086956521739,1.42428785607196E-07,3.27586206896552E-06,0,16587,0,3,0,0,0,0,0,3.3,71,-2,0,19,2,0,0,0,0,0,1,0,3,0.1,10872,0,-1,0,0,334,33,0,0,76,West Brom,Newcastle,Chelsea,Man City,West Ham,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.5
Jean-Philippe,Mateta,FWD,CRY,5900000,1,3,0.130434782608696,2.21075902726603E-08,5.08474576271186E-07,0,3561,0,2,0,0,0,0,0,0.5,450,-1,0,3,1,0.1,0,0.6,0,0,0,0,0,0,5992,0,-1,0,0,78,160,0,0,10,Burnley,Brighton,Fulham,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Nemanja,Matic,MID,MUN,4700000,0,23,1,2.12765957446809E-07,4.8936170212766E-06,0,27591,2,13,0,0,0,0,0,4.9,137,-3,0,23,3,0.1,0,0.5,0,0,3,0,1,0.2,15852,0,-1,0,0,730,52,0,0,134,West Brom,Newcastle,Chelsea,Man City,West Ham,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.1
Joel,Matip,DEF,LIV,5400000,0,42,4.2,7.77777777777778E-07,7.77777777777778E-06,0,294597,2,5,0,0,0,1,0,7.8,667,-1,0,42,1,0.1,0,0.3,5,0,3,0,2,0.4,269350,0,-1,0,1,690,29,0,0,194,Leicester,Everton,Sheffield United,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6
,Matty Longstaff,MID,NEW,4800000,0,10,0.434782608695652,9.05797101449275E-08,2.08333333333333E-06,0,3613,0,8,0,0,0,0,0,2.1,22,-2,1,10,2,0.1,0,0.3,0,0,1,0,0,0,1353,0,-1,0,0,376,11,-1,0,47,Chelsea,Man Utd,Wolverhampton,West Brom,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7
Neal,Maupay,FWD,BHA,6100000,2,78,3.5,5.73770491803279E-07,1.27868852459016E-05,0,849172,1,24,0,0,0,7,0,12.8,8766,-4,0,78,4,0.3,1,1.8,10,0,7,0,1,3,888440,0,-1,0,1,1608,12906,0,0,247,Aston Villa,Crystal Palace,West Brom,Leicester,Southampton,2.7,4.5,4.3,2.9,3.3,4.1,3.7,3.1,3,4.1,3,3.2,2.7,2.8,3.5,133.5
Alfie,Mawson,DEF,FUL,4300000,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,378,0,-1,0,0,0,0,0,0,0,Everton,Burnley,Sheffield United,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Mbete,DEF,MCI,4000000,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,-1,0,0,0,70,0,0,0,Tottenham,Everton,Arsenal,West Ham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McArthur,MID,CRY,5200000,0,45,2.5,4.80769230769231E-07,8.65384615384615E-06,0,18753,3,26,0,0,0,0,0,8.7,188,-3,0,45,3,0.1,0,0.4,3,0,4,0,2,0.1,7942,0,-1,0,0,1465,6,0,0,228,Burnley,Brighton,Fulham,Tottenham,West Brom,0,0,0,0,0,0,1.9,2.1,1.4,1.5,1.6,2.3,1.6,1.8,1.2,55.2
Oliver,McBurnie,FWD,SHU,5600000,1,33,1.9,3.39285714285714E-07,5.89285714285714E-06,0,57010,1,20,0,0,0,1,0,5.9,186,-4,0,33,4,0.2,0,1,2,0,0,0,1,0.2,18501,0,-1,0,0,996,205,0,0,82,West Ham,Fulham,Liverpool,Southampton,Leicester,1,1.3,1.5,1.6,1.3,0,1.3,1.3,1.1,1.4,1.2,2,1.5,1.6,1.3,72.8
Alex,McCarthy,GLK,SOU,4500000,1,78,3.5,7.77777777777778E-07,1.73333333333333E-05,0,1590338,1,39,0,62,0,0,0,17.3,17591,0,0,78,0,0.3,0,1.2,7,0,7,0,0,16.4,1274404,0,-1,0,1,1980,10152,0,0,399,Wolverhampton,Chelsea,Leeds United F.C.,Everton,Sheffield United,5,6.5,3.1,3,3.7,0,3.7,3.8,4.6,0,3.7,4,4.1,3.2,4,50.7
James,McCarthy,MID,CRY,4300000,0,13,0.565217391304348,1.31445904954499E-07,3.02325581395349E-06,0,257183,1,9,0,0,0,0,0,3,1406,-2,0,13,2,0,0,0.2,0,0,1,0,0,0.8,138698,0,-1,0,0,465,32,0,0,69,Burnley,Brighton,Fulham,Tottenham,West Brom,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.8
