FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,21,0.7,1.2962962962963E-07,3.88888888888889E-06,0,626127,3,7,0,0,0,1,0,3.9,151,-1,0,21,1,0,0,0,1,0,2,0,0,2.4,262299,0,-1,0,0,469,32,0,0,97,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,16.6
Marc,Albrighton,MID,LEI,5200000,2,52,1.79310344827586,3.44827586206897E-07,1E-05,0,20937,2,13,0,0,0,0,0,10,80,-3,0,52,3,0.6,0,3.3,0,0,4,0,5,0.1,12989,0,-1,0,0,1310,208,0,0,220,Man City,West Ham,West Brom,Crystal Palace,Southampton,0.9,1,1.2,1,1,1.1,0.9,1,0.9,84.4
Toby,Alderweireld,DEF,TOT,5400000,0,70,3.9,7.22222222222222E-07,1.2962962962963E-05,0,281396,2,15,0,0,0,1,0,13,2158,-1,0,70,1,0.1,0,0.8,4,0,8,0,0,1.9,202517,1,-1,0,1,1610,324,0,0,348,Newcastle,Man Utd,Everton,Southampton,Sheffield United,3.8,4.8,8.2,0,4.5,4.1,5.4,4.6,4.3,59.4
Trent,Alexander-Arnold,DEF,LIV,7300000,12,106,3.8,5.20547945205479E-07,1.45205479452055E-05,0,3688227,1,34,0,0,0,1,0,14.5,2316,-2,0,106,2,1,0,7.3,16,0,7,0,4,13.6,1010941,0,-1,0,2,2309,42800,0,0,541,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,5.1,4.1,4.2,3.6,5.1,3.6,4.7,4,4.3,174.4
Ezgjan,Alioski,DEF,LEE,4300000,2,76,2.7,6.27906976744186E-07,1.76744186046512E-05,0,349611,4,30,0,0,0,2,0,17.7,2354,-2,0,76,2,0.6,0,2.5,6,0,7,0,0,1.9,440390,0,-1,0,2,1793,1617,0,0,333,Sheffield United,Man City,Liverpool,Man Utd,Brighton,2.6,3.2,2.9,2.8,2.4,2.2,2.2,2,2.7,92.2
,Alisson,GLK,LIV,5900000,6,95,3.8,6.44067796610169E-07,1.61016949152542E-05,0,1072843,1,26,0,57,0,0,0,16.1,929,-1,0,95,1,1,0,5.7,8,0,7,0,0,5.8,451091,0,-1,1,2,2250,3425,0,0,465,Arsenal,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,5.1,4.1,4.2,3.6,5.1,3.6,4.7,4,4.3,53.6
,Allan,MID,EVE,5200000,0,29,1.03571428571429,1.99175824175824E-07,5.57692307692308E-06,0,168448,4,20,0,0,0,0,0,5.6,41,-3,0,29,3,0.2,0,1.3,0,0,3,0,0,0.6,82869,0,-1,0,0,1330,55,0,0,188,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,35.6
Bamidele,Alli,MID,TOT,7400000,0,14,0.482758620689655,6.5237651444548E-08,1.89189189189189E-06,0,262558,0,3,0,0,0,0,0,1.9,592,-6,0,14,6,0,0,0.2,0,0,1,0,1,0.6,38950,0,-1,0,0,231,47,0,0,44,Newcastle,Man Utd,Everton,Southampton,Sheffield United,0.2,0.2,0.4,0,0.2,0.2,0.2,0.2,0.2,14.7
Miguel,Almiron,MID,NEW,5600000,4,79,3,5.35714285714286E-07,1.41071428571429E-05,0,113395,2,36,0,0,0,4,0,14.1,108,-4,0,79,4,0.3,0,1.5,7,0,3,0,2,0.4,63019,0,-1,0,1,1744,283,0,0,297,Tottenham,Burnley,West Ham,Liverpool,Arsenal,2.2,2.9,2.6,2.1,2.3,2.2,1.9,3.9,2.8,112
Marcos,Alonso,DEF,CHE,5700000,3,42,1.44827586206897,2.54083484573503E-07,7.36842105263158E-06,0,371986,2,12,0,0,0,1,0,7.4,7234,-3,0,42,3,0.6,0,3.7,5,0,4,0,1,2.9,335635,0,-1,0,1,793,3098,0,0,173,West Brom,Crystal Palace,Brighton,West Ham,Fulham,1.1,0.8,0.9,1,1,1.2,1.1,0.8,1.1,61.4
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,0,-1,0,0,0,30,0,0,0,Wolverhampton,Leicester,Newcastle,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4200000,0,29,1,2.38095238095238E-07,6.9047619047619E-06,0,193156,2,15,0,0,0,1,0,6.9,489,-3,0,29,3,0,0,0.2,3,0,4,0,0,0.6,200164,0,-1,0,1,738,126,0,0,112,Man Utd,Everton,Chelsea,Sheffield United,Leeds United F.C.,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,32.8
Daniel,Amartey,DEF,LEI,3900000,0,20,0.689655172413793,1.7683465959328E-07,5.12820512820513E-06,0,164351,2,10,0,0,0,1,0,5.1,1421,-1,0,20,1,0.8,0,3.3,2,0,0,0,0,1.5,164054,0,-1,0,0,673,4334,0,0,120,Man City,West Ham,West Brom,Crystal Palace,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,22.3
Ethan,Ampadu,DEF,SHU,4300000,1,42,1.8,4.18604651162791E-07,9.76744186046512E-06,0,85113,2,37,0,0,0,0,0,9.8,228,-2,0,42,2,-0.1,0,-0.5,4,0,2,0,0,0.4,53386,1,-1,0,1,1915,73,0,0,318,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,1.1,1.6,1.6,1.3,1,1.7,1.1,1,1.2,66.6
Joachim,Andersen,DEF,FUL,4500000,0,87,3.5,7.77777777777778E-07,1.93333333333333E-05,0,19648,4,27,0,0,0,1,0,19.3,875,0,0,87,0,0.8,0,3.8,7,0,9,0,1,0.5,57940,0,-1,0,2,2221,1290,0,1,429,Aston Villa,Wolverhampton,Arsenal,Chelsea,Burnley,4.5,4.6,4.5,0,3.5,3,3.2,4.5,3.3,70.7
Elliot,Anderson,MID,NEW,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,3188,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,3611,0,-1,0,0,3,11,0,0,3,Tottenham,Burnley,West Ham,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31428,0,0,0,0,0,0,0,0,19,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13703,0,-1,0,0,0,9,0,0,0,Man Utd,Everton,Chelsea,Sheffield United,Leeds United F.C.,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,1,40,1.7,3.20754716981132E-07,7.54716981132075E-06,0,43596,3,21,0,0,0,0,0,7.5,43,-2,0,40,2,0.3,0,1.7,0,0,4,0,1,0.2,24590,0,-1,0,0,1386,54,0,0,186,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0.9,1.2,0.8,1.1,0.8,1,1.5,0.9,0.8,45.5
,Anguissa,MID,FUL,4500000,0,65,2.2,4.88888888888889E-07,1.44444444444444E-05,0,430631,5,30,0,0,0,0,0,14.4,1364,0,0,65,0,0.2,0,1,4,0,6,0,3,1.4,459995,0,-1,0,0,2087,749,0,0,330,Aston Villa,Wolverhampton,Arsenal,Chelsea,Burnley,1.5,1.5,1.6,0,1.5,1.7,1.5,1.3,1.6,96.6
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,-1,0,0,0,8,0,0,0,West Brom,Crystal Palace,Brighton,West Ham,Fulham,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6700000,0,89,4.5,6.71641791044776E-07,1.32835820895522E-05,0,2291006,3,21,0,0,0,7,0,13.3,15489,2,0,89,-2,0.4,0,2.8,13,0,5,0,5,14.1,2679589,0,-1,0,1,1509,10057,0,0,255,Wolverhampton,Leicester,Newcastle,Chelsea,Burnley,4.4,4.9,5.4,4.6,4.8,4.9,5.1,5,5.8,148.2
Alphonse,Areola,GLK,FUL,4600000,1,111,3.7,8.04347826086957E-07,2.41304347826087E-05,0,290588,0,38,0,96,0,0,0,24.1,4541,1,0,111,-1,0.7,0,3,8,0,9,0,0,5.2,566209,0,-1,0,1,2700,3036,0,0,553,Aston Villa,Wolverhampton,Arsenal,Chelsea,Burnley,4.8,4.9,4.9,0,3.8,3.3,3.5,4.8,3.6,72.1
Stuart,Armstrong,MID,SOU,5500000,7,93,3.7,6.72727272727273E-07,1.69090909090909E-05,0,127539,3,41,0,0,0,4,0,16.9,283,0,0,93,0,0.9,0,4.7,4,0,8,0,5,0.4,125433,0,-1,0,1,2057,1288,0,0,353,Burnley,West Brom,Tottenham,Leicester,Liverpool,4.4,3.6,2.7,0,3.1,2.8,3.7,3.6,2.8,121.2
Kepa,Arrizabalaga,GLK,CHE,4700000,0,15,0.517241379310345,1.10051357300073E-07,3.19148936170213E-06,0,174970,0,6,0,12,0,0,0,3.2,89,-3,0,15,3,0,0,0,2,0,1,0,0,0.6,50160,0,-1,0,0,360,44,0,0,69,West Brom,Crystal Palace,Brighton,West Ham,Fulham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.8
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,-1,0,0,0,21,0,0,0,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6157,0,0,0,0,0,0,0,0,1,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Tottenham,Burnley,West Ham,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11400000,2,108,4.3,3.7719298245614E-07,9.47368421052632E-06,0,3577209,2,25,0,0,0,9,0,9.5,24904,-6,0,108,6,0.1,0,1.3,10,0,7,0,1,9.3,1117015,1,-1,0,2,2007,4164,0,0,306,Liverpool,Sheffield United,Fulham,Everton,Newcastle,3,5.6,4.2,4,4.6,4.8,4.2,3.8,4.2,144.9
Serge,Aurier,DEF,TOT,5200000,0,61,2.10344827586207,4.04509283819629E-07,1.17307692307692E-05,0,454919,0,13,0,0,0,2,0,11.7,606,-3,0,61,3,0,0,0,2,0,5,0,1,1.4,274980,0,-1,0,0,1155,224,0,0,268,Newcastle,Man Utd,Everton,Southampton,Sheffield United,1.4,1.9,3.2,0,1.8,1.6,2.4,1.8,1.7,64.4
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73050,0,5,0,0,0,0,0,1,15,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Chelsea,Southampton,Leicester,Aston Villa,Wolverhampton,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,1,60,2.3,4.10714285714286E-07,1.07142857142857E-05,0,546874,2,31,0,0,0,1,0,10.7,665,-4,0,60,4,0.2,0,1.3,2,0,6,0,4,1.5,206384,0,-1,0,0,1699,257,0,0,186,Everton,Chelsea,Leicester,Man City,Sheffield United,1.9,1.7,0,1.7,1.6,1.8,1.6,1.9,1.8,76.4
Luke,Ayling,DEF,LEE,4400000,2,74,2.5,5.68181818181818E-07,1.68181818181818E-05,0,487637,5,48,0,0,0,0,0,16.8,2804,-1,0,74,1,0.6,0,2.8,1,0,9,0,0,2.6,403429,0,-1,0,0,2679,986,0,0,528,Sheffield United,Man City,Liverpool,Man Utd,Brighton,2.3,2.8,2.6,2.5,2.2,2,1.9,1.8,2.4,132.1
Cesar,Azpilicueta,DEF,CHE,5900000,0,97,4.8,8.13559322033898E-07,1.64406779661017E-05,0,583877,4,14,0,0,0,1,0,16.4,11196,-1,0,97,1,0.8,0,5,10,0,12,0,1,8.3,689099,0,-1,0,1,1670,9475,0,0,421,West Brom,Crystal Palace,Brighton,West Ham,Fulham,6.4,5.4,5.7,6.1,6.1,6.2,6.4,5.4,6.4,82.5
Eric,Bailly,DEF,MUN,4800000,0,27,0.931034482758621,1.93965517241379E-07,5.625E-06,0,79744,2,11,0,0,0,0,0,5.6,143,-2,0,27,2,0,0,0,6,0,3,0,0,0.3,72020,0,-1,0,0,638,51,0,0,144,Brighton,Tottenham,Burnley,Leeds United F.C.,Liverpool,0,0,0,0.5,0.5,0.6,0.5,0.5,0.6,16.4
Fabian,Balbuena,DEF,WHU,4200000,0,40,1.37931034482759,3.28407224958949E-07,9.52380952380952E-06,0,288383,1,16,0,0,0,1,0,9.5,172,-3,0,40,3,0,0,0,0,0,4,0,0,0.6,301725,0,-1,0,0,1080,50,0,0,185,Wolverhampton,Leicester,Newcastle,Chelsea,Burnley,1.1,0.8,0.7,0.8,0.7,0.7,0.7,0.9,0.8,32.4
George,Baldock,DEF,SHU,4900000,1,44,1.8,3.6734693877551E-07,8.97959183673469E-06,0,316513,4,41,0,0,0,0,0,9,268,-6,0,44,6,0.1,0,0.5,2,0,1,0,2,0.8,53282,0,-1,0,0,2157,7,0,0,251,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,1.6,1.6,1.3,1,1.7,1.1,1,1.2,68.6
Gareth,Bale,MID,TOT,9400000,1,59,2.03448275862069,2.16434336023478E-07,6.27659574468085E-06,0,651246,1,8,0,0,0,5,0,6.3,125481,-1,1,59,1,0.4,0,4,8,0,3,0,2,9.9,1434065,0,-1,0,2,554,956,-1,0,189,Newcastle,Man Utd,Everton,Southampton,Sheffield United,1.3,1,3.1,0,2.2,1.3,1.5,1,1.2,68.8
Patrick,Bamford,FWD,LEE,6700000,2,158,5.3,7.91044776119403E-07,2.35820895522388E-05,0,4137994,2,46,0,0,0,14,0,23.6,63600,12,0,158,-12,0.6,0,4,19,0,8,0,9,48.3,7170853,0,-1,0,4,2499,10395,0,0,518,Sheffield United,Man City,Liverpool,Man Utd,Brighton,7.4,5.2,6,5.7,6.7,6.1,6.4,6.3,6.7,223.9
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,-1,0,0,0,8,0,0,0,Wolverhampton,Leicester,Newcastle,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0689655172413793,1.56739811912226E-08,4.54545454545455E-07,0,43418,2,8,0,0,0,0,0,0.5,22,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13047,0,-1,0,0,273,14,0,0,28,Southampton,Newcastle,Man Utd,Wolverhampton,West Ham,0,0,0,0,0,0,0,0,0,5.9
Ross,Barkley,MID,AVL,5900000,0,62,2.21428571428571,3.75302663438257E-07,1.05084745762712E-05,0,508332,0,18,0,0,0,3,0,10.5,902,-1,0,62,1,0.1,0,0.7,4,0,7,0,1,0.8,512008,0,-1,0,1,1204,131,0,0,219,Fulham,Liverpool,Man City,West Brom,Everton,1.4,1.4,1.1,1.7,2,1.1,1.3,1.4,1.4,107.5
Ashley,Barnes,FWD,BUR,6000000,0,48,2.7,4.5E-07,8E-06,0,160468,4,17,0,0,0,3,0,8,325,0,0,48,0,0,0,0,7,0,6,0,0,0.2,160284,0,-1,0,0,1290,10,0,0,100,Southampton,Newcastle,Man Utd,Wolverhampton,West Ham,0,0,0,0,0,2.6,2.2,2.2,2.7,88.1
Harvey,Barnes,MID,LEI,6700000,0,126,5,7.46268656716418E-07,1.88059701492537E-05,0,2663002,0,25,0,0,0,9,0,18.8,6765,-3,0,126,3,0,0,0,13,0,7,0,5,3.4,2580661,0,-1,0,2,1944,86,0,0,348,Man City,West Ham,West Brom,Crystal Palace,Southampton,0,0,0,0,0,5.6,4.9,5.3,4.5,172.7
Kyle,Bartley,DEF,WBA,4400000,1,66,3,6.81818181818182E-07,1.5E-05,0,44954,3,36,0,0,0,3,0,15,512,-1,0,66,1,0.7,0,3,3,0,4,0,1,0.4,56183,0,-1,0,1,1869,329,0,0,346,Chelsea,Southampton,Leicester,Aston Villa,Wolverhampton,2.5,2.8,2.9,3.4,4,3.4,3.4,3.6,2.7,79.3
Chris,Basham,DEF,SHU,4600000,0,38,1.5,3.26086956521739E-07,8.26086956521739E-06,0,149424,3,44,0,0,0,0,0,8.3,139,-4,0,38,4,0,0,0,2,0,0,0,1,0.5,40121,0,-1,0,0,2126,0,0,0,307,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,0,0,1,0.8,1.3,0.8,0.8,0.9,74.1
Michy,Batshuayi,FWD,CRY,5700000,0,34,1.17241379310345,2.05686630369026E-07,5.96491228070175E-06,0,184524,0,14,0,0,0,1,0,6,212,-3,0,34,3,0,0,0,1,0,2,0,2,0.6,70710,0,-1,0,0,693,60,0,0,83,Everton,Chelsea,Leicester,Man City,Sheffield United,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,39.6
Jan,Bednarek,DEF,SOU,4800000,1,89,3,6.25E-07,1.85416666666667E-05,0,1198828,3,50,0,0,0,1,0,18.5,2784,3,0,89,-3,0.1,0,0.7,11,0,9,0,1,5.8,1409698,1,-1,0,2,2605,1082,0,1,522,Burnley,West Brom,Tottenham,Leicester,Liverpool,2.8,2.9,2.4,0,2.8,3.7,3.3,2.8,3.1,80.7
Hector,Bellerin,DEF,ARS,5000000,0,83,3.8,7.6E-07,1.66E-05,0,1106561,8,23,0,0,0,1,0,16.6,3454,0,0,83,0,0,0,0,15,0,6,0,3,4,1007429,0,-1,0,3,1910,1852,0,0,385,Liverpool,Sheffield United,Fulham,Everton,Newcastle,4.6,3.9,4.2,3,3.8,4.4,3.9,4.1,3.8,86.2
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5017,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Man City,West Ham,West Brom,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28216,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,West Ham,Fulham,Sheffield United,Burnley,West Brom,0,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,0,46,1.58620689655172,2.64367816091954E-07,7.66666666666667E-06,0,60154,0,13,0,0,0,0,0,7.7,156,0,0,46,0,0.2,0,1.5,0,0,3,0,4,0.2,67471,0,-1,0,0,1055,61,0,0,164,Wolverhampton,Leicester,Newcastle,Chelsea,Burnley,0.8,0.8,0.8,0.9,1,0.9,0.8,0.9,1,73
Josh,Benson,MID,BUR,4500000,0,10,0.344827586206897,7.66283524904215E-08,2.22222222222222E-06,0,3919,0,7,0,0,0,0,0,2.2,9,0,0,10,0,0,0,0,0,0,1,0,0,0,4249,0,-1,0,0,260,7,0,0,27,Southampton,Newcastle,Man Utd,Wolverhampton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,1,65,2.8,5.09090909090909E-07,1.18181818181818E-05,0,165688,0,19,0,0,0,5,0,11.8,1130,0,0,65,0,0.6,0,3.3,7,0,4,0,2,0.8,195136,0,-1,0,2,1193,878,0,1,178,Everton,Chelsea,Leicester,Man City,Sheffield United,2.5,2.3,0,2.3,2.2,2.5,2.3,2.6,2.5,103.8
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,-1,0,0,0,22,0,0,0,Sheffield United,Man City,Liverpool,Man Utd,Brighton,0,0,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,29,1,2.04081632653061E-07,5.91836734693878E-06,0,31852,4,19,0,0,0,1,0,5.9,21,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,23981,0,-1,0,0,1015,6,0,0,148,Leeds United F.C.,Arsenal,Wolverhampton,Brighton,Tottenham,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,47
Steven,Bergwijn,MID,TOT,7000000,0,40,1.37931034482759,1.97044334975369E-07,5.71428571428571E-06,0,111293,2,11,0,0,0,0,0,5.7,134,-5,0,40,5,0,0,0.2,0,0,5,0,3,0.4,34947,0,-1,0,0,1042,21,0,0,83,Newcastle,Man Utd,Everton,Southampton,Sheffield United,0.7,0.7,1.6,0,1.2,0.7,0.8,0.7,0.7,35.6
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1486,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,-1,0,0,0,4,0,0,0,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,0,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,0,18,0.642857142857143,1.12781954887218E-07,3.15789473684211E-06,0,21194,2,4,0,0,0,1,0,3.2,117,-3,0,18,3,0.1,0,0.3,1,0,2,0,0,0.1,12518,0,-1,0,0,390,7,0,0,65,Crystal Palace,Brighton,Tottenham,Arsenal,Aston Villa,0,0,0,0,0,0.3,0.3,0.3,0.3,29
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,889330,0,3,0,0,0,0,0,1.3,840,-1,0,5,1,0,0,0,0,0,0,0,0,4.3,319447,0,-1,0,0,205,0,0,0,30,Man Utd,Everton,Chelsea,Sheffield United,Leeds United F.C.,0,0,0,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,0,74,2.46666666666667,3.33333333333333E-07,1E-05,0,223222,3,9,0,0,0,2,0,10,2198,-1,0,74,1,0.2,0,1.2,4,0,11,0,4,1.1,230104,0,-1,0,1,1717,391,0,0,329,Leicester,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,1.7,1.8,1.6,0,1.5,1.8,1.8,1.8,1.7,109.6
