FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Craig,Dawson,DEF,WHU,4500000,0,63,3.7,8.22222222222222E-07,1.4E-05,0,113863,1,21,0,0,0,3,0,14,512,0,0,63,0,-0.1,0,-0.4,3,0,6,0,0,0.9,180902,2,-1,0,2,1475,221,0,1,265,Burnley,Everton,Brighton,West Brom,Southampton,3.4,3.2,3.7,4.1,4,55.5
Kevin,De Bruyne,MID,MCI,11900000,0,128,5.3,4.45378151260504E-07,1.07563025210084E-05,0,6232767,1,17,0,0,0,5,0,10.8,16683,4,0,128,-4,0,1,0,17,0,11,0,11,14.4,5361652,0,-1,0,3,1905,2941,0,0,511,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,5.2,5.5,5.9,6,5.6,265.5
David,de Gea,GLK,MUN,5300000,0,87,3.6,6.79245283018868E-07,1.64150943396226E-05,0,536747,0,29,0,54,0,0,0,16.4,1028,-2,0,87,2,0,0,0,4,0,9,0,0,3.3,410009,0,-1,0,1,2115,412,0,0,389,Aston Villa,Leicester,Fulham,Wolverhampton,,0,7.5,0,3.9,4.5,41.5
Bobby,Decordova-Reid,FWD,FUL,5300000,2,74,2.6,4.90566037735849E-07,1.39622641509434E-05,0,272466,7,24,0,0,0,5,0,14,405,-2,0,74,2,0.3,0,1.5,6,0,9,0,1,0.6,295902,0,-1,0,1,2032,126,0,0,293,Chelsea,Burnley,Southampton,Man Utd,Newcastle,1.9,2,2.3,2.3,2.6,100.2
Liam,Delap,FWD,MCI,4300000,0,1,0.0303030303030303,7.04721634954193E-09,2.32558139534884E-07,0,260669,0,4,0,0,0,0,0,0.2,366,-2,0,1,2,0,0,0,0,0,0,0,0,0.9,293280,0,-1,0,0,39,378,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0.2
Fabian,Delph,MID,EVE,4800000,1,7,0.21875,4.55729166666667E-08,1.45833333333333E-06,0,5428,1,6,0,0,0,0,0,1.5,16,-2,0,7,2,0,0,0.2,0,0,0,0,0,0,2697,0,-1,0,0,255,13,0,0,45,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,0.1,0.2,0.1,0.1,0.1,6.6
Leander,Dendoncker,MID,WOL,4600000,1,72,2.5,5.43478260869565E-07,1.56521739130435E-05,0,200929,3,28,0,0,0,1,0,15.7,666,-4,0,72,4,0.8,0,3.6,2,0,11,0,2,0.7,100367,1,-1,0,0,2281,329,0,0,290,West Brom,Brighton,Tottenham,Everton,Man Utd,2,2,1.5,2.2,1.5,95.8
Alfie,Devine,MID,TOT,4400000,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,17,-1,0,0,1,0,0,0,0,0,0,0,0,0,1392,0,-1,0,0,0,28,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0
Cheikh,Diaby,FWD,WBA,4500000,0,0,0,0,0,0,14335,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.1,19217,0,-1,0,0,0,82,0,0,0,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,0,0,0,0,0,0
Mbaye,Diagne,FWD,WBA,6000000,1,48,1.45454545454545,2.42424242424242E-07,8E-06,0,77510,2,15,0,0,0,2,0,8,838,0,0,48,0,0.5,0,3.2,1,0,4,0,5,0.4,103153,0,-1,0,0,1087,233,0,0,110,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,0.9,0.9,0.8,0.8,0.8,54.1
Amad,Diallo,MID,MUN,5400000,0,0,0,0,0,0,3132,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,3752,0,-1,0,0,0,11,0,0,0,Aston Villa,Leicester,Fulham,Wolverhampton,,0,0,0,0,0,0
Ibrahima,Diallo,MID,SOU,4500000,1,27,0.84375,1.875E-07,6E-06,0,5552,2,17,0,0,0,0,0,6,27,0,0,27,0,0.3,0,1.5,0,0,3,0,0,0,6646,0,-1,0,0,872,43,0,0,116,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0.4,0.8,0.4,0.4,0.4,25.5
Grady,Diangana,MID,WBA,5000000,0,34,1.03030303030303,2.06060606060606E-07,6.8E-06,0,78185,0,28,0,0,0,1,0,6.8,18,-5,0,34,5,0,0,0,0,0,1,0,0,0.2,46052,0,-1,0,0,1086,13,0,0,96,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,0.5,0.5,0.5,0.5,0.5,39.2
,Dias,DEF,MCI,6100000,0,135,4.7,7.70491803278689E-07,2.21311475409836E-05,0,1299423,3,16,0,0,0,1,0,22.1,32193,6,0,135,-6,0.1,0,0.7,12,0,16,0,1,23.3,3036677,1,-1,0,1,2573,8967,0,0,610,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,5.3,5.4,5.1,5.4,4.4,86.3
Eric,Dier,DEF,TOT,4600000,6,69,2.8,6.08695652173913E-07,1.5E-05,0,750903,3,29,0,0,0,0,0,15,830,-4,0,69,4,0.4,0,2,2,0,7,0,0,2.4,769976,0,-1,0,0,2250,712,0,0,410,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,2.9,2.6,3.3,2.7,2.5,69.9
Lucas,Digne,DEF,EVE,6100000,7,96,3.8,6.22950819672131E-07,1.57377049180328E-05,0,2070236,2,36,0,0,0,0,0,15.7,1487,1,0,96,-1,0.7,0,4.2,14,0,6,0,9,9.3,2030783,0,-1,0,1,2231,28010,0,1,478,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,3.8,10.1,4,4.7,5.4,122.5
Issa,Diop,DEF,WHU,4300000,0,36,1.09090909090909,2.53699788583509E-07,8.37209302325581E-06,0,109510,3,20,0,0,0,2,0,8.4,221,-2,0,36,2,0.4,0,1.6,1,0,2,0,0,0.6,42078,1,-1,0,1,1197,270,0,0,194,Burnley,Everton,Brighton,West Brom,Southampton,0.5,0.5,0.5,0.6,0.6,39.1
Moussa,Djenepo,MID,SOU,5400000,0,43,1.34375,2.48842592592593E-07,7.96296296296296E-06,0,23369,5,24,0,0,0,1,0,8,19,-1,0,43,1,0.1,0,0.5,0,0,3,0,2,0.1,18714,0,-1,0,0,1128,16,0,0,123,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0.7,1.5,0.7,0.7,0.7,40.7
Matt,Doherty,DEF,TOT,5600000,0,45,1.36363636363636,2.43506493506493E-07,8.03571428571429E-06,0,1537494,2,13,0,0,0,0,0,8,165,-4,0,45,4,0,0,0,4,0,4,0,2,3.9,232303,0,-1,0,1,1141,75,0,1,197,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0.9,0.8,1.1,0.9,0.8,44.3
Abdoulaye,Doucoure,MID,EVE,5100000,0,71,2.8,5.49019607843137E-07,1.3921568627451E-05,0,281182,6,32,0,0,0,2,0,13.9,88,-4,0,71,4,0,0,0,2,0,7,0,3,0.6,150290,0,-1,0,2,2131,2,0,0,375,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,0,0,0,0,1.9,94.2
Barry,Douglas,DEF,LEE,3800000,0,0,0,0,0,0,1029454,0,0,0,0,0,0,0,0,336,-2,0,0,2,0,0,0,0,0,0,0,0,2.9,252878,0,-1,0,0,0,0,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
,Douglas Luiz,MID,AVL,4800000,1,64,2.2,4.58333333333333E-07,1.33333333333333E-05,0,47013,8,36,0,0,0,0,0,13.3,58,-2,0,64,2,0.3,0,1.4,0,0,11,0,2,0.2,31451,0,-1,0,0,2520,79,0,1,313,Everton,Man Utd,Everton,Crystal Palace,Tottenham,1.9,2.4,1.3,1.3,1.3,82.2
Tommy,Doyle,MID,MCI,4400000,0,0,0,0,0,0,11114,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,7261,0,-1,0,0,0,9,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0
Cody,Drameh,DEF,LEE,4000000,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-1,0,0,0,6,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,3900000,0,0,0,0,0,0,8905,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,8854,0,-1,0,0,0,14,0,0,0,West Ham,Fulham,Leeds United F.C.,Liverpool,Sheffield United,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,4800000,1,31,0.939393939393939,1.95707070707071E-07,6.45833333333333E-06,0,37459,0,13,0,35,0,0,0,6.5,249,-2,0,31,2,0.6,0,2.8,4,0,1,0,0,0.3,29433,0,-1,0,0,810,338,0,0,168,Arsenal,Leicester,Man City,Sheffield United,Fulham,0.5,0.5,0.6,0.5,0.5,26.5
Shane,Duffy,DEF,BHA,4300000,0,0,0,0,0,0,5543,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,662,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,Wolverhampton,West Ham,Man City,Arsenal,0,0,0,0,0,0
Paul,Dummett,DEF,NEW,4400000,1,19,0.575757575757576,1.30853994490358E-07,4.31818181818182E-06,0,4109,2,14,0,0,0,0,0,4.3,24,-1,0,19,1,0.3,0,1.2,0,0,1,0,0,0,3637,0,-1,0,0,894,65,0,0,122,Arsenal,Leicester,Man City,Sheffield United,Fulham,0.3,0.3,0.3,0.3,0.3,21.6
Lewis,Dunk,DEF,BHA,4900000,8,126,4.1,8.36734693877551E-07,2.57142857142857E-05,0,915120,5,36,0,0,0,4,0,25.7,6766,-1,0,126,1,1,0,5,17,0,11,0,0,9.7,1096530,1,-1,0,3,2790,9075,0,1,598,Leeds United F.C.,Wolverhampton,West Ham,Man City,Arsenal,4.5,5.3,5.6,5.5,5.4,120.1
Jimmy,Dunne,DEF,BUR,3800000,0,8,0.242424242424242,6.37958532695375E-08,2.10526315789474E-06,0,852740,0,5,0,0,0,1,0,2.1,1104,-2,0,8,2,0,0,0,0,0,0,0,0,4.2,1053859,0,-1,0,0,180,700,0,0,35,West Ham,Fulham,Leeds United F.C.,Liverpool,Sheffield United,0.1,0.1,0.1,0.1,0.1,12.6
,Ederson,GLK,MCI,6100000,7,144,4.4,7.21311475409836E-07,2.36065573770492E-05,0,783648,3,23,0,57,0,0,0,23.6,3720,1,0,144,-1,0.5,0,3.3,3,0,18,0,1,9.5,1030481,0,-1,0,1,2970,3484,0,0,624,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,4.9,4.9,4.7,4.9,4,50.6
Kyle,Edwards,MID,WBA,4700000,0,5,0.151515151515152,3.22372662798195E-08,1.06382978723404E-06,0,3203,0,3,0,0,0,0,0,1.1,4,-3,0,5,3,0,0,0,0,0,0,0,0,0,1307,0,-1,0,0,114,2,0,0,15,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,0.1,0.1,0.1,0.1,0.1,6.4
John,Egan,DEF,SHU,4700000,-1,42,1.6,3.40425531914894E-07,8.93617021276596E-06,0,956115,7,45,0,0,0,0,0,8.9,81,-3,0,42,3,0.5,0,2.2,4,0,2,0,1,1.6,41816,0,-1,0,0,2268,159,0,1,328,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0.9,1.3,0.9,0.8,1,57.4
Anwar,El Ghazi,MID,AVL,5200000,6,88,2.75,5.28846153846154E-07,1.69230769230769E-05,0,526414,2,15,0,0,0,8,0,16.9,539,-8,0,88,8,0.7,0,3.8,11,0,4,0,0,0.9,568073,0,-1,0,2,1182,4803,0,0,272,Everton,Man Utd,Everton,Crystal Palace,Tottenham,2.7,3.5,1.9,1.9,1.9,136.6
Ahmed,El Mohamady,DEF,AVL,4300000,0,31,0.96875,2.25290697674419E-07,7.2093023255814E-06,0,63199,2,6,0,0,0,0,0,7.2,164,-2,0,31,2,0,0,0.2,4,0,3,0,0,0.3,50874,0,-1,0,1,698,66,0,0,160,Everton,Man Utd,Everton,Crystal Palace,Tottenham,0.5,1,0.5,0.5,0.5,36.4
Harvey,Elliott,MID,LIV,4300000,0,0,0,0,0,0,20684,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12394,0,-1,0,0,0,0,0,0,0,Southampton,West Brom,Burnley,Crystal Palace,,0,0,0,0,0,0
,Elneny,MID,ARS,4200000,11,44,1.33333333333333,3.17460317460317E-07,1.04761904761905E-05,0,291963,2,18,0,0,0,1,0,10.5,302,-3,0,44,3,0.7,0,3,3,0,4,0,0,1,298065,0,-1,0,1,1268,998,0,0,219,Newcastle,West Brom,Chelsea,Crystal Palace,Brighton,0.7,1.4,0,0.7,0.7,32.9
,Emerson,DEF,CHE,4700000,0,7,0.212121212121212,4.51321727917473E-08,1.48936170212766E-06,0,19660,0,0,0,0,0,0,0,1.5,34,-3,0,7,3,0,0,0,0,0,1,0,0,0.1,10307,0,-1,0,0,88,27,0,0,24,Fulham,Man City,Arsenal,Leicester,Aston Villa,0.1,0.2,0,0.1,0.1,2.7
Bjorn,Engels,DEF,AVL,4400000,0,0,0,0,0,0,19418,0,0,0,0,0,0,0,0,9,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,12181,0,-1,0,0,0,5,0,0,0,Everton,Man Utd,Everton,Crystal Palace,Tottenham,0,0,0,0,0,0
Jonny,Evans,DEF,LEI,5600000,10,109,3.9,6.96428571428571E-07,1.94642857142857E-05,0,128619,7,31,0,0,0,2,0,19.5,2574,1,0,109,-1,1.4,0,7.8,12,0,10,0,2,2.4,289137,1,-1,0,2,2473,19952,0,0,536,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,0,9,0,4.3,3.9,77.9
Eberechi,Eze,MID,CRY,5800000,2,99,3.2,5.51724137931035E-07,1.70689655172414E-05,0,247290,3,46,0,0,0,3,0,17.1,456,-2,0,99,2,0.5,0,3,12,0,5,0,5,0.8,253079,0,-1,0,2,2285,4195,0,0,381,Man City,Sheffield United,Southampton,Aston Villa,Arsenal,2.2,5.6,2.5,2.5,2.3,124.3
Lukasz,Fabianski,GLK,WHU,5000000,0,118,3.8,7.6E-07,2.36E-05,0,513075,2,41,0,93,0,0,0,23.6,1113,0,0,118,0,0.3,0,1.6,9,0,9,0,0,3.2,578000,0,-1,1,1,2790,772,0,0,570,Burnley,Everton,Brighton,West Brom,Southampton,3.6,3.3,3.8,4.2,4.2,66.6
,Fabinho,MID,LIV,5400000,0,58,2.3,4.25925925925926E-07,1.07407407407407E-05,0,185518,6,26,0,0,0,0,0,10.7,152,-1,0,58,1,0.5,0,2.8,2,0,8,0,2,0.8,114603,0,-1,0,0,2116,222,0,0,360,Southampton,West Brom,Burnley,Crystal Palace,,0,1.6,2,2.2,1.5,49.6
,Fabio Silva,FWD,WOL,5200000,5,55,2,3.84615384615385E-07,1.05769230769231E-05,0,298176,2,22,0,0,0,4,0,10.6,1021,-3,0,55,3,0.7,0,3.4,3,0,0,0,1,1,265858,0,-1,0,0,956,174,0,0,164,West Brom,Brighton,Tottenham,Everton,Man Utd,1.4,1.5,1.3,1.5,1.4,77.2
,Fabri,GLK,FUL,3900000,0,0,0,0,0,0,128428,0,0,0,0,0,0,0,0,713,-1,0,0,1,0,0,0,0,0,0,0,0,2.1,155293,0,-1,0,0,0,159,0,0,0,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6100000,0,2,1,1.63934426229508E-07,3.27868852459016E-07,0,35390,0,0,0,0,0,0,0,0.3,2,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,4675,0,-1,0,0,2,0,0,0,8,Burnley,Everton,Brighton,West Brom,Southampton,0,0,0,0,0,0.5
Nathan,Ferguson,DEF,CRY,3800000,0,0,0,0,0,0,143104,0,0,0,0,0,0,0,0,180,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,66782,0,-1,0,0,0,150,0,0,0,Man City,Sheffield United,Southampton,Aston Villa,Arsenal,0,0,0,0,0,0
,Fernandes,MID,MUN,11500000,0,221,6.7,5.82608695652174E-07,1.92173913043478E-05,0,3131809,5,30,0,0,0,16,0,19.2,9647,10,0,221,-10,0.3,1,3,32,0,13,0,13,54.8,5994125,0,-1,0,8,2824,17445,0,0,792,Aston Villa,Leicester,Fulham,Wolverhampton,,0,15,0,8.2,8.1,360.5
,Fernandes,MID,TOT,4700000,0,0,0,0,0,0,8428,0,0,0,0,0,0,0,0,5,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3097,0,-1,0,0,0,0,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0
Federico,Fernandez,DEF,NEW,4700000,0,38,1.9,4.04255319148936E-07,8.08510638297872E-06,0,177066,4,32,0,0,0,0,0,8.1,86,-3,0,38,3,0.2,0,0.8,4,0,3,0,0,0.5,101666,1,-1,0,0,1723,80,0,0,306,Arsenal,Leicester,Man City,Sheffield United,Fulham,1.6,1.3,1.9,1.6,1.7,54.4
,Fernandinho,DEF,MCI,5400000,6,51,1.54545454545455,2.86195286195286E-07,9.44444444444444E-06,0,117515,5,8,0,0,0,0,0,9.4,201,-1,0,51,1,0.4,0,2.3,5,0,6,0,0,0.7,68891,0,-1,0,1,1058,409,0,0,244,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0.9,0.9,0.9,1,0.8,44.9
Will,Ferry,MID,SOU,4500000,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,-1,0,0,0,4,0,0,0,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0,0,0,0,0,0
Sam,Field,MID,WBA,4800000,0,3,1,2.08333333333333E-07,6.25E-07,0,2476,0,2,0,0,0,0,0,0.6,0,-2,0,3,2,0,0,0,0,0,0,0,0,0,928,0,-1,0,0,61,0,0,0,16,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,0,0,0,0,0,2
Ryan,Finnigan,MID,SOU,4500000,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,-1,0,0,0,5,0,0,0,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0,0,0,0,0,0
Roberto,Firmino,FWD,LIV,9000000,0,109,3.5,3.88888888888889E-07,1.21111111111111E-05,0,1182771,2,36,0,0,0,6,0,12.1,1476,-5,0,109,5,0.2,0,1.8,10,0,8,0,6,3.1,1043608,0,-1,0,1,2476,832,0,0,466,Southampton,West Brom,Burnley,Crystal Palace,,0,3.8,3.9,3.8,4.2,232.8
John,Fleck,MID,SHU,5600000,2,61,2.3,4.10714285714286E-07,1.08928571428571E-05,0,46832,3,44,0,0,0,0,0,10.9,44,-4,0,61,4,0.4,0,2.2,1,0,3,0,3,0.1,16773,0,-1,0,0,2213,85,0,0,297,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,1.2,1.8,1.8,1.4,2.2,88.9
Shane,Flynn,MID,LEI,4500000,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,-1,0,0,0,3,0,0,0,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,0,0,0,0,0,0
Phil,Foden,MID,MCI,6000000,0,118,3.57575757575758,5.95959595959596E-07,1.96666666666667E-05,0,2419832,0,12,0,0,0,7,0,19.7,9449,-5,0,118,5,0.6,0,3.3,14,0,6,0,8,7.9,2672409,0,-1,0,4,1442,7040,0,0,416,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,2.8,3,3.3,3.3,3.1,167.1
Wes,Foderingham,GLK,SHU,4300000,0,0,0,0,0,0,10380,0,0,0,0,0,0,0,0,30,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,4699,0,-1,0,0,0,63,0,0,0,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0,0,0,0,0,0
Wesley,Fofana,DEF,LEI,5000000,1,68,2.8,5.6E-07,1.36E-05,0,131411,6,23,0,0,0,0,0,13.6,948,0,0,68,0,0.4,0,2.2,5,0,7,0,1,1.2,215426,0,-1,0,1,1970,3189,0,0,413,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,2.2,5.6,0,2.6,2.3,60.8
Pablo,Fornals,MID,WHU,5800000,0,98,3.5,6.03448275862069E-07,1.68965517241379E-05,0,274439,3,29,0,0,0,3,0,16.9,149,-7,0,98,7,0.4,0,2.6,7,0,8,0,6,0.5,281742,0,-1,0,0,2123,74,0,0,309,Burnley,Everton,Brighton,West Brom,Southampton,3.7,3.1,3.1,3.4,3.6,102.6
Adam,Forshaw,MID,LEE,4800000,0,0,0,0,0,0,2270,0,0,0,0,0,0,0,0,7,-2,0,0,2,0,0,0,0,0,0,0,0,0,775,0,-1,0,0,0,6,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
Fraser,Forster,GLK,SOU,4000000,0,20,0.625,1.5625E-07,5E-06,0,397184,0,8,0,13,0,0,0,5,3527,0,0,20,0,0.2,0,1,0,0,2,0,0,7.1,868822,0,-1,0,0,540,1040,0,0,102,Leicester,Liverpool,Crystal Palace,Fulham,Leeds United F.C.,0.3,0.6,0.3,0.3,0.3,11.2
Timothy,Fosu-Mensah,DEF,MUN,4300000,0,0,0,0,0,0,10528,1,2,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,5074,0,-1,0,0,80,0,0,0,17,Aston Villa,Leicester,Fulham,Wolverhampton,,0,0,0,0,0,6.4
Juan,Foyth,DEF,TOT,4300000,0,0,0,0,0,0,9817,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1531,0,-1,0,0,0,0,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0
Ryan,Fraser,MID,NEW,5600000,0,39,2.2,3.92857142857143E-07,6.96428571428571E-06,0,87124,0,18,0,0,0,0,0,7,38,-4,0,39,4,0,0,0,0,0,4,0,4,0.2,25370,0,-1,0,0,922,11,0,1,154,Arsenal,Leicester,Man City,Sheffield United,Fulham,0,0,0,0,0,70.1
,Fred,MID,MUN,5300000,0,63,2.3,4.33962264150943E-07,1.18867924528302E-05,0,31797,5,20,0,0,0,1,0,11.9,97,-2,0,63,2,0.6,0,3.2,1,0,12,0,0,0.2,28863,0,-1,0,0,2147,214,0,0,360,Aston Villa,Leicester,Fulham,Wolverhampton,,0,2.8,0,1.6,1.6,99.3
Ryan,Fredericks,DEF,WHU,4200000,0,27,0.818181818181818,1.94805194805195E-07,6.42857142857143E-06,0,57330,2,9,0,0,0,1,0,6.4,40,-3,0,27,3,0.1,0,0.6,0,0,1,0,1,0.2,23666,0,-1,0,0,533,50,0,0,124,Burnley,Everton,Brighton,West Brom,Southampton,0.4,0.4,0.4,0.4,0.4,41.5
Luke,Freeman,MID,SHU,5000000,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,-1,0,0,0,0,0,0,0,Tottenham,Crystal Palace,Everton,Newcastle,Burnley,0,0,0,0,0,0
Christian,Fuchs,DEF,LEI,4500000,0,24,0.727272727272727,1.61616161616162E-07,5.33333333333333E-06,0,44322,4,9,0,0,0,0,0,5.3,47,0,0,24,0,0,0,0,2,0,3,0,0,0.2,45195,0,-1,0,0,701,34,0,0,112,Southampton,Newcastle,Man Utd,Chelsea,Tottenham,0.4,0.8,0,0.4,0.4,19.2
Darnell,Furlong,DEF,WBA,4500000,1,75,2.4,5.33333333333333E-07,1.66666666666667E-05,0,61512,4,52,0,0,0,1,0,16.7,218,0,0,75,0,0.5,0,2.2,2,0,6,0,3,0.2,67028,1,-1,0,0,2526,88,0,0,365,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,2.8,2.5,2.6,2.8,2,85.7
,Gabriel,DEF,ARS,4900000,6,61,3.2,6.53061224489796E-07,1.24489795918367E-05,0,1194889,2,22,0,0,0,2,0,12.4,369,-1,0,61,1,0.3,0,1.6,6,0,4,0,0,4.5,1045965,0,-1,0,1,1636,678,0,1,310,Newcastle,West Brom,Chelsea,Crystal Palace,Brighton,3.1,6.6,0,3.2,2.8,63.1
Conor,Gallagher,MID,WBA,5500000,1,64,2.5,4.54545454545455E-07,1.16363636363636E-05,0,21788,9,37,0,0,0,2,0,11.6,38,0,0,64,0,0.1,0,0.8,3,0,5,0,2,0.1,22953,0,-1,0,0,2125,16,0,0,284,Wolverhampton,Arsenal,Liverpool,West Ham,Leeds United F.C.,2.1,1.8,1.4,1.8,1.8,84.6
Eric,Garcia,DEF,MCI,4700000,0,4,0.121212121212121,2.57898130238556E-08,8.51063829787234E-07,0,26232,0,6,0,0,0,0,0,0.9,27,-3,0,4,3,0,0,0,0,0,0,0,0,0.2,12154,0,-1,0,0,215,34,0,0,39,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0.1,0.1,0.1,0.1,0.1,6.3
James,Garner,MID,MUN,4400000,0,0,0,0,0,0,7001,0,0,0,0,0,0,0,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,2403,0,-1,0,0,0,0,0,0,0,Aston Villa,Leicester,Fulham,Wolverhampton,,0,0,0,0,0,0
Dwight,Gayle,FWD,NEW,5900000,1,28,0.848484848484849,1.43810991268618E-07,4.74576271186441E-06,0,11620,0,9,0,0,0,1,0,4.7,58,-1,0,28,1,0.3,0,1.6,3,0,0,0,1,0.1,11225,0,-1,0,0,429,31,0,0,76,Arsenal,Leicester,Man City,Sheffield United,Fulham,0.4,0.4,0.4,0.5,0.4,40.6
Paulo,Gazzaniga,GLK,TOT,4300000,0,0,0,0,0,0,20986,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,4988,0,-1,0,0,0,0,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0,0,0,0,0
Jean-Philippe,Gbamin,MID,EVE,5000000,0,1,1,2E-07,2E-07,0,610,0,1,0,0,0,0,0,0.2,3,0,0,1,0,0,0,0.2,0,0,0,0,0,0,666,0,-1,0,0,11,2,0,0,1,Aston Villa,West Ham,Aston Villa,Sheffield United,Wolverhampton,0,0,0,0,0,0.5
Joe,Gelhardt,FWD,LEE,4500000,0,0,0,0,0,0,1935,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2612,0,-1,0,0,0,34,0,0,0,Brighton,Tottenham,Burnley,Southampton,West Brom,0,0,0,0,0,0
