FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Steven,Alzate,MID,BHA,4500000,1,8,2,4.44444444444444E-07,1.77777777777778E-06,0,43707,1,10,0,0,0,0,0,1.8,2233,0,0,8,0,0.4,0,2,0,0,1,0,0,1.4,104077,0,-1,0,0,339,1556,0,0,56,Everton,Crystal Palace,West Brom,Tottenham,Burnley,1.4,1.2,1,2.2,1,1.3,1,1,1.5,2.6,1,1.2,1,1,1.6,1.4,1,1,1.6,2.2,1,1,1.7,1,1.9,1,1.9,1,2.3,2.3,1,1.8,1,1,1.3,15.9
Daniel,Amartey,DEF,LEI,4000000,0,0,0,0,0,0,38200,1,4,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,1.6,35294,0,-1,0,0,144,1638,0,0,19,West Ham,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Ethan,Ampadu,DEF,SHU,4500000,0,3,1,2.22222222222222E-07,6.66666666666667E-07,0,23573,0,2,0,0,0,0,0,0.7,804,0,0,3,0,0.2,0,0.8,0,0,0,0,0,0.7,10981,0,-1,0,0,149,411,0,0,20,Arsenal,Fulham,Liverpool,Man City,Chelsea,0.5,0.5,1.1,0.6,0.8,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.6,0.5,0.5,1.1,1,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.9,0.5,0.5,0.6,0.5,0.6,0.6,0.5,0.7,0.5,4
Florin,Andone,FWD,BHA,4900000,0,0,0,0,0,0,24321,0,0,0,0,0,0,0,0,257,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,10685,0,-1,0,0,0,18,0,0,0,Everton,Crystal Palace,West Brom,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,0,7,2.3,4.18181818181818E-07,1.27272727272727E-06,0,20743,0,3,0,0,0,0,0,1.3,2277,0,0,7,0,0.3,0,1.8,0,0,1,0,0,0.4,15521,0,-1,0,0,232,19,0,0,33,Brighton,Liverpool,Southampton,Newcastle,Man Utd,0,1.2,1.9,3,1.2,2.6,1.2,2.3,1.2,1.4,1.2,2.3,1.2,1.2,1.8,1.2,1.2,1.2,1.4,1.9,1.4,1.6,1.2,2.3,1.3,1.7,1.2,2.6,1.2,1.2,1.2,1.2,2.1,1.2,1.6,6.7
,Anguissa,MID,FUL,4500000,2,10,2.5,5.55555555555556E-07,2.22222222222222E-06,0,83261,0,8,0,0,0,0,0,2.2,3554,0,0,10,0,0.6,0,2.5,0,0,0,0,1,2.8,205916,0,-1,0,0,297,1329,0,0,65,Wolverhampton,Sheffield United,Crystal Palace,West Brom,West Ham,2.3,2.9,1.2,1.2,1.6,1.2,1.9,2.1,1.2,1.2,3.6,1.2,2.8,2.9,1.2,1.2,3.3,2.2,1.2,1.2,1.9,1.8,1.6,2.1,1.2,1.2,1.7,1.2,1.7,1.2,2.9,1.2,2.5,2.5,1.2,16.1
Michail,Antonio,FWD,WHU,6300000,6,16,4,6.34920634920635E-07,2.53968253968254E-06,0,400944,0,4,0,0,0,2,0,2.5,9449,-2,0,16,2,0.6,0,4,0,0,2,0,0,5.2,63276,0,-1,0,0,354,4076,0,0,58,Leicester,Tottenham,Man City,Liverpool,Fulham,3.8,6,4.1,4.1,5,4.6,2.9,5.1,4,4.8,4.9,4,3.7,3.3,5.5,5.1,4.4,3.4,2.3,6,5.2,4.9,5.4,4.1,5.8,3.8,3.4,3.7,6,2.7,5.7,3.5,6,5.1,3.5,25.8
Alphonse,Areola,GLK,FUL,4500000,3,5,1.7,3.77777777777778E-07,1.11111111111111E-06,0,43227,0,8,0,9,0,0,0,1.1,1442,0,0,5,0,0.3,0,1.2,0,0,0,0,0,1.3,28575,0,-1,0,0,270,564,0,0,45,Wolverhampton,Sheffield United,Crystal Palace,West Brom,West Ham,1.8,1.5,0.9,0.8,1.2,0.8,1.1,2.5,1.2,0.8,1.9,0.8,1.7,1.6,1.2,0.8,1.7,1.5,0.8,0.8,0.8,0.8,1.8,2.5,0.9,0.8,2.2,0.8,1,0.8,2.1,0.8,1.1,2.5,0.8,4.3
Stuart,Armstrong,MID,SOU,5500000,6,11,3.7,6.72727272727273E-07,2E-06,0,13925,0,3,0,0,0,0,0,2,259,0,0,11,0,0.5,0,2.8,0,0,2,0,1,0.2,5481,0,-1,0,0,247,221,0,0,34,West Brom,Chelsea,Everton,Aston Villa,Newcastle,2.7,4.7,2.1,2.9,1.8,3.8,2,5.2,4,2.9,1.8,5.2,2.5,1.8,3.2,3.2,2.3,2.1,4.1,5.6,2.2,1.8,3.2,4.8,1.8,4.5,2.6,3.7,1.8,3.5,1.9,3.5,2.8,2,2.7,5.1
Kepa,Arrizabalaga,GLK,CHE,4900000,0,4,2,4.08163265306122E-07,8.16326530612245E-07,0,102499,0,3,0,5,0,0,0,0.8,5806,-1,0,4,1,0.2,0,1,0,0,0,0,0,1.3,34642,0,-1,0,0,180,115,0,0,28,Crystal Palace,Southampton,Man Utd,Burnley,Sheffield United,1,1,3,2.2,1,2.5,1,1,1.1,2.4,1,1.5,1.5,1,1.6,2.3,1,1,2.3,2.1,1,1.6,1.2,1,1.4,3,1,2.4,1,1.6,1,3,1,1,2.9,2.8
Christian,Atsu,MID,NEW,5400000,0,0,0,0,0,0,3423,0,0,0,0,0,0,0,0,89,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,690,0,-1,0,0,0,22,0,0,0,Burnley,Man Utd,Wolverhampton,Everton,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11900000,2,16,4,3.36134453781513E-07,1.34453781512605E-06,0,1496732,1,5,0,0,0,1,0,1.3,28242,-1,0,16,1,0.3,0,4,0,0,1,0,1,28.2,314936,0,-1,0,0,360,10738,0,0,54,Sheffield United,Man City,Leicester,Man Utd,Aston Villa,5,3.5,2.6,4.1,3,3.1,3,4.6,3.5,3.4,3.1,2.2,5.4,3.6,2.5,2.4,4.1,2.8,3.8,2.8,2.8,2,3.2,4.7,2.8,2.6,2.3,4.8,3.7,2.8,5.9,3.7,4.8,2.6,2.4,19.4
Serge,Aurier,DEF,TOT,5200000,0,0,0,0,0,0,159662,0,0,0,0,0,0,0,0,1922,-3,0,0,3,0,0,0,0,0,0,0,0,1.4,7701,0,-1,0,0,0,313,0,0,0,Man Utd,West Ham,Burnley,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,WBA,5300000,0,0,0,0,0,0,48642,0,0,0,0,0,0,0,0,937,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,6613,0,-1,0,0,0,135,0,0,0,Southampton,Burnley,Brighton,Fulham,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5800000,2,11,2.8,4.82758620689655E-07,1.89655172413793E-06,0,242103,0,7,0,0,0,0,0,1.9,9428,-2,1,11,2,0.5,0,2.8,0,0,1,0,1,3.8,59817,0,-1,0,0,341,1401,-1,0,14,Chelsea,Brighton,Fulham,Wolverhampton,Leeds United F.C.,3.3,2,4.2,2.3,2,3.9,1.5,3.6,2.8,1.7,1.6,1.5,1.8,2.9,2,3.7,1.9,1.5,4.2,2.7,2.7,4.2,3.1,4.2,3.3,3.2,2.2,1.4,2.5,2.5,2.1,3.1,1.4,1.9,2.7,10.3
Luke,Ayling,DEF,LEE,4500000,2,10,2.5,5.55555555555556E-07,2.22222222222222E-06,0,101168,0,8,0,0,0,0,0,2.2,2833,0,0,10,0,0.6,0,2.5,1,0,1,0,0,3.8,96704,0,-1,0,0,360,5557,0,0,67,Man City,Wolverhampton,Aston Villa,Leicester,Crystal Palace,2.3,1.8,3.5,1.2,2.9,1.5,1.2,3.3,2,1.2,3.8,1.4,2.4,2.7,1.2,1.2,3,1.9,1.2,2.3,1.7,2.8,3.2,1.9,1.2,2.7,2.1,3.8,2.7,2.8,2.7,1.2,2.6,1.8,1.9,17.6
Cesar,Azpilicueta,DEF,CHE,5900000,5,10,3.33333333333333,5.64971751412429E-07,1.69491525423729E-06,0,235798,1,0,0,0,0,0,0,1.7,2670,-1,0,10,1,0.4,0,2.5,0,0,1,0,1,4.4,22247,0,-1,0,0,140,1667,0,0,38,Crystal Palace,Southampton,Man Utd,Burnley,Sheffield United,2.2,1.7,5,4.5,2,5,1.7,1.7,2.5,4.7,1.8,3.3,2.9,2.2,3.5,4.6,1.7,1.7,4.6,4.3,1.7,3.5,2.4,1.7,3.2,5,1.8,4.8,1.7,3.6,1.7,5,1.7,1.7,5,9.9
Eric,Bailly,DEF,MUN,5000000,0,1,0.5,1E-07,2E-07,0,8880,0,1,0,0,0,0,0,0.2,312,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.3,6516,0,-1,0,0,8,295,0,0,3,Tottenham,Newcastle,Chelsea,Arsenal,Everton,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.1
Fabian,Balbuena,DEF,WHU,4400000,6,12,4,9.09090909090909E-07,2.72727272727273E-06,0,5257,0,0,0,0,0,0,0,2.7,154,-1,0,12,1,0.7,0,3,0,0,2,0,0,0.2,3875,0,-1,0,0,180,519,0,0,50,Leicester,Tottenham,Man City,Liverpool,Fulham,3.3,4.6,4.9,5.7,3.4,4.2,5.6,5.1,2.9,5.2,5.5,2.2,3.2,2.1,4.6,3.7,4.9,5.1,5,4.6,4.9,3.2,6,3,5.8,3.8,4.8,3.2,5.1,3.3,4.4,2.3,4.6,4.1,3,2.1
George,Baldock,DEF,SHU,5400000,4,8,2,3.7037037037037E-07,1.48148148148148E-06,0,133398,1,6,0,0,0,0,0,1.5,4623,-1,0,8,1,0.4,0,2,0,0,0,0,1,2.9,12785,0,-1,0,0,360,255,0,0,44,Arsenal,Fulham,Liverpool,Man City,Chelsea,1.1,1,2.8,1.8,2.3,1.5,1.5,1,1.1,2.2,1.8,1,1.7,1.9,1,1,2.8,2.7,1.5,1,1.2,1.8,2.1,1,1.2,2.5,1,1.1,1.9,1,1.8,1.8,1,2.1,1.1,11.1
Gareth,Bale,MID,TOT,9500000,0,0,0,0,0,0,11006,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21564,0,-1,0,0,0,2714,0,0,0,Man Utd,West Ham,Burnley,Brighton,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Bamford,FWD,LEE,5800000,1,30,7.5,1.29310344827586E-06,5.17241379310345E-06,0,317907,1,7,0,0,0,3,0,5.2,21133,3,0,30,-3,1.3,0,7.5,5,0,1,0,2,25.2,1553002,0,-1,0,0,310,40688,0,0,100,Man City,Wolverhampton,Aston Villa,Leicester,Crystal Palace,8.1,7,7.6,8,10.7,8.4,9.7,11.2,8.3,7.3,11.2,8.4,10.5,11.2,7.8,7.6,11.2,10.4,7.8,9.2,9.1,9.9,6.5,8.1,6.2,11.2,9.5,11.2,7.5,8.4,11.2,8.1,11.2,10.3,9.4,32.2
Phil,Bardsley,DEF,BUR,4500000,1,1,0.3,6.66666666666667E-08,2.22222222222222E-07,0,14533,2,8,0,0,0,0,0,0.2,573,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.5,8762,0,-1,0,0,270,138,0,0,24,Newcastle,West Brom,Tottenham,Chelsea,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Ross,Barkley,MID,AVL,5900000,0,2,1,1.69491525423729E-07,3.38983050847458E-07,0,13083,0,0,0,0,0,0,0,0.3,604,-1,0,2,1,0.1,0,0.5,0,0,0,0,0,0.4,17859,0,-1,0,0,40,2107,0,0,5,Liverpool,Leicester,Leeds United F.C.,Southampton,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.4
Ashley,Barnes,FWD,BUR,6000000,1,1,0.5,8.33333333333333E-08,1.66666666666667E-07,0,5797,1,3,0,0,0,0,0,0.2,138,0,0,1,0,0,0,0.3,0,0,0,0,0,0.1,1372,0,-1,0,0,76,272,0,0,1,Newcastle,West Brom,Tottenham,Chelsea,Brighton,0.4,0.3,0.2,0.2,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.2,5.8
Harvey,Barnes,MID,LEI,7100000,2,20,5,7.04225352112676E-07,2.8169014084507E-06,0,149289,0,7,0,0,0,1,0,2.8,6590,1,0,20,-1,0.7,0,5,3,0,1,0,1,7.3,374909,0,-1,0,0,360,11190,0,0,54,West Ham,Aston Villa,Arsenal,Leeds United F.C.,Wolverhampton,4.2,3.6,4.6,5,3.7,5.5,4.6,7,2.9,3.5,6.8,3.5,4.3,7.5,2.7,4.2,5,3.4,7.5,5.9,2.9,4.6,3.9,7.5,6.2,6.9,2.5,4.3,4.5,3.1,6.2,2.9,6.2,7,3.4,31.3
Kyle,Bartley,DEF,WBA,4500000,1,9,2.2,4.88888888888889E-07,2E-06,0,4757,0,13,0,0,0,1,0,2,187,0,0,9,0,0.5,0,2.2,0,0,0,0,0,0.2,5434,0,-1,0,0,360,290,0,0,57,Southampton,Burnley,Brighton,Fulham,Tottenham,1.4,1.3,2.1,2.1,1.1,3.2,1.8,2,2.4,3.1,2.8,3.2,1.1,1.3,1.4,2.2,2,1.1,1.9,2.1,2.5,2,1.1,1.1,2.3,1.1,2.7,1.1,1.4,2.8,1.6,1.3,2.4,1.7,1.2,12.3
Chris,Basham,DEF,SHU,4900000,1,6,1.5,3.06122448979592E-07,1.22448979591837E-06,0,55482,0,6,0,0,0,0,0,1.2,1643,-1,0,6,1,0.3,0,1.5,0,0,0,0,0,1.4,9945,0,-1,0,0,302,356,0,0,43,Arsenal,Fulham,Liverpool,Man City,Chelsea,0.8,0.8,1.9,1.1,1.5,0.9,1,0.8,0.8,1.4,1.1,0.8,1.1,1.2,0.8,0.8,1.9,1.8,0.9,0.8,0.8,1.1,1.4,0.8,0.8,1.6,0.8,0.8,1.2,0.8,1.1,1.1,0.8,1.3,0.8,6.3
