FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,21,1.4,2.59259259259259E-07,3.88888888888889E-06,0,584444,3,7,0,0,0,1,0,3.9,3322,-1,0,21,1,0.3,0,1.6,1,0,2,0,0,3,261608,0,-1,0,0,469,17,0,0,97,Brighton,Crystal Palace,Aston Villa,West Brom,Sheffield United,0,0,0,0,0,0.9,0.7,1.1,1.2,1,0.8,1.4,0.9,0.7,1.1,0,0.8,0.7,0.7,0.7,0.7,16.6
Marc,Albrighton,MID,LEI,5300000,0,25,1.47058823529412,2.77469478357381E-07,4.71698113207547E-06,0,14827,1,8,0,0,0,0,0,4.7,80,-2,0,25,2,0.3,0,1.8,0,0,2,0,2,0.1,6602,0,-1,0,0,700,203,0,0,114,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,1.4,1,0.7,0.9,0.8,0.7,0.8,0.7,1,1.1,1.1,0.7,0.9,0.8,0.7,0.8,0.7,0.7,0.9,0.7,38.2
Toby,Alderweireld,DEF,TOT,5400000,0,47,4.3,7.96296296296296E-07,8.7037037037037E-06,0,198579,0,10,0,0,0,1,0,8.7,4551,-1,0,47,1,0.5,0,2.6,4,0,5,0,0,2.1,138678,1,-1,0,1,980,950,0,0,219,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,5.3,4.9,6,5,4.1,5.4,5.7,6,4.7,5.7,6.1,4.3,4.4,5.1,4.7,0,4.5,4.7,5.9,4.9,5.5,42.4
Trent,Alexander-Arnold,DEF,LIV,7300000,0,45,3,4.10958904109589E-07,6.16438356164384E-06,0,3280401,1,20,0,0,0,0,0,6.2,6402,-2,0,45,2,0.6,0,4.2,4,0,3,0,2,13.9,623649,0,-1,0,0,1215,3503,0,0,253,Man Utd,Burnley,Tottenham,West Ham,Brighton,0,6.6,2.3,3.3,2.8,4.4,2.9,2.4,2.4,3.6,3.1,2.7,3.3,3.3,2.3,2.5,3.2,2.8,3.1,2.4,3.9,81.8
Ezgjan,Alioski,DEF,LEE,4500000,0,53,3.5,7.77777777777778E-07,1.17777777777778E-05,0,132838,2,20,0,0,0,2,0,11.8,7261,0,0,53,0,1.2,0,5.2,6,0,5,0,0,3.1,315875,0,-1,0,2,971,13991,0,0,219,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,3.1,3.2,4.2,2.6,4.3,4.6,4.4,3.7,4.6,3,4,3.3,4.6,4.5,3.8,3.7,2.8,3.6,2.9,4.1,55.4
,Alisson,GLK,LIV,5900000,0,54,3.9,6.61016949152542E-07,9.15254237288136E-06,0,921849,1,12,0,28,0,0,0,9.2,2769,-1,0,54,1,0.6,0,3.8,3,0,4,0,0,6.7,369453,0,-1,1,1,1260,4847,0,0,249,Man Utd,Burnley,Tottenham,West Ham,Brighton,0,9.5,3.5,4.7,4.2,5.7,4.2,3.6,3.6,5.2,4.5,4.1,4.8,4.8,3.4,3.7,4.6,4.2,4.6,3.6,5.5,28.8
,Allan,MID,EVE,5200000,0,21,1.8,3.46153846153846E-07,4.03846153846154E-06,0,162863,4,16,0,0,0,0,0,4,243,-3,0,21,3,0,0,0.2,0,0,2,0,0,0.7,81605,0,-1,0,0,1028,3,0,0,140,Wolverhampton,Leicester,Newcastle,Leeds United F.C.,Man Utd,0,0,0,1,1.3,0.9,1.1,0.9,1.1,1.2,1.3,1.5,0.9,1.3,0.9,1.4,0.9,1.2,1.6,1.1,0.9,30.5
Bamidele,Alli,MID,TOT,7400000,0,4,0.25,3.37837837837838E-08,5.40540540540541E-07,0,247170,0,1,0,0,0,0,0,0.5,141,-6,0,4,6,0,0,0.2,0,0,0,0,0,0.5,21085,0,-1,0,0,74,54,0,0,13,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,5.2
Miguel,Almiron,MID,NEW,5600000,0,35,2.3,4.10714285714286E-07,6.25E-06,0,83581,1,15,0,0,0,1,0,6.2,1322,-4,0,35,4,0.2,0,1.3,2,0,2,0,1,0.4,41267,0,-1,0,0,839,93,0,0,132,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,2.6,3.4,1.5,1.9,1.5,1.7,1.6,1.4,1.7,2.2,1.2,1.9,1.2,2,1.5,1.2,1.4,1.9,1.2,2.5,1.7,49.3
Marcos,Alonso,DEF,CHE,5600000,0,2,0.117647058823529,2.10084033613445E-08,3.57142857142857E-07,0,195328,1,6,0,0,0,0,0,0.4,172,-4,0,2,4,0,0,0,0,0,0,0,0,1.4,40779,0,-1,0,0,225,55,0,0,36,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.5
Steven,Alzate,MID,BHA,4300000,0,14,0.823529411764706,1.91518467852257E-07,3.25581395348837E-06,0,140243,1,13,0,0,0,0,0,3.3,2885,-2,0,14,2,0.2,0,0.7,0,0,2,0,0,0.9,174057,0,-1,0,0,520,380,0,0,74,Man City,Leeds United F.C.,Fulham,Tottenham,Liverpool,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,19.6
Daniel,Amartey,DEF,LEI,3900000,0,3,0.176470588235294,4.52488687782805E-08,7.69230769230769E-07,0,110056,1,5,0,0,0,0,0,0.8,787,-1,0,3,1,0.2,0,0.6,0,0,0,0,0,1,70663,0,-1,0,0,264,932,0,0,40,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Ethan,Ampadu,DEF,SHU,4300000,9,26,1.52941176470588,3.55677154582763E-07,6.04651162790698E-06,0,58571,0,17,0,0,0,0,0,6,1037,-2,0,26,2,0.7,0,2.8,3,0,1,0,0,0.5,31875,0,-1,0,1,970,1937,0,0,166,Newcastle,Tottenham,Man Utd,Man City,West Brom,0.8,0.8,1.3,1.6,1.2,0.8,1.3,1,1.4,0.8,1.1,1.1,0.8,1.1,1.2,0.8,0.9,1.3,0.9,0.8,1,34.3
Joachim,Andersen,DEF,FUL,4500000,1,27,2.7,6E-07,6E-06,0,2317,2,10,0,0,0,0,0,6,58,0,0,27,0,0.8,0,3.5,2,0,3,0,0,0,3690,0,-1,0,0,871,100,0,1,141,Tottenham,Chelsea,Man Utd,Brighton,West Brom,2.1,5,2.2,2.8,2.1,3.1,2,2.5,2.5,2.6,3.9,2.1,3,3.5,3,0,1.8,2.6,1.7,2.9,2,17.6
Elliot,Anderson,MID,NEW,4500000,0,0,0,0,0,0,1315,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,0,-1,0,0,0,36,0,0,0,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29695,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12119,0,-1,0,0,0,23,0,0,0,Man City,Leeds United F.C.,Fulham,Tottenham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,4,20,1.25,2.35849056603774E-07,3.77358490566038E-06,0,40352,2,8,0,0,0,0,0,3.8,57,-2,0,20,2,0.2,0,1.2,0,0,2,0,1,0.2,21971,0,-1,0,0,570,59,0,0,63,Wolverhampton,Leicester,Newcastle,Leeds United F.C.,Man Utd,0.6,0,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.9,0.6,0.7,0.6,0.7,0.6,0.6,0.9,0.6,0.6,19.4
,Anguissa,MID,FUL,4500000,1,38,2.4,5.33333333333333E-07,8.44444444444444E-06,0,279387,3,18,0,0,0,0,0,8.4,5691,0,0,38,0,0.4,0,2,2,0,3,0,2,2.4,383270,0,-1,0,0,1283,3462,0,0,211,Tottenham,Chelsea,Man Utd,Brighton,West Brom,1.4,3.2,1.8,2.1,1.4,1.7,1.8,2.8,1.2,1.2,1.5,1.7,1.5,2,1.9,0,1.6,2.4,1.5,1.3,2,68.4
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,-1,0,0,0,15,0,0,0,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6200000,0,30,3.3,5.32258064516129E-07,4.83870967741936E-06,0,767238,1,9,0,0,0,3,0,4.8,3659,-3,0,30,3,0.1,0,0.4,5,0,2,0,0,3.5,323389,0,-1,0,0,570,100742,0,0,83,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,6.7,3.9,3.6,3.2,3.4,3.8,2.7,2.5,2.9,3.5,2.7,2.9,2.8,3.8,2.9,2.9,2.8,3.9,3.9,3,56.7
Alphonse,Areola,GLK,FUL,4500000,3,53,3.5,7.77777777777778E-07,1.17777777777778E-05,0,135064,0,21,0,59,0,0,0,11.8,3656,0,0,53,0,1.3,0,5.8,4,0,3,0,0,2.2,177918,0,-1,0,0,1350,10372,0,0,282,Tottenham,Chelsea,Man Utd,Brighton,West Brom,3.1,7.4,3.3,4.1,3.2,4.5,3.1,3.6,3.7,3.8,5,3.1,4.3,4.9,4.3,0,2.8,3.8,2.5,4.2,3,42.6
Stuart,Armstrong,MID,SOU,5500000,0,52,3.7,6.72727272727273E-07,9.45454545454545E-06,0,87125,0,11,0,0,0,2,0,9.5,921,0,0,52,0,0.3,0,1.8,2,0,7,0,2,0.5,92197,0,-1,0,1,1124,533,0,0,173,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0,3.4,3.4,2.7,2.6,3.6,4,3.8,3.4,4.6,3.7,2.8,4.5,3.9,3.6,0,3,2,4.1,3.6,3.1,52.8
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.352941176470588,7.50938673341677E-08,1.27659574468085E-06,0,167424,0,6,0,8,0,0,0,1.3,123,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,44336,0,-1,0,0,270,52,0,0,40,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6011,0,0,0,0,0,0,0,0,5,-3,0,0,3,0,0,0,0,0,0,0,0,0,923,0,-1,0,0,0,0,0,0,0,Sheffield United,Arsenal,Aston Villa,Leeds United F.C.,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,53,3.5,3.09734513274336E-07,4.69026548672566E-06,0,3179151,2,16,0,0,0,3,0,4.7,4518,-7,0,53,7,0.2,0,2.7,4,0,5,0,1,7.1,522389,1,-1,0,1,1346,656,0,0,154,Crystal Palace,Newcastle,Southampton,Man Utd,Wolverhampton,2.7,3,3.2,1.9,3.2,3.2,2.6,2.2,3.8,4,2.2,3.5,2.4,4.9,3.1,2.5,3.9,3.4,3.4,2.8,2.8,84.6
Serge,Aurier,DEF,TOT,5200000,2,38,4.2,8.07692307692308E-07,7.30769230769231E-06,0,367390,0,10,0,0,0,1,0,7.3,3886,-3,0,38,3,0.2,0,0.8,2,0,3,0,1,2,241430,0,-1,0,0,783,457,0,0,183,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,5.2,4.7,5.8,4.8,3.9,5.2,5.5,5.8,4.5,5.5,5.9,4.1,4.2,4.9,4.5,0,4.3,4.5,5.7,4.8,5.4,41.5
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,69793,0,5,0,0,0,0,0,1,300,-4,0,5,4,0.2,0,0.8,0,0,0,0,0,0.2,16153,0,-1,0,0,135,7,0,0,10,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,0,30,2.3,4.10714285714286E-07,5.35714285714286E-06,0,480618,0,16,0,0,0,1,0,5.4,1137,-4,0,30,4,0.1,0,0.8,2,0,2,0,1,1.5,138871,0,-1,0,0,752,950,0,0,79,Arsenal,Man City,West Ham,Wolverhampton,Newcastle,1.8,1.2,1.7,2.1,2,1.7,1.9,2,2.3,1.5,2.4,1.9,1.7,1.8,1.3,2,1.8,2,1.5,1.7,1.5,30
Luke,Ayling,DEF,LEE,4500000,0,43,2.5,5.55555555555556E-07,9.55555555555555E-06,0,358495,2,33,0,0,0,0,0,9.6,4344,0,0,43,0,0.6,0,2.6,1,0,6,0,0,3.2,316039,0,-1,0,0,1509,2282,0,0,323,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,1.8,1.9,2.6,1.5,2.7,2.9,2.7,2.2,2.9,1.7,2.4,1.9,3.3,2.9,2.3,2.2,1.6,2.1,1.7,2.5,76.4
Cesar,Azpilicueta,DEF,CHE,5600000,0,26,1.52941176470588,2.73109243697479E-07,4.64285714285714E-06,0,440185,2,7,0,0,0,0,0,4.6,530,-4,0,26,4,0.4,0,2.2,1,0,3,0,1,2.5,87068,0,-1,0,0,590,622,0,0,128,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0,2.1,1.5,1,0.8,0.9,0.8,0.8,1.1,0.8,0.8,1.1,1.3,1,0.9,1.3,1.2,1.6,1.1,0.8,1.3,27.5
Eric,Bailly,DEF,MUN,4900000,7,17,1.0625,2.16836734693878E-07,3.46938775510204E-06,0,35442,2,10,0,0,0,0,0,3.5,1273,-1,0,17,1,0.6,0,3,4,0,2,0,0,0.5,48483,0,-1,0,0,458,5628,0,0,97,Burnley,Liverpool,Fulham,Sheffield United,Arsenal,0.5,1.3,0.5,0.8,0.5,0.5,0.8,0.5,0.5,1,0.6,0.6,0.5,0.5,0.5,0.5,0.7,0.8,0.5,0.6,0.7,12
Fabian,Balbuena,DEF,WHU,4400000,0,40,3.3,7.5E-07,9.09090909090909E-06,0,177672,1,16,0,0,0,1,0,9.1,6627,-1,0,40,1,0.1,0,0.4,0,0,4,0,0,1.9,290975,0,-1,0,0,1080,3118,0,0,185,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,0,7.1,3.6,4.3,4.2,3.6,3.1,2.7,4.3,2.6,4.1,3.4,4,2.7,2.8,2.8,3.2,2.4,3.3,4,2.9,32.4
George,Baldock,DEF,SHU,5000000,0,25,1.6,3.2E-07,5E-06,0,292882,2,27,0,0,0,0,0,5,1376,-5,0,25,5,0.2,0,1,0,0,0,0,1,1,46369,0,-1,0,0,1440,2,0,0,170,Newcastle,Tottenham,Man Utd,Man City,West Brom,0,0.8,1.4,1.7,1.3,0.9,1.4,1.1,1.5,0.9,1.2,1.1,0.9,1.1,1.3,0.9,0.9,1.4,0.9,0.8,1.1,55.4
Gareth,Bale,MID,TOT,9300000,0,14,0.875,9.40860215053763E-08,1.50537634408602E-06,0,152448,0,4,0,0,0,1,0,1.5,168,-2,0,14,2,0,0,0.2,3,0,1,0,0,0.3,157925,0,-1,0,0,160,85,0,0,37,Fulham,Sheffield United,Liverpool,Brighton,Chelsea,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.5,0.4,0.4,0.4,0.4,16.1
Patrick,Bamford,FWD,LEE,6600000,0,101,5.9,8.93939393939394E-07,1.53030303030303E-05,0,1874756,1,31,0,0,0,10,0,15.3,32892,11,0,101,-11,0.8,0,5.2,13,0,6,0,5,49,4942671,0,-1,0,2,1456,149590,0,0,326,Brighton,Newcastle,Leicester,Everton,Crystal Palace,0,7.4,8.3,8.6,6.5,8.1,8,7,5.8,7,6.7,7.8,7.6,6.3,8,6.9,8.3,6.3,7,6.6,7.5,141.1
Phil,Bardsley,DEF,BUR,4500000,0,1,0.0666666666666667,1.48148148148148E-08,2.22222222222222E-07,0,40554,2,8,0,0,0,0,0,0.2,92,0,0,1,0,0,0,0,0,0,0,0,0,0.2,11751,0,-1,0,0,270,39,0,0,24,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,0,32,2.13333333333333,3.61581920903955E-07,5.42372881355932E-06,0,463033,0,9,0,0,0,2,0,5.4,833,-1,0,32,1,0,0,0,4,0,2,0,1,0.8,465966,0,-1,0,1,494,42,0,0,116,Man City,Newcastle,Burnley,Southampton,West Ham,0,2.4,1.9,1.4,1.2,1.1,1.8,1.1,1.7,1.4,1.9,2.5,1.4,1.1,1.1,1.6,1.8,1.1,1.2,1.4,1.3,57.8
Ashley,Barnes,FWD,BUR,6000000,2,27,2.1,3.5E-07,4.5E-06,0,24773,2,14,0,0,0,1,0,4.5,1100,0,0,27,0,0.5,0,2.8,2,0,4,0,0,0.3,33553,0,-1,0,0,868,1654,0,0,43,Man Utd,West Ham,Liverpool,Aston Villa,Chelsea,1.5,2.7,1.2,1.3,1.4,1.8,1.9,2,1.4,1.4,1.6,1.5,1.2,1.8,1.7,1.3,1.4,1.6,1.5,2,1.9,51.5
Harvey,Barnes,MID,LEI,6800000,0,65,4.1,6.02941176470588E-07,9.55882352941176E-06,0,784059,0,17,0,0,0,5,0,9.6,7303,-2,0,65,2,0.6,0,4.4,5,0,3,0,1,4.1,783007,0,-1,0,0,1189,16009,0,0,167,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,7.2,4.9,3.2,4.5,4.2,2.9,4.2,3,4.9,4.9,5.1,2.7,4.5,4.2,3.3,4.2,3.7,3.9,4.4,2.7,90.2
Kyle,Bartley,DEF,WBA,4400000,0,19,2.1,4.77272727272727E-07,4.31818181818182E-06,0,21703,1,20,0,0,0,1,0,4.3,41,-1,0,19,1,0,0,0.2,0,0,1,0,0,0.1,14931,0,-1,0,0,744,43,0,0,109,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,4.2,2.8,1.9,1.6,1.5,1.8,1.5,1.4,1.2,1.8,1.1,1.3,1.4,1.9,2.2,2.3,2.2,2.3,2,1.5,27.9
Chris,Basham,DEF,SHU,4600000,1,27,1.5,3.26086956521739E-07,5.8695652173913E-06,0,127191,1,28,0,0,0,0,0,5.9,1115,-4,0,27,4,0.3,0,1.3,2,0,0,0,0,0.7,34581,0,-1,0,0,1476,56,0,0,216,Newcastle,Tottenham,Man Utd,Man City,West Brom,0.8,0.8,1.2,1.6,1.2,0.8,1.3,1,1.4,0.8,1.1,1,0.8,1,1.2,0.8,0.8,1.3,0.8,0.8,1,49.2
Michy,Batshuayi,FWD,CRY,5700000,0,20,1.17647058823529,2.0639834881321E-07,3.50877192982456E-06,0,169468,0,9,0,0,0,0,0,3.5,251,-3,0,20,3,0.1,0,0.3,0,0,1,0,2,0.6,57518,0,-1,0,0,422,284,0,0,45,Arsenal,Man City,West Ham,Wolverhampton,Newcastle,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.7,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.6,26.1
Jan,Bednarek,DEF,SOU,4900000,0,79,4.6,9.38775510204082E-07,1.61224489795918E-05,0,350514,1,16,0,0,0,1,0,16.1,15535,4,0,79,-4,1.1,0,5.2,11,0,8,0,1,13,1126634,0,-1,0,2,1440,30394,0,0,359,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,0,5.5,5.9,6,5.9,4.2,6.8,5.1,4.6,4.8,5.2,4.6,5.7,5.8,6.7,0,5,5.4,6.4,4.8,5.9,49
Hector,Bellerin,DEF,ARS,5100000,0,53,3.5,6.86274509803922E-07,1.03921568627451E-05,0,825065,6,16,0,0,0,0,0,10.4,13414,1,0,53,-1,0.3,0,1.3,9,0,4,0,3,5.7,868299,0,-1,0,2,1280,1128,0,0,256,Crystal Palace,Newcastle,Southampton,Man Utd,Wolverhampton,4.1,2.4,3,3.5,4.5,4.8,2.6,4.5,4.3,3.7,2.6,4.7,4.3,3.8,3.8,2.4,3.4,3.9,3.3,4.2,2.8,56.1
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4849,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0,293,0,-1,0,0,0,4,0,0,0,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
