FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,21,0.636363636363636,1.17845117845118E-07,3.88888888888889E-06,0,627316,4,8,0,0,0,1,0,3.9,111,-1,0,21,1,0,0,0,1,0,2,0,0,2.4,262949,0,-1,0,0,527,83,0,0,103,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0.3,0.3,0.3,0.3,0.3,19.1
Marc,Albrighton,MID,LEI,5200000,0,57,1.78125,3.42548076923077E-07,1.09615384615385E-05,0,22011,2,13,0,0,0,0,0,11,91,-3,0,57,3,0.3,0,1.8,0,0,4,0,6,0.1,15142,0,-1,0,0,1369,51,0,0,241,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,1,1,1.1,0.9,1,0.9,93.6
Toby,Alderweireld,DEF,TOT,5400000,0,73,3.6,6.66666666666667E-07,1.35185185185185E-05,0,303023,2,18,0,0,0,1,0,13.5,393,-1,0,73,1,0.1,0,0.8,4,0,8,0,0,1.8,214812,1,-1,0,1,1790,972,0,0,375,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,4,3.7,4.8,4,3.8,63.3
Trent,Alexander-Arnold,DEF,LIV,7600000,2,127,4.1,5.39473684210526E-07,1.67105263157895E-05,0,3732494,1,37,0,0,0,2,0,16.7,9236,1,-1,127,-1,1.1,0,8.2,22,0,7,0,5,21.1,1667272,0,-1,0,3,2579,14372,1,0,614,Newcastle,Man Utd,Southampton,West Brom,Burnley,4.1,5.5,4.2,5.1,4.3,4.7,201.9
Ezgjan,Alioski,DEF,LEE,4300000,5,86,2.8,6.51162790697674E-07,2E-05,0,371192,7,32,0,0,0,2,0,20,751,-2,0,86,2,0.7,0,3,6,0,8,0,1,1.9,457666,0,-1,0,2,2051,1738,0,0,370,Man Utd,Brighton,Tottenham,Burnley,Southampton,2.9,2.6,2.4,2.2,2.1,2.9,99.7
,Alisson,GLK,LIV,5900000,3,104,3.7,6.27118644067797E-07,1.76271186440678E-05,0,1085544,1,29,0,68,0,0,0,17.6,1895,-1,0,104,1,0.6,0,3.8,8,0,7,0,0,6.2,487865,0,-1,1,2,2520,870,0,0,525,Newcastle,Man Utd,Southampton,West Brom,Burnley,3.5,4.8,3.6,4.4,3.7,4,63.4
,Allan,MID,EVE,5200000,2,33,1.8,3.46153846153846E-07,6.34615384615385E-06,0,169036,5,22,0,0,0,0,0,6.3,30,-3,0,33,3,0.2,0,1,0,0,4,0,0,0.6,83078,0,-1,0,0,1510,43,0,0,208,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,1.2,0.9,1,1.6,1,0.9,42.3
Bamidele,Alli,MID,TOT,7400000,0,15,0.454545454545455,6.14250614250614E-08,2.02702702702703E-06,0,265822,0,3,0,0,0,0,0,2,95,-6,0,15,6,0,0,0.2,0,0,1,0,1,0.6,39584,0,-1,0,0,232,67,0,0,47,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,0.2,0.2,0.2,0.2,0.2,14.7
Miguel,Almiron,MID,NEW,5600000,2,86,3,5.35714285714286E-07,1.53571428571429E-05,0,117542,2,40,0,0,0,4,0,15.4,311,-4,0,86,4,0.5,0,2.8,8,0,3,0,2,0.4,69212,0,-1,0,1,2008,219,0,0,328,Liverpool,Arsenal,Leicester,Man City,Sheffield United,2.1,2.2,2.3,1.9,3.9,2.8,121.2
Marcos,Alonso,DEF,CHE,5700000,0,48,1.5,2.63157894736842E-07,8.42105263157895E-06,0,423209,2,12,0,0,0,1,0,8.4,2448,-3,0,48,3,0.4,0,2.2,5,0,5,0,1,2.7,367479,0,-1,0,1,859,531,0,0,192,West Ham,Fulham,Man City,Arsenal,Leicester,1.2,1,1.4,1,0.8,1.1,62.2
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2955,0,-1,0,0,0,20,0,0,0,Chelsea,Burnley,Everton,Brighton,West Brom,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4200000,0,29,0.90625,2.1577380952381E-07,6.9047619047619E-06,0,197472,2,15,0,0,0,1,0,6.9,177,-3,0,29,3,0,0,0,3,0,4,0,0,0.6,201057,0,-1,0,1,738,77,0,0,112,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0.5,0.5,0.5,0.5,0.5,0.5,32.8
Daniel,Amartey,DEF,LEI,3900000,0,20,0.625,1.6025641025641E-07,5.12820512820513E-06,0,183287,2,12,0,0,0,1,0,5.1,850,-1,0,20,1,0,0,0,2,0,0,0,0,1.4,179393,0,-1,0,0,718,242,0,0,124,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,22.7
Ethan,Ampadu,DEF,SHU,4300000,0,44,1.375,3.19767441860465E-07,1.02325581395349E-05,0,88418,3,41,0,0,0,0,0,10.2,284,-2,0,44,2,0.2,0,0.8,4,0,2,0,0,0.4,56357,1,-1,0,1,2087,33,0,0,341,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0.9,0.7,1,0.7,0.7,0.7,70.1
Joachim,Andersen,DEF,FUL,4500000,0,90,3.3,7.33333333333333E-07,2E-05,0,34900,5,29,0,0,0,1,0,20,398,0,0,90,0,0.2,0,1,7,0,9,0,1,0.4,65180,0,-1,0,2,2401,217,0,1,455,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,3.4,2.6,3,4.1,3,74.5
Elliot,Anderson,MID,NEW,4500000,0,1,0.03125,6.94444444444444E-09,2.22222222222222E-07,0,3379,0,0,0,0,0,0,0,0.2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,3813,0,-1,0,0,3,7,0,0,3,Liverpool,Arsenal,Leicester,Man City,Sheffield United,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31636,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13865,0,-1,0,0,0,15,0,0,0,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,3,43,1.38709677419355,2.61716372489349E-07,8.11320754716981E-06,0,44420,3,21,0,0,0,0,0,8.1,21,-2,0,43,2,0.2,0,1,0,0,5,0,1,0.2,24788,0,-1,0,0,1451,53,0,0,201,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,0.8,0.7,0.7,1.1,0.7,0.7,48.2
,Anguissa,MID,FUL,4500000,0,68,2.2,4.88888888888889E-07,1.51111111111111E-05,0,444845,5,32,0,0,0,0,0,15.1,495,0,0,68,0,0.2,0,1,4,0,6,0,3,1.3,465399,0,-1,0,0,2204,178,0,0,338,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,1.5,1.7,1.5,1.3,1.5,103.7
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,-1,0,0,0,3,0,0,0,West Ham,Fulham,Man City,Arsenal,Leicester,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6400000,0,90,4.3,6.71875E-07,1.40625E-05,0,3022430,3,21,0,0,0,7,0,14.1,14372,-1,1,90,1,0,0,0.2,13,0,5,0,5,5.2,2687178,0,-1,0,1,1544,38,-1,0,255,Chelsea,Burnley,Everton,Brighton,West Brom,0,0,0,0,0,5.7,150.2
Alphonse,Areola,GLK,FUL,4600000,0,115,3.6,7.82608695652174E-07,2.5E-05,0,345769,1,40,0,102,0,0,0,25,1320,1,0,115,-1,0.4,0,1.7,8,0,9,0,0,4.8,585390,0,-1,0,1,2880,840,0,0,573,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,3.8,3,3.4,4.6,3.4,76.9
Stuart,Armstrong,MID,SOU,5500000,0,97,3.6,6.54545454545455E-07,1.76363636363636E-05,0,135437,3,46,0,0,0,4,0,17.6,275,0,0,97,0,0.7,0,3.7,4,0,8,0,5,0.4,132432,0,-1,0,1,2237,405,0,0,372,Leicester,Liverpool,Fulham,Leeds United F.C.,West Ham,0,3.1,2.7,3.7,3.6,2.5,128.1
Kepa,Arrizabalaga,GLK,CHE,4700000,0,24,0.75,1.59574468085106E-07,5.1063829787234E-06,0,176031,0,6,0,14,0,0,0,5.1,176,-3,0,24,3,0.5,0,2.2,5,0,2,0,0,0.6,52270,0,-1,0,0,450,190,0,0,99,West Ham,Fulham,Man City,Arsenal,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,9.6
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,-1,0,0,0,18,0,0,0,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6165,0,0,0,0,0,0,0,0,2,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Liverpool,Arsenal,Leicester,Man City,Sheffield United,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,108,4.3,3.80530973451327E-07,9.5575221238938E-06,0,3815882,2,25,0,0,0,9,0,9.6,4021,-7,0,108,7,0,0,0.5,10,0,7,0,1,6.7,1140056,1,-1,0,2,2007,102,0,0,306,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,0,0,0,4.3,4.1,4.1,144.9
Serge,Aurier,DEF,TOT,5200000,0,65,3.8,7.30769230769231E-07,1.25E-05,0,465230,0,19,0,0,0,2,0,12.5,258,-3,0,65,3,0.2,0,1,2,0,5,0,1,1.4,292421,0,-1,0,0,1425,1198,0,0,300,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,4.3,4,5.1,4.3,4.1,73.3
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73159,0,5,0,0,0,0,0,1,6,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Aston Villa,Wolverhampton,Arsenal,Liverpool,West Ham,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,0,63,2.3,4.10714285714286E-07,1.125E-05,0,554543,2,35,0,0,0,1,0,11.2,372,-4,0,63,4,0.2,0,1.3,2,0,6,0,4,1.4,208806,0,-1,0,0,1814,116,0,0,204,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,1.7,1.6,1.9,1.7,1.8,1.9,83.4
Luke,Ayling,DEF,LEE,4400000,5,83,2.5,5.68181818181818E-07,1.88636363636364E-05,0,510598,6,50,0,0,0,0,0,18.9,508,-1,0,83,1,0.6,0,2.8,1,0,10,0,0,2.5,413701,0,-1,0,0,2949,1293,0,0,572,Man Utd,Brighton,Tottenham,Burnley,Southampton,2.5,2.2,2,1.9,1.8,2.4,144.5
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,-1,0,0,0,26,0,0,0,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,5900000,6,105,4.8,8.13559322033898E-07,1.77966101694915E-05,0,691130,4,15,0,0,0,1,0,17.8,2874,-1,0,105,1,0.3,0,2,10,0,13,0,1,8,767242,0,-1,0,1,1845,5380,0,0,454,West Ham,Fulham,Man City,Arsenal,Leicester,6.2,6,6.4,6,5.2,6.3,87.7
Eric,Bailly,DEF,MUN,4800000,0,27,0.84375,1.7578125E-07,5.625E-06,0,81221,2,11,0,0,0,0,0,5.6,43,-2,0,27,2,0,0,0,6,0,3,0,0,0.3,72128,0,-1,0,0,638,35,0,0,144,Leeds United F.C.,Liverpool,Aston Villa,Leicester,Fulham,0.4,0.5,0.4,0.4,0.4,0.5,16.4
Fabian,Balbuena,DEF,WHU,4100000,-1,39,1.21875,2.97256097560976E-07,9.51219512195122E-06,0,291153,1,19,0,0,0,1,0,9.5,353,-4,0,39,4,0,0,-0.2,0,0,4,0,0,0.6,303062,0,-1,0,0,1197,67,0,1,193,Chelsea,Burnley,Everton,Brighton,West Brom,0,0,0,0,0.7,0.7,35
George,Baldock,DEF,SHU,4900000,5,52,1.9,3.87755102040816E-07,1.06122448979592E-05,0,319805,5,45,0,0,0,0,0,10.6,301,-6,0,52,6,0.4,0,2.2,2,0,2,0,2,0.8,56482,0,-1,0,0,2427,56,0,0,291,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,1.5,1.2,1.7,1.3,1.1,1.3,76.2
Gareth,Bale,MID,TOT,9100000,0,69,2.09090909090909,2.2977022977023E-07,7.58241758241758E-06,0,1228063,1,10,0,0,0,6,0,7.6,4547,-4,0,69,4,0.3,0,2.8,10,0,3,0,2,3.1,1452572,0,-1,0,2,644,4733,0,0,220,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,2.2,1.4,1.5,1.1,1.3,81.8
Patrick,Bamford,FWD,LEE,6500000,1,165,5,7.69230769230769E-07,2.53846153846154E-05,0,4698322,3,47,0,0,0,14,0,25.4,16457,10,0,165,-10,0.3,0,2.2,19,0,9,0,10,43.8,7370001,0,-1,0,4,2724,18119,0,0,525,Man Utd,Brighton,Tottenham,Burnley,Southampton,5.3,6,5.8,5.9,5.9,6.2,236
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,-1,0,0,0,12,0,0,0,Chelsea,Burnley,Everton,Brighton,West Brom,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0625,1.42045454545455E-08,4.54545454545455E-07,0,43633,2,8,0,0,0,0,0,0.5,14,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13170,0,-1,0,0,273,1,0,0,28,Wolverhampton,West Ham,Fulham,Leeds United F.C.,Liverpool,0,0,0,0,0,0,5.9
Ross,Barkley,MID,AVL,5800000,5,69,2.2258064516129,3.83759733036707E-07,1.18965517241379E-05,0,514594,0,21,0,0,0,3,0,11.9,203,-2,0,69,2,0.3,0,1.8,4,0,7,0,2,0.8,513535,0,-1,0,1,1336,137,0,0,249,West Brom,Everton,Man Utd,Crystal Palace,Tottenham,1.8,1.9,1.1,1.4,1.4,1.4,118.4
Ashley,Barnes,FWD,BUR,6000000,0,48,2.7,4.5E-07,8E-06,0,163265,4,17,0,0,0,3,0,8,78,0,0,48,0,0,0,0,7,0,6,0,0,0.2,160575,0,-1,0,0,1290,76,0,0,100,Wolverhampton,West Ham,Fulham,Leeds United F.C.,Liverpool,2.1,2.2,2.7,2.1,2.2,2.6,88.1
Harvey,Barnes,MID,LEI,6600000,0,126,5,7.57575757575758E-07,1.90909090909091E-05,0,2703595,0,25,0,0,0,9,0,19.1,1286,-4,0,126,4,0,0,0,13,0,7,0,5,2.9,2581142,0,-1,0,2,1944,51,0,0,348,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,4.6,172.7
Kyle,Bartley,DEF,WBA,4400000,1,73,2.9,6.59090909090909E-07,1.65909090909091E-05,0,51636,4,41,0,0,0,3,0,16.6,161,-1,0,73,1,0.5,0,2,3,0,5,0,1,0.3,59002,0,-1,0,1,2133,143,0,0,378,Aston Villa,Wolverhampton,Arsenal,Liverpool,West Ham,3,3.7,3.2,3.4,3.6,2.6,86.7
Chris,Basham,DEF,SHU,4600000,0,38,1.5,3.26086956521739E-07,8.26086956521739E-06,0,150838,3,44,0,0,0,0,0,8.3,46,-4,0,38,4,0,0,0,2,0,0,0,1,0.5,40358,0,-1,0,0,2126,2,0,0,307,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0,0,0,0.8,0.8,0.9,74.1
Michy,Batshuayi,FWD,CRY,5700000,0,40,1.29032258064516,2.26372382569327E-07,7.01754385964912E-06,0,185866,0,14,0,0,0,2,0,7,90,-3,0,40,3,0.4,0,2,2,0,2,0,2,0.6,71733,0,-1,0,0,699,83,0,0,109,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,0.6,0.6,0.7,0.6,0.7,0.7,44.9
Jan,Bednarek,DEF,SOU,4700000,0,91,2.8,5.95744680851064E-07,1.93617021276596E-05,0,1253793,3,55,0,0,0,1,0,19.4,1704,2,1,91,-2,0.2,0,1,11,0,9,0,1,5.2,1417088,1,-1,0,2,2785,410,-1,1,548,Leicester,Liverpool,Fulham,Leeds United F.C.,West Ham,0,2.5,3.4,3,2.7,2.8,84.6
Hector,Bellerin,DEF,ARS,5000000,0,85,3.7,7.4E-07,1.7E-05,0,1139525,8,24,0,0,0,1,0,17,2468,0,0,85,0,0.1,0,0.5,15,0,6,0,3,3.8,1030302,0,-1,0,3,1977,681,0,0,389,Everton,Newcastle,West Brom,Chelsea,Crystal Palace,2.9,3.8,4.1,4,4,3.6,87.8
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5023,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Crystal Palace,Southampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28273,0,0,0,0,0,0,0,0,4,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Burnley,West Brom,Brighton,Tottenham,Everton,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,5900000,1,50,1.5625,2.64830508474576E-07,8.47457627118644E-06,0,62588,0,15,0,0,0,0,0,8.5,110,-1,0,50,1,0.2,0,1,0,0,3,0,4,0.2,68192,0,-1,0,0,1109,43,0,0,170,Chelsea,Burnley,Everton,Brighton,West Brom,0.8,1,0.8,0.8,0.9,1,75.3
Josh,Benson,MID,BUR,4400000,0,10,0.3125,7.10227272727273E-08,2.27272727272727E-06,0,4032,0,7,0,0,0,0,0,2.3,13,-1,0,10,1,0,0,0,0,0,1,0,0,0,4347,0,-1,0,0,260,8,0,0,27,Wolverhampton,West Ham,Fulham,Leeds United F.C.,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,0,74,3.1,5.63636363636364E-07,1.34545454545455E-05,0,179824,0,24,0,0,0,6,0,13.5,813,0,0,74,0,0.6,0,3.3,9,0,4,0,2,0.8,207988,0,-1,0,2,1316,655,0,1,214,Leicester,Man City,Sheffield United,Aston Villa,Arsenal,2.7,2.6,3,2.8,2.9,3,116.2
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,-1,0,0,0,16,0,0,0,Man Utd,Brighton,Tottenham,Burnley,Southampton,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,29,0.90625,1.84948979591837E-07,5.91836734693878E-06,0,32135,4,19,0,0,0,1,0,5.9,11,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,24182,0,-1,0,0,1015,2,0,0,148,Brighton,Tottenham,Crystal Palace,Everton,Newcastle,0,0,0,0.5,0.5,0.5,47
Steven,Bergwijn,MID,TOT,7000000,0,41,1.24242424242424,1.77489177489177E-07,5.85714285714286E-06,0,112405,2,11,0,0,0,0,0,5.9,67,-5,0,41,5,0,0,0.2,0,0,5,0,3,0.4,35405,0,-1,0,0,1049,20,0,0,86,Sheffield United,Leeds United F.C.,Wolverhampton,Aston Villa,Leicester,0,1,0.6,0.6,0.6,0.6,35.9
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1524,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1437,0,-1,0,0,0,5,0,0,0,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,0,18,0.580645161290323,1.01867572156197E-07,3.15789473684211E-06,0,21621,2,4,0,0,0,1,0,3.2,17,-3,0,18,3,0,0,0,1,0,2,0,0,0.1,12618,0,-1,0,0,390,16,0,0,65,Arsenal,Aston Villa,West Ham,Sheffield United,Wolverhampton,0.3,0.3,0.3,0.3,0.3,0.3,29
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,899189,0,3,0,0,0,0,0,1.3,602,-1,0,5,1,0,0,0,0,0,0,0,0,4.2,319447,0,-1,0,0,205,0,0,0,30,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,0,91,3.8,5.13513513513513E-07,1.22972972972973E-05,0,237187,4,12,0,0,0,2,0,12.3,534,-1,0,91,1,0.8,0,5.7,9,0,11,0,7,1.1,241899,0,-1,0,2,1897,3453,0,0,396,Crystal Palace,Chelsea,Newcastle,Brighton,Everton,0,3.1,3.4,3.5,3.7,3.4,128.7
Ryan,Bertrand,DEF,SOU,5000000,0,78,2.7,5.4E-07,1.56E-05,0,181653,5,51,0,0,0,0,0,15.6,679,0,0,78,0,0.1,0,0.7,4,0,8,0,2,0.8,133110,0,-1,0,0,2598,13,0,0,404,Leicester,Liverpool,Fulham,Leeds United F.C.,West Ham,0,2.3,3.2,2.8,2.6,2.7,71.4
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5517,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Chelsea,Burnley,Southampton,Man Utd,Newcastle,0,0,0,0,0,0,0
Nathan,Bishop,GLK,MUN,4000000,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,-1,0,0,0,19,0,0,0,Leeds United F.C.,Liverpool,Aston Villa,Leicester,Fulham,0,0,0,0,0,0,0
Yves,Bissouma,MID,BHA,4400000,2,68,2.2,5E-07,1.54545454545455E-05,0,551761,6,35,0,0,0,1,0,15.5,545,-1,0,68,1,0.6,0,2.5,2,0,10,0,0,1.5,360991,0,-1,0,0,2662,726,0,1,419,Sheffield United,Leeds United F.C.,Wolverhampton,West Ham,Man City,2.2,1.5,1.4,1.4,1.1,1.5,88.1
