FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Daniel,Amartey,DEF,LEI,3900000,0,3,0.176470588235294,4.52488687782805E-08,7.69230769230769E-07,0,115577,1,5,0,0,0,0,0,0.8,2746,-1,0,3,1,0.1,0,0.4,0,0,0,0,0,1,75067,0,-1,0,0,264,1487,0,0,40,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Ethan,Ampadu,DEF,SHU,4300000,0,26,1.44444444444444,3.35917312661499E-07,6.04651162790698E-06,0,63162,1,20,0,0,0,0,0,6,1734,-2,0,26,2,0.7,0,2.8,3,0,1,0,0,0.5,36764,0,-1,0,1,1060,1509,0,0,173,Tottenham,Man Utd,Man City,West Brom,Chelsea,0.7,1.1,1.3,1.1,0.7,1,0.9,1.3,0.8,0.9,1,0.7,1,1,0.8,0.7,1.3,0.8,0.7,0.9,38.5
Joachim,Andersen,DEF,FUL,4500000,3,30,2.5,5.55555555555556E-07,6.66666666666667E-06,0,2667,2,13,0,0,0,0,0,6.7,192,0,0,30,0,0.6,0,2.5,2,0,3,0,0,0,4226,0,-1,0,0,1051,286,0,1,175,Chelsea,Man Utd,Brighton,West Brom,Leicester,4.2,1.9,2.4,1.8,2.5,1.9,2.3,2.2,2.3,3.6,1.8,2.7,3,2.7,0,1.6,2.1,1.5,2.6,1.8,23.7
Elliot,Anderson,MID,NEW,4500000,1,1,0.0588235294117647,1.30718954248366E-08,2.22222222222222E-07,0,1553,0,0,0,0,0,0,0,0.2,116,0,0,1,0,0,0,0.2,0,0,0,0,0,0,2256,0,-1,0,0,3,115,0,0,3,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,29856,0,0,0,0,0,0,0,0,88,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,12224,0,-1,0,0,0,53,0,0,0,Leeds United F.C.,Fulham,Tottenham,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,0,20,1.17647058823529,2.21975582685905E-07,3.77358490566038E-06,0,40816,2,8,0,0,0,0,0,3.8,243,-2,0,20,2,0.4,0,2,0,0,2,0,1,0.2,22174,0,-1,0,0,570,111,0,0,63,Leicester,Newcastle,Leeds United F.C.,Man Utd,Fulham,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,19.4
,Anguissa,MID,FUL,4500000,8,46,2.6,5.77777777777778E-07,1.02222222222222E-05,0,308190,4,21,0,0,0,0,0,10.2,11161,0,0,46,0,0.6,0,2.8,4,0,3,0,3,2.3,402547,0,-1,0,0,1451,7954,0,0,255,Chelsea,Man Utd,Brighton,West Brom,Leicester,3.4,2,2.2,1.4,1.8,2.2,3.2,1.4,1.3,1.6,1.9,1.7,2.3,2,0,1.7,2.5,1.7,1.5,2.3,73.9
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,-1,0,0,0,24,0,0,0,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6300000,18,48,4.4,6.98412698412698E-07,7.61904761904762E-06,0,796790,1,10,0,0,0,5,0,7.6,15533,-2,0,48,2,0.6,0,4,11,0,3,0,0,11.3,970266,0,-1,0,1,743,233699,0,0,150,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,9.7,5.6,5.3,4.8,5.2,5.9,4.2,3.6,4.4,5.2,4,4.6,3.9,5.6,4.3,4.5,4.4,5.4,5.6,4.7,75.8
Alphonse,Areola,GLK,FUL,4500000,5,58,3.4,7.55555555555556E-07,1.28888888888889E-05,0,155310,0,24,0,67,0,0,0,12.9,8507,0,0,58,0,0.9,0,4,4,0,3,0,0,2.7,240226,0,-1,0,0,1530,23251,0,0,312,Chelsea,Man Utd,Brighton,West Brom,Leicester,6.7,3.1,3.7,3,3.9,3.1,3.6,3.6,3.6,4.9,2.9,4.1,4.6,4.2,0,2.6,3.4,2.4,4,2.9,48.1
Stuart,Armstrong,MID,SOU,5500000,2,54,3.6,6.54545454545455E-07,9.81818181818182E-06,0,92432,0,13,0,0,0,2,0,9.8,2003,0,0,54,0,0.4,0,2.2,2,0,7,0,2,0.4,93575,0,-1,0,1,1214,654,0,0,183,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,2.9,3,2.6,2.5,3.4,3.9,3.5,3.4,4.3,3.6,2.7,4.2,3.4,3.4,0,2.6,1.8,3.8,3.4,2.8,56.6
Kepa,Arrizabalaga,GLK,CHE,4700000,0,6,0.352941176470588,7.50938673341677E-08,1.27659574468085E-06,0,168188,0,6,0,8,0,0,0,1.3,376,-3,0,6,3,0,0,0,0,0,0,0,0,0.6,44548,0,-1,0,0,270,89,0,0,40,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6035,0,0,0,0,0,0,0,0,14,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,2,0,0,0,Arsenal,Aston Villa,Leeds United F.C.,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,15,71,4.2,3.71681415929204E-07,6.28318584070796E-06,0,3199970,2,16,0,0,0,5,0,6.3,6996,-7,0,71,7,0.4,0,4.8,6,0,7,0,1,7.2,555854,1,-1,0,1,1514,32685,0,0,202,Newcastle,Southampton,Man Utd,Wolverhampton,Aston Villa,4.2,4.1,2.5,4.3,4.1,3.5,3,4.5,5.2,3,4.2,3.1,5.7,4,3.5,5,4.1,4.2,3.7,3.8,101.8
Serge,Aurier,DEF,TOT,5200000,8,46,4.6,8.84615384615385E-07,8.84615384615385E-06,0,384140,0,11,0,0,0,2,0,8.8,5437,-3,0,46,3,0.5,0,2.5,2,0,3,0,1,1.9,246068,0,-1,0,0,873,3562,0,0,202,Sheffield United,Liverpool,Brighton,Chelsea,West Brom,0,6.4,5.3,4.4,5.6,6,6.2,4.9,6.1,6.6,4.6,4.8,5.3,5.3,0,5.1,5.1,6.2,5.3,6,49.5
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,70928,0,5,0,0,0,0,0,1,632,-4,0,5,4,0.1,0,0.4,0,0,0,0,0,0.2,16185,0,-1,0,0,135,15,0,0,10,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,2,33,2.2,3.92857142857143E-07,5.89285714285714E-06,0,487292,0,20,0,0,0,1,0,5.9,2788,-4,0,33,4,0.2,0,1,2,0,2,0,1,1.5,143235,0,-1,0,0,851,2577,0,0,88,Man City,West Ham,Wolverhampton,Newcastle,Leeds United F.C.,1.1,1.4,1.9,1.9,1.5,1.6,1.7,2.1,1.4,2.1,1.6,1.7,1.6,1.2,1.7,1.5,1.9,1.4,1.5,1.3,35.2
Luke,Ayling,DEF,LEE,4500000,1,44,2.4,5.33333333333333E-07,9.77777777777778E-06,0,387642,3,34,0,0,0,0,0,9.8,10744,0,0,44,0,0.8,0,3.5,1,0,6,0,0,2.9,321889,0,-1,0,0,1599,2231,0,0,334,Brighton,Newcastle,Leicester,Everton,Crystal Palace,1.7,1.7,2.3,1.4,2.5,2.7,2.5,2,2.5,1.6,2.3,1.9,3,2.6,2,2,1.5,2,1.5,2.2,81.8
Cesar,Azpilicueta,DEF,CHE,5600000,5,31,1.82352941176471,3.2563025210084E-07,5.53571428571429E-06,0,443337,3,7,0,0,0,0,0,5.5,1574,-4,0,31,4,0.3,0,1.4,1,0,4,0,1,2.4,88405,0,-1,0,0,680,572,0,0,146,Fulham,Leicester,Wolverhampton,Burnley,Tottenham,2.8,1.9,1.3,1.1,1.1,1,0.9,1.4,1,1.1,1.4,1.5,1.4,1.2,1.5,1.6,1.9,1.4,1,1.7,32.1
Eric,Bailly,DEF,MUN,4900000,2,19,1.11764705882353,2.28091236494598E-07,3.87755102040816E-06,0,44686,2,11,0,0,0,0,0,3.9,5715,-1,0,19,1,0.7,0,3.3,4,0,2,0,0,0.6,66812,0,-1,0,0,548,3691,0,0,119,Liverpool,Fulham,Sheffield United,Arsenal,Southampton,1.4,0.6,0.9,0.6,0.6,0.8,0.6,0.6,1,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.9,0.6,0.6,0.8,15.2
Fabian,Balbuena,DEF,WHU,4400000,0,40,3.3,7.5E-07,9.09090909090909E-06,0,235710,1,16,0,0,0,1,0,9.1,13176,-1,0,40,1,0,0,0.2,0,0,4,0,0,1.2,295698,0,-1,0,0,1080,573,0,0,185,Burnley,West Brom,Crystal Palace,Liverpool,Aston Villa,6.7,3.6,4.2,4.2,3.7,3.3,2.6,4.2,2.6,4,3.4,3.9,2.6,2.8,2.7,3.2,2.5,3.2,3.8,2.9,32.4
George,Baldock,DEF,SHU,4900000,0,25,1.6,3.26530612244898E-07,5.10204081632653E-06,0,298731,2,27,0,0,0,0,0,5.1,1731,-6,1,25,6,0.1,0,0.6,0,0,0,0,1,1,46461,0,-1,0,0,1440,79,-1,0,170,Tottenham,Man Utd,Man City,West Brom,Chelsea,0.9,1.3,1.6,1.3,0.9,1.2,1.1,1.6,1,1.1,1.2,0.8,1.2,1.2,1,0.9,1.5,0.9,0.8,1,55.4
Gareth,Bale,MID,TOT,9300000,0,14,0.823529411764706,8.85515496521189E-08,1.50537634408602E-06,0,153412,0,4,0,0,0,1,0,1.5,592,-2,0,14,2,0,0,0,3,0,1,0,0,0.3,158299,0,-1,0,0,160,218,0,0,37,Sheffield United,Liverpool,Brighton,Chelsea,West Brom,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.5,0.4,0.4,0.4,0.4,16.1
Patrick,Bamford,FWD,LEE,6700000,2,103,5.7,8.50746268656716E-07,1.53731343283582E-05,0,2161738,1,32,0,0,0,10,0,15.4,108116,12,-1,103,-12,0.7,0,5,13,0,6,0,5,49.5,5274192,0,-1,0,2,1546,138703,1,0,330,Brighton,Newcastle,Leicester,Everton,Crystal Palace,7.1,7.8,7.7,6.3,7.8,7.3,6.8,5.4,6.4,6.1,7.5,7.6,5.5,7.4,6.2,7.8,6,6.7,6.2,7.3,142.9
Phil,Bardsley,DEF,BUR,4400000,0,1,0.0625,1.42045454545455E-08,2.27272727272727E-07,0,41097,2,8,0,0,0,0,0,0.2,215,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,11987,0,-1,0,0,270,103,0,0,24,West Ham,Liverpool,Aston Villa,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,AVL,5900000,3,35,2.33333333333333,3.95480225988701E-07,5.93220338983051E-06,0,467080,0,9,0,0,0,2,0,5.9,1806,-1,0,35,1,0.1,0,0.6,4,0,3,0,1,0.8,467863,0,-1,0,1,561,1773,0,0,118,Man City,Newcastle,Burnley,Southampton,West Ham,2.8,2.2,1.6,1.2,1.2,2,1.2,1.9,1.6,2.1,2.7,1.5,1.2,1.2,1.6,2.1,1.2,1.4,1.7,1.4,62.9
Ashley,Barnes,FWD,BUR,6000000,8,35,2.3,3.83333333333333E-07,5.83333333333333E-06,0,30551,4,15,0,0,0,2,0,5.8,2327,0,0,35,0,0.4,0,2.6,4,0,5,0,0,0.4,41142,0,-1,0,0,1020,2607,0,0,70,West Ham,Liverpool,Aston Villa,Chelsea,Man City,3.1,1.3,1.5,1.5,2,2.1,2.1,1.7,1.4,2,1.4,1.4,2.2,1.9,1.6,1.4,1.9,1.6,2.1,2.2,63.9
Harvey,Barnes,MID,LEI,6800000,15,80,4.4,6.47058823529412E-07,1.17647058823529E-05,0,822097,0,17,0,0,0,6,0,11.8,16135,-2,0,80,2,0.9,0,6.4,6,0,5,0,2,5.1,900143,0,-1,0,1,1369,73095,0,0,208,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,7.8,5.5,3.5,4.9,4.7,3.1,4.6,3.2,5.3,5.4,5.6,3,4.7,4.2,3.6,4.6,4.2,4.4,4.7,3,110.9
Kyle,Bartley,DEF,WBA,4400000,5,24,2.2,5E-07,5.45454545454545E-06,0,22083,1,24,0,0,0,1,0,5.5,176,-1,0,24,1,0.3,0,1.2,0,0,1,0,1,0.1,15513,0,-1,0,0,924,383,0,0,142,Wolverhampton,West Ham,Man City,Fulham,Sheffield United,4.3,2.9,2.1,1.6,1.6,1.8,1.7,1.5,1.4,2,1.3,1.4,1.5,2,2.3,2.4,2.3,2.4,1.9,1.6,36.4
Chris,Basham,DEF,SHU,4600000,1,28,1.5,3.26086956521739E-07,6.08695652173913E-06,0,131611,1,31,0,0,0,0,0,6.1,1310,-4,0,28,4,0.3,0,1.4,2,0,0,0,0,0.7,34901,0,-1,0,0,1549,165,0,0,234,Tottenham,Man Utd,Man City,West Brom,Chelsea,0.8,1.1,1.4,1.1,0.8,1.1,1,1.4,0.9,1,1.1,0.8,1.1,1.1,0.9,0.8,1.3,0.8,0.8,0.9,53
Michy,Batshuayi,FWD,CRY,5700000,1,21,1.16666666666667,2.04678362573099E-07,3.68421052631579E-06,0,171116,0,10,0,0,0,0,0,3.7,824,-3,0,21,3,0.1,0,0.4,0,0,1,0,2,0.6,58489,0,-1,0,0,433,630,0,0,48,Man City,West Ham,Wolverhampton,Newcastle,Leeds United F.C.,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,26.1
Jan,Bednarek,DEF,SOU,4900000,1,80,4.4,8.97959183673469E-07,1.63265306122449E-05,0,465992,1,18,0,0,0,1,0,16.3,39918,4,0,80,-4,1.2,0,6,11,0,8,0,1,12.9,1228580,0,-1,0,2,1530,52219,0,0,372,Leicester,Arsenal,Aston Villa,Man Utd,Newcastle,5.1,5.6,5.5,5.5,3.9,6.4,4.7,4.4,4.3,5,4.3,5.1,5.2,6.3,0,4.6,5,6,4.5,5.2,51.4
Hector,Bellerin,DEF,ARS,5100000,0,61,3.8,7.45098039215686E-07,1.19607843137255E-05,0,888762,6,16,0,0,0,0,0,12,25953,1,0,61,-1,0.6,0,3.2,11,0,5,0,3,5.1,883520,0,-1,0,3,1370,4595,0,0,283,Newcastle,Southampton,Man Utd,Wolverhampton,Aston Villa,3,3.4,3.8,5,5.3,2.9,5,4.7,4.2,3,4.9,4.8,4,4.3,2.8,3.7,4.1,3.6,4.7,3.3,61.4
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,4885,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,2,0,0,0,Southampton,Chelsea,Everton,Leeds United F.C.,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
