FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Nathan,Ake,DEF,MCI,5400000,0,21,0.67741935483871,1.25448028673835E-07,3.88888888888889E-06,0,626580,4,8,0,0,0,1,0,3.9,214,-1,0,21,1,0,0,0,1,0,2,0,0,2.4,262565,0,-1,0,0,527,128,0,0,103,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,Newcastle,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,19.1
Marc,Albrighton,MID,LEI,5200000,4,56,1.86666666666667,3.58974358974359E-07,1.07692307692308E-05,0,21306,2,13,0,0,0,0,0,10.8,107,-3,0,56,3,0.6,0,3.3,0,0,4,0,6,0.1,13498,0,-1,0,0,1341,266,0,0,237,West Ham,West Brom,Crystal Palace,Southampton,Newcastle,1,1.2,1.1,1.1,1.1,1,1.1,0.9,92.1
Toby,Alderweireld,DEF,TOT,5400000,0,70,3.9,7.22222222222222E-07,1.2962962962963E-05,0,290546,2,15,0,0,0,1,0,13,1840,-1,0,70,1,0,0,0.2,4,0,8,0,0,1.8,205796,1,-1,0,1,1610,2574,0,0,348,Man Utd,Everton,Southampton,Sheffield United,Leeds United F.C.,4.7,8.4,0,4.5,4.1,5.4,4.6,4.3,59.4
Trent,Alexander-Arnold,DEF,LIV,7400000,11,117,4,5.40540540540541E-07,1.58108108108108E-05,0,3708573,1,35,0,0,0,2,0,15.8,3228,-1,-1,117,1,1.4,0,10.7,19,0,7,0,4,15.6,1199477,0,-1,0,3,2399,38566,1,0,569,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,Southampton,4.3,4.6,3.9,5.4,3.9,5.2,4.3,4.4,187.3
Ezgjan,Alioski,DEF,LEE,4300000,4,80,2.8,6.51162790697674E-07,1.86046511627907E-05,0,360809,5,31,0,0,0,2,0,18.6,1851,-2,0,80,2,0.6,0,2.7,6,0,7,0,1,1.9,447697,0,-1,0,2,1883,3254,0,0,346,Man City,Liverpool,Man Utd,Brighton,Tottenham,3.4,3,2.9,2.6,2.4,2.3,2.1,2.9,96.7
,Alisson,GLK,LIV,5900000,3,98,3.8,6.44067796610169E-07,1.66101694915254E-05,0,1077204,1,27,0,61,0,0,0,16.6,1537,-1,0,98,1,1,0,6,8,0,7,0,0,6,463866,0,-1,1,2,2340,2311,0,0,487,Aston Villa,Leeds United F.C.,Newcastle,Man Utd,Southampton,4,4.2,3.6,5,3.6,4.8,4,4.1,56.6
,Allan,MID,EVE,5200000,0,29,1,1.92307692307692E-07,5.57692307692308E-06,0,168796,4,20,0,0,0,0,0,5.6,124,-3,0,29,3,0,0,0,0,0,3,0,0,0.6,82886,0,-1,0,0,1330,7,0,0,188,Brighton,Tottenham,Arsenal,Aston Villa,West Ham,0,0.5,0.5,0.5,0.5,0.6,0.5,0.5,35.6
Bamidele,Alli,MID,TOT,7400000,0,14,0.466666666666667,6.30630630630631E-08,1.89189189189189E-06,0,264438,0,3,0,0,0,0,0,1.9,367,-6,0,14,6,0,0,0.2,0,0,1,0,1,0.6,39122,0,-1,0,0,231,97,0,0,44,Man Utd,Everton,Southampton,Sheffield United,Leeds United F.C.,0.2,0.4,0,0.2,0.2,0.2,0.2,0.2,14.7
Miguel,Almiron,MID,NEW,5600000,2,81,3,5.35714285714286E-07,1.44642857142857E-05,0,114276,2,37,0,0,0,4,0,14.5,333,-4,0,81,4,0.5,0,2.7,7,0,3,0,2,0.4,64976,0,-1,0,1,1834,608,0,0,300,Burnley,West Ham,Liverpool,Arsenal,Leicester,2.9,2.5,2.1,2.2,2.3,1.9,3.9,2.7,114.3
Marcos,Alonso,DEF,CHE,5700000,0,42,1.4,2.45614035087719E-07,7.36842105263158E-06,0,394457,2,12,0,0,0,1,0,7.4,5463,-3,0,42,3,0.3,0,1.5,5,0,4,0,1,3,360495,0,-1,0,1,793,664,0,0,173,Crystal Palace,Brighton,West Ham,Fulham,Man City,0.7,0.8,1,0.9,1.2,1,0.7,1,61.4
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2679,0,-1,0,0,0,62,0,0,0,Leicester,Newcastle,Chelsea,Burnley,Everton,0,0,0,0,0,0,0,0,0
Steven,Alzate,MID,BHA,4200000,0,29,0.966666666666667,2.3015873015873E-07,6.9047619047619E-06,0,195068,2,15,0,0,0,1,0,6.9,479,-3,0,29,3,0,0,0,3,0,4,0,0,0.6,200534,0,-1,0,1,738,103,0,0,112,Everton,Chelsea,Sheffield United,Leeds United F.C.,Wolverhampton,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,32.8
Daniel,Amartey,DEF,LEI,3900000,0,20,0.666666666666667,1.70940170940171E-07,5.12820512820513E-06,0,172351,2,12,0,0,0,1,0,5.1,1515,-1,0,20,1,0,0,0,2,0,0,0,0,1.5,174101,0,-1,0,0,718,1777,0,0,124,West Ham,West Brom,Crystal Palace,Southampton,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,22.7
Ethan,Ampadu,DEF,SHU,4300000,0,42,1.8,4.18604651162791E-07,9.76744186046512E-06,0,86361,3,40,0,0,0,0,0,9.8,212,-2,0,42,2,-0.1,0,-0.3,4,0,2,0,0,0.4,54191,1,-1,0,1,2005,249,0,0,329,Arsenal,Wolverhampton,Brighton,Tottenham,Crystal Palace,1.5,1.5,1.4,1.1,1.6,1.1,1,1.2,68.8
Joachim,Andersen,DEF,FUL,4500000,2,89,3.4,7.55555555555556E-07,1.97777777777778E-05,0,24378,4,28,0,0,0,1,0,19.8,1312,0,0,89,0,0.6,0,2.5,7,0,9,0,1,0.5,62757,0,-1,0,2,2311,623,0,1,444,Wolverhampton,Arsenal,Chelsea,Burnley,Southampton,4.3,4.3,0,3.4,2.9,3.1,4.2,3.2,72.8
Elliot,Anderson,MID,NEW,4500000,0,1,0.0333333333333333,7.40740740740741E-09,2.22222222222222E-07,0,3236,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,3672,0,-1,0,0,3,25,0,0,3,Burnley,West Ham,Liverpool,Arsenal,Leicester,0,0,0,0,0,0,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31512,0,0,0,0,0,0,0,0,20,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,13746,0,-1,0,0,0,16,0,0,0,Everton,Chelsea,Sheffield United,Leeds United F.C.,Wolverhampton,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5300000,0,40,1.7,3.20754716981132E-07,7.54716981132075E-06,0,44098,3,21,0,0,0,0,0,7.5,177,-2,0,40,2,0.1,0,0.5,0,0,4,0,1,0.2,24611,0,-1,0,0,1386,9,0,0,186,Brighton,Tottenham,Arsenal,Aston Villa,West Ham,0,0,0,0,0,1.5,0.9,0.8,46.7
,Anguissa,MID,FUL,4500000,1,66,2.2,4.88888888888889E-07,1.46666666666667E-05,0,436910,5,31,0,0,0,0,0,14.7,1372,0,0,66,0,0.3,0,1.2,4,0,6,0,3,1.4,462622,0,-1,0,0,2114,869,0,0,334,Wolverhampton,Arsenal,Chelsea,Burnley,Southampton,1.5,1.6,0,1.5,1.8,1.5,1.3,1.5,102.1
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,-1,0,0,0,9,0,0,0,Crystal Palace,Brighton,West Ham,Fulham,Man City,0,0,0,0,0,0,0,0,0
Michail,Antonio,FWD,WHU,6600000,0,90,4.3,6.51515151515152E-07,1.36363636363636E-05,0,2682965,3,21,0,0,0,7,0,13.6,102467,1,1,90,-1,0.4,0,2.5,13,0,5,0,5,9.3,2686250,0,-1,0,1,1544,523,-1,0,255,Leicester,Newcastle,Chelsea,Burnley,Everton,0,0,0,4.5,4.5,4.8,4.8,5.5,150.2
Alphonse,Areola,GLK,FUL,4600000,2,113,3.6,7.82608695652174E-07,2.45652173913043E-05,0,310973,0,39,0,98,0,0,0,24.6,4715,1,0,113,-1,0.3,0,1.5,8,0,9,0,0,5.1,577792,0,-1,0,1,2790,1799,0,0,561,Wolverhampton,Arsenal,Chelsea,Burnley,Southampton,4.7,4.6,0,3.7,3.1,3.4,4.5,3.5,73.6
Stuart,Armstrong,MID,SOU,5500000,1,94,3.6,6.54545454545455E-07,1.70909090909091E-05,0,129482,3,43,0,0,0,4,0,17.1,757,0,0,94,0,0.6,0,3.3,4,0,8,0,5,0.4,130337,0,-1,0,1,2102,535,0,0,358,West Brom,Tottenham,Leicester,Liverpool,Fulham,3.5,2.6,0,2.9,2.7,3.6,3.5,2.5,121.2
Kepa,Arrizabalaga,GLK,CHE,4700000,0,15,0.5,1.06382978723404E-07,3.19148936170213E-06,0,175322,0,6,0,12,0,0,0,3.2,124,-3,0,15,3,0,0,0,2,0,1,0,0,0.5,50327,0,-1,0,0,360,46,0,0,69,Crystal Palace,Brighton,West Ham,Fulham,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.8
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,-1,0,0,0,24,0,0,0,Brighton,Tottenham,Arsenal,Aston Villa,West Ham,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6158,0,0,0,0,0,0,0,0,1,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Burnley,West Ham,Liverpool,Arsenal,Leicester,0,0,0,0,0,0,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,108,4.3,3.80530973451327E-07,9.5575221238938E-06,0,3665049,2,25,0,0,0,9,0,9.6,28493,-7,1,108,7,0.1,0,1,10,0,7,0,1,8.5,1138860,1,-1,0,2,2007,1649,-1,0,306,Sheffield United,Fulham,Everton,Newcastle,West Brom,0,4.1,3.9,4.5,4.7,4.2,3.9,4.2,144.9
Serge,Aurier,DEF,TOT,5200000,1,62,2.06666666666667,3.97435897435897E-07,1.19230769230769E-05,0,457355,0,16,0,0,0,2,0,11.9,421,-3,0,62,3,0,0,0.2,2,0,5,0,1,1.4,278332,0,-1,0,0,1245,2795,0,0,278,Man Utd,Everton,Southampton,Sheffield United,Leeds United F.C.,1.8,3.2,0,1.8,1.5,2.3,1.8,1.6,67.8
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73092,0,5,0,0,0,0,0,1,23,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,Southampton,Leicester,Aston Villa,Wolverhampton,Arsenal,0,0,0,0,0,0,0,0,5
Jordan,Ayew,FWD,CRY,5600000,2,63,2.3,4.10714285714286E-07,1.125E-05,0,550226,2,35,0,0,0,1,0,11.2,1049,-4,0,63,4,0.4,0,2,2,0,6,0,4,1.5,207572,0,-1,0,0,1814,239,0,0,204,Chelsea,Leicester,Man City,Sheffield United,Aston Villa,1.7,0,1.8,1.6,1.9,1.7,1.8,1.9,83.4
Luke,Ayling,DEF,LEE,4400000,2,76,2.5,5.68181818181818E-07,1.72727272727273E-05,0,500752,5,49,0,0,0,0,0,17.3,1933,-1,0,76,1,0.5,0,2,1,0,9,0,0,2.5,407644,0,-1,0,0,2769,1511,0,0,536,Man City,Liverpool,Man Utd,Brighton,Tottenham,2.9,2.6,2.4,2.2,2,1.9,1.8,2.4,134.4
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,0,0,0,8,0,0,0,Sheffield United,Fulham,Everton,Newcastle,West Brom,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,5900000,2,99,4.7,7.96610169491525E-07,1.67796610169492E-05,0,629250,4,15,0,0,0,1,0,16.8,9027,-1,0,99,1,0.2,0,1,10,0,12,0,1,8.4,735758,0,-1,0,1,1760,5510,0,0,434,Crystal Palace,Brighton,West Ham,Fulham,Man City,5.1,5.6,6,5.9,6.2,6,5,6.2,84.1
Eric,Bailly,DEF,MUN,4800000,0,27,0.9,1.875E-07,5.625E-06,0,80543,2,11,0,0,0,0,0,5.6,275,-2,0,27,2,0,0,0,6,0,3,0,0,0.3,72052,0,-1,0,0,638,4,0,0,144,Tottenham,Burnley,Leeds United F.C.,Liverpool,Aston Villa,0,0,0,0.5,0.5,0.4,0.4,0.5,16.4
Fabian,Balbuena,DEF,WHU,4100000,0,40,1.33333333333333,3.2520325203252E-07,9.75609756097561E-06,0,289397,1,18,0,0,0,1,0,9.8,311,-4,0,40,4,0,0,0,0,0,4,0,0,0.6,302259,0,-1,0,0,1117,183,0,0,190,Leicester,Newcastle,Chelsea,Burnley,Everton,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.8,34
George,Baldock,DEF,SHU,4900000,1,45,1.7,3.46938775510204E-07,9.18367346938776E-06,0,317883,4,44,0,0,0,0,0,9.2,239,-6,0,45,6,0.1,0,0.7,2,0,1,0,2,0.8,53434,0,-1,0,0,2247,111,0,0,265,Arsenal,Wolverhampton,Brighton,Tottenham,Crystal Palace,1.4,1.4,1.2,1,1.5,1,0.9,1.1,69.9
Gareth,Bale,MID,TOT,9200000,1,60,2,2.17391304347826E-07,6.52173913043478E-06,0,1039253,1,9,0,0,0,5,0,6.5,57365,-3,1,60,3,0.1,0,0.8,8,0,3,0,2,5.2,1437155,0,-1,0,2,562,2035,-1,0,191,Man Utd,Everton,Southampton,Sheffield United,Leeds United F.C.,1,3,0,2.1,1.3,1.4,1,1.2,68.8
Patrick,Bamford,FWD,LEE,6600000,4,162,5.2,7.87878787878788E-07,2.45454545454545E-05,0,4476180,2,46,0,0,0,14,0,24.5,49124,11,0,162,-11,0.9,0,5.7,19,0,8,0,10,44.7,7220184,0,-1,0,4,2544,21179,0,0,530,Man City,Liverpool,Man Utd,Brighton,Tottenham,5.2,5.8,5.7,6.5,6,6.2,6.2,6.6,226.9
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,-1,0,0,0,21,0,0,0,Leicester,Newcastle,Chelsea,Burnley,Everton,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,43506,2,8,0,0,0,0,0,0.5,23,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13115,0,-1,0,0,273,18,0,0,28,Newcastle,Man Utd,Wolverhampton,West Ham,Fulham,0,0,0,0,0,0,0,0,5.9
Ross,Barkley,MID,AVL,5800000,1,63,2.17241379310345,3.74554102259215E-07,1.08620689655172E-05,0,512084,0,19,0,0,0,3,0,10.9,637,-2,1,63,2,0.1,0,0.7,4,0,7,0,1,0.8,512291,0,-1,0,1,1228,129,-1,0,221,Liverpool,Man City,West Brom,Everton,Man Utd,1.4,1.1,1.7,1.9,1.1,1.3,1.3,1.3,108.6
Ashley,Barnes,FWD,BUR,6000000,0,48,2.7,4.5E-07,8E-06,0,161910,4,17,0,0,0,3,0,8,295,0,0,48,0,0,0,0,7,0,6,0,0,0.2,160354,0,-1,0,0,1290,26,0,0,100,Newcastle,Man Utd,Wolverhampton,West Ham,Fulham,0,0,0,0,0,2.2,2.2,2.7,88.1
Harvey,Barnes,MID,LEI,6600000,0,126,5,7.57575757575758E-07,1.90909090909091E-05,0,2686555,0,25,0,0,0,9,0,19.1,5470,-4,1,126,4,0,0,0,13,0,7,0,5,3.1,2580860,0,-1,0,2,1944,75,-1,0,348,West Ham,West Brom,Crystal Palace,Southampton,Newcastle,0,0,0,0,0,4.9,5.4,4.4,172.7
Kyle,Bartley,DEF,WBA,4400000,1,67,2.9,6.59090909090909E-07,1.52272727272727E-05,0,47527,3,36,0,0,0,3,0,15.2,541,-1,0,67,1,0.2,0,1,3,0,4,0,1,0.4,57905,0,-1,0,1,1914,155,0,0,353,Southampton,Leicester,Aston Villa,Wolverhampton,Arsenal,2.7,2.8,3.2,3.7,3.3,3.2,3.5,2.6,79.3
Chris,Basham,DEF,SHU,4600000,0,38,1.5,3.26086956521739E-07,8.26086956521739E-06,0,150025,3,44,0,0,0,0,0,8.3,223,-4,0,38,4,0,0,0,2,0,0,0,1,0.5,40144,0,-1,0,0,2126,10,0,0,307,Arsenal,Wolverhampton,Brighton,Tottenham,Crystal Palace,0,0,0,0,0,0.8,0.8,0.9,74.1
Michy,Batshuayi,FWD,CRY,5700000,0,40,1.33333333333333,2.33918128654971E-07,7.01754385964912E-06,0,185221,0,14,0,0,0,2,0,7,156,-3,0,40,3,0.5,0,3,2,0,2,0,2,0.6,70925,0,-1,0,0,699,154,0,0,109,Chelsea,Leicester,Man City,Sheffield United,Aston Villa,0.7,0,0.7,0.7,0.8,0.7,0.7,0.8,44.9
Jan,Bednarek,DEF,SOU,4800000,0,89,2.9,6.04166666666667E-07,1.85416666666667E-05,0,1213943,3,52,0,0,0,1,0,18.5,4670,3,0,89,-3,0.1,0,0.7,11,0,9,0,1,5.7,1415068,1,-1,0,2,2650,557,0,1,527,West Brom,Tottenham,Leicester,Liverpool,Fulham,2.8,2.3,0,2.5,3.6,3.1,2.7,2.9,80.7
Hector,Bellerin,DEF,ARS,5000000,0,83,3.8,7.6E-07,1.66E-05,0,1119868,8,23,0,0,0,1,0,16.6,3891,0,0,83,0,0,0,0,15,0,6,0,3,4,1022195,0,-1,0,3,1910,1449,0,0,385,Sheffield United,Fulham,Everton,Newcastle,West Brom,4,4.1,3,3.9,4.3,4,4,3.8,86.2
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5019,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,West Ham,West Brom,Crystal Palace,Southampton,Newcastle,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28237,0,0,0,0,0,0,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Fulham,Sheffield United,Burnley,West Brom,Brighton,0,0,0,0,0,0,0,0,0
Said,Benrahma,MID,WHU,6000000,1,48,1.6,2.66666666666667E-07,8E-06,0,61401,0,14,0,0,0,0,0,8,333,0,0,48,0,0.2,0,1.2,0,0,3,0,4,0.2,67729,0,-1,0,0,1073,120,0,0,168,Leicester,Newcastle,Chelsea,Burnley,Everton,0.8,0.8,0.9,1.1,0.9,0.9,1,1,73.4
Josh,Benson,MID,BUR,4500000,0,10,0.333333333333333,7.40740740740741E-08,2.22222222222222E-06,0,3952,0,7,0,0,0,0,0,2.2,10,0,0,10,0,0,0,0,0,0,1,0,0,0,4286,0,-1,0,0,260,7,0,0,27,Newcastle,Man Utd,Wolverhampton,West Ham,Fulham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Christian,Benteke,FWD,CRY,5500000,8,74,3.1,5.63636363636364E-07,1.34545454545455E-05,0,171752,0,24,0,0,0,6,0,13.5,1607,0,0,74,0,0.9,0,5,9,0,4,0,2,0.8,199416,0,-1,0,2,1316,1759,0,1,214,Chelsea,Leicester,Man City,Sheffield United,Aston Villa,2.7,0,2.8,2.5,3,2.7,2.9,3,116.2
Gaetano,Berardi,DEF,LEE,4000000,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,-1,0,0,0,15,0,0,0,Man City,Liverpool,Man Utd,Brighton,Tottenham,0,0,0,0,0,0,0,0,0
Sander,Berge,MID,SHU,4900000,0,29,0.966666666666667,1.97278911564626E-07,5.91836734693878E-06,0,31931,4,19,0,0,0,1,0,5.9,14,-1,0,29,1,0,0,0,1,0,0,0,1,0.1,24005,0,-1,0,0,1015,5,0,0,148,Arsenal,Wolverhampton,Brighton,Tottenham,Crystal Palace,0,0,0,0.5,0.5,0.5,0.5,0.5,47
Steven,Bergwijn,MID,TOT,7000000,0,40,1.33333333333333,1.9047619047619E-07,5.71428571428571E-06,0,111758,2,11,0,0,0,0,0,5.7,117,-5,0,40,5,0,0,0.2,0,0,5,0,3,0.4,35060,0,-1,0,0,1042,76,0,0,83,Man Utd,Everton,Southampton,Sheffield United,Leeds United F.C.,0.7,1.5,0,1.2,0.7,0.7,0.7,0.7,35.6
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,0,-1,0,0,0,4,0,0,0,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0
,Bernard,MID,EVE,5700000,0,18,0.620689655172414,1.08892921960073E-07,3.15789473684211E-06,0,21428,2,4,0,0,0,1,0,3.2,78,-3,0,18,3,0,0,0,1,0,2,0,0,0.1,12533,0,-1,0,0,390,8,0,0,65,Brighton,Tottenham,Arsenal,Aston Villa,West Ham,0,0,0,0,0,0.3,0.3,0.3,29
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,892986,0,3,0,0,0,0,0,1.3,1099,-1,0,5,1,0,0,0,0,0,0,0,0,4.2,319447,0,-1,0,0,205,0,0,0,30,Everton,Chelsea,Sheffield United,Leeds United F.C.,Wolverhampton,0,0,0,0,0,0,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,6,80,3.5,4.72972972972973E-07,1.08108108108108E-05,0,229717,4,11,0,0,0,2,0,10.8,1340,-1,0,80,1,0.4,0,3,6,0,11,0,5,1,232795,0,-1,0,1,1807,983,0,0,354,Leeds United F.C.,Aston Villa,Crystal Palace,Chelsea,Newcastle,3.1,2.8,0,2.6,3,3.1,3.3,3,118.9
Ryan,Bertrand,DEF,SOU,5000000,0,77,2.7,5.4E-07,1.54E-05,0,174310,5,50,0,0,0,0,0,15.4,644,0,0,77,0,0.3,0,1.7,4,0,8,0,2,0.9,132689,0,-1,0,0,2553,256,0,0,393,West Brom,Tottenham,Leicester,Liverpool,Fulham,2.5,2.1,0,2.3,3.2,2.8,2.5,2.6,66.5
