FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Trent,Alexander-Arnold,DEF,LIV,7700000,0,149,4.4,5.71428571428571E-07,1.93506493506494E-05,0,3827358,1,40,0,0,0,2,0,19.4,934,2,0,149,-2,0.7,0,5.3,26,0,8,0,8,25.4,2119258,0,-1,0,4,2849,17028,0,0,712,Burnley,Crystal Palace,,,,5,5.1,241.5
Ezgjan,Alioski,DEF,LEE,4300000,6,108,3.1,7.2093023255814E-07,2.51162790697674E-05,0,391877,7,34,0,0,0,2,0,25.1,545,-2,0,108,2,1.1,0,4.7,7,0,10,0,3,2.5,531635,0,-1,0,3,2366,6117,0,0,439,Southampton,West Brom,,,,2.4,3.4,115.1
,Alisson,GLK,LIV,5900000,0,125,4,6.77966101694915E-07,2.11864406779661E-05,0,1103901,1,32,0,76,0,1,0,21.2,448,-1,0,125,1,0.8,0,4.5,12,0,8,0,0,7.2,590734,0,-1,1,2,2790,7424,0,0,598,Burnley,Crystal Palace,,,,4.3,4.4,74.1
,Allan,MID,EVE,5200000,1,43,1.9,3.65384615384615E-07,8.26923076923077E-06,0,169527,6,25,0,0,0,0,0,8.3,17,-3,0,43,3,0.4,0,2,0,0,6,0,0,0.6,83977,0,-1,0,0,1914,10,0,0,268,Wolverhampton,Man City,,,,1.1,1,57.2
Bamidele,Alli,MID,TOT,7400000,1,27,0.75,1.01351351351351E-07,3.64864864864865E-06,0,268006,0,7,0,0,0,0,0,3.6,104,-6,0,27,6,0.3,0,2.4,0,0,3,0,2,0.6,49024,0,-1,0,0,500,317,0,0,89,Aston Villa,Leicester,,,,0.4,0.4,34
Miguel,Almiron,MID,NEW,5600000,1,92,2.8,5E-07,1.64285714285714E-05,0,122580,3,48,0,0,0,4,0,16.4,103,-4,0,92,4,0.3,0,1.6,8,0,3,0,2,0.4,77691,0,-1,0,1,2300,351,0,0,350,Sheffield United,Fulham,,,,3.5,2.6,127.8
Marcos,Alonso,DEF,CHE,5600000,0,57,1.58333333333333,2.82738095238095E-07,1.01785714285714E-05,0,476589,2,13,0,0,0,2,0,10.2,424,-4,0,57,4,0.4,0,2.5,5,0,5,0,1,2.3,385423,0,-1,0,1,958,390,0,0,225,Leicester,Aston Villa,,,,0.8,1.3,75.6
Frederik,Alves,DEF,WHU,4000000,0,0,0,0,0,0,2099,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3445,0,-1,0,0,0,25,0,0,0,West Brom,Southampton,,,,0,0,0
Steven,Alzate,MID,BHA,4100000,2,34,0.944444444444444,2.30352303523035E-07,8.29268292682927E-06,0,202946,2,17,0,0,0,1,0,8.3,273,-4,0,34,4,0.2,0,0.8,3,0,5,0,0,0.7,218190,0,-1,0,1,868,1622,0,0,139,Man City,Arsenal,,,,0.5,0.5,37.3
Daniel,Amartey,DEF,LEI,3900000,-1,19,0.527777777777778,1.35327635327635E-07,4.87179487179487E-06,0,201922,3,12,0,0,0,1,0,4.9,310,-1,0,19,1,-0.1,0,-0.2,2,0,0,0,0,1.2,182616,0,-1,0,0,718,102,0,0,121,Chelsea,Tottenham,,,,0.3,0.3,22.7
Ethan,Ampadu,DEF,SHU,4300000,0,44,1.8,4.18604651162791E-07,1.02325581395349E-05,0,92509,3,41,0,0,0,0,0,10.2,80,-2,0,44,2,0,0,0,4,0,2,0,0,0.4,56759,1,-1,0,1,2087,41,0,0,341,Newcastle,Burnley,,,,0,0,70.1
Joachim,Andersen,DEF,FUL,4500000,1,93,3,6.66666666666667E-07,2.06666666666667E-05,0,43667,6,36,0,0,0,1,0,20.7,165,0,0,93,0,0.2,0,0.8,7,0,9,0,1,0.4,68973,0,-1,0,2,2729,113,0,1,501,Man Utd,Newcastle,,,,3.6,2.5,84.4
Elliot,Anderson,MID,NEW,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,3670,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,4013,0,-1,0,0,3,3,0,0,3,Sheffield United,Fulham,,,,0,0,0.2
Florin,Andone,FWD,BHA,4800000,0,0,0,0,0,0,31963,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,14315,0,-1,0,0,0,17,0,0,0,Man City,Arsenal,,,,0,0,0
,Andre Gomes,MID,EVE,5300000,0,47,1.30555555555556,2.46331236897275E-07,8.86792452830189E-06,0,44951,3,22,0,0,0,0,0,8.9,13,-2,0,47,2,0.2,0,1.2,0,0,5,0,1,0.2,25614,0,-1,0,0,1555,11,0,0,219,Wolverhampton,Man City,,,,0.7,0.7,52.8
,Anguissa,MID,FUL,4400000,2,75,2.1,4.77272727272727E-07,1.70454545454545E-05,0,453312,6,39,0,0,0,0,0,17,191,-1,0,75,1,0.4,0,1.8,4,0,6,0,3,1.3,470166,0,-1,0,0,2536,166,0,0,381,Man Utd,Newcastle,,,,1.2,1.3,122
Faustino,Anjorin,MID,CHE,4500000,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,-1,0,0,0,8,0,0,0,Leicester,Aston Villa,,,,0,0,0
Michail,Antonio,FWD,WHU,6600000,0,107,4.5,6.81818181818182E-07,1.62121212121212E-05,0,3099332,3,24,0,0,0,9,0,16.2,2243,1,0,107,-1,0.5,0,3.4,16,0,5,0,5,9.2,3091125,0,-1,0,2,1814,5450,0,0,313,West Brom,Southampton,,,,5.2,6,176.6
Alphonse,Areola,GLK,FUL,4500000,3,124,3.4,7.55555555555556E-07,2.75555555555556E-05,0,380175,2,48,0,116,0,0,0,27.6,579,0,0,124,0,0.5,0,2.2,9,0,9,0,0,4.6,604031,0,-1,0,1,3240,1532,0,0,637,Man Utd,Newcastle,,,,4.3,3.1,87.4
Stuart,Armstrong,MID,SOU,5500000,2,113,3.5,6.36363636363636E-07,2.05454545454545E-05,0,145469,3,53,0,0,0,4,0,20.5,287,0,0,113,0,0.5,0,3,4,0,8,0,7,0.5,152042,0,-1,0,1,2674,89,0,0,442,Leeds United F.C.,West Ham,,,,3.5,2.5,145.4
Kepa,Arrizabalaga,GLK,CHE,4700000,0,26,0.722222222222222,1.53664302600473E-07,5.53191489361702E-06,0,178335,0,7,0,16,0,0,0,5.5,36,-3,0,26,3,0.4,0,1.8,5,0,2,0,0,0.6,53845,0,-1,0,0,540,66,0,0,117,Leicester,Aston Villa,,,,0.4,0.4,11.3
Ryan,Astley,DEF,EVE,4000000,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,-1,0,0,0,8,0,0,0,Wolverhampton,Man City,,,,0,0,0
Christian,Atsu,MID,NEW,5200000,0,0,0,0,0,0,6176,0,0,0,0,0,0,0,0,0,-3,0,0,3,0,0,0,0,0,0,0,0,0,927,0,-1,0,0,0,0,0,0,0,Sheffield United,Fulham,,,,0,0,0
Pierre-Emerick,Aubameyang,MID,ARS,11300000,0,126,4.7,4.15929203539823E-07,1.11504424778761E-05,0,3863198,2,25,0,0,0,10,0,11.2,512,-7,0,126,7,0.3,0,3.6,11,0,9,0,3,6.8,1197272,1,-1,0,3,2162,2287,0,0,350,Crystal Palace,Brighton,,,,4.9,4.7,159.5
Serge,Aurier,DEF,TOT,5200000,0,80,4.2,8.07692307692308E-07,1.53846153846154E-05,0,489203,0,22,0,0,0,2,0,15.4,1047,-3,0,80,3,0.7,0,3.4,4,0,6,0,3,1.6,328448,0,-1,0,1,1605,18,0,0,370,Aston Villa,Leicester,,,,0,4.5,87.4
Charlie,Austin,FWD,WBA,5100000,0,5,1,1.96078431372549E-07,9.80392156862745E-07,0,73247,0,5,0,0,0,0,0,1,5,-4,0,5,4,0,0,0,0,0,0,0,0,0.1,16185,0,-1,0,0,135,0,0,0,10,West Ham,Leeds United F.C.,,,,0,0,5
Jordan,Ayew,FWD,CRY,5600000,0,68,2.2,3.92857142857143E-07,1.21428571428571E-05,0,560349,3,38,0,0,0,1,0,12.1,164,-4,0,68,4,0.1,0,0.8,2,0,6,0,4,1.4,212037,0,-1,0,0,1985,63,0,0,207,Arsenal,Liverpool,,,,1.6,1.8,92
Luke,Ayling,DEF,LEE,4400000,7,98,2.6,5.90909090909091E-07,2.22727272727273E-05,0,528095,7,53,0,0,0,0,0,22.3,252,-1,0,98,1,0.8,0,3.7,2,0,12,0,0,2.6,438762,0,-1,0,1,3309,1556,0,0,652,Southampton,West Brom,,,,1.8,2.6,157.4
Miguel,Azeez,MID,ARS,4500000,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,-1,0,0,0,13,0,0,0,Crystal Palace,Brighton,,,,0,0,0
Cesar,Azpilicueta,DEF,CHE,5800000,1,115,4.6,7.93103448275862E-07,1.98275862068966E-05,0,856966,5,18,0,0,0,1,0,19.8,1257,-2,0,115,2,0.5,0,2.7,12,0,13,0,2,6.5,807880,0,-1,0,1,2099,1663,0,0,510,Leicester,Aston Villa,,,,4.7,6.1,101
Eric,Bailly,DEF,MUN,4800000,0,29,0.805555555555556,1.67824074074074E-07,6.04166666666667E-06,0,82145,3,16,0,0,0,0,0,6,92,-2,0,29,2,0.1,0,0.4,6,0,3,0,0,0.3,75358,0,-1,0,0,825,65,0,0,170,Fulham,Wolverhampton,,,,0.4,0.4,19.4
Fabian,Balbuena,DEF,WHU,4100000,0,39,1.08333333333333,2.64227642276423E-07,9.51219512195122E-06,0,293464,1,19,0,0,0,1,0,9.5,59,-4,0,39,4,0,0,-0.2,0,0,4,0,0,0.6,304724,0,-1,0,0,1197,33,0,1,193,West Brom,Southampton,,,,0.6,0.6,35
George,Baldock,DEF,SHU,4900000,0,58,1.9,3.87755102040816E-07,1.18367346938776E-05,0,323661,6,51,0,0,0,0,0,11.8,40,-6,0,58,6,0.4,0,2.2,2,0,3,0,2,0.8,59257,0,-1,0,0,2697,89,0,0,330,Newcastle,Burnley,,,,1.2,1.2,86.3
Gareth,Bale,MID,TOT,9200000,0,99,2.75,2.98913043478261E-07,1.07608695652174E-05,0,1326871,1,12,0,0,0,9,0,10.8,3494,-3,0,99,3,0.8,0,7.8,14,0,5,0,3,4.9,1702089,0,-1,0,3,872,3119,0,0,324,Aston Villa,Leicester,,,,1.9,2,117.8
Patrick,Bamford,FWD,LEE,6500000,12,188,5.1,7.84615384615385E-07,2.89230769230769E-05,0,5327756,3,49,0,0,0,16,0,28.9,2342,10,0,188,-10,0.7,0,4.3,25,0,10,0,11,42.1,7860589,0,-1,0,5,3007,23760,0,0,606,Southampton,West Brom,,,,6,6.5,265.5
Jamal,Baptiste,DEF,WHU,4000000,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,-1,0,0,0,20,0,0,0,West Brom,Southampton,,,,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,2,0.5,1.13636363636364E-07,4.54545454545455E-07,0,43983,2,8,0,0,0,0,0,0.5,22,-1,0,2,1,0,0,0,0,0,0,0,0,0.2,13320,0,-1,0,0,273,12,0,0,28,Liverpool,Sheffield United,,,,0,0,5.9
Ross,Barkley,MID,AVL,5800000,0,76,2.9,5E-07,1.31034482758621E-05,0,518356,0,24,0,0,0,3,0,13.1,229,-2,0,76,2,0.3,0,1.9,4,0,8,0,2,0.8,516625,0,-1,0,1,1566,31,0,0,286,Tottenham,Chelsea,,,,0,0,128.6
Ashley,Barnes,FWD,BUR,6000000,0,51,2.4,4E-07,8.5E-06,0,164705,4,19,0,0,0,3,0,8.5,46,0,0,51,0,0.1,0,0.6,7,0,6,0,0,0.2,162577,0,-1,0,0,1323,166,0,0,104,Liverpool,Sheffield United,,,,1.8,2.3,93.8
Harvey,Barnes,MID,LEI,6600000,0,126,5,7.57575757575758E-07,1.90909090909091E-05,0,2716109,0,25,0,0,0,9,0,19.1,260,-4,0,126,4,0,0,0,13,0,7,0,5,2.8,2581534,0,-1,0,2,1944,30,0,0,348,Chelsea,Tottenham,,,,0,0,172.7
Kyle,Bartley,DEF,WBA,4400000,0,77,2.8,6.36363636363636E-07,1.75E-05,0,56367,4,47,0,0,0,3,0,17.5,75,-1,0,77,1,0.2,0,0.8,3,0,5,0,1,0.3,61316,0,-1,0,1,2403,47,0,0,406,West Ham,Leeds United F.C.,,,,3.3,2.3,94.7
Chris,Basham,DEF,SHU,4600000,1,45,1.5,3.26086956521739E-07,9.78260869565217E-06,0,151733,4,50,0,0,0,0,0,9.8,16,-4,0,45,4,0.3,0,1.4,2,0,1,0,1,0.5,40915,0,-1,0,0,2439,21,0,0,373,Newcastle,Burnley,,,,0.8,0.8,82.5
Michy,Batshuayi,FWD,CRY,5700000,0,41,1.13888888888889,1.99805068226121E-07,7.19298245614035E-06,0,187198,0,15,0,0,0,2,0,7.2,38,-3,0,41,3,0,0,0.2,2,0,2,0,2,0.6,72823,0,-1,0,0,717,33,0,0,113,Arsenal,Liverpool,,,,0.6,0.6,45.5
Jan,Bednarek,DEF,SOU,4700000,0,94,2.7,5.74468085106383E-07,2E-05,0,1308948,4,59,0,0,0,1,0,20,839,2,0,94,-2,0.1,0,0.7,11,0,9,0,1,4.7,1434008,1,-1,0,2,3010,82,0,1,575,Leeds United F.C.,West Ham,,,,2.5,2.7,88.6
Hector,Bellerin,DEF,ARS,5000000,0,94,3.8,7.6E-07,1.88E-05,0,1179113,8,24,0,0,0,1,0,18.8,429,0,0,94,0,0.4,0,1.8,17,0,7,0,3,3.6,1050798,0,-1,0,3,2089,409,0,0,421,Crystal Palace,Brighton,,,,0,0,94.7
Filip,Benkovic,DEF,LEI,4300000,0,0,0,0,0,0,5034,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,296,0,-1,0,0,0,0,0,0,0,Chelsea,Tottenham,,,,0,0,0
Ryan,Bennett,DEF,WOL,4400000,0,0,0,0,0,0,28326,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3905,0,-1,0,0,0,0,0,0,0,Everton,Man Utd,,,,0,0,0
Said,Benrahma,MID,WHU,5900000,0,67,1.86111111111111,3.15442561205273E-07,1.13559322033898E-05,0,64468,0,18,0,0,0,1,0,11.4,98,-1,0,67,1,0.6,0,3.6,4,0,3,0,5,0.3,77831,0,-1,0,0,1284,568,0,0,230,West Brom,Southampton,,,,1.3,1.3,97.1
Josh,Benson,MID,BUR,4400000,0,10,0.277777777777778,6.31313131313131E-08,2.27272727272727E-06,0,4150,0,7,0,0,0,0,0,2.3,2,-1,0,10,1,0,0,0,0,0,1,0,0,0,4482,0,-1,0,0,260,7,0,0,27,Liverpool,Sheffield United,,,,0.1,0.1,3.7
Christian,Benteke,FWD,CRY,5500000,0,100,3.4,6.18181818181818E-07,1.81818181818182E-05,0,203915,0,33,0,0,0,9,0,18.2,1323,0,0,100,0,0.8,0,4.3,13,0,5,0,2,1.6,300045,0,-1,0,3,1730,1504,0,1,311,Arsenal,Liverpool,,,,3.2,3.5,165.9
Gaetano,Berardi,DEF,LEE,4000000,1,1,0.0277777777777778,6.94444444444444E-09,2.5E-07,0,362,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0,0,0.2,0,0,0,0,0,0,592,0,-1,0,0,45,29,0,0,5,Southampton,West Brom,,,,0,0,0.4
Sander,Berge,MID,SHU,4900000,0,31,2.1,4.28571428571429E-07,6.3265306122449E-06,0,32286,4,23,0,0,0,1,0,6.3,2,-1,0,31,1,0.1,0,0.4,1,0,0,0,1,0.1,24316,0,-1,0,0,1119,2,0,0,152,Newcastle,Burnley,,,,0,0,49.8
Steven,Bergwijn,MID,TOT,7000000,6,51,1.41666666666667,2.02380952380952E-07,7.28571428571429E-06,0,113052,2,13,0,0,0,1,0,7.3,17,-5,0,51,5,0.3,0,2.2,0,0,5,0,4,0.4,35889,0,-1,0,0,1108,31,0,0,127,Aston Villa,Leicester,,,,0.7,0.7,38.8
Adrian,Bernabe,MID,MCI,4500000,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,-1,0,0,0,4,0,0,0,Brighton,Everton,,,,0,0,0
,Bernard,MID,EVE,5700000,0,20,0.555555555555556,9.74658869395712E-08,3.50877192982456E-06,0,21886,2,5,0,0,0,1,0,3.5,12,-3,0,20,3,0.1,0,0.3,1,0,2,0,0,0.1,12968,0,-1,0,0,416,9,0,0,74,Wolverhampton,Man City,,,,0.3,0.3,32.4
,Bernardo,DEF,BHA,3900000,0,5,1.7,4.35897435897436E-07,1.28205128205128E-06,0,908803,0,3,0,0,0,0,0,1.3,312,-1,0,5,1,0,0,0,0,0,0,0,0,4,319447,0,-1,0,0,205,0,0,0,30,Man City,Arsenal,,,,0,0,12.8
,Bernardo Silva,MID,MCI,7400000,1,94,3.6,4.86486486486487E-07,1.27027027027027E-05,0,260585,5,18,0,0,0,2,0,12.7,564,-1,0,94,1,0.4,0,2.8,9,0,11,0,7,1.1,268592,0,-1,0,2,2063,347,0,0,413,Brighton,Everton,,,,3.3,3.1,134
Ryan,Bertrand,DEF,SOU,5000000,0,78,2.7,5.4E-07,1.56E-05,0,191904,5,51,0,0,0,0,0,15.6,135,0,0,78,0,0,0,0,4,0,8,0,2,0.7,133392,0,-1,0,0,2598,14,0,0,404,Leeds United F.C.,West Ham,,,,0,0,71.4
Marcus,Bettinelli,GLK,FUL,4300000,0,0,0,0,0,0,5539,0,0,0,0,0,0,0,0,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,895,0,-1,0,0,0,0,0,0,0,Man Utd,Newcastle,,,,0,0,0
Nathan,Bishop,GLK,MUN,4000000,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,-1,0,0,0,12,0,0,0,Fulham,Wolverhampton,,,,0,0,0
Yves,Bissouma,MID,BHA,4400000,2,75,2.1,4.77272727272727E-07,1.70454545454545E-05,0,564381,8,40,0,0,0,1,0,17,263,-1,0,75,1,0.5,0,2,2,0,11,0,0,1.6,375869,0,-1,0,0,3022,292,0,1,469,Man City,Arsenal,,,,1,1.3,98.9
Jayden,Bogle,DEF,SHU,4300000,1,38,1.05555555555556,2.45478036175711E-07,8.83720930232558E-06,0,17075,2,19,0,0,0,2,0,8.8,8,-2,0,38,2,0.4,0,1.6,0,0,2,0,0,0.1,13110,0,-1,0,1,1060,11,0,0,150,Newcastle,Burnley,,,,0.5,0.5,55.4
Mateusz,Bogusz,MID,LEE,4300000,0,0,0,0,0,0,3019,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,2836,0,-1,0,0,0,0,0,0,0,Southampton,West Brom,,,,0,0,0
Willy,Boly,DEF,WOL,5400000,1,67,3.4,6.2962962962963E-07,1.24074074074074E-05,0,271993,1,26,0,0,0,1,0,12.4,41,-1,0,67,1,0,0,0.2,4,0,6,0,1,1.1,165594,0,-1,0,0,1754,41,0,0,346,Everton,Man Utd,,,,3.4,4,59.8
Leo,Bonatini,FWD,WOL,4800000,0,0,0,0,0,0,28284,0,0,0,0,0,0,0,0,3,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,8705,0,-1,0,0,0,0,0,0,0,Everton,Man Utd,,,,0,0,0
Sofiane,Boufal,MID,SOU,5400000,0,0,0,0,0,0,4787,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,634,0,-1,0,0,0,0,0,0,0,Leeds United F.C.,West Ham,,,,0,0,0
Jarrod,Bowen,MID,WHU,5900000,0,134,3.7,6.27118644067797E-07,2.27118644067797E-05,0,859872,0,33,0,0,0,8,0,22.7,1321,-6,0,134,6,0.2,0,1.4,8,0,8,0,5,2.6,911607,0,-1,0,4,2455,746,0,0,408,West Brom,Southampton,,,,3.8,3.9,175.6
Robbie,Brady,MID,BUR,5000000,0,44,2.3,4.6E-07,8.8E-06,0,16634,3,6,0,0,0,1,0,8.8,3,0,0,44,0,0,0,0,3,0,7,0,1,0,13586,0,-1,0,0,1047,1,0,0,157,Liverpool,Sheffield United,,,,0,0,47.2
Jarrad,Branthwaite,DEF,EVE,3900000,0,0,0,0,0,0,332853,0,0,0,0,0,0,0,0,91,-1,0,0,1,0,0,0,0,0,0,0,0,1,140402,0,-1,0,0,0,0,0,0,0,Wolverhampton,Man City,,,,0,0,0
Claudio,Bravo,GLK,MCI,4500000,0,0,0,0,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,-1,0,0,0,0,0,0,0,Brighton,Everton,,,,0,0,0
James,Bree,DEF,AVL,4500000,0,0,0,0,0,0,10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,-1,0,0,0,0,0,0,0,Tottenham,Chelsea,,,,0,0,0
Rhian,Brewster,FWD,SHU,4200000,0,32,0.888888888888889,2.11640211640212E-07,7.61904761904762E-06,0,1546412,1,16,0,0,0,0,0,7.6,1401,-3,0,32,3,0.1,0,0.6,0,0,2,0,0,5,1507018,0,-1,0,0,1079,1364,0,0,81,Newcastle,Burnley,,,,0.4,0.4,44.6
Nathan,Broadhead,MID,EVE,4500000,0,1,0.0277777777777778,6.17283950617284E-09,2.22222222222222E-07,0,129,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,199,0,-1,0,0,2,2,0,0,5,Wolverhampton,Man City,,,,0,0,0.2
Josh,Brownhill,MID,BUR,4900000,0,71,2.3,4.69387755102041E-07,1.44897959183673E-05,0,10170,2,38,0,0,0,0,0,14.5,13,-1,0,71,1,0.5,0,2.6,0,0,10,0,1,0,9464,0,-1,0,0,2677,43,0,0,335,Liverpool,Sheffield United,,,,1.2,2.4,95
Zak,Brunt,MID,SHU,4500000,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,-1,0,0,0,1,0,0,0,Newcastle,Burnley,,,,0,0,0
