FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,1,38,2.4,4.44444444444444E-07,7.03703703703704E-06,0,422666,1,23,0,0,0,0,0,7,3632,-1,0,38,1,0.5,0,2.6,1,0,2,0,2,5.6,280187,0,-1,0,1,1440,3652,0,0,274,Wolverhampton,Chelsea,Brighton,Norwich,Southampton,1.3,2.2,2.3,1.5,1.6,2.1,1.8,2.3,2,2.1,1.4,1.9,1.2,2.5,2.8,1.6,3,1.3,1.9,2.1,2,2,60.7
Trent,Alexander-Arnold,DEF,LIV,7300000,6,74,4.4,6.02739726027397E-07,1.01369863013699E-05,0,936047,4,14,0,0,0,1,0,10.1,34508,3,0,74,-3,0.6,0,4.4,7,0,3,0,7,30.2,1377734,0,-1,0,2,1482,10134,0,0,364,Watford,Leicester,Wolverhampton,Sheffield United,Tottenham,5.1,0,4.1,4.2,4.2,5.1,5.2,4.2,4.2,4.7,5.8,5.2,4.6,5.5,6,4.8,6.3,4.6,4.5,3.8,4.8,5.7,145.4
,Alisson,GLK,LIV,6000000,6,24,1.5,2.5E-07,4E-06,0,1671396,0,6,0,18,0,0,0,4,5184,0,0,24,0,0.5,0,2.8,0,0,2,0,0,7.7,345145,0,-1,0,0,743,6487,0,1,139,Watford,Leicester,Wolverhampton,Sheffield United,Tottenham,1,0,0.8,0.8,0.8,1,1,0.8,0.8,0.8,1.2,1,0.8,1.1,1.3,0.9,1.5,0.8,0.8,0.8,0.9,1.2,14
Bamidele,Alli,MID,TOT,8700000,2,62,6.2,7.1264367816092E-07,7.1264367816092E-06,0,115941,1,10,0,0,0,5,0,7.1,20904,2,0,62,-2,0.9,0,8,8,0,2,0,3,12.7,943885,0,-1,0,1,803,31694,0,0,208,Wolverhampton,Chelsea,Brighton,Norwich,Southampton,6.9,7.5,8.9,6,7.5,6.3,7.4,8.2,5.9,5.2,5.3,8.6,6.5,8.8,7.9,7.8,8.7,6.9,8.9,6.6,7.3,6.2,73.5
Miguel,Almiron,MID,NEW,5800000,0,38,2.4,4.13793103448276E-07,6.55172413793103E-06,0,57621,2,20,0,0,0,0,0,6.6,741,-2,0,38,2,0.4,0,2.4,0,0,5,0,1,0.4,27922,0,-1,0,0,1338,28,0,0,110,Burnley,Crystal Palace,Man Utd,Everton,Leicester,0,0,1.2,2.2,1.6,1.7,1.7,1.4,2,1.6,1.4,2.3,1.9,2.5,1.9,1.7,1.9,1.2,2,1.8,1.6,1.3,59.7
Marcos,Alonso,DEF,CHE,6000000,0,36,2.25,3.75E-07,6E-06,0,418369,3,4,0,0,0,1,0,6,3375,-5,0,36,5,0,0,0,3,0,3,0,2,2.5,240636,0,-1,0,1,498,583,0,0,147,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,1.8,1.7,1.6,1.1,1.4,1.7,2,1.6,1.2,2.1,2.5,1.3,2.6,2.1,1.7,1.9,2.1,2,1.6,2,1.7,1.6,37.8
Steven,Alzate,MID,BHA,4500000,0,20,2,4.44444444444444E-07,4.44444444444444E-06,0,4630,1,11,0,0,0,0,0,4.4,155,0,0,20,0,0.2,0,1,0,0,3,0,0,0.1,9732,0,-1,0,0,744,200,0,0,112,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,1.1,1.9,1,1.7,1.3,1,1.4,1.3,1,1.8,1.8,1.5,1.3,1.7,1,1.7,1,1,1,1.4,1.7,1.2,39
Ibrahim,Amadou,MID,NOR,4500000,0,17,1.0625,2.36111111111111E-07,3.77777777777778E-06,0,8384,1,19,0,0,0,0,0,3.8,112,0,0,17,0,0.2,0,0.8,0,0,1,0,0,0.1,10483,0,-1,0,0,731,63,0,0,120,Leicester,Wolverhampton,Aston Villa,Tottenham,Crystal Palace,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5,21.1
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,25705,0,0,0,0,0,0,0,0,503,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,23083,0,-1,0,0,0,518,0,0,0,Norwich,Man City,Liverpool,West Ham,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,-1,0,0,0,5,0,0,0,Wolverhampton,Chelsea,Brighton,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1888,0,0,0,0,0,0,0,0,18,-1,0,0,1,0,0,0,0,0,0,0,0,0,1102,0,-1,0,0,0,11,0,0,0,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,193575,0,2,0,0,0,1,0,1,170,-2,0,5,2,0,0,0,1,0,0,0,0,0.4,159456,0,-1,0,0,71,8,0,1,20,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,0,13,0.8125,1.53301886792453E-07,2.45283018867925E-06,0,67986,3,8,0,0,0,0,0,2.5,145,-2,0,13,2,0,0,0,0,0,2,0,0,0.3,12466,0,-1,0,0,584,5,0,0,71,Man Utd,Arsenal,Burnley,Newcastle,Man City,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.8
,Angelino,DEF,MCI,4700000,0,11,0.6875,1.46276595744681E-07,2.34042553191489E-06,0,19384,1,7,0,0,0,0,0,2.3,608,-3,0,11,3,0.1,0,0.6,1,0,0,0,1,0.3,16169,0,-1,0,0,422,468,0,0,94,Arsenal,Leicester,Wolverhampton,Sheffield United,Everton,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,31.6
Michail,Antonio,MID,WHU,6900000,3,20,1.25,1.81159420289855E-07,2.89855072463768E-06,0,65236,0,6,0,0,0,1,0,2.9,296,-1,0,20,1,0.4,0,2.8,0,0,2,0,1,0.7,10822,0,-1,0,0,425,1083,0,0,44,Southampton,Crystal Palace,Leicester,Bournemouth,Sheffield United,0.7,0,0.6,0.6,0.8,0.9,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.6,45.3
Stuart,Armstrong,MID,SOU,5200000,1,16,1,1.92307692307692E-07,3.07692307692308E-06,0,8635,1,9,0,0,0,0,0,3.1,26,-3,0,16,3,0.1,0,0.6,0,0,0,0,1,0.1,1958,0,-1,0,0,356,33,0,0,36,West Ham,Aston Villa,Chelsea,Crystal Palace,Tottenham,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,8.8
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7215,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0.1,917,0,-1,0,0,0,9,0,0,0,Southampton,Crystal Palace,Leicester,Bournemouth,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,2456,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,3872,0,-1,0,0,0,148,0,0,0,Tottenham,Norwich,Man City,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,2,30,1.875,3.47222222222222E-07,5.55555555555556E-06,0,24903,1,12,0,0,0,0,0,5.6,144,-1,0,30,1,0.3,0,1.6,0,0,2,0,3,0.1,21929,0,-1,0,0,562,102,0,0,95,Burnley,Crystal Palace,Man Utd,Everton,Leicester,1,1.4,0.9,1.5,1.1,1.1,1.1,0.9,1.3,1.1,0.9,1.6,1.3,1.7,1.3,1.1,1.2,0.9,1.3,1.2,1.1,0.9,33.4
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,2,103,6.1,5.64814814814815E-07,9.53703703703704E-06,0,1960644,2,27,0,0,0,11,0,9.5,21658,-2,0,103,2,0.6,0,6.8,18,0,2,0,3,19.3,1451569,0,-1,0,2,1530,9220,0,0,390,Man City,Everton,Bournemouth,Chelsea,Man Utd,8.3,7.1,6.9,8.8,9.1,7,6.3,7.4,6.9,7.8,9,7.8,8.3,7.2,8.1,8.8,6.9,7.5,7.1,7.4,7.1,8.6,136.8
Serge,Aurier,DEF,TOT,5100000,2,49,4.1,8.03921568627451E-07,9.6078431372549E-06,0,263244,0,14,0,0,0,0,0,9.6,5387,1,-1,49,-1,0.8,0,4,10,0,3,0,4,7.4,731977,0,-1,0,1,994,20878,1,1,250,Wolverhampton,Chelsea,Brighton,Norwich,Southampton,3.1,4.8,5,3.5,3.8,4.7,4.1,5,4.6,4.5,3.4,4.3,2.9,5.3,5.7,3.7,6,3.3,4.3,4.6,4.5,4.6,55.1
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,2801,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0.1,8647,0,-1,0,0,0,617,0,0,0,Wolverhampton,Chelsea,Brighton,Norwich,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8785,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,-1,0,0,0,12,0,0,0,West Ham,Aston Villa,Chelsea,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,0,54,3.6,7.05882352941176E-07,1.05882352941176E-05,0,767829,3,13,0,0,0,4,0,10.6,9581,1,0,54,-1,0.3,0,1.6,11,0,8,0,0,7,996387,0,-1,0,0,1212,3589,0,0,147,Brighton,Newcastle,West Ham,Southampton,Norwich,4.2,2.7,4,4.5,4.3,4.5,3.7,4.5,2.8,3.3,3.7,3.3,4.3,3.1,3.2,4.2,2.6,4.4,3.3,4.9,3.2,4.7,69.4
Cesar,Azpilicueta,DEF,CHE,5800000,2,36,2.4,4.13793103448276E-07,6.20689655172414E-06,0,385605,0,24,0,0,0,0,0,6.2,3354,-2,0,36,2,0.2,0,1.2,1,0,2,0,2,5.1,176678,0,-1,0,0,1350,1237,0,0,263,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,2,1.9,1.8,1.3,1.6,1.9,2.3,1.8,1.3,2.3,2.7,1.5,2.8,2.3,1.9,2.2,2.3,2.2,1.7,2.2,1.8,1.8,83.6
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2604,0,0,0,0,0,0,0,0,15,-1,0,0,1,0,0,0,0,0,0,0,0,0,810,0,-1,0,0,0,2,0,0,0,Everton,Watford,Newcastle,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,5,6,0.375,7.6530612244898E-08,1.22448979591837E-06,0,9730,0,1,0,0,0,0,0,1.2,78,-1,0,6,1,0.2,0,1.2,0,0,0,0,1,0.2,6803,0,-1,0,0,73,469,0,0,22,Man Utd,Arsenal,Burnley,Newcastle,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.9
Fabian,Balbuena,DEF,WHU,4300000,8,26,1.625,3.77906976744186E-07,6.04651162790698E-06,0,22727,2,17,0,0,0,1,0,6,248,-2,0,26,2,0.8,0,3.4,3,0,2,0,0,0.3,10992,0,-1,0,1,721,1351,0,0,126,Southampton,Crystal Palace,Leicester,Bournemouth,Sheffield United,1,0,1.2,0.9,1,0.9,1.6,0.8,1.1,0.9,1,0.9,0.8,0.9,1,1.1,1.3,1,0.9,1.2,0.8,1.8,29.3
George,Baldock,DEF,SHU,4800000,6,77,4.5,9.375E-07,1.60416666666667E-05,0,72777,4,16,0,0,0,2,0,16,2174,3,0,77,-3,1.1,0,5.2,6,0,6,0,3,7,528648,0,-1,0,1,1530,72193,0,0,291,Aston Villa,Brighton,Watford,Man City,Liverpool,6.3,4.9,5.2,5.1,5.4,5.8,4.1,4.5,6,4.7,5,5.8,5,5.9,4.4,6,4.2,4.2,4.8,4.3,6.2,5.3,66.8
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,4249,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,942,0,-1,0,0,0,16,0,0,0,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,11804,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0.2,21389,0,-1,0,0,0,306,0,0,0,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,378,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,-1,0,0,0,5,0,0,0,Man Utd,Arsenal,Burnley,Newcastle,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,6,18,1.125,2.61627906976744E-07,4.18604651162791E-06,0,10358,1,6,0,0,0,0,0,4.2,84,-2,0,18,2,0.6,0,2.4,0,0,3,0,0,0.2,7323,0,-1,0,0,450,350,0,0,85,Newcastle,Bournemouth,Everton,Man Utd,Aston Villa,1,0.6,0.6,0.7,1.1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,11.4
Ross,Barkley,MID,CHE,5600000,0,9,0.5625,1.00446428571429E-07,1.60714285714286E-06,0,450680,0,5,0,0,0,0,0,1.6,366,-4,0,9,4,0,0,0,0,0,1,0,0,1.3,71034,0,-1,0,0,335,147,0,0,38,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,34.7
Ashley,Barnes,FWD,BUR,6200000,2,56,3.7,5.96774193548387E-07,9.03225806451613E-06,0,1103100,3,17,0,0,0,6,0,9,3439,-3,1,56,3,0.4,0,2.2,6,0,7,0,0,3.2,1119303,0,-1,0,1,1148,684,-1,0,161,Newcastle,Bournemouth,Everton,Man Utd,Aston Villa,3.9,3.2,3.3,5.1,4.8,3.6,3.7,3.5,4.8,4.6,4.2,2.7,4.9,3.7,4.5,3.3,3,3.3,3.2,4,4.4,4.5,72.6
Harvey,Barnes,MID,LEI,5900000,1,53,3.3,5.59322033898305E-07,8.98305084745763E-06,0,87820,0,5,0,0,0,1,0,9,3560,-1,0,53,1,0.3,0,2,3,0,5,0,5,0.9,127398,0,-1,0,1,944,438,0,0,151,Norwich,Man City,Liverpool,West Ham,Newcastle,3.2,1.8,2.2,2.4,2.7,3.1,2.7,3,2.8,2.9,2,2.4,3.1,3.3,3.6,2.4,3.3,2.8,2.9,3.9,1.8,3.5,82.8
Chris,Basham,DEF,SHU,4500000,7,53,3.3125,7.36111111111111E-07,1.17777777777778E-05,0,15979,3,16,0,0,0,0,0,11.8,345,0,0,53,0,0.5,0,2.4,2,0,6,0,0,0.6,40159,0,-1,0,0,1470,2666,0,0,272,Aston Villa,Brighton,Watford,Man City,Liverpool,4.5,3.1,3.3,3.3,3.4,3.8,2.5,2.8,4,2.9,3.2,4.1,3.2,4,2.7,3.9,2.6,2.6,3,2.7,4.1,3.4,40.8
Michy,Batshuayi,FWD,CHE,6600000,1,22,1.375,2.08333333333333E-07,3.33333333333333E-06,0,119117,0,4,0,0,0,1,0,3.3,922,-4,0,22,4,0.1,0,0.8,1,0,0,0,2,0.5,87932,0,-1,0,0,108,268,0,0,54,Bournemouth,Tottenham,Southampton,Arsenal,Brighton,0.9,0.7,1.1,0.8,0.7,1,0.7,1.1,0.7,1.2,1.1,0.7,1.1,0.7,0.9,0.7,1,0.7,0.7,1.3,0.7,0.8,24.4
Jan,Bednarek,DEF,SOU,4400000,2,28,1.6,3.63636363636364E-07,6.36363636363636E-06,0,58792,1,36,0,0,0,0,0,6.4,402,-1,0,28,1,0.4,0,1.6,1,0,2,0,0,0.7,51563,0,-1,0,0,1527,140,0,0,247,West Ham,Aston Villa,Chelsea,Crystal Palace,Tottenham,1.2,1.4,0.9,1.3,1.3,0.8,0.8,1.4,1.1,0.8,1.6,1.3,1.4,1,0.8,1.2,0.8,1.2,0.8,1,0.9,0.8,38.6
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,146769,0,0,0,0,0,0,0,0,309,-3,0,0,3,0,0,0,0,0,0,0,0,0.9,11774,0,-1,0,0,0,20,0,0,0,Chelsea,Burnley,Arsenal,Brighton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.0625,1.15740740740741E-08,1.85185185185185E-07,0,32990,2,6,0,0,0,0,0,0.2,919,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,34601,0,-1,0,0,262,26,0,0,26,Man City,Everton,Bournemouth,Chelsea,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9
Ryan,Bennett,DEF,WOL,4900000,0,18,1.125,2.29591836734694E-07,3.6734693877551E-06,0,38264,2,6,0,0,0,0,0,3.7,195,-1,0,18,1,0,0,0.2,0,0,2,0,0,0.3,14790,0,-1,0,0,459,120,0,0,90,Tottenham,Norwich,Man City,Liverpool,Watford,0.8,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.9,0.6,0.9,0.6,14
Christian,Benteke,FWD,CRY,5700000,0,14,1.1,1.92982456140351E-07,2.45614035087719E-06,0,70616,1,5,0,0,0,0,0,2.5,258,-3,0,14,3,0.1,0,0.6,0,0,1,0,0,0.6,29596,0,-1,0,0,306,163,0,0,47,Brighton,Newcastle,West Ham,Southampton,Norwich,0.7,0.6,0.6,0.7,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.7,0.6,0.9,0.6,0.8,26.2
,Bernard,MID,EVE,6400000,3,36,2.25,3.515625E-07,5.625E-06,0,202014,2,6,0,0,0,2,0,5.6,217,-1,0,36,1,0.2,0,1.6,5,0,4,0,1,0.6,183025,0,-1,0,2,576,309,0,0,108,Man Utd,Arsenal,Burnley,Newcastle,Man City,1.1,2.1,2.1,1.4,1.1,2.1,1.2,2.1,1.7,1.9,1.4,2.1,1.1,1.2,1.2,1.5,1.1,1.8,1.4,1.8,2.1,2.1,40.7
,Bernardo,DEF,BHA,4300000,0,2,0.125,2.90697674418605E-08,4.65116279069767E-07,0,8245,0,3,0,0,0,0,0,0.5,25,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,1765,0,-1,0,0,67,33,0,0,14,Crystal Palace,Sheffield United,Tottenham,Bournemouth,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.9
,Bernardo Silva,MID,MCI,7900000,1,66,4.125,5.22151898734177E-07,8.35443037974684E-06,0,1769102,4,16,0,0,0,5,0,8.4,13297,-1,0,66,1,0.3,0,2,5,0,3,0,4,9.9,765400,0,-1,0,2,933,4659,0,0,288,Arsenal,Leicester,Wolverhampton,Sheffield United,Everton,4.2,3.5,4.4,5.1,4.5,3.2,4.3,5.6,3,3.9,3.2,4.7,3.5,4.7,3.3,2.9,4.8,4.7,4.3,4.7,4.9,4.2,128
