FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Trent,Alexander-Arnold,DEF,LIV,7800000,0,166,5.7,7.30769230769231E-07,2.12820512820513E-05,0,1298057,4,21,0,0,0,2,0,21.3,920,8,0,166,-8,0.6,0,5,18,0,11,0,14,44.6,2768414,0,-1,0,6,2549,980,0,0,727,Man City,Aston Villa,Brighton,Burnley,Arsenal,6.5,8.4,7.1,6.8,5.6,7.4,7.1,234.5
,Alisson,GLK,LIV,6200000,0,89,4.5,7.25806451612903E-07,1.43548387096774E-05,0,1984416,0,12,0,45,0,0,0,14.4,1218,2,0,89,-2,0.3,0,2,6,0,10,0,1,9.3,732739,0,-1,0,1,1733,144,0,1,408,Man City,Aston Villa,Brighton,Burnley,Arsenal,0,6.6,5.1,4.8,3.9,5.4,5.6,38.8
Thomas,Allan,MID,NEW,4500000,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,-1,0,0,0,1,0,0,0,Bournemouth,West Ham,Watford,Tottenham,Brighton,0,0,0,0,0,0,0,0
Bamidele,Alli,MID,TOT,8300000,0,114,5.2,6.26506024096386E-07,1.37349397590361E-05,0,1454706,2,24,0,0,0,8,0,13.7,611,-2,0,114,2,0.5,0,4.5,12,0,4,0,6,4.8,1700685,0,-1,0,2,1758,988,0,0,340,Sheffield United,Everton,Bournemouth,Arsenal,Newcastle,6.5,7,5.7,6.8,5.6,5.5,5.4,145.5
Miguel,Almiron,MID,NEW,5800000,0,79,2.8,4.82758620689655E-07,1.36206896551724E-05,0,100961,5,37,0,0,0,2,0,13.6,103,-2,0,79,2,0.4,0,2.2,5,0,10,0,1,0.8,95763,0,-1,0,1,2370,61,0,0,236,Bournemouth,West Ham,Watford,Tottenham,Brighton,2.1,2.6,0,2,2.3,2,1.9,116.1
Marcos,Alonso,DEF,CHE,6100000,0,77,2.6551724137931,4.35274166195591E-07,1.26229508196721E-05,0,485426,3,7,0,0,0,4,0,12.6,211,-4,0,77,4,1.2,0,7.5,8,0,5,0,3,4.1,426289,0,-1,0,3,858,3014,0,0,264,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,2.8,2.6,2.3,2.1,3,2.4,2.1,76.5
Steven,Alzate,MID,BHA,4500000,0,33,1.13793103448276,2.52873563218391E-07,7.33333333333333E-06,0,12939,1,18,0,0,0,0,0,7.3,13,0,0,33,0,0.1,0,0.3,0,0,3,0,0,0.1,18981,0,-1,0,0,1181,3,0,0,183,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0.6,0.6,0.6,0.6,0.7,0.6,62.3
Ibrahim,Amadou,MID,NOR,4500000,0,18,1.6,3.55555555555556E-07,4E-06,0,11425,1,20,0,0,0,0,0,4,2,0,0,18,0,0,0,0,0,0,1,0,0,0.1,11548,0,-1,0,0,756,0,0,0,122,Arsenal,Brighton,Watford,West Ham,Chelsea,0,0,0,0,0,0,0,22.7
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,37196,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,27563,0,-1,0,0,0,4,0,0,0,Everton,Crystal Palace,Arsenal,Bournemouth,Sheffield United,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4400000,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,1068,0,-1,0,0,0,3,0,0,0,Sheffield United,Everton,Bournemouth,Arsenal,Newcastle,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2588,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1687,0,-1,0,0,0,4,0,0,0,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,0,0,0,0,0,0,0,0
Joseph,Anang,GLK,WHU,4000000,0,0,0,0,0,0,5481,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,13447,0,-1,0,0,0,7,0,0,0,Chelsea,Newcastle,Burnley,Norwich,Watford,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4700000,0,5,1.7,3.61702127659574E-07,1.06382978723404E-06,0,196717,0,2,0,0,0,1,0,1.1,5,-3,0,5,3,0,0,0,1,0,0,0,0,0.3,159826,0,-1,0,0,71,3,0,1,20,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5200000,0,16,0.551724137931034,1.06100795755968E-07,3.07692307692308E-06,0,70187,5,13,0,0,0,0,0,3.1,7,-3,0,16,3,0.2,0,1,0,0,2,0,0,0.3,14496,0,-1,0,0,786,17,0,0,93,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.5
,Angelino,DEF,MCI,4700000,0,11,1.8,3.82978723404255E-07,2.34042553191489E-06,0,29524,1,7,0,0,0,0,0,2.3,7,-3,0,11,3,0,0,0,1,0,0,0,1,0.2,18852,0,-1,0,0,422,4,0,0,94,Liverpool,Southampton,Brighton,Bournemouth,Watford,0,0,0,0,0,0,0,31.6
Faustino,Anjorin,MID,CHE,4500000,0,1,0.0344827586206897,7.66283524904214E-09,2.22222222222222E-07,0,5,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0.2,0,1,0,0,0,0,0,0,30,0,-1,0,0,19,2,0,0,1,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,0,0,0,0,0,0,0,1
Michail,Antonio,MID,WHU,6900000,0,45,1.55172413793103,2.24887556221889E-07,6.52173913043478E-06,0,84725,1,19,0,0,0,2,0,6.5,50,-1,0,45,1,0.6,0,4,1,0,2,0,3,0.8,39602,0,-1,0,1,1028,124,0,0,106,Chelsea,Newcastle,Burnley,Norwich,Watford,0.8,0.8,1.2,0.8,1.2,0.8,1.1,98.4
Stuart,Armstrong,MID,SOU,5200000,0,58,2,3.84615384615385E-07,1.11538461538462E-05,0,29435,3,18,0,0,0,3,0,11.2,118,-3,0,58,3,0.6,0,3.2,6,0,4,0,1,0.3,37267,0,-1,0,0,1134,22,0,0,169,Watford,Man City,Everton,Man Utd,Brighton,1.4,1,1.3,1.1,1.4,1.5,1.8,64.9
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7721,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1348,0,-1,0,0,0,8,0,0,0,Chelsea,Newcastle,Burnley,Norwich,Watford,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,5901,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6515,0,-1,0,0,0,11,0,0,0,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5300000,0,36,1.24137931034483,2.34222511385817E-07,6.79245283018868E-06,0,28378,2,14,0,0,0,0,0,6.8,2,-2,0,36,2,0,0,0,0,0,3,0,3,0.1,23387,0,-1,0,0,732,1,0,0,102,Bournemouth,West Ham,Watford,Tottenham,Brighton,0.6,0.7,0,0.6,0.6,0.6,0.6,36.3
Pierre-Emerick,Aubameyang,FWD,ARS,11100000,0,152,5.8,5.22522522522522E-07,1.36936936936937E-05,0,2967840,3,33,0,0,0,17,0,13.7,2174,1,0,152,-1,0.7,0,7.7,29,0,7,0,3,27.7,3113925,0,-1,0,3,2303,2666,0,1,601,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,8.7,6.4,7.2,7,6.8,6.7,8.5,210.9
Serge,Aurier,DEF,TOT,5000000,0,85,3.5,7E-07,1.7E-05,0,777862,1,27,0,0,0,1,0,17,798,0,0,85,0,0.5,0,2.5,11,0,5,0,6,5.7,1123133,1,-1,0,1,1909,245,0,1,460,Sheffield United,Everton,Bournemouth,Arsenal,Newcastle,3.1,4.6,3,3.4,4,3.8,3.3,116
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,8868,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,16734,0,-1,0,0,0,0,0,0,0,Sheffield United,Everton,Bournemouth,Arsenal,Newcastle,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,9127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,-1,0,0,0,2,0,0,0,Watford,Man City,Everton,Man Utd,Brighton,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,0,108,3.9,7.64705882352941E-07,2.11764705882353E-05,0,1191196,5,27,0,0,0,8,0,21.2,411,1,0,108,-1,1.2,0,6,19,0,11,0,2,8.7,1545058,0,-1,0,1,2382,1957,0,0,366,Burnley,Leicester,Chelsea,Aston Villa,Man Utd,4.5,3.4,4.5,4,5,3.6,5.1,150.7
Cesar,Azpilicueta,DEF,CHE,5800000,0,88,3.3,5.68965517241379E-07,1.51724137931034E-05,0,528851,0,38,0,0,0,2,0,15.2,207,-2,0,88,2,0.4,0,2.5,7,0,5,0,3,6,374212,0,-1,0,2,2419,441,0,0,494,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,3.9,3.6,3.2,3,4,3.3,3,151.7
Eric,Bailly,DEF,MUN,4900000,0,7,0.241379310344828,4.92610837438424E-08,1.42857142857143E-06,0,6790,0,0,0,0,0,0,0,1.4,26,-1,0,7,1,0.4,0,1.8,0,0,1,0,0,0.1,8893,0,-1,0,0,102,22,0,0,31,Brighton,Bournemouth,Aston Villa,Southampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.2
Leighton,Baines,DEF,EVE,4900000,0,11,0.379310344827586,7.74102744546094E-08,2.24489795918367E-06,0,16217,0,6,0,0,0,0,0,2.2,8,-1,0,11,1,0.2,0,1,0,0,0,0,1,0.2,13838,0,-1,0,0,332,7,0,0,75,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.7
Fabian,Balbuena,DEF,WHU,4300000,0,36,1.24137931034483,2.8869286287089E-07,8.37209302325581E-06,0,48558,2,22,0,0,0,1,0,8.4,30,-2,0,36,2,0,0,0,3,0,3,0,0,0.3,39162,0,-1,0,1,1081,0,0,0,189,Chelsea,Newcastle,Burnley,Norwich,Watford,0.8,0.8,0.7,0.6,0.8,0.6,1.4,41.5
George,Baldock,DEF,SHU,5100000,0,115,4.1,8.03921568627451E-07,2.25490196078431E-05,0,547596,6,25,0,0,0,2,0,22.5,625,6,0,115,-6,0.8,0,4,7,0,10,0,4,11.2,1310759,0,-1,0,1,2520,929,0,0,456,Tottenham,Burnley,Wolverhampton,Chelsea,Leicester,5.8,3.7,4.1,4.7,4.2,5.5,4.2,94.9
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,5094,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1298,0,-1,0,0,0,2,0,0,0,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,20843,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.2,25658,0,-1,0,0,0,1,0,0,0,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,-1,0,0,0,2,0,0,0,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,48,1.6551724137931,3.84923817161187E-07,1.11627906976744E-05,0,21526,4,14,0,0,0,0,0,11.2,12,-2,0,48,2,1.1,0,4.8,2,0,6,0,1,0.3,26518,0,-1,0,1,1260,90,0,0,230,Crystal Palace,Sheffield United,West Ham,Liverpool,Wolverhampton,1,1.1,1.3,1,1,1,1.3,40.1
Ross,Barkley,MID,CHE,5600000,0,37,1.27586206896552,2.27832512315271E-07,6.60714285714286E-06,0,463046,0,7,0,0,0,0,0,6.6,140,-4,0,37,4,1,0,5.5,3,0,4,0,4,1.8,121178,0,-1,0,1,670,955,0,0,124,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,0.6,0.8,0.6,0.9,0.8,0.6,0.7,69
Ashley,Barnes,FWD,BUR,6100000,0,61,2.10344827586207,3.44827586206897E-07,1E-05,0,1178408,4,21,0,0,0,6,0,10,42,-4,0,61,4,0,0,0,6,0,8,0,0,2.2,1128085,0,-1,0,1,1350,9,0,0,161,Crystal Palace,Sheffield United,West Ham,Liverpool,Wolverhampton,0,1.3,1.5,1.2,1.7,1.7,1.9,75.9
Harvey,Barnes,MID,LEI,6100000,0,112,4.1,6.72131147540984E-07,1.83606557377049E-05,0,224806,0,16,0,0,0,6,0,18.4,352,1,0,112,-1,1,0,6.2,8,0,7,0,8,4.3,514295,0,-1,0,2,1705,4159,0,0,336,Everton,Crystal Palace,Arsenal,Bournemouth,Sheffield United,3.8,4.6,4,4.2,5.5,3.2,4.6,164.1
Chris,Basham,DEF,SHU,4500000,0,90,3.2,7.11111111111111E-07,2E-05,0,62704,4,25,0,0,0,0,0,20,96,0,0,90,0,1,0,4.5,4,0,10,0,0,1.4,150009,0,-1,0,0,2432,573,0,0,457,Tottenham,Burnley,Wolverhampton,Chelsea,Leicester,4.3,2.5,2.8,3.3,2.9,3.9,2.9,73.7
,Baston,FWD,AVL,5500000,0,2,0.0714285714285714,1.2987012987013E-08,3.63636363636364E-07,0,195,0,2,0,0,0,0,0,0.4,5,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0,418,0,-1,0,0,16,7,0,0,5,Wolverhampton,Liverpool,Man Utd,Crystal Palace,Everton,0,0,0,0,0,0,0,0.4
Michy,Batshuayi,FWD,CHE,6600000,0,28,0.96551724137931,1.46290491118077E-07,4.24242424242424E-06,0,132753,0,8,0,0,0,1,0,4.2,28,-4,0,28,4,0.1,0,0.8,1,0,0,0,2,0.5,96215,0,-1,0,0,224,17,0,0,59,West Ham,Watford,Crystal Palace,Sheffield United,Norwich,0.5,0.6,0.5,0.5,0.7,0.5,0.5,28.3
Jan,Bednarek,DEF,SOU,4400000,0,62,2.3,5.22727272727273E-07,1.40909090909091E-05,0,85124,3,50,0,0,0,1,0,14.1,52,-1,0,62,1,0.5,0,2.2,3,0,5,0,0,0.8,87112,0,-1,0,0,2427,13,0,0,410,Watford,Man City,Everton,Man Utd,Brighton,1.7,1.6,2,1.8,1.9,1.8,1.6,65.4
Asmir,Begovic,GLK,BOU,4200000,0,0,0,0,0,0,155690,0,0,0,0,0,0,0,0,7,-3,0,0,3,0,0,0,0,0,0,0,0,0.7,12447,0,-1,0,0,0,1,0,0,0,Newcastle,Man Utd,Tottenham,Leicester,Man City,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,25,0.892857142857143,1.65343915343915E-07,4.62962962962963E-06,0,72468,2,10,0,0,0,1,0,4.6,404,-1,0,25,1,0.5,0,2.7,3,0,2,0,0,1.2,140763,0,-1,0,0,623,79,0,0,116,Norwich,Wolverhampton,Leicester,Tottenham,Liverpool,0.6,0.4,0.4,0.5,0.4,0.5,0.5,19.5
Filip,Benkovic,DEF,LEI,3900000,0,0,0,0,0,0,1201,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,2341,0,-1,0,0,0,13,0,0,0,Everton,Crystal Palace,Arsenal,Bournemouth,Sheffield United,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,LEI,4800000,0,21,0.724137931034483,1.50862068965517E-07,4.375E-06,0,44363,2,9,0,0,0,0,0,4.4,6,-2,0,21,2,0,0,0,0,0,2,0,0,0.3,17614,0,-1,0,0,603,3,0,0,110,Everton,Crystal Palace,Arsenal,Bournemouth,Sheffield United,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.3
Nabil,Bentaleb,MID,NEW,4900000,0,5,0.172413793103448,3.51864883884588E-08,1.02040816326531E-06,0,2028,2,5,0,0,0,0,0,1,10,-1,0,5,1,0.2,0,0.8,0,0,1,0,0,0,3472,0,-1,0,0,270,5,0,0,36,Bournemouth,West Ham,Watford,Tottenham,Brighton,0.1,0.1,0,0.1,0.1,0.1,0.1,10.1
Christian,Benteke,FWD,CRY,5700000,0,33,1.6,2.80701754385965E-07,5.78947368421053E-06,0,80760,4,11,0,0,0,1,0,5.8,40,-3,0,33,3,0.4,0,2.3,1,0,4,0,1,0.6,39675,0,-1,0,0,916,27,0,0,106,Burnley,Leicester,Chelsea,Aston Villa,Man Utd,1.2,0.8,1.2,1,1.3,0.8,1.4,85.7
Sander,Berge,MID,SHU,4900000,0,8,0.285714285714286,5.83090379008746E-08,1.63265306122449E-06,0,5461,0,2,0,0,0,0,0,1.6,30,-1,0,8,1,0.3,0,1.5,0,0,1,0,0,0.1,11795,0,-1,0,0,208,5,0,0,25,Tottenham,Burnley,Wolverhampton,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Steven,Bergwijn,MID,TOT,7400000,0,22,0.758620689655172,1.02516309412861E-07,2.97297297297297E-06,0,139304,1,8,0,0,0,2,0,3,2405,-1,0,22,1,0.4,0,3,2,0,1,0,0,1.4,238820,0,-1,0,0,416,23,0,0,74,Sheffield United,Everton,Bournemouth,Arsenal,Newcastle,0,0,0,0,0,0.4,0.4,30.8
,Bernard,MID,EVE,6400000,0,60,2.06896551724138,3.23275862068966E-07,9.375E-06,0,217659,2,10,0,0,0,3,0,9.4,62,-1,0,60,1,0.2,0,1,6,0,7,0,2,0.7,200432,0,-1,0,2,1016,2,0,0,197,Leicester,Tottenham,Southampton,Wolverhampton,Aston Villa,0,1,1.6,1.3,1.8,1.7,2,77.4
,Bernardo,DEF,BHA,4300000,0,18,0.620689655172414,1.44346431435445E-07,4.18604651162791E-06,0,12597,1,12,0,0,0,0,0,4.2,14,-2,0,18,2,0.1,0,0.3,3,0,1,0,0,0.1,7618,0,-1,0,0,541,0,0,0,102,Man Utd,Norwich,Liverpool,Man City,Southampton,0.3,0.3,0.3,0.3,0.3,0.4,0.3,26.4
,Bernardo Silva,MID,MCI,7800000,0,86,3.07142857142857,3.93772893772894E-07,1.1025641025641E-05,0,2035079,5,22,0,0,0,5,0,11,538,-2,0,86,2,0.4,0,3.3,5,0,6,0,5,8.7,952048,0,-1,0,2,1492,249,0,0,394,Liverpool,Southampton,Brighton,Bournemouth,Watford,2.1,3,0,2.6,3.3,2.6,3.1,174.4
Ryan,Bertrand,DEF,SOU,4800000,0,49,2,4.16666666666667E-07,1.02083333333333E-05,0,79894,3,45,0,0,0,1,0,10.2,102,-2,0,49,2,0.5,0,2.5,0,0,4,0,1,0.8,63049,0,-1,0,0,2022,14,0,1,302,Watford,Man City,Everton,Man Utd,Brighton,1.4,1.3,1.6,1.4,1.5,1.4,1.3,94.8
Muhamed,Besic,MID,SHU,4400000,0,9,0.321428571428571,7.30519480519481E-08,2.04545454545455E-06,0,17576,2,2,0,0,0,0,0,2,6,-1,0,9,1,0,0,0,0,0,0,0,0,0.1,9928,0,-1,0,0,243,3,0,0,40,Tottenham,Burnley,Wolverhampton,Chelsea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Philip,Billing,MID,BOU,5000000,0,60,2.2,4.4E-07,1.2E-05,0,25799,7,36,0,0,0,1,0,12,51,0,0,60,0,0.4,0,2,5,0,5,0,1,0.2,27139,0,-1,0,1,2162,2,0,0,314,Newcastle,Man Utd,Tottenham,Leicester,Man City,0,1.1,1.5,1.4,1.1,1.7,1.3,100
Yves,Bissouma,MID,BHA,5000000,0,19,0.655172413793103,1.31034482758621E-07,3.8E-06,0,1352,2,7,0,0,0,0,0,3.8,1,0,0,19,0,0.4,0,2,0,0,2,0,0,0,1306,0,-1,0,0,663,3,0,0,101,Man Utd,Norwich,Liverpool,Man City,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.5
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,7756,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,-1,0,0,0,1,0,0,0,Wolverhampton,Liverpool,Man Utd,Crystal Palace,Everton,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4800000,0,60,2.06896551724138,4.31034482758621E-07,1.25E-05,0,682816,1,9,0,0,0,0,0,12.5,165,-2,0,60,2,1,0,5,9,0,7,0,1,3.3,461869,0,-1,0,0,1170,424,0,1,275,Aston Villa,Arsenal,Sheffield United,Everton,Burnley,2,1.4,1.4,2.1,1.2,1.8,1.5,39
Gaetan,Bong,DEF,BHA,4200000,0,3,0.8,1.9047619047619E-07,7.14285714285714E-07,0,8294,0,3,0,0,0,0,0,0.7,2,-3,0,3,3,0,0,0,0,0,0,0,0,0.1,2362,0,-1,0,0,57,1,0,0,15,Man Utd,Norwich,Liverpool,Man City,Southampton,0,0,0,0,0,0,0,5
Artur,Boruc,GLK,BOU,4300000,0,0,0,0,0,0,20938,0,0,0,0,0,0,0,0,5,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,7734,0,-1,0,0,0,4,0,0,0,Newcastle,Man Utd,Tottenham,Leicester,Man City,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,33,1.13793103448276,2.06896551724138E-07,6E-06,0,17830,2,17,0,0,0,0,0,6,5,0,0,33,0,0.2,0,1,0,0,1,0,3,0.1,15835,0,-1,0,0,752,1,0,0,93,Watford,Man City,Everton,Man Utd,Brighton,0.6,0.6,0.6,0.6,0.6,0.6,0.7,60.5
