FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,0,23,2.3,4.25925925925926E-07,4.25925925925926E-06,0,337606,0,15,0,0,0,0,0,4.3,3678,-1,0,23,1,0.2,0,1,1,0,1,0,1,5.9,213065,0,-1,0,1,900,1869,0,0,169,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,1.7,1.8,1.6,1.6,1.3,2,1.3,1.9,2,1.2,1.9,2,1.6,2.4,1.6,1.6,1.2,1.8,1.2,2.6,2.4,1.6,3.1,1.2,2,1.9,2.2,1.5,38.3
Trent,Alexander-Arnold,DEF,LIV,7200000,7,50,4.5,6.25E-07,6.94444444444444E-06,0,670515,3,9,0,0,0,1,0,6.9,7048,2,0,50,-2,0.4,0,3.2,5,0,2,0,4,29.1,1023379,0,-1,0,1,990,11588,0,0,257,Aston Villa,Man City,Crystal Palace,Brighton,Everton,5.4,4,5.1,4.8,6.7,3.9,5.7,0,4.4,4.4,4.4,5.2,5.9,4.7,4.4,4.4,5.6,5.2,4,5.5,6,4.6,6.5,4.3,4.8,4.1,4.6,5.7,108.9
,Alisson,GLK,LIV,5900000,2,8,0.8,1.35593220338983E-07,1.35593220338983E-06,0,1498383,0,3,0,7,0,0,0,1.4,3866,-1,0,8,1,0.3,0,1.8,0,0,0,0,0,7.3,159561,0,-1,0,0,308,4374,0,0,49,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,5.3
Bamidele,Alli,MID,TOT,8400000,0,10,1,1.19047619047619E-07,1.19047619047619E-06,0,36979,1,4,0,0,0,1,0,1.2,317,-1,0,10,1,0.3,0,2.2,1,0,0,0,0,0.5,18782,0,-1,0,0,210,510,0,0,31,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0.5,0.7,0.5,0.6,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,14.3
Miguel,Almiron,MID,NEW,5800000,2,24,2.2,3.79310344827586E-07,4.13793103448276E-06,0,49114,2,14,0,0,0,0,0,4.1,224,-2,0,24,2,0.4,0,2.2,0,0,4,0,0,0.4,21392,0,-1,0,0,909,238,0,0,63,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,1.1,2.1,1.1,1.1,2.1,1.5,1.2,2,1.1,2.2,1.5,1.6,1.4,1.1,2,1.2,1.1,2.1,1.7,2.3,1.7,1.6,1.6,1.1,1.5,1.8,1.3,1.2,38.8
Marcos,Alonso,DEF,CHE,6300000,0,36,5.1,8.09523809523809E-07,5.71428571428571E-06,0,238222,3,4,0,0,0,1,0,5.7,11362,-2,0,36,2,1,0,6.2,3,0,3,0,2,4.6,213286,0,-1,0,1,498,3615,0,0,147,Watford,Crystal Palace,Man City,West Ham,Aston Villa,5.8,7.4,5.1,7,7.6,5.8,5.2,5.8,5.6,4.5,4.8,6.1,6.1,6.1,4.9,7.3,7.5,4.3,7.6,5.9,5.2,6,7.1,5.7,5.8,6.9,5.7,5.7,37.8
Steven,Alzate,MID,BHA,4500000,3,13,1.3,2.88888888888889E-07,2.88888888888889E-06,0,1626,1,5,0,0,0,0,0,2.9,53,0,0,13,0,0.5,0,2.2,0,0,3,0,0,0.1,4549,0,-1,0,0,456,262,0,0,57,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0.8,0.6,0.6,0.6,0.6,0.8,0.6,1,0.6,0.9,0.6,0.6,0.7,0.7,0.6,1,0.9,0.8,0.7,0.8,0.6,0.8,0.6,0.6,0.6,0.8,0.9,0.6,22.4
Ibrahim,Amadou,MID,NOR,4500000,0,13,1.3,2.88888888888889E-07,2.88888888888889E-06,0,6235,1,15,0,0,0,0,0,2.9,123,0,0,13,0,0.4,0,1.8,0,0,1,0,0,0.1,9010,0,-1,0,0,594,33,0,0,94,Brighton,Watford,Everton,Arsenal,Southampton,0.6,1,0.6,0.9,0.7,1,0.6,0.9,0.6,0.8,0.9,0.6,1,0.6,0.6,0.6,0.6,0.6,0.8,0.6,1,0.6,0.9,0.6,0.7,0.6,0.9,0.6,15.2
Daniel,Amartey,MID,LEI,4400000,0,0,0,0,0,0,16071,0,0,0,0,0,0,0,0,165,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,9701,0,-1,0,0,0,77,0,0,0,Crystal Palace,Arsenal,Brighton,Everton,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,-1,0,0,0,3,0,0,0,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0,802,0,-1,0,0,0,5,0,0,0,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,189067,0,2,0,0,0,1,0,1,253,-2,0,5,2,0,0,0,1,0,0,0,0,0.5,159240,0,-1,0,0,71,12,0,1,20,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,0,11,1.6,3.0188679245283E-07,2.07547169811321E-06,0,60941,3,7,0,0,0,0,0,2.1,128,-2,0,11,2,0.2,0,1.2,0,0,2,0,0,0.4,12228,0,-1,0,0,501,107,0,0,63,Tottenham,Southampton,Norwich,Leicester,Liverpool,1.2,0.9,1.3,0.8,0.8,0.9,0.8,1.3,1.3,0.8,0.8,1.3,0.8,1.4,0.8,1.3,0.8,1.3,0.8,0.8,0.8,0.9,0.8,0.9,0.8,1.1,1.1,1.4,13.5
,Angelino,DEF,MCI,4700000,6,7,0.7,1.48936170212766E-07,1.48936170212766E-06,0,12590,1,1,0,0,0,0,0,1.5,56,-3,0,7,3,0.4,0,1.8,1,0,0,0,1,0.1,3427,0,-1,0,0,152,377,0,0,46,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.6
Michail,Antonio,MID,WHU,6900000,0,6,0.6,8.69565217391304E-08,8.69565217391304E-07,0,61953,0,2,0,0,0,0,0,0.9,94,-1,0,6,1,0,0,0,0,0,0,0,1,0.7,5345,0,-1,0,0,125,10,0,0,10,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0.3,0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Stuart,Armstrong,MID,SOU,5200000,5,11,1.1,2.11538461538462E-07,2.11538461538462E-06,0,7098,1,6,0,0,0,0,0,2.1,35,-3,0,11,3,0.3,0,1.5,0,0,0,0,1,0.1,1339,0,-1,0,0,175,45,0,0,29,Man City,Everton,Arsenal,Watford,Norwich,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,6.8
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,6867,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.1,706,0,-1,0,0,0,8,0,0,0,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,-1,0,0,0,129,0,0,0,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,1,21,2.3,4.25925925925926E-07,3.88888888888889E-06,0,20872,1,10,0,0,0,0,0,3.9,204,-1,0,21,1,0.2,0,1,0,0,2,0,2,0.2,20275,0,-1,0,0,452,65,0,0,72,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,1.2,2.3,1.2,1.2,2.2,1.6,1.3,2.1,1.2,2.3,1.6,1.7,1.5,1.2,2.1,1.3,1.2,2.2,1.9,2.4,1.9,1.7,1.7,1.2,1.6,1.9,1.4,1.3,27.4
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,8,67,6.1,5.54545454545454E-07,6.09090909090909E-06,0,1151064,2,15,0,0,0,8,0,6.1,12788,0,1,67,0,0.3,0,3.5,12,0,2,0,1,26.6,1155088,0,-1,0,1,990,9224,-1,0,254,Wolverhampton,Leicester,Southampton,Norwich,Brighton,7.5,5.5,7.9,6.7,8.3,6.7,7.9,6.5,6.4,8.9,9.1,6.4,6,7.2,6.8,8.1,9.1,7.1,8.5,6.2,8.5,9.1,6.5,8.1,6.8,7.6,6.4,9,91.3
Serge,Aurier,DEF,TOT,4800000,0,16,1.6,3.33333333333333E-07,3.33333333333333E-06,0,199085,0,6,0,0,0,0,0,3.3,1602,-2,0,16,2,0.2,0,0.8,2,0,1,0,2,1.6,270172,0,-1,0,1,383,1619,0,1,72,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,1,1,0.9,0.9,0.8,1.1,0.8,1.1,1.1,0.8,1.1,1.1,0.8,1.4,0.9,0.9,0.8,1,0.8,1.5,1.4,0.8,1.9,0.8,1.1,1,1.2,0.8,22.3
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,0,-1,0,0,0,186,0,0,0,Everton,Sheffield United,West Ham,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8461,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.1,369,0,-1,0,0,0,2,0,0,0,Man City,Everton,Arsenal,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,2,44,4.4,8.62745098039216E-07,8.62745098039216E-06,0,488865,3,10,0,0,0,4,0,8.6,6922,1,0,44,-1,1,0,5.2,11,0,5,0,0,8.6,827178,0,-1,0,0,786,8525,0,0,134,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,5.2,4.4,4.9,4.1,5.1,4.5,5.3,3.3,5.5,6,4.8,5.9,4.3,5.7,3.6,3.9,5.2,3.6,6.2,3.8,4,6.1,3.2,5.9,3.8,6.4,3.9,6.6,56.1
Cesar,Azpilicueta,DEF,CHE,5900000,2,30,2.7,4.57627118644068E-07,5.08474576271186E-06,0,277353,0,17,0,0,0,0,0,5.1,3144,-1,0,30,1,0.5,0,2.8,1,0,2,0,2,6.2,145230,0,-1,0,0,990,1688,0,0,192,Watford,Crystal Palace,Man City,West Ham,Aston Villa,2.2,3.1,1.9,2.9,3.5,2.5,1.9,2.2,2.1,1.6,1.7,2.4,2.7,2.4,1.8,3.1,3.2,1.5,3.7,2.3,1.9,2.3,2.9,2.2,2.2,2.9,2.2,2.1,50.5
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2403,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,719,0,-1,0,0,0,6,0,0,0,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,7752,0,0,0,0,0,0,0,0,79,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5081,0,-1,0,0,0,102,0,0,0,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4300000,7,8,0.8,1.86046511627907E-07,1.86046511627907E-06,0,19146,2,9,0,0,0,1,0,1.9,87,-2,0,8,2,0.5,0,2,0,0,0,0,0,0.3,4763,0,-1,0,0,271,160,0,0,40,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,15.2
George,Baldock,DEF,SHU,4500000,6,43,3.9,8.66666666666667E-07,9.55555555555555E-06,0,27784,3,8,0,0,0,0,0,9.6,733,0,0,43,0,1.1,0,4.8,3,0,5,0,1,1,77636,0,-1,0,0,990,2186,0,0,171,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,3.7,4.4,4.7,3.9,5.3,3.7,5.2,3.6,4.5,3.8,4.3,4.4,3.4,3,4.3,3,3.7,4.6,4.4,5,3.9,4.8,3.3,3.3,3.5,3.7,5.5,5,35.1
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,3781,0,0,0,0,0,0,0,0,21,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,720,0,-1,0,0,0,1,0,0,0,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,6560,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15543,0,-1,0,0,0,207,0,0,0,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,-1,0,0,0,27,0,0,0,Tottenham,Southampton,Norwich,Leicester,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,0,0,0,0,0,6693,0,0,0,0,0,0,0,0,70,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1813,0,-1,0,0,0,5,0,0,0,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5600000,0,9,0.9,1.60714285714286E-07,1.60714285714286E-06,0,434549,0,5,0,0,0,0,0,1.6,1143,-4,0,9,4,0,0,0.2,0,0,1,0,0,1.5,70251,0,-1,0,0,335,29,0,0,38,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,34.7
Ashley,Barnes,FWD,BUR,6300000,1,37,3.7,5.87301587301587E-07,5.87301587301587E-06,0,939444,3,14,0,0,0,4,0,5.9,5683,-2,0,37,2,0.2,0,1.2,4,0,4,0,0,4,1008750,0,-1,0,1,796,1120,0,0,98,Sheffield United,West Ham,Watford,Crystal Palace,Man City,2.4,4.4,3.5,4.6,3.9,3.7,4,2.9,3,5.1,4.9,3.4,4,3.1,4.6,4.7,4,2.5,5.4,3.3,4.9,2.9,2.8,3.1,3,3.7,4,4.2,49.5
Harvey,Barnes,MID,LEI,5900000,3,40,4,6.77966101694915E-07,6.77966101694915E-06,0,21006,0,4,0,0,0,1,0,6.8,846,-1,0,40,1,1,0,6,3,0,2,0,5,0.9,64281,0,-1,0,1,563,3335,0,0,132,Crystal Palace,Arsenal,Brighton,Everton,Watford,3,4.8,3.4,5.2,5.2,2.4,4.8,2.2,3.3,2.8,3.5,3.9,3.2,4.1,3.7,4,2.7,2.8,4.4,3.8,4.8,2.9,4.8,3.2,4,5.3,2.7,4.8,52.6
Chris,Basham,DEF,SHU,4500000,5,40,4,8.88888888888889E-07,8.88888888888889E-06,0,7142,1,8,0,0,0,0,0,8.9,165,0,0,40,0,1.1,0,5,1,0,5,0,0,0.3,11693,0,-1,0,0,954,473,0,0,171,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,3.8,4.5,4.8,4.1,5.4,3.9,5.4,3.8,4.6,4,4.5,4.6,3.6,3.1,4.5,3.1,3.8,4.7,4.5,5.2,4.1,5,3.4,3.5,3.7,3.9,5.7,5.2,25.1
Michy,Batshuayi,FWD,CHE,6600000,1,14,1.4,2.12121212121212E-07,2.12121212121212E-06,0,47971,0,2,0,0,0,1,0,2.1,531,-4,0,14,4,0.3,0,1.8,1,0,0,0,1,0.5,15912,0,-1,0,0,47,516,0,0,37,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0.8,1,0.7,0.9,1.1,0.7,0.8,0.8,1,0.7,0.7,1.1,0.7,1,0.7,1.2,1.3,0.7,1.2,0.7,0.8,0.7,1.1,0.7,0.7,1.5,0.7,0.7,16.1
Jan,Bednarek,DEF,SOU,4500000,1,19,1.7,3.77777777777778E-07,4.22222222222222E-06,0,46062,1,27,0,0,0,0,0,4.2,697,0,0,19,0,0,0,0.2,1,0,2,0,0,0.8,45285,0,-1,0,0,987,87,0,0,163,Man City,Everton,Arsenal,Watford,Norwich,1.1,1.6,1,1.1,1,1.6,1.1,1.4,1,1.2,1.2,1.1,0.8,1.3,1.3,0.8,1.4,1.4,1.4,1.1,0.8,1.3,0.8,1.5,1.2,0.8,0.9,0.8,24.8
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,134887,0,0,0,0,0,0,0,0,496,-2,0,0,2,0,0,0,0,0,0,0,0,1,11553,0,-1,0,0,0,12,0,0,0,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,15461,0,0,0,0,0,0,0,0,935,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,24697,0,-1,0,0,0,474,0,0,0,Wolverhampton,Leicester,Southampton,Norwich,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4900000,0,16,1.6,3.26530612244898E-07,3.26530612244898E-06,0,32943,2,5,0,0,0,0,0,3.3,742,-1,0,16,1,0.4,0,1.8,0,0,2,0,0,0.4,13077,0,-1,0,0,454,5,0,0,84,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,0,0,0,0,0.8,1.4,0.8,0.8,1,1,1.6,1.3,0.9,0.9,1.1,1.2,1,0.9,1.1,0.8,1.1,0.9,1,1.7,0.8,1.3,0.8,14
