FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,1529,0,0,0,0,0,0,0,0,99,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,269,0,-1,0,0,0,26,-1,0,0,Southampton,Man City,Burnley,Newcastle,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4500000,0,0,0,0,0,0,2602,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0.2,585,0,-1,0,0,0,59,0,0,0,Wolverhampton,Liverpool,Brighton,Norwich,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5900000,2,3,1.5,2.54237288135593E-07,5.08474576271186E-07,0,245186,0,3,0,0,0,0,0,0.5,20617,-1,0,3,1,0.2,0,1,0,0,0,0,0,4.2,48135,0,-1,0,0,147,1845,0,0,18,Norwich,Sheffield United,Wolverhampton,Liverpool,Brighton,0.8,2,0.8,0.8,0.8,0.8,1.1,0.8,0.8,1.5,0.8,0.8,0.8,0.8,1.1,0.8,1.2,0.8,0.8,1.9,0.8,0.8,0.8,1.1,0.9,0.8,1.3,0.8,0.8,0.8,1.3,0.8,0.8,1.3,0.8,1.2,17.4
Ashley,Barnes,FWD,BUR,6600000,0,18,9,1.36363636363636E-06,2.72727272727273E-06,0,101489,1,2,0,0,0,3,0,2.7,17411,1,0,18,-1,0.9,0,6,3,0,1,0,0,7.3,407336,0,-1,0,1,173,24181,0,0,80,Wolverhampton,Liverpool,Brighton,Norwich,Aston Villa,6.3,13.5,9.5,13.5,6.2,13.5,6,13.5,4.5,12.4,7.2,13.5,12.4,6.3,13.1,8,4.5,13.5,13.5,5.5,12.9,5.2,12.1,6,13.3,8.5,13.5,10.3,13.5,4.7,13.5,10.3,6.3,13.1,5.4,11.7,28.5
Harvey,Barnes,MID,LEI,5900000,6,7,3.5,5.93220338983051E-07,1.1864406779661E-06,0,5122,0,0,0,0,0,1,0,1.2,306,-1,1,7,1,0.4,0,2.3,0,0,0,0,0,0.2,2669,0,-1,0,0,55,878,-1,0,26,Sheffield United,Bournemouth,Man Utd,Tottenham,Newcastle,3.5,3.3,1.8,2.8,3.4,1.8,5.1,2.3,2.3,2.1,3.9,3.9,3.7,2,3.8,2.7,2,3.6,4.3,3.5,2.5,1.8,3.7,3.6,1.8,1.8,2.2,3.7,2.1,2.1,4.2,3.2,3.9,5.2,2,3.2,8
Chris,Basham,DEF,SHU,4500000,1,9,4.5,1E-06,2E-06,0,1980,0,3,0,0,0,0,0,2,202,0,0,9,0,0.7,0,3,0,0,1,0,0,0.2,3864,0,-1,0,0,248,163,0,0,41,Leicester,Chelsea,Southampton,Everton,Liverpool,6.2,2.2,6,3.6,4.7,2.5,3.9,3.9,6.8,2.9,6.4,4.3,6.4,2.2,6.1,4,4.9,4,2.2,3.9,3,4,2.2,4.3,4,3.4,5.6,5.1,2.2,6.4,2.2,6.6,6.7,3.9,6.8,2.3,7.1
Michy,Batshuayi,FWD,CHE,6800000,0,0,0,0,0,0,30058,0,0,0,0,0,0,0,0,2312,-2,0,0,2,0,0,0,0,0,0,0,0,0.5,3745,0,-1,0,0,0,215,0,0,0,Norwich,Sheffield United,Wolverhampton,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4500000,7,9,3,6.66666666666667E-07,2E-06,0,8301,0,5,0,0,0,0,0,2,478,0,0,9,0,0.7,0,3,1,0,1,0,0,0.7,2615,0,-1,0,0,270,760,0,0,51,Brighton,Man Utd,Sheffield United,Bournemouth,Tottenham,2.5,3.6,1.5,2.1,1.8,3.8,2.7,3.4,2.5,4.5,1.8,2.5,2.9,3.8,1.8,2.1,1.5,3.8,3.5,2.4,3.7,1.5,1.5,4,3.3,2.4,4.1,1.5,1.8,1.5,1.9,2.4,1.5,2,1.7,3.6,8.4
Asmir,Begovic,GLK,BOU,4400000,0,0,0,0,0,0,54628,0,0,0,0,0,0,0,0,2907,-1,0,0,1,0,0,0,0,0,0,0,0,2.3,8005,0,-1,0,0,0,673,0,0,0,Man City,Leicester,Everton,Southampton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5500000,0,0,0,0,0,0,3495,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0.1,566,0,-1,0,0,0,51,0,0,0,Liverpool,Tottenham,Watford,Aston Villa,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,5000000,0,7,3.5,7E-07,1.4E-06,0,6653,1,1,0,0,0,0,0,1.4,533,0,0,7,0,0.5,0,2.3,0,0,1,0,0,0.7,5577,0,-1,0,0,180,527,0,0,33,Burnley,Everton,Chelsea,Crystal Palace,Watford,4.5,3.8,4.2,2.4,2.6,3.8,3.6,5.1,3.1,3.7,2.8,3.9,2,3.9,3.9,1.8,2,2.1,2.6,4.3,2.4,2.6,2.1,3.8,3.2,3,2.1,3.8,2.3,3.4,2,2.1,5.2,1.8,4.3,2.3,3.5
Christian,Benteke,FWD,CRY,6000000,1,5,1.7,2.83333333333333E-07,8.33333333333333E-07,0,28097,0,2,0,0,0,0,0,0.8,3182,0,0,5,0,0.3,0,1.7,0,0,1,0,0,1,16727,0,-1,0,0,187,698,0,0,25,Man Utd,Aston Villa,Tottenham,Wolverhampton,Norwich,0.8,1.2,0.9,1.1,2.5,1.6,1,0.8,1,0.8,1.3,0.8,1.4,1,0.8,1.3,1.6,0.8,0.8,0.9,1,1.6,1.3,0.8,1.8,0.8,1.9,0.8,0.8,2.1,0.8,2.5,0.8,1.7,0.8,2.2,7.7
