FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5500000,1,17,2.8,5.09090909090909E-07,3.09090909090909E-06,0,186910,0,8,0,0,0,0,0,3.1,4164,0,0,17,0,0.6,0,3.5,1,0,1,0,1,7.1,141826,0,-1,0,1,540,6796,0,0,109,Leicester,Southampton,Brighton,Watford,Liverpool,2.2,2.3,2.4,2.5,2,2.3,2.5,2.5,1.7,2,1.9,2.2,2.2,2.2,1.4,2.8,2,2.3,2.8,1.8,2.7,1.8,2.4,1.6,3.1,2.5,2.4,4.1,1.4,2,3.4,3.1,2,20.1
Trent,Alexander-Arnold,DEF,LIV,7100000,0,24,4.8,6.76056338028169E-07,3.38028169014085E-06,0,400823,1,4,0,0,0,0,0,3.4,8969,1,0,24,-1,0.6,0,4.5,2,0,1,0,3,26.8,600588,0,-1,0,1,450,11947,0,0,119,Chelsea,Sheffield United,Leicester,Man Utd,Tottenham,4.7,5.8,6.2,5.1,5.5,5.7,4,5,4.7,7.2,3.9,5.3,5.9,5.4,5,5.3,5.4,6.1,5.4,4.9,3.6,5.2,5.6,3.8,5.6,7.2,4.1,7.2,5.8,4.2,4.7,4.6,7.1,52.8
,Alisson,GLK,LIV,5800000,0,1,0.2,3.44827586206897E-08,1.72413793103448E-07,0,1435622,0,0,0,2,0,0,0,0.2,4929,-2,0,1,2,0,0,0,0,0,0,0,0,6,13407,0,-1,0,0,38,368,0,0,7,Chelsea,Sheffield United,Leicester,Man Utd,Tottenham,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Bamidele,Alli,MID,TOT,8400000,0,1,0.2,2.38095238095238E-08,1.19047619047619E-07,0,26386,0,1,0,0,0,0,0,0.1,728,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.4,8433,0,-1,0,0,30,479,0,0,3,Leicester,Southampton,Brighton,Watford,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Miguel,Almiron,MID,NEW,5900000,3,13,2.2,3.72881355932203E-07,2.20338983050847E-06,0,37251,1,7,0,0,0,0,0,2.2,555,-1,0,13,1,0.4,0,2.5,0,0,2,0,0,0.5,17770,0,-1,0,0,498,233,0,0,36,Brighton,Leicester,Man Utd,Chelsea,Wolverhampton,1.1,1.2,1.3,1.6,1.7,1.6,1.5,1.3,1.1,2.3,1.1,1.6,2.2,1.2,1.9,1.2,2.3,1.3,1.2,1.6,1.8,1.5,1.3,1.9,1.7,1.9,1.9,1.1,1.1,1.9,1.1,1.9,1.1,20.2
Marcos,Alonso,DEF,CHE,6200000,0,5,1,1.61290322580645E-07,8.06451612903226E-07,0,185240,0,2,0,0,0,0,0,0.8,1324,-3,0,5,3,0.2,0,1.2,0,0,0,0,1,2.3,22991,0,-1,0,0,91,1714,0,0,28,Liverpool,Brighton,Southampton,Newcastle,Burnley,0.5,0.5,0.5,0.6,0.5,0.5,0.8,0.5,0.5,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7.7
Steven,Alzate,MID,BHA,4500000,3,3,0.6,1.33333333333333E-07,6.66666666666667E-07,0,50,0,0,0,0,0,0,0,0.7,22,0,0,3,0,0.3,0,1.5,0,0,1,0,0,0,429,0,-1,0,0,90,245,0,0,10,Newcastle,Chelsea,Tottenham,Aston Villa,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.1
Ibrahim,Amadou,MID,NOR,4500000,1,4,0.8,1.77777777777778E-07,8.88888888888889E-07,0,2961,1,5,0,0,0,0,0,0.9,112,0,0,4,0,0.2,0,1,0,0,0,0,0,0.1,5356,0,-1,0,0,234,181,0,0,24,Burnley,Crystal Palace,Aston Villa,Bournemouth,Man Utd,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5.9
Daniel,Amartey,MID,LEI,4400000,0,0,0,0,0,0,10745,0,0,0,0,0,0,0,0,267,-1,1,0,1,0,0,0,0,0,0,0,0,0.3,5881,0,-1,0,0,0,647,-1,0,0,Tottenham,Newcastle,Liverpool,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,-1,0,0,0,13,0,0,0,Leicester,Southampton,Brighton,Watford,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4500000,0,0,0,0,0,0,1145,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,-1,0,0,0,13,0,0,0,Liverpool,Brighton,Southampton,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4900000,0,5,1.7,3.46938775510204E-07,1.02040816326531E-06,0,171744,0,2,0,0,0,1,0,1,2102,-1,0,5,1,-0.1,0,-0.5,1,0,0,0,0,0.7,158961,0,-1,0,0,71,41,0,1,20,Newcastle,Chelsea,Tottenham,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5400000,0,6,1.5,2.77777777777778E-07,1.11111111111111E-06,0,49494,2,4,0,0,0,0,0,1.1,1672,-1,0,6,1,0.1,0,0.8,0,0,1,0,0,0.6,10446,0,-1,0,0,315,10,0,0,40,Sheffield United,Man City,Burnley,West Ham,Brighton,0,0.8,0.8,0.9,0.8,0.8,0.8,1.4,0.8,0.8,1.1,0.8,1.1,1.1,0.8,0.8,1,0.8,1,0.8,1.8,0.8,1.1,0.8,0.8,0.8,1,0.8,0.8,0.8,1.5,0.8,1.2,10.8
,Angelino,DEF,MCI,4800000,0,0,0,0,0,0,10313,1,0,0,0,0,0,0,0,158,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2227,0,-1,0,0,45,93,0,0,14,Watford,Everton,Wolverhampton,Crystal Palace,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Michail,Antonio,MID,WHU,6900000,0,6,1.2,1.73913043478261E-07,8.69565217391304E-07,0,53911,0,2,0,0,0,0,0,0.9,710,-1,0,6,1,0.1,0,1,0,0,0,0,1,0.8,5197,0,-1,0,0,125,12,0,0,10,Man Utd,Bournemouth,Crystal Palace,Everton,Sheffield United,0,0,0,0,0,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.8,16.2
Stuart,Armstrong,MID,SOU,5300000,1,4,0.8,1.50943396226415E-07,7.54716981132075E-07,0,5420,1,2,0,0,0,0,0,0.8,78,-2,0,4,2,0.2,0,0.8,0,0,0,0,0,0.1,1006,0,-1,0,0,54,26,0,0,5,Bournemouth,Tottenham,Chelsea,Wolverhampton,Leicester,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.5
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,6362,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0.1,474,0,-1,0,0,0,15,0,0,0,Man Utd,Bournemouth,Crystal Palace,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,2,15,3.8,7.03703703703704E-07,2.77777777777778E-06,0,8613,1,4,0,0,0,0,0,2.8,487,-1,0,15,1,0.7,0,3.8,0,0,2,0,2,0.3,16238,0,-1,0,0,334,733,0,0,51,Brighton,Leicester,Man Utd,Chelsea,Wolverhampton,2.8,3,3.2,3.8,3.9,3.8,3.5,3.2,1.9,5,2.5,3.9,4.9,3.1,4.3,3,4.9,3.1,3,3.9,4.2,3.7,3.1,4.3,3.9,4.2,4.3,2.6,2.2,4.3,2.4,4.4,2.1,22.8
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,0,39,7.8,7.09090909090909E-07,3.54545454545455E-06,0,718213,1,8,0,0,0,5,0,3.5,11920,0,0,39,0,0.6,0,6.8,7,0,1,0,1,23.8,529489,0,-1,0,1,450,10132,0,0,156,Aston Villa,Man Utd,Bournemouth,Sheffield United,Crystal Palace,11.7,9.5,10.5,8.8,11.7,10.3,9.5,9.4,9,9.7,10.7,10.3,8.8,10.3,10.6,11.4,8.8,8.4,10.2,10,8.5,11.7,10.1,10.1,10.9,11.1,11.7,10.5,11.1,10.1,10.2,8.9,10.4,54.1
Serge,Aurier,DEF,TOT,4900000,1,15,3,6.12244897959184E-07,3.06122448979592E-06,0,27042,0,2,0,0,0,0,0,3.1,1901,-1,0,15,1,0.8,0,3.8,2,0,1,0,2,2.1,132463,0,-1,0,1,180,20935,0,0,51,Leicester,Southampton,Brighton,Watford,Liverpool,2.5,2.6,2.7,2.8,2.2,2.6,2.8,2.8,1.9,2.3,2.1,2.5,2.4,2.5,1.5,3.1,2.3,2.6,3.1,2,3,2,2.7,1.8,3.4,2.8,2.7,4.5,1.6,2.3,3.8,3.4,2.2,13.1
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,7887,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0.1,251,0,-1,0,0,0,5,0,0,0,Bournemouth,Tottenham,Chelsea,Wolverhampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,1,22,4.4,8.62745098039216E-07,4.31372549019608E-06,0,248133,1,4,0,0,0,2,0,4.3,11242,1,0,22,-1,1,0,5,6,0,3,0,0,8.4,570594,0,-1,0,0,339,13335,0,0,78,Wolverhampton,Norwich,West Ham,Man City,Arsenal,5.6,6.6,3.3,5.5,3.7,6,4.1,5.4,2.8,6,4.3,5.2,3.1,5.4,3.5,3.4,6.2,2.9,5,4.4,2.3,4.5,3.3,6.6,3.3,3.2,5.6,2.6,6.6,2.4,6.2,3.2,6.1,24.5
Cesar,Azpilicueta,DEF,CHE,5900000,0,8,1.6,2.71186440677966E-07,1.35593220338983E-06,0,210231,0,11,0,0,0,0,0,1.4,2893,-1,0,8,1,0.3,0,1.5,0,0,0,0,1,5.8,55865,0,-1,0,0,450,1722,0,0,75,Liverpool,Brighton,Southampton,Newcastle,Burnley,0.8,0.9,1.2,1.2,0.8,0.9,1.7,0.8,1,2.1,0.9,0.8,0.9,0.9,0.8,1,0.8,1.5,0.8,0.9,1.3,1.1,0.8,2,1.2,0.8,1,1,0.8,1,1.2,0.8,0.9,26.1
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0,623,0,-1,0,0,0,5,0,0,0,West Ham,Arsenal,Newcastle,Liverpool,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,5095,0,0,0,0,0,0,0,0,162,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3208,0,-1,0,0,0,73,0,0,0,Sheffield United,Man City,Burnley,West Ham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,0,0,0,0,0,0,14308,1,5,0,0,0,0,0,0,203,-1,0,0,1,0,0,0.2,0,0,0,0,0,0.3,3178,0,-1,0,0,91,69,0,0,9,Man Utd,Bournemouth,Crystal Palace,Everton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
George,Baldock,DEF,SHU,4500000,5,22,3.7,8.22222222222222E-07,4.88888888888889E-06,0,15278,2,6,0,0,0,0,0,4.9,576,0,0,22,0,0.8,0,3.8,3,0,2,0,1,0.7,41465,0,-1,0,0,540,1529,0,0,79,Everton,Liverpool,Watford,Arsenal,West Ham,3.8,2.9,3.8,2.9,4.1,2.8,3.7,4.3,3.7,4.1,2.3,5.6,4,3.6,2.7,3.4,3.5,3.1,2.6,3.3,2.5,3.2,4.3,4,5.2,3.4,3.8,2.8,3.4,3.1,3.7,5.6,4.4,20.7
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,2951,0,0,0,0,0,0,0,0,103,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,554,0,-1,0,0,0,1,0,0,0,Newcastle,Chelsea,Tottenham,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4076,0,-1,0,0,0,679,0,0,0,Newcastle,Chelsea,Tottenham,Aston Villa,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,0,0,0,0,0,4717,0,0,0,0,0,0,0,0,101,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1408,0,-1,0,0,0,29,0,0,0,Norwich,Aston Villa,Everton,Leicester,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5700000,0,5,1,1.75438596491228E-07,8.7719298245614E-07,0,375733,0,5,0,0,0,0,0,0.9,2368,-3,0,5,3,0.2,0,1,0,0,0,0,0,2.3,62713,0,-1,0,0,226,830,0,0,29,Liverpool,Brighton,Southampton,Newcastle,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.6,24
Ashley,Barnes,FWD,BUR,6700000,2,31,5.2,7.76119402985075E-07,4.62686567164179E-06,0,481342,1,5,0,0,0,4,0,4.6,28732,2,0,31,-2,0.5,0,3.2,4,0,3,0,0,9.7,937237,0,-1,0,1,490,4467,0,0,106,Norwich,Aston Villa,Everton,Leicester,Chelsea,7.8,4.9,7.8,5.1,7.2,4.7,5.9,6.8,7.8,6,6,4.8,6.1,4.7,6.9,7.7,6.7,6.6,5.1,6.8,6.4,6.6,5.8,6.7,5.6,7.1,4.7,4.7,6.1,6,6.2,5.8,5.6,40.6
Harvey,Barnes,MID,LEI,5900000,2,12,2.4,4.06779661016949E-07,2.03389830508475E-06,0,10784,0,2,0,0,0,1,0,2,283,-1,0,12,1,0.5,0,2.8,0,0,0,0,0,0.3,9733,0,-1,0,0,228,445,0,0,44,Tottenham,Newcastle,Liverpool,Burnley,Southampton,1.6,1.8,1.2,2,1.6,1.3,2.1,1.6,2.8,2.2,1.2,2.5,1.2,1.4,1.3,1.9,1.6,1.4,1.7,2,2,1.2,1.2,2.7,1.6,1.8,1.2,3.1,1.5,1.6,2.5,1.2,2.1,21.7
Chris,Basham,DEF,SHU,4500000,6,18,3.6,8E-07,4E-06,0,4581,0,6,0,0,0,0,0,4,86,0,0,18,0,0.6,0,2.5,0,0,2,0,0,0.2,5082,0,-1,0,0,504,65,0,0,83,Everton,Liverpool,Watford,Arsenal,West Ham,3.6,2.8,3.6,2.8,3.9,2.6,3.6,4.1,3.5,4,2.2,5.4,3.8,3.4,2.6,3.2,3.4,3,2.5,3.2,2.4,3,4.2,3.9,5,3.3,3.7,2.6,3.3,3,3.5,5.4,4.3,15.5
Michy,Batshuayi,FWD,CHE,6600000,0,5,1,1.51515151515152E-07,7.57575757575758E-07,0,40852,0,2,0,0,0,0,0,0.8,316,-4,1,5,4,0.2,0,1.2,0,0,0,0,1,0.4,5781,0,-1,0,0,20,135,-1,0,7,Liverpool,Brighton,Southampton,Newcastle,Burnley,0.5,0.5,0.5,0.5,0.5,0.9,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,1,0.5,0.5,1.2,0.5,0.5,7.5
Jan,Bednarek,DEF,SOU,4500000,1,18,3,6.66666666666667E-07,4E-06,0,21601,0,9,0,0,0,0,0,4,1592,0,0,18,0,0.9,0,4,1,0,2,0,0,1.1,41608,0,-1,0,0,540,1122,0,0,103,Bournemouth,Tottenham,Chelsea,Wolverhampton,Leicester,1.5,2.9,1.9,2.9,2.9,2.1,4.1,2.5,2.3,2.6,4.2,2.2,3.5,2.5,3.6,2.4,2.9,2.1,2.7,2.7,1.7,4.3,3.2,2.7,1.8,1.8,3,1.6,3,2.7,2,2,2.3,15.6
Asmir,Begovic,GLK,BOU,4400000,0,0,0,0,0,0,106753,0,0,0,0,0,0,0,0,2292,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,11006,0,-1,0,0,0,16,0,0,0,Southampton,West Ham,Arsenal,Norwich,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,0,0,0,0,0,5167,0,0,0,0,0,0,0,0,68,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1596,0,-1,0,0,0,280,0,0,0,Aston Villa,Man Utd,Bournemouth,Sheffield United,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,5000000,0,9,2.2,4.4E-07,1.8E-06,0,18005,2,5,0,0,0,0,0,1.8,504,0,0,9,0,0.1,0,0.5,0,0,1,0,0,0.6,11228,0,-1,0,0,360,67,0,0,60,Crystal Palace,Watford,Man City,Southampton,Newcastle,1.4,1.6,1.1,1.5,2.5,1.3,3.1,1.1,1.6,1.6,1.8,1.7,1.1,1.1,1.4,1.7,1.9,2,1.3,1.5,2.1,1.9,1.6,1.4,1.8,1.1,2,1.3,1.8,2.9,1.1,2.6,1.3,12.1
