FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,5400000,1,31,2.2,4.07407407407407E-07,5.74074074074074E-06,0,403208,0,22,0,0,0,0,0,5.7,3713,-1,0,31,1,0.3,0,1.5,1,0,1,0,2,5.5,250496,0,-1,0,1,1260,2845,0,0,237,Man Utd,Burnley,Wolverhampton,Chelsea,Brighton,1.1,1.7,1.3,1.7,2.1,1.3,1.6,1.8,1.6,2,1.7,1.8,1.2,1.6,1.1,2.2,2.4,1.4,2.6,1.1,1.8,1.9,1.7,1.8,55.1
Trent,Alexander-Arnold,DEF,LIV,7300000,3,67,4.5,6.16438356164384E-07,9.17808219178082E-06,0,823404,4,14,0,0,0,1,0,9.2,8406,3,-1,67,-3,0.6,0,4.2,7,0,2,0,7,30.7,1284295,0,-1,0,2,1342,29299,1,0,334,Everton,Bournemouth,Watford,Leicester,Wolverhampton,6.3,4.2,5.2,0,4.3,4.4,4.6,5.6,5.7,4.6,4.3,4.7,6,5.4,4.7,5.7,6,4.6,6.6,4.7,4.7,3.9,4.7,5.6,136
,Alisson,GLK,LIV,6000000,0,12,0.857142857142857,1.42857142857143E-07,2E-06,0,1650090,0,6,0,16,0,0,0,2,9586,0,0,12,0,0.2,0,1,0,0,0,0,0,7.3,298882,0,-1,0,0,563,2862,0,1,94,Everton,Bournemouth,Watford,Leicester,Wolverhampton,0.6,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.5,11.5
Bamidele,Alli,MID,TOT,8600000,9,51,3.64285714285714,4.2358803986711E-07,5.93023255813954E-06,0,62773,1,9,0,0,0,5,0,5.9,2070,1,-1,51,-1,0.9,0,8,8,0,1,0,1,6.7,466634,0,-1,0,1,629,147391,1,0,170,Man Utd,Burnley,Wolverhampton,Chelsea,Brighton,2.4,4.2,3.3,3.2,4.5,2.7,3.6,2.8,3.7,3.8,2.5,2.1,2.3,3.9,3,4.3,3.5,4.3,4,3.2,4.5,3.1,3.1,2.8,60.6
Miguel,Almiron,MID,NEW,5800000,1,34,2.3,3.96551724137931E-07,5.86206896551724E-06,0,54056,2,19,0,0,0,0,0,5.9,237,-2,0,34,2,0.4,0,2.5,0,0,4,0,1,0.4,25846,0,-1,0,0,1182,426,0,0,97,Sheffield United,Southampton,Burnley,Crystal Palace,Man Utd,2.1,1.8,1.3,1.9,1.2,2,1.5,1.5,1.6,1.2,1.9,1.4,1.2,2.2,1.7,2.6,1.9,1.5,1.7,1.2,1.8,1.7,1.5,1.4,52.3
Marcos,Alonso,DEF,CHE,6100000,0,36,2.57142857142857,4.21545667447307E-07,5.90163934426229E-06,0,392651,3,4,0,0,0,1,0,5.9,5553,-4,0,36,4,0,0,0,3,0,3,0,2,2.8,236516,0,-1,0,1,498,648,0,0,147,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,3.4,2.5,2.1,2.3,1.9,1.5,1.9,2.1,2.6,2.2,1.7,2.7,3,1.6,3.2,2.5,2.1,2.5,2.4,2.5,1.9,2.4,2,1.9,37.8
Steven,Alzate,MID,BHA,4500000,0,16,1.14285714285714,2.53968253968254E-07,3.55555555555556E-06,0,3702,1,8,0,0,0,0,0,3.6,146,0,0,16,0,0.2,0,0.8,0,0,3,0,0,0.1,7981,0,-1,0,0,567,70,0,0,84,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0.6,0.6,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,29.8
Ibrahim,Amadou,MID,NOR,4500000,1,17,1.21428571428571,2.6984126984127E-07,3.77777777777778E-06,0,7714,1,19,0,0,0,0,0,3.8,104,0,0,17,0,0.2,0,1,0,0,1,0,0,0.1,10038,0,-1,0,0,731,100,0,0,120,Southampton,Sheffield United,Leicester,Wolverhampton,Aston Villa,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.6,0.8,0.7,0.6,0.6,0.7,0.6,21.1
Daniel,Amartey,MID,LEI,4300000,0,0,0,0,0,0,22200,0,0,0,0,0,0,0,0,577,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,19528,0,-1,0,0,0,830,0,0,0,Watford,Aston Villa,Norwich,Man City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,MID,TOT,4500000,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,-1,0,0,0,4,0,0,0,Man Utd,Burnley,Wolverhampton,Chelsea,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1791,0,0,0,0,0,0,0,0,14,-1,0,0,1,0,0,0,0,0,0,0,0,0,930,0,-1,0,0,0,3,0,0,0,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,4800000,0,5,1.7,3.54166666666667E-07,1.04166666666667E-06,0,192396,0,2,0,0,0,1,0,1,223,-2,0,5,2,0,0,0,1,0,0,0,0,0.4,159396,0,-1,0,0,71,3,0,1,20,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6
,Andre Gomes,MID,EVE,5300000,0,13,0.928571428571429,1.75202156334232E-07,2.45283018867925E-06,0,67174,3,8,0,0,0,0,0,2.5,154,-2,0,13,2,0,0,0,0,0,2,0,0,0.3,12414,0,-1,0,0,584,7,0,0,71,Liverpool,Chelsea,Man Utd,Arsenal,Burnley,0,0,0,0,0,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,15.8
,Angelino,DEF,MCI,4700000,2,10,0.714285714285714,1.51975683890578E-07,2.12765957446809E-06,0,17102,1,5,0,0,0,0,0,2.1,256,-3,0,10,3,0.2,0,0.8,1,0,0,0,1,0.2,11627,0,-1,0,0,332,615,0,0,81,Burnley,Man Utd,Arsenal,Leicester,Wolverhampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,25.9
Michail,Antonio,MID,WHU,6900000,0,15,1.07142857142857,1.5527950310559E-07,2.17391304347826E-06,0,63876,0,3,0,0,0,1,0,2.2,229,-1,0,15,1,0.3,0,2.2,0,0,1,0,1,0.7,8144,0,-1,0,0,245,149,0,0,29,Wolverhampton,Arsenal,Southampton,Crystal Palace,Leicester,0,0.6,0.5,0,0.5,0.5,0.6,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,32.8
Stuart,Armstrong,MID,SOU,5200000,0,15,1.07142857142857,2.06043956043956E-07,2.88461538461538E-06,0,8235,1,9,0,0,0,0,0,2.9,102,-3,0,15,3,0.2,0,1,0,0,0,0,1,0.1,1866,0,-1,0,0,350,1,0,0,33,Norwich,Newcastle,West Ham,Aston Villa,Chelsea,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,8
Marko,Arnautovic,FWD,WHU,7000000,0,0,0,0,0,0,7128,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.1,876,0,-1,0,0,0,6,0,0,0,Wolverhampton,Arsenal,Southampton,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,FWD,WOL,4500000,0,0,0,0,0,0,1745,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,-1,0,0,0,98,0,0,0,West Ham,Brighton,Tottenham,Norwich,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Atsu,MID,NEW,5400000,0,27,1.92857142857143,3.57142857142857E-07,5E-06,0,23799,1,11,0,0,0,0,0,5,142,-1,0,27,1,0.3,0,1.5,0,0,2,0,3,0.1,21344,0,-1,0,0,474,101,0,0,90,Sheffield United,Southampton,Burnley,Crystal Palace,Man Utd,1.6,1.3,1,1.4,1,1.5,1.1,1.1,1.2,1,1.5,1,1,1.7,1.3,2,1.4,1.1,1.3,1,1.3,1.3,1.1,1,31.1
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,0,87,6.2,5.68807339449541E-07,7.98165137614679E-06,0,1609205,2,21,0,0,0,10,0,8,17347,-1,0,87,1,0.5,0,5,15,0,2,0,2,23.8,1422893,0,-1,0,2,1260,14263,0,0,332,Brighton,West Ham,Man City,Everton,Bournemouth,9,7,8.9,7.1,6.8,9,9.3,7,7.1,7.3,6.8,8.6,9.3,7.5,8.6,6.8,8.2,9.2,6.7,7.7,7.1,8,6.5,8.7,118.7
Serge,Aurier,DEF,TOT,4900000,5,41,4.1,8.36734693877551E-07,8.36734693877551E-06,0,236928,0,13,0,0,0,0,0,8.4,2783,-1,0,41,1,0.8,0,4,10,0,2,0,4,4.8,527634,0,-1,0,1,825,25491,0,1,212,Man Utd,Burnley,Wolverhampton,Chelsea,Brighton,3.2,4.4,3.5,4.5,5.1,3.6,4.2,4.6,4.3,4.9,4.4,4.6,3.4,4.2,3,5.3,5.6,3.7,6,3.2,4.6,4.7,4.5,4.7,51
Brandon,Austin,GLK,TOT,4000000,0,0,0,0,0,0,1851,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6519,0,-1,0,0,0,264,0,0,0,Man Utd,Burnley,Wolverhampton,Chelsea,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,FWD,SOU,6000000,0,0,0,0,0,0,8710,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,-1,0,0,0,3,0,0,0,Norwich,Newcastle,West Ham,Aston Villa,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Ayew,FWD,CRY,5100000,2,52,3.7,7.25490196078431E-07,1.01960784313725E-05,0,675157,3,13,0,0,0,4,0,10.2,21010,1,0,52,-1,0.4,0,2,11,0,7,0,0,7.8,960676,0,-1,0,0,1122,5358,0,0,141,Bournemouth,Watford,Brighton,Newcastle,West Ham,4.2,4.2,4.3,3,4,4.9,4.5,4.8,3.9,4.4,3,3.6,4,3.4,4.3,3.4,3.4,4.3,2.8,4.3,3.3,5,3.4,4.9,67.8
Cesar,Azpilicueta,DEF,CHE,5900000,2,33,2.5,4.23728813559322E-07,5.59322033898305E-06,0,360058,0,20,0,0,0,0,0,5.6,4378,-1,0,33,1,0.1,0,0.8,1,0,2,0,2,5.3,166259,0,-1,0,0,1170,948,0,0,223,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,3.3,2.4,2,2.2,1.8,1.4,1.8,2,2.5,2.1,1.6,2.5,2.9,1.5,3,2.4,2,2.4,2.3,2.4,1.8,2.3,1.9,1.8,62.1
Eric,Bailly,DEF,MUN,4900000,0,0,0,0,0,0,2540,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0,778,0,-1,0,0,0,1,0,0,0,Tottenham,Man City,Everton,Watford,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leighton,Baines,DEF,EVE,4900000,0,0,0,0,0,0,9246,0,0,0,0,0,0,0,0,100,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5974,0,-1,0,0,0,41,0,0,0,Liverpool,Chelsea,Man Utd,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4300000,1,17,1.21428571428571,2.82392026578073E-07,3.95348837209302E-06,0,21435,2,14,0,0,0,1,0,4,170,-2,0,17,2,0.5,0,2.2,1,0,1,0,0,0.3,8298,0,-1,0,0,541,205,0,0,91,Wolverhampton,Arsenal,Southampton,Crystal Palace,Leicester,0.6,0.6,0.6,0,0.8,0.6,0.6,0.6,1,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.7,0.6,1.2,24.4
George,Baldock,DEF,SHU,4700000,1,57,3.8,8.08510638297872E-07,1.21276595744681E-05,0,53837,4,13,0,0,0,1,0,12.1,2577,2,-1,57,-2,0.7,0,3.5,3,0,5,0,2,3.6,284674,0,-1,0,0,1275,11825,1,0,219,Newcastle,Norwich,Aston Villa,Brighton,Watford,5.4,3.6,5.5,3.7,4,3.6,3.9,4.7,3,3.6,4.6,3.7,4.2,4.6,4.1,4.8,3.3,5,3.1,3.4,3.7,3.3,5.2,4.1,48.1
Leon,Balogun,DEF,BHA,4400000,0,0,0,0,0,0,4103,0,0,0,0,0,0,0,0,20,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,861,0,-1,0,0,0,8,0,0,0,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,DEF,BHA,4000000,0,0,0,0,0,0,10395,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0.2,19393,0,-1,0,0,0,274,0,0,0,Arsenal,Wolverhampton,Crystal Palace,Sheffield United,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,-1,0,0,0,0,0,0,0,Liverpool,Chelsea,Man Utd,Arsenal,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,12,0.857142857142857,1.99335548172757E-07,2.7906976744186E-06,0,8523,1,6,0,0,0,0,0,2.8,269,-2,0,12,2,0.7,0,3,0,0,2,0,0,0.2,6838,0,-1,0,0,360,452,0,0,65,Man City,Tottenham,Newcastle,Bournemouth,Everton,0,0.4,0.7,0.4,0.4,0.5,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10
Ross,Barkley,MID,CHE,5600000,0,9,0.642857142857143,1.14795918367347E-07,1.60714285714286E-06,0,448343,0,5,0,0,0,0,0,1.6,647,-4,0,9,4,0,0,0,0,0,1,0,0,1.3,70446,0,-1,0,0,335,3,0,0,38,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,34.7
Ashley,Barnes,FWD,BUR,6300000,1,54,3.9,6.19047619047619E-07,8.57142857142857E-06,0,1026466,3,17,0,0,0,6,0,8.6,13909,-2,0,54,2,0.7,0,4.2,6,0,6,0,0,4.2,1117576,0,-1,0,1,1058,1578,0,0,156,Man City,Tottenham,Newcastle,Bournemouth,Everton,0,4.1,4.5,3.5,3.7,5.5,5.1,3.9,3.8,3.6,5.3,5,4.6,3,5.4,4,4.8,3.6,3.5,3.7,3.5,4,4.6,4.8,67
Harvey,Barnes,MID,LEI,5900000,3,51,3.64285714285714,6.17433414043584E-07,8.64406779661017E-06,0,63376,0,5,0,0,0,1,0,8.6,3660,-1,0,51,1,0.5,0,2.8,3,0,5,0,5,1.2,121835,0,-1,0,1,873,1185,0,0,159,Watford,Aston Villa,Norwich,Man City,Liverpool,4.2,2.2,3.7,2,2.7,2.8,3.3,3.4,3.1,3.4,3.1,3.4,2.4,2.8,3.6,3.9,4.4,2.9,3.6,3.2,3.4,4.7,2.3,4.2,74.5
Chris,Basham,DEF,SHU,4500000,1,45,3.21428571428571,7.14285714285714E-07,1E-05,0,12023,2,13,0,0,0,0,0,10,444,0,0,45,0,0.3,0,1.2,1,0,5,0,0,0.5,32607,0,-1,0,0,1231,892,0,0,222,Newcastle,Norwich,Aston Villa,Brighton,Watford,4.4,2.8,4.4,2.8,3.2,2.8,3,3.7,2.3,2.8,3.6,2.8,3.3,3.6,3.2,3.8,2.5,4,2.4,2.6,2.8,2.6,4.1,3.2,33.7
Michy,Batshuayi,FWD,CHE,6600000,1,20,1.42857142857143,2.16450216450216E-07,3.03030303030303E-06,0,91177,0,2,0,0,0,1,0,3,12014,-4,0,20,4,0.2,0,1.5,1,0,0,0,2,0.9,86386,0,-1,0,0,88,474,0,0,48,Aston Villa,Everton,Bournemouth,Tottenham,Southampton,1.1,0.8,1,0.9,1,0.8,0.7,1,0.7,1.2,0.7,1.3,1.2,0.7,1.1,0.7,1,0.8,1,0.7,0.7,1.4,0.7,0.8,22.1
Jan,Bednarek,DEF,SOU,4500000,2,25,1.7,3.77777777777778E-07,5.55555555555556E-06,0,55361,1,33,0,0,0,0,0,5.6,560,0,0,25,0,0.3,0,1.5,1,0,2,0,0,0.7,50125,0,-1,0,0,1347,136,0,0,214,Norwich,Newcastle,West Ham,Aston Villa,Chelsea,1,1.6,1.3,1.5,1,1.3,1.4,1,0.8,1.5,1.2,0.9,1.7,1.5,1.7,1.1,0.9,1.4,0.8,1.5,1,1.1,1,0.8,32.9
Asmir,Begovic,GLK,BOU,4300000,0,0,0,0,0,0,144194,0,0,0,0,0,0,0,0,417,-2,0,0,2,0,0,0,0,0,0,0,0,0.9,11659,0,-1,0,0,0,8,0,0,0,Crystal Palace,Liverpool,Chelsea,Burnley,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,Bellerin,DEF,ARS,5400000,0,1,0.0714285714285714,1.32275132275132E-08,1.85185185185185E-07,0,28227,1,4,0,0,0,0,0,0.2,870,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.3,33276,0,-1,0,0,172,40,0,0,17,Brighton,West Ham,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ryan,Bennett,DEF,WOL,4900000,1,18,1.28571428571429,2.62390670553936E-07,3.6734693877551E-06,0,36909,2,6,0,0,0,0,0,3.7,204,-1,0,18,1,0.1,0,0.5,0,0,2,0,0,0.3,14181,0,-1,0,0,459,82,0,0,90,West Ham,Brighton,Tottenham,Norwich,Man City,0.9,0.6,1,0.6,0.6,0.7,0.8,1.2,0.7,0.6,0.6,0.6,0.7,0.8,0.8,0.9,0.6,0.9,0.6,0.6,1.1,0.6,0.9,0.6,14
Christian,Benteke,FWD,CRY,5700000,0,13,1.1,1.92982456140351E-07,2.28070175438596E-06,0,68698,1,5,0,0,0,0,0,2.3,462,-3,0,13,3,0.1,0,0.5,0,0,1,0,0,0.6,28659,0,-1,0,0,289,189,0,0,44,Bournemouth,Watford,Brighton,Newcastle,West Ham,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.8,26.1
,Bernard,MID,EVE,6400000,4,32,2.28571428571429,3.57142857142857E-07,5E-06,0,200499,2,6,0,0,0,2,0,5,181,-1,0,32,1,0.2,0,1,5,0,3,0,1,0.6,181909,0,-1,0,2,502,179,0,0,98,Liverpool,Chelsea,Man Utd,Arsenal,Burnley,1.1,1.5,1.1,2.3,2.1,1.5,1.1,2.3,1.2,2.4,1.8,1.8,1.5,2.2,1.1,1.3,1.2,1.5,1.1,1.7,1.6,1.8,2.2,2.2,37.6
