FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marko,Arnautovic,FWD,WHU,6900000,0,59,4.5,6.52173913043478E-07,8.55072463768116E-06,0,2212405,3,18,0,0,0,5,0,8.6,29982,-1,0,59,1,0.1,0,1,9,0,1,0,3,6.6,1480663,0,0,0,1,1008,428,0,0,218,Southampton,Burnley,Brighton,Arsenal,Bournemouth,0,0,0,5.4,5.3,5,3.9,5.4,6,4.7,4.4,5.5,4.8,5.7,4.8,6.1,4.7,5.1,5.6,5.4,108.3
Harry,Arter,MID,CAR,4900000,2,27,1.8,3.6734693877551E-07,5.51020408163265E-06,0,11492,5,28,0,0,0,0,0,5.5,159,-1,0,27,1,0.4,0,2.2,0,0,3,0,0,0.2,3144,0,0,0,0,1226,80,0,0,126,Crystal Palace,Leicester,Tottenham,Huddersfield,Newcastle,1,0.9,0.9,1.5,1.4,0.9,1.5,1,1.3,1.4,1,1.1,0.9,0.9,0.9,1,1,1,1.3,0.9,34.2
Christian,Atsu,MID,NEW,5100000,3,17,0.944444444444444,1.85185185185185E-07,3.33333333333333E-06,0,8447,2,7,0,0,0,0,0,3.3,239,-4,0,17,4,0.3,0,1.7,0,0,2,0,0,0.1,1993,0,0,0,0,571,41,0,0,52,Liverpool,Watford,Man Utd,Chelsea,Cardiff City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.8
Pierre-Emerick,Aubameyang,FWD,ARS,11500000,13,113,6.3,5.47826086956522E-07,9.82608695652174E-06,0,1297545,0,20,0,0,0,12,0,9.8,55898,5,0,113,-5,0.7,0,7.6,19,0,4,0,4,36.9,2388042,0,0,0,4,1390,104824,0,0,416,Brighton,Liverpool,Fulham,West Ham,Chelsea,7.1,6.2,9.1,8.5,7.6,9.4,6.8,8.3,9,9.2,7.4,8.7,7.2,7.9,7.2,7.8,8,7.7,9.4,7.6,142.4
Serge,Aurier,DEF,TOT,5800000,0,22,1.22222222222222,2.10727969348659E-07,3.79310344827586E-06,0,47019,1,6,0,0,0,0,0,3.8,1172,-2,0,22,2,0.3,0,1.6,0,0,2,0,2,0.6,16468,0,0,0,0,427,44,0,0,88,Bournemouth,Wolverhampton,Cardiff City,Man Utd,Fulham,0,0.7,1,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.6,0.7,0.7,0.9,0.9,0.6,0.6,0.6,1.1,21.1
Charlie,Austin,FWD,SOU,5500000,0,26,2,3.63636363636364E-07,4.72727272727273E-06,0,92720,0,8,0,0,0,2,0,4.7,3445,-5,0,26,5,0.5,1,2.6,1,0,4,0,0,0.5,27439,0,0,0,0,633,1905,0,0,76,West Ham,Man City,Chelsea,Leicester,Everton,1.7,1.4,1.2,1.4,2,1.4,1.5,2.1,1.4,2.4,1.7,1.2,1.4,1.3,1.2,1.4,1.6,1.8,1.8,1.6,45.1
Jordan,Ayew,FWD,CRY,5700000,1,22,1.8,3.15789473684211E-07,3.85964912280702E-06,0,29963,1,6,0,0,0,0,0,3.9,460,-3,0,22,3,0.1,0,0.8,0,0,3,0,1,0.2,11820,0,0,0,0,663,407,0,0,29,Cardiff City,Chelsea,Wolverhampton,Watford,Liverpool,1.6,0.9,1.2,1.2,0.9,1.5,1.9,1.3,1.3,1.5,1.4,1.7,1.2,1.2,1.5,1.1,1.3,1.5,1.4,1.4,32.1
Floyd,Ayite,MID,FUL,4300000,1,7,0.388888888888889,9.04392764857881E-08,1.62790697674419E-06,0,10218,0,4,0,0,0,0,0,1.6,226,-2,0,7,2,0.1,0,0.4,0,0,0,0,0,0.1,5502,0,0,0,0,161,117,0,0,16,Wolverhampton,Huddersfield,Arsenal,Burnley,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Cesar,Azpilicueta,DEF,CHE,6300000,2,73,4.1,6.50793650793651E-07,1.15873015873016E-05,0,483849,1,15,0,0,0,0,0,11.6,19370,-2,0,73,2,0.6,0,3.6,4,0,8,0,2,9.8,178045,0,0,0,0,1620,5978,0,0,413,Watford,Crystal Palace,Southampton,Newcastle,Arsenal,4.7,5.3,4.3,3.8,3.1,3.5,5.3,4.3,5.6,4.5,4.1,5,5,5.1,4.1,4.7,4.7,4.6,4.8,4.5,79.2
Juninho,Bacuna,MID,HUD,4300000,2,6,0.333333333333333,7.75193798449612E-08,1.3953488372093E-06,0,11616,1,5,0,0,0,0,0,1.4,385,-2,0,6,2,0.2,0,0.8,0,0,0,0,0,0.2,10880,0,0,0,0,205,181,0,0,32,Man Utd,Fulham,Burnley,Cardiff City,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.6
Eric,Bailly,DEF,MUN,5000000,0,7,0.388888888888889,7.77777777777778E-08,1.4E-06,0,175652,0,11,0,0,0,0,0,1.4,3432,-5,0,7,5,0.1,0,0.4,0,0,0,0,0,1.5,54594,0,0,0,0,380,1345,0,0,58,Huddersfield,Bournemouth,Newcastle,Tottenham,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Leighton,Baines,DEF,EVE,5100000,0,5,0.277777777777778,5.44662309368192E-08,9.80392156862745E-07,0,79344,0,5,0,0,0,0,0,1,673,-4,0,5,4,0,0,0,0,0,0,0,0,0.6,16407,0,0,0,0,284,114,0,0,40,Burnley,Brighton,Leicester,Bournemouth,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11605,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,330,0,0,0,0,0,5,0,0,0,Watford,Crystal Palace,Southampton,Newcastle,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4500000,0,44,2.6,5.77777777777778E-07,9.77777777777778E-06,0,57088,2,25,0,0,0,1,0,9.8,17087,0,-1,44,0,0.6,0,2.6,3,0,3,0,0,1.4,117926,0,0,0,1,1473,930,1,0,272,Southampton,Burnley,Brighton,Arsenal,Bournemouth,0,2.2,2.8,1.6,1.8,2.8,2.3,2.9,2.2,2.3,1.7,3.2,2.9,3.2,3,2.5,2,2.7,2,2.5,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,15472,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1311,0,0,0,0,0,22,0,0,0,Arsenal,Everton,West Ham,Liverpool,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,1,13,0.722222222222222,1.71957671957672E-07,3.0952380952381E-06,0,9206,2,9,0,0,0,1,0,3.1,527,-3,0,13,3,0.5,0,2.2,0,0,0,0,0,0.2,8035,0,0,0,1,501,681,0,0,78,Arsenal,Everton,West Ham,Liverpool,Man Utd,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,15.6
Sol,Bamba,DEF,CAR,4500000,0,54,3.2,7.11111111111111E-07,1.2E-05,0,75096,2,33,0,0,0,2,0,12,6601,0,0,54,0,0.5,0,2.4,7,0,3,0,1,1.8,124054,0,0,0,1,1530,3988,0,0,276,Crystal Palace,Leicester,Tottenham,Huddersfield,Newcastle,3.3,2.7,3.5,4.4,2.8,1.7,3.2,2.3,3.7,4.7,3.1,3.1,2.4,4.1,2.5,2.4,3.8,2.4,3.8,2.8,73.3
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,0,118,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2272,0,0,0,0,0,136,0,0,0,Burnley,Brighton,Leicester,Bournemouth,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,1,9,0.5,1.19047619047619E-07,2.14285714285714E-06,0,7614,4,9,0,0,0,0,0,2.1,148,-3,0,9,3,0.3,0,1.3,0,0,1,0,0,0.1,2663,0,0,0,0,532,205,0,0,72,Everton,West Ham,Huddersfield,Fulham,Watford,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,15.9
Ross,Barkley,MID,CHE,5400000,0,50,2.77777777777778,5.1440329218107E-07,9.25925925925926E-06,0,596751,0,6,0,0,0,3,0,9.1,29513,-6,1,50,6,0.1,0,0.4,5,0,3,0,3,2.5,689172,0,0,0,2,531,826,-1,0,167,Watford,Crystal Palace,Southampton,Newcastle,Arsenal,2.1,2.5,2.7,2.5,2,2.1,2.6,1.4,3,1.6,2.5,2.4,1.7,1.9,2,1.6,2.8,1.9,2.2,2.3,55.6
Ashley,Barnes,FWD,BUR,5600000,7,40,2.22222222222222,3.96825396825397E-07,7.14285714285714E-06,0,61705,2,10,0,0,0,3,0,7.1,1049,-4,0,40,4,0.5,0,3,5,0,3,0,1,0.4,31111,0,0,0,1,622,4939,0,0,115,Everton,West Ham,Huddersfield,Fulham,Watford,2.4,2,1.7,2.8,1.6,1.9,2.3,1.4,1.5,1.8,1.7,1.1,1.9,1.7,1.5,2.5,1.3,1.8,1.4,2.2,43.8
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,67579,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5430,0,0,0,0,0,14,0,0,0,Fulham,Tottenham,Crystal Palace,Man City,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,2,6,0.333333333333333,8.54700854700855E-08,1.53846153846154E-06,0,232096,1,5,0,0,0,0,0,1.5,4718,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,4.3,179379,0,0,0,0,350,22256,0,0,52,West Ham,Man City,Chelsea,Leicester,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.5
Asmir,Begovic,GLK,BOU,4500000,9,58,3.2,7.11111111111111E-07,1.28888888888889E-05,0,165317,0,28,0,51,0,0,0,12.9,5397,0,0,58,0,0.7,0,3,4,0,5,0,0,3.8,121328,0,0,0,0,1620,2629,0,0,301,Tottenham,Man Utd,Watford,Everton,West Ham,3.2,2.9,3.6,3.2,3,4,3.7,2.9,3.8,1.8,3.5,4.1,2.8,2.8,3.5,2.6,3.5,2.4,3.4,3.5,37.9
Hector,Bellerin,DEF,ARS,5400000,0,48,2.8,5.18518518518518E-07,8.88888888888889E-06,0,965171,3,21,0,0,0,0,0,8.9,113164,-1,1,48,1,0.3,0,1.4,3,0,3,0,4,7.4,557676,1,0,0,0,1440,309,-1,0,261,Brighton,Liverpool,Fulham,West Ham,Chelsea,0,0,0,2.5,3.3,4.2,2.2,3.5,2.6,2.5,2.7,2.8,2.7,2.2,2.7,2.5,3,2.4,3.5,2.1,67.4
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,40152,0,0,0,0,0,0,0,0,905,-1,0,0,1,0,0,0,0,0,0,0,0,0.9,25838,0,0,0,0,0,637,0,0,0,Man City,Cardiff City,Everton,Southampton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2882,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,3,0,0,0,Man City,Cardiff City,Everton,Southampton,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,0,30,2.5,5.68181818181818E-07,6.81818181818182E-06,0,45570,1,22,0,0,0,0,0,6.8,1842,-1,1,30,1,0.3,0,1.2,2,0,3,0,1,0.5,48803,0,0,0,0,1048,10,-1,0,184,Crystal Palace,Leicester,Tottenham,Huddersfield,Newcastle,0,1.8,2.4,3.2,1.9,1.2,2.2,1.5,2.6,3.4,2.1,2.1,1.6,2.9,1.7,1.6,2.7,1.6,2.7,1.9,34.1
Ryan,Bennett,DEF,WOL,4200000,1,45,2.6,6.19047619047619E-07,1.07142857142857E-05,0,413156,4,19,0,0,0,0,0,10.7,13259,2,0,45,-2,0.5,0,2,1,0,5,0,0,10.6,711123,0,0,0,0,1530,14189,0,0,241,Fulham,Tottenham,Crystal Palace,Man City,Leicester,2,2.5,2.5,2.1,2.2,2,2.6,1.8,1.7,3.3,3.7,2.8,1.7,2,2.3,1.9,3,2.3,2.4,2.3,48.9
Christian,Benteke,FWD,CRY,6300000,0,8,0.444444444444444,7.05467372134039E-08,1.26984126984127E-06,0,69700,0,5,0,0,0,0,0,1.3,221,-2,0,8,2,0,0,0,0,0,1,0,0,0.4,21092,0,0,0,0,325,40,0,0,5,Cardiff City,Chelsea,Wolverhampton,Watford,Liverpool,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.3
,Bernard,MID,EVE,5900000,1,33,1.83333333333333,3.10734463276836E-07,5.59322033898305E-06,0,41959,2,9,0,0,0,0,0,5.6,1369,-1,0,33,1,0.3,0,1.6,2,0,4,0,2,0.2,30399,0,0,0,0,739,274,0,0,113,Burnley,Brighton,Leicester,Bournemouth,Southampton,0.9,0.9,1.4,1.5,1,1.2,1.5,0.9,0.9,0.9,1,1.4,1,0.9,1.4,1,1.1,1,1.7,0.9,39.9
,Bernardo,DEF,BHA,4200000,1,13,0.722222222222222,1.71957671957672E-07,3.0952380952381E-06,0,9135,2,10,0,0,0,0,0,3.1,388,-3,0,13,3,0.5,0,2,0,0,0,0,1,0.1,4352,0,0,0,0,652,835,0,0,96,Arsenal,Everton,West Ham,Liverpool,Man Utd,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,24.7
,Bernardo Silva,MID,MCI,7500000,5,75,4.4,5.86666666666667E-07,1E-05,0,1131066,2,12,0,0,0,4,0,10,51631,0,0,75,0,0.5,0,3.8,7,0,6,0,4,6.6,1095761,0,0,0,2,1406,11807,0,0,323,Leicester,Southampton,Liverpool,Wolverhampton,Huddersfield,4.4,4.8,3.9,5.1,5.4,5.7,4.9,3.7,3.3,4.3,4.1,4.7,3.8,4.7,5.2,4.7,3.7,4.6,4.8,4,136.1
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,316992,5,21,0,0,0,1,0,6.9,7560,-2,0,33,2,0,0,0,1,0,4,0,0,2.4,76839,0,0,0,0,1080,57,0,0,171,West Ham,Man City,Chelsea,Leicester,Everton,0,2.8,3,2.4,3.8,2.9,2.1,4.1,1.5,2.8,2.5,2.7,2.5,2.2,3,3,2.5,2.4,2.5,3.5,54.2
Marcus,Bettinelli,GLK,FUL,4400000,0,15,0.833333333333333,1.89393939393939E-07,3.40909090909091E-06,0,31203,1,20,0,20,0,0,0,3.4,784,-1,0,15,1,0,0,0,0,0,0,0,0,0.4,36363,0,0,1,0,630,70,0,0,114,Wolverhampton,Huddersfield,Arsenal,Burnley,Tottenham,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.7,0.4,0.8,0.4,0.4,19.4
Philip,Billing,MID,HUD,4500000,8,46,2.7,6E-07,1.02222222222222E-05,0,181946,5,29,0,0,0,2,0,10.2,5382,0,0,46,0,0.6,0,2.6,4,0,3,0,0,2,271278,0,0,0,0,1480,9611,0,0,239,Man Utd,Fulham,Burnley,Cardiff City,Man City,1.9,2.5,2.6,1.9,1.4,2.2,1.7,2.1,3.1,2.2,2,2.3,2.4,2.5,2.1,1.9,2,1.6,1.7,2.5,88.2
Yves,Bissouma,MID,BHA,4700000,2,21,1.16666666666667,2.4822695035461E-07,4.46808510638298E-06,0,2774,3,15,0,0,0,0,0,4.5,41,-3,0,21,3,0.3,0,1.6,0,0,0,0,0,0,1274,0,0,0,0,861,47,0,0,74,Arsenal,Everton,West Ham,Liverpool,Man Utd,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.6,0.8,0.6,0.8,0.8,0.6,0.8,0.6,0.8,0.6,0.6,32.8
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,6,0,0,0,Huddersfield,Bournemouth,Newcastle,Tottenham,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,11182,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1354,0,0,0,0,0,41,0,0,0,Crystal Palace,Leicester,Tottenham,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
