FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,7000000,6,99,6.2,8.85714285714286E-07,1.41428571428571E-05,0,534519,2,13,0,0,0,1,0,14.1,36455,5,1,99,-5,0.5,0,3.3,14,0,8,0,7,46.1,1945020,0,0,0,3,1427,40504,-1,0,399,Brighton,Leicester,Watford,Crystal Palace,Southampton,7.2,8.1,7.8,8.6,8.5,7.2,5.9,6.5,8.3,7.4,9.3,8,6.9,8.4,7.3,7.3,7.8,7.7,8.4,7.9,8.7,7.9,82.5
Daniel,Amartey,MID,LEI,4300000,0,15,0.9375,2.18023255813953E-07,3.48837209302326E-06,0,17855,2,9,0,0,0,0,0,3.5,479,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,10706,0,0,0,0,639,104,0,0,103,Crystal Palace,Chelsea,Man City,Cardiff City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0625,1.45348837209302E-08,2.32558139534884E-07,0,9172,0,0,0,0,0,0,0,0.2,998,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,9442,0,0,0,0,2,1346,0,0,3,Burnley,Everton,Bournemouth,Wolverhampton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,3198,0,0,0,0,0,0,0,0,70,-1,0,0,1,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,0,41,0,0,0,Brighton,Leicester,Watford,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,2,18,3,6E-07,3.6E-06,0,9700,0,4,0,0,0,2,0,3.6,3580,0,0,18,0,0.8,0,4,2,0,0,0,0,0.4,24887,0,0,0,0,243,5880,0,0,58,Chelsea,Bournemouth,Arsenal,Everton,West Ham,2.8,2.3,3.6,3.8,2.6,2.7,2.6,3.1,3.6,3.7,1.6,2.2,3.2,2.3,4,3.8,2.1,3.6,1.9,3.3,2.2,3,16.5
,Andre Gomes,MID,EVE,5400000,5,21,1.3125,2.43055555555556E-07,3.88888888888889E-06,0,20675,1,7,0,0,0,0,0,3.9,973,-1,0,21,1,0.5,0,2.8,0,0,3,0,1,0.2,11435,0,0,0,0,711,1384,0,0,88,Man City,Tottenham,Burnley,Brighton,Leicester,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,1,0.7,28.6
Michail,Antonio,MID,WHU,6800000,0,31,1.9375,2.84926470588235E-07,4.55882352941176E-06,0,47622,1,11,0,0,0,1,0,4.6,1990,-2,0,31,2,0.3,0,2.3,0,0,2,0,2,0.8,11089,0,0,0,0,610,512,0,0,82,Fulham,Watford,Southampton,Burnley,Brighton,1.3,1.4,1.5,1.3,1.7,1.3,1.3,1.4,1,1.6,1.6,1,1.5,1,1.5,1.4,1,1.1,1.2,1.1,1.6,1.2,55.7
Stuart,Armstrong,MID,SOU,5100000,2,34,2.8,5.49019607843137E-07,6.66666666666667E-06,0,25622,1,13,0,0,0,3,0,6.7,9676,-4,0,34,4,1.2,0,6,2,0,1,0,0,0.9,63124,0,0,0,1,564,4226,0,0,117,Arsenal,Huddersfield,West Ham,Man City,Chelsea,2.5,2.7,2.3,1.8,1.5,2.2,2.6,2.5,2.2,2.9,1.9,3.1,1.9,1.8,2.1,1.9,2,2.6,2.9,2.6,2.1,2.9,40.8
Marko,Arnautovic,FWD,WHU,6900000,0,59,4.5,6.52173913043478E-07,8.55072463768116E-06,0,2123541,3,18,0,0,0,5,0,8.4,185314,-1,1,59,1,0.3,0,1.8,9,0,1,0,3,8,1479858,0,0,0,1,1008,1015,-1,0,218,Fulham,Watford,Southampton,Burnley,Brighton,0,0,0,0,0,5.5,5.4,4.8,4.3,5.4,6.4,4.1,5.1,5,5,5.8,4.3,5.8,5,5,5.8,5.2,108.3
Harry,Arter,MID,CAR,4900000,3,23,1.8,3.6734693877551E-07,4.69387755102041E-06,0,11187,5,21,0,0,0,0,0,4.7,179,-1,0,23,1,0.5,0,2.3,0,0,3,0,0,0.2,2986,0,0,0,0,1076,122,0,0,104,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,0.9,1.2,1.1,0.9,0.9,1.6,1.3,0.9,1.4,1,1.4,1.5,0.9,1.3,0.9,1,0.9,0.9,1,0.9,1.3,0.9,31.3
Christian,Atsu,MID,NEW,5100000,2,11,0.6875,1.34803921568627E-07,2.15686274509804E-06,0,8050,2,7,0,0,0,0,0,2.2,113,-4,0,11,4,0.2,0,1,0,0,0,0,0,0.1,1363,0,0,0,0,410,74,0,0,45,Huddersfield,Fulham,Liverpool,Watford,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,31.7
Pierre-Emerick,Aubameyang,FWD,ARS,11500000,5,98,6.1,5.30434782608696E-07,8.52173913043478E-06,0,1124689,0,16,0,0,0,10,0,8.5,48011,5,-1,98,-5,0.7,0,7.8,16,0,4,0,4,37,2216965,0,0,0,3,1210,184907,1,0,357,Southampton,Burnley,Brighton,Liverpool,Fulham,7.6,8.7,6.9,5.8,8.9,8,7.2,9.1,6.2,7.8,8.7,8.5,7.3,8.4,7.1,8,6.5,7.6,7.4,7.6,9.1,7.5,118.9
Serge,Aurier,DEF,TOT,5800000,9,22,1.375,2.37068965517241E-07,3.79310344827586E-06,0,43688,1,6,0,0,0,0,0,3.8,2444,-2,0,22,2,0.4,0,2.5,0,0,2,0,2,0.6,16364,0,0,0,0,427,700,0,0,88,Burnley,Everton,Bournemouth,Wolverhampton,Cardiff City,0,1.1,0.7,0.9,1.3,0.7,0.7,0.8,0.7,0.7,0.8,1.1,0.7,0.8,0.7,0.9,1,1.1,0.8,0.7,0.7,1.3,21.1
Charlie,Austin,FWD,SOU,5500000,2,20,1.7,3.09090909090909E-07,3.63636363636364E-06,0,87306,0,8,0,0,0,1,0,3.6,1807,-5,0,20,5,0.4,1,2.3,0,0,4,0,0,0.5,21584,0,0,0,0,614,2617,0,0,47,Arsenal,Huddersfield,West Ham,Man City,Chelsea,1.4,1.1,1.4,1.1,0.8,1,1.5,1,1.1,1.7,1.1,2.2,1.3,0.9,1,0.9,1,1.1,1.3,1.4,1.3,1.2,38.1
Jordan,Ayew,FWD,CRY,5700000,1,19,1.9,3.33333333333333E-07,3.33333333333333E-06,0,28953,1,6,0,0,0,0,0,3.3,464,-3,0,19,3,0.1,0,0.5,0,0,2,0,1,0.2,11195,0,0,0,0,584,685,0,0,27,Leicester,Man City,Cardiff City,Chelsea,Wolverhampton,1.2,1.1,1.7,1,1.4,1.4,1,1.6,2.3,1.4,1.5,1.5,1.6,1.7,1.4,1.2,1.8,1.1,1.5,1.5,1.4,1.4,28.7
Floyd,Ayite,MID,FUL,4300000,0,6,0.375,8.72093023255814E-08,1.3953488372093E-06,0,9768,0,4,0,0,0,0,0,1.4,299,-2,0,6,2,0.1,0,0.5,0,0,0,0,0,0.1,5213,0,0,0,0,153,220,0,0,13,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Cesar,Azpilicueta,DEF,CHE,6300000,8,69,4.3,6.82539682539682E-07,1.0952380952381E-05,0,453857,1,13,0,0,0,0,0,11,7691,-2,0,69,2,0.8,0,4.8,4,0,8,0,2,10,159116,0,0,0,0,1440,22493,0,0,383,Brighton,Leicester,Watford,Crystal Palace,Southampton,4.3,4.9,4.7,5.5,5.2,4.2,3.3,3.7,5.8,4.4,6,5.1,4,5.5,5,5.1,4.6,4.6,5.1,4.7,5.3,4.7,73.2
Juninho,Bacuna,MID,HUD,4300000,0,2,0.125,2.90697674418605E-08,4.65116279069767E-07,0,10872,1,2,0,0,0,0,0,0.5,535,-2,0,2,2,0,0,0,0,0,0,0,0,0.2,10492,0,0,0,0,51,241,0,0,4,Newcastle,Southampton,Man Utd,Fulham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8
Eric,Bailly,DEF,MUN,5000000,0,6,0.375,7.5E-08,1.2E-06,0,171388,0,8,0,0,0,0,0,1.2,1523,-5,0,6,5,0.1,0,0.3,0,0,0,0,0,1.4,46018,0,0,0,0,290,486,0,0,46,Liverpool,Cardiff City,Huddersfield,Bournemouth,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.7
Leighton,Baines,DEF,EVE,5100000,0,5,0.3125,6.12745098039216E-08,9.80392156862745E-07,0,77995,0,5,0,0,0,0,0,1,810,-4,0,5,4,0,0,0,0,0,0,0,0,0.7,16163,0,0,0,0,284,137,0,0,40,Man City,Tottenham,Burnley,Brighton,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11560,0,0,0,0,0,0,0,0,37,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,325,0,0,0,0,0,1,0,0,0,Brighton,Leicester,Watford,Crystal Palace,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,1,38,2.5,5.68181818181818E-07,8.63636363636364E-06,0,37260,1,24,0,0,0,1,0,8.6,3986,-1,0,38,1,0.4,0,1.8,3,0,2,0,0,1.3,89351,0,0,0,1,1350,6573,0,0,249,Fulham,Watford,Southampton,Burnley,Brighton,1.8,2.3,2,2,2.8,1.6,1.6,2.5,2.3,2.7,2.2,2,1.7,2.9,3,3.3,2.5,2.2,2.1,2.6,2.2,2.2,56.8
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,15161,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1264,0,0,0,0,0,53,0,0,0,Chelsea,Bournemouth,Arsenal,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,2,11,0.6875,1.63690476190476E-07,2.61904761904762E-06,0,8180,2,5,0,0,0,1,0,2.6,701,-3,0,11,3,0.5,0,2.3,0,0,0,0,0,0.2,6879,0,0,0,1,321,1936,0,0,54,Chelsea,Bournemouth,Arsenal,Everton,West Ham,0.4,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.1
Sol,Bamba,DEF,CAR,4500000,9,53,3.5,7.77777777777778E-07,1.17777777777778E-05,0,61860,2,25,0,0,0,2,0,11.8,4121,0,0,53,0,0.7,0,3.3,7,0,3,0,1,1.9,113423,0,0,0,1,1350,32692,0,0,256,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,2.9,4.1,3.6,2.9,4.1,5,2.9,1.9,3.4,2.7,4.4,5.2,3.4,3.8,2.6,4.7,2.7,2.6,4.3,2.4,4.2,3,65.3
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,3142,0,0,0,0,0,0,0,0,135,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2057,0,0,0,0,0,124,0,0,0,Man City,Tottenham,Burnley,Brighton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,5,7,0.4375,1.04166666666667E-07,1.66666666666667E-06,0,7298,3,6,0,0,0,0,0,1.7,192,-3,0,7,3,0.4,0,1.5,0,0,1,0,0,0.1,2206,0,0,0,0,360,891,0,0,48,Tottenham,Arsenal,Everton,West Ham,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,8.8
Ross,Barkley,MID,CHE,5600000,1,49,3.0625,5.46875E-07,8.75E-06,0,533630,0,6,0,0,0,3,0,8.8,45023,-4,1,49,4,0.1,0,0.5,5,0,3,0,3,3.5,686865,0,0,0,2,516,2323,-1,0,166,Brighton,Leicester,Watford,Crystal Palace,Southampton,2.3,2.7,2.5,3.1,3.4,3.2,2.3,2.5,3.2,1.5,3.6,2,2.6,2.9,1.8,2.1,2.6,1.7,3.2,2.3,2.9,2.6,55.4
Ashley,Barnes,FWD,BUR,5600000,2,31,1.9375,3.45982142857143E-07,5.53571428571429E-06,0,59570,1,8,0,0,0,2,0,5.5,1177,-4,0,31,4,0.4,0,2.3,3,0,2,0,1,0.4,25681,0,0,0,1,467,1344,0,0,85,Tottenham,Arsenal,Everton,West Ham,Huddersfield,1.2,1.3,1.8,1.8,1.3,2.6,1.3,1.6,1.8,1.1,1.2,1.6,1.3,1,1.5,1.4,1.4,2,1,1.4,1,1.7,32.3
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,66002,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5404,0,0,0,0,0,11,0,0,0,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,2,4,0.25,6.41025641025641E-08,1.02564102564103E-06,0,222765,0,2,0,0,0,0,0,1,4910,-1,0,4,1,0.1,0,0.5,0,0,0,0,0,3.9,145250,0,0,0,0,170,12373,0,0,34,Arsenal,Huddersfield,West Ham,Man City,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.6
Asmir,Begovic,GLK,BOU,4500000,0,48,3,6.66666666666667E-07,1.06666666666667E-05,0,155609,0,26,0,45,0,0,0,10.7,4614,0,0,48,0,0.4,0,1.8,2,0,4,0,0,3.9,114503,0,0,0,0,1440,1527,0,0,261,Wolverhampton,Brighton,Tottenham,Man Utd,Watford,3.1,3.7,3.3,2.8,3.2,3.1,2.7,3.5,3.5,2.7,3.3,1.8,3.1,3.9,2.4,2.8,3,2.4,3,2.6,3,3.4,32.7
Hector,Bellerin,DEF,ARS,5500000,6,48,3,5.45454545454545E-07,8.72727272727273E-06,0,645234,3,19,0,0,0,0,0,8.7,15228,0,-1,48,0,0.4,0,2.3,3,0,3,0,4,12.8,550324,1,0,0,0,1395,62544,1,0,258,Southampton,Burnley,Brighton,Liverpool,Fulham,2.5,3.1,2.4,2.6,3.1,2.5,3.5,4.5,2.5,3.9,3.1,2.5,3.3,3,3.1,2.5,3.1,2.7,3.1,2.7,3.8,2.4,67.1
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,38306,0,0,0,0,0,0,0,0,1124,-1,0,0,1,0,0,0,0,0,0,0,0,1,24831,0,0,0,0,0,556,0,0,0,Crystal Palace,Chelsea,Man City,Cardiff City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2856,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,Crystal Palace,Chelsea,Man City,Cardiff City,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,5,30,2.7,6E-07,6.66666666666667E-06,0,41551,1,20,0,0,0,0,0,6.7,659,0,0,30,0,0.3,0,1.5,2,0,3,0,1,0.6,48776,0,0,0,0,990,354,0,0,177,Watford,Man Utd,Crystal Palace,Leicester,Tottenham,1.9,2.8,2.5,1.9,2.8,3.7,1.9,1.4,2.3,1.8,3,3.9,2.3,2.6,1.7,3.3,1.7,1.7,3,1.5,2.9,2,33.4
Ryan,Bennett,DEF,WOL,4200000,1,38,2.5,5.95238095238095E-07,9.04761904761905E-06,0,383423,4,17,0,0,0,0,0,9,20002,2,0,38,-2,0.2,0,1,1,0,4,0,0,10.7,685516,0,0,0,0,1350,11225,0,0,205,Bournemouth,Liverpool,Fulham,Tottenham,Crystal Palace,1.7,2.4,1.7,2.6,2.2,1.9,2.1,2,2.5,1.7,1.6,3.1,3.6,2.4,1.6,1.9,2.2,2,2.8,2.1,2.3,2.1,43.3
Christian,Benteke,FWD,CRY,6300000,0,8,0.5,7.93650793650794E-08,1.26984126984127E-06,0,69235,0,5,0,0,0,0,0,1.3,364,-2,0,8,2,0,0,0,0,0,1,0,0,0.5,21020,0,0,0,0,325,68,0,0,5,Leicester,Man City,Cardiff City,Chelsea,Wolverhampton,0,0,0,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.3
,Bernard,MID,EVE,5900000,2,31,1.9375,3.28389830508475E-07,5.25423728813559E-06,0,38890,2,7,0,0,0,0,0,5.3,2451,-1,0,31,1,0.4,0,2.3,2,0,4,0,2,0.2,29759,0,0,0,0,668,413,0,0,109,Man City,Tottenham,Burnley,Brighton,Leicester,1,1.1,1,1,1.5,1.6,1.1,1.3,1.6,1,1.1,1,1.2,1.4,1.1,1,1.5,1,1.3,1.2,1.8,1,36.9
,Bernardo,DEF,BHA,4200000,2,8,0.5,1.19047619047619E-07,1.9047619047619E-06,0,8456,2,6,0,0,0,0,0,1.9,204,-3,0,8,3,0.4,0,1.8,0,0,0,0,0,0.1,1897,0,0,0,0,472,402,0,0,64,Chelsea,Bournemouth,Arsenal,Everton,West Ham,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.2
,Bernardo Silva,MID,MCI,7500000,2,68,4.5,6E-07,9.06666666666667E-06,0,1035683,2,8,0,0,0,4,0,9.1,25442,0,0,68,0,0.4,0,3,7,0,6,0,3,7.6,1057365,0,0,0,2,1226,68144,0,0,288,Everton,Crystal Palace,Leicester,Southampton,Liverpool,5.4,5.1,4.4,4.8,4.3,5.4,5.3,5.7,5.1,4.1,3.2,4.9,4.3,5.4,4,4.5,5.7,5.2,4,4.5,5,3.9,118.9
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,300991,5,21,0,0,0,1,0,6.9,9129,-2,0,33,2,0,0,0,1,0,4,0,0,2.7,76738,0,0,0,0,1080,65,0,0,171,Arsenal,Huddersfield,West Ham,Man City,Chelsea,0,0,2.5,2.9,2.7,2.4,3.9,2.8,2.1,4.2,1.6,2.8,2.4,2.8,2.4,2.1,2.9,3.1,2.3,2.2,2.2,3.7,54.2
Marcus,Bettinelli,GLK,FUL,4400000,0,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,29406,1,20,0,20,0,0,0,3.4,983,-1,0,15,1,0,0,0,0,0,0,0,0,0.5,36234,0,0,1,0,630,62,0,0,114,West Ham,Newcastle,Wolverhampton,Huddersfield,Arsenal,1.6,1.4,2.1,2.5,1,1.2,1.9,2.4,1.8,1.8,1.3,1.3,2.2,1.4,2,2,1.4,2.8,1,3,1.6,1.5,19.4
Philip,Billing,MID,HUD,4500000,0,36,2.4,5.33333333333333E-07,8E-06,0,170419,5,25,0,0,0,1,0,8,9201,0,0,36,0,0.3,0,1.5,3,0,3,0,0,1.9,257878,0,0,0,0,1300,4482,0,0,192,Newcastle,Southampton,Man Utd,Fulham,Burnley,2.1,2.2,1.6,1.9,2.1,1.5,1.2,1.9,1.3,1.8,2.5,1.9,1.6,1.8,1.8,2.3,1.7,1.7,1.9,1.2,1.5,2.1,71.3
Yves,Bissouma,MID,BHA,4700000,2,18,1.125,2.3936170212766E-07,3.82978723404255E-06,0,2692,3,13,0,0,0,0,0,3.8,68,-3,0,18,3,0.3,0,1.3,0,0,0,0,0,0,1192,0,0,0,0,762,33,0,0,69,Chelsea,Bournemouth,Arsenal,Everton,West Ham,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.8,0.6,0.8,0.8,0.6,0.7,0.6,0.8,0.6,0.6,25.8
