FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,7000000,11,72,7.2,1.02857142857143E-06,1.02857142857143E-05,0,267345,1,7,0,0,0,1,0,10.3,16202,5,0,72,-5,0.9,0,6,11,0,5,0,6,46.9,1712319,0,0,0,3,900,66522,0,0,268,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,8.1,10.1,10.8,8.8,9.8,9.3,9,9.2,9.7,10.8,9.1,8.3,7.7,8.1,8.5,9.6,10.6,8.3,9.5,9.4,9.3,9.5,9.1,9.8,9.2,10.3,9,9.8,59.4
Daniel,Amartey,MID,LEI,4400000,2,15,1.7,3.86363636363636E-07,3.40909090909091E-06,0,13914,2,9,0,0,0,0,0,3.4,2403,-1,0,15,1,0.4,0,1.7,0,0,1,0,0,0.3,10399,0,0,0,0,639,251,0,0,103,Cardiff City,Burnley,Brighton,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.2,1,1.1,1.5,1.2,1,1,0.8,0.8,20.8
Luke,Amos,MID,TOT,4400000,0,1,0.1,2.27272727272727E-08,2.27272727272727E-07,0,6646,0,0,0,0,0,0,0,0.2,292,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,6323,0,0,0,0,2,135,0,0,3,Wolverhampton,Crystal Palace,Chelsea,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2834,0,0,0,0,0,0,0,0,150,-1,0,0,1,0,0,0,0,0,0,0,0,0,1306,0,0,0,0,0,27,0,0,0,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,3656,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,0,0,0,0,0,132,0,0,0,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,2,5,0.5,9.25925925925926E-08,9.25925925925926E-07,0,17862,0,2,0,0,0,0,0,0.9,218,-1,0,5,1,0.3,0,1.7,0,0,1,0,0,0.1,2661,0,0,0,0,171,625,0,0,18,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.2
Michail,Antonio,MID,WHU,6800000,1,14,1.4,2.05882352941176E-07,2.05882352941176E-06,0,41523,1,6,0,0,0,0,0,2.1,1264,-2,0,14,2,0.1,0,1,0,0,2,0,0,0.9,5418,0,0,0,0,400,298,0,0,36,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,0.9,1.2,0.7,1.1,0.9,0.8,0.8,0.7,0.9,0.8,1.1,0.7,0.7,0.8,0.7,1.3,0.8,0.7,0.8,0.7,0.9,0.8,0.7,0.7,0.7,0.8,1,0.7,35.5
Stuart,Armstrong,MID,SOU,5100000,0,6,0.6,1.17647058823529E-07,1.17647058823529E-06,0,10290,0,3,0,0,0,0,0,1.2,252,-4,0,6,4,0.1,0,0.3,0,0,0,0,0,0.1,569,0,0,0,0,143,15,0,0,14,Man City,Watford,Fulham,Man Utd,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9
Marko,Arnautovic,FWD,WHU,7000000,0,38,4.8,6.85714285714286E-07,5.42857142857143E-06,0,995138,2,11,0,0,0,4,0,5.4,113504,0,0,38,0,0.1,0,0.7,6,0,0,0,1,17.6,913518,0,0,0,1,629,126692,0,0,136,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,6.3,6.7,4.7,6.4,6.7,4.7,6.3,5.5,5.5,6,6.7,6.2,4.9,4.4,4.9,6.2,6.5,4.1,5.3,5.7,6,6.4,5,6.4,6.2,5.5,5.6,5.2,67.8
Harry,Arter,MID,CAR,4900000,0,13,1.6,3.26530612244898E-07,2.6530612244898E-06,0,9853,4,15,0,0,0,0,0,2.7,620,-1,0,13,1,0.2,0,1,0,0,2,0,0,0.2,2497,0,0,0,0,670,33,0,0,65,Leicester,Brighton,Everton,Wolverhampton,West Ham,1,1.5,0.8,1.2,0.8,1.3,0.8,0.8,1.4,0.8,0.8,1.3,1.3,0.8,1.1,1,1,1.1,0.8,1.1,0.8,0.8,0.8,0.8,0.8,0.8,1.2,0.8,16.7
Christian,Atsu,MID,NEW,5200000,0,6,0.6,1.15384615384615E-07,1.15384615384615E-06,0,7381,1,3,0,0,0,0,0,1.2,222,-3,0,6,3,0.1,0,0.3,0,0,0,0,0,0.1,1086,0,0,0,0,186,36,0,0,27,Watford,Bournemouth,Burnley,West Ham,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.6
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,8,63,6.3,5.77981651376147E-07,5.77981651376147E-06,0,854069,0,9,0,0,0,7,0,5.8,49948,-1,-1,63,1,1.1,0,11.7,11,0,3,0,2,15.3,680234,0,0,0,2,688,147998,1,0,247,Liverpool,Wolverhampton,Bournemouth,Tottenham,Man Utd,7.5,7.7,7,6.8,8.3,8.2,7.8,8.8,6.8,6.3,8.8,8.1,6.9,9.2,5.9,8.7,8.4,8.4,7.8,8.5,6.4,8,7.2,7.4,7.3,7.9,9.4,8,73.7
Serge,Aurier,DEF,TOT,5800000,0,6,0.6,1.03448275862069E-07,1.03448275862069E-06,0,37427,0,1,0,0,0,0,0,1,523,-2,0,6,2,0,0,0,0,0,0,0,1,0.6,8015,0,0,0,0,104,121,0,0,24,Wolverhampton,Crystal Palace,Chelsea,Arsenal,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.8
Charlie,Austin,FWD,SOU,5500000,2,10,1.3,2.36363636363636E-07,1.81818181818182E-06,0,80615,0,3,0,0,0,0,0,1.8,1797,-5,0,10,5,0.2,1,1.3,0,0,4,0,0,0.4,10237,0,0,0,0,403,239,0,0,12,Man City,Watford,Fulham,Man Utd,Tottenham,0.6,0.7,1.4,0.8,0.7,0.8,0.8,1,0.9,0.6,0.6,0.8,0.9,0.6,0.8,1,0.7,1.4,0.9,0.6,0.6,0.6,0.6,0.6,0.9,0.7,0.9,0.8,21.9
Jordan,Ayew,FWD,CRY,5800000,1,14,2.3,3.96551724137931E-07,2.41379310344828E-06,0,25726,1,5,0,0,0,0,0,2.4,857,-2,0,14,2,0.2,0,1,0,0,2,0,1,0.2,8736,0,0,0,0,450,485,0,0,24,Chelsea,Tottenham,Man Utd,Burnley,Brighton,1.9,1.2,2.6,1.7,1.8,2.5,1.7,1.5,1.9,1.2,1.7,1.4,1.6,2.1,2.7,1.8,2.3,1.7,2.4,1.9,2.1,1.6,2.6,1.2,2.2,1.8,2.3,1.4,23
Floyd,Ayite,MID,FUL,4400000,0,4,0.4,9.09090909090909E-08,9.09090909090909E-07,0,8030,0,3,0,0,0,0,0,0.9,304,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.1,3398,0,0,0,0,104,74,0,0,10,Huddersfield,Liverpool,Southampton,Chelsea,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2
Cesar,Azpilicueta,DEF,CHE,6400000,7,42,4.2,6.5625E-07,6.5625E-06,0,382457,0,7,0,0,0,0,0,6.6,13313,-1,0,42,1,0.7,0,4.7,1,0,5,0,1,10,88772,0,0,0,0,900,8618,0,0,228,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,3.7,5.5,6,4,5.5,4.3,4.7,4.3,4.6,5.7,4.5,3.8,3.3,3.6,5,4.5,5.7,4.4,4.5,5.3,4.9,5.5,4.8,5.2,4.3,5.6,4.2,4.7,45.5
Juninho,Bacuna,MID,HUD,4300000,1,1,0.1,2.32558139534884E-08,2.32558139534884E-07,0,7715,0,1,0,0,0,0,0,0.2,1148,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.2,8161,0,0,0,0,12,1054,0,0,5,Fulham,West Ham,Wolverhampton,Brighton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Eric,Bailly,DEF,MUN,5100000,0,5,0.5,9.80392156862745E-08,9.80392156862745E-07,0,161483,0,6,0,0,0,0,0,1,3179,-4,0,5,4,0,0,0,0,0,0,0,0,1.6,43851,0,0,0,0,200,218,0,0,31,Bournemouth,Man City,Crystal Palace,Southampton,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,4.1
Leighton,Baines,DEF,EVE,5200000,0,5,0.5,9.61538461538462E-08,9.61538461538461E-07,0,71854,0,5,0,0,0,0,0,1,2193,-3,0,5,3,0,0,0,0,0,0,0,0,0.8,15196,0,0,0,0,284,218,0,0,40,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11389,0,0,0,0,0,0,0,0,59,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,317,0,0,0,0,0,4,0,0,0,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,9,28,2.8,6.36363636363636E-07,6.36363636363636E-06,0,13984,1,15,0,0,0,1,0,6.4,1616,-1,0,28,1,1,0,4.3,3,0,1,0,0,0.8,36417,0,0,0,1,900,26130,0,0,172,Burnley,Huddersfield,Man City,Newcastle,Cardiff City,2.5,3.6,2.6,2.9,3.7,2.2,2.2,2.5,2.6,2.3,3.5,1.8,1.7,2.9,3,3.1,2.4,2.2,2.2,3.1,3.2,3.4,3.1,3,2.5,3.3,2.7,2.3,43.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,14186,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1047,0,0,0,0,0,49,0,0,0,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,2,0.2,4.76190476190476E-08,4.76190476190476E-07,0,6576,1,3,0,0,0,0,0,0.5,296,-3,1,2,3,0,0,0,0,0,0,0,0,0.1,2314,0,0,0,0,160,44,-1,0,17,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Sol,Bamba,DEF,CAR,4500000,0,28,3.1,6.88888888888889E-07,6.22222222222222E-06,0,44547,1,18,0,0,0,1,0,6.2,3722,0,0,28,0,0.4,0,1.7,2,0,2,0,1,1.1,50833,0,0,0,0,810,1195,0,0,155,Leicester,Brighton,Everton,Wolverhampton,West Ham,3.2,4.2,2.6,4,3,3.4,2.4,3.5,3.3,2.4,3.3,3.9,3,1.6,2.7,2.8,3.1,4.1,3,3.6,2.4,3.4,2.3,2.4,3.7,2.3,2.8,3.1,36.6
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,2448,0,0,0,0,0,0,0,0,119,-2,1,0,2,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,85,-1,0,0,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,1,0.1,2.32558139534884E-08,2.32558139534884E-07,0,6374,2,3,0,0,0,0,0,0.2,215,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,1016,0,0,0,0,180,50,0,0,21,West Ham,Leicester,Newcastle,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,CHE,5900000,17,44,4.4,7.45762711864407E-07,7.45762711864407E-06,0,39957,0,5,0,0,0,3,0,7.6,8808,-1,-2,44,1,2,0,12,5,0,3,0,3,9.3,524473,0,0,0,2,388,445664,2,0,149,Crystal Palace,Everton,Tottenham,Fulham,Wolverhampton,4.6,4.5,5.1,4.6,5.1,3.2,4.3,4.2,4.6,6.6,5.1,4.7,4.4,4.5,5,3.4,5.4,3.3,5.1,4.8,3.9,4.6,4.5,3.6,4.7,4.6,4.1,4.6,45.1
Ashley,Barnes,FWD,BUR,5700000,1,21,2.1,3.68421052631579E-07,3.68421052631579E-06,0,52407,0,4,0,0,0,2,0,3.7,1863,-3,0,21,3,0.2,0,1.3,3,0,1,0,0,0.4,21246,0,0,0,1,249,817,0,0,71,West Ham,Leicester,Newcastle,Crystal Palace,Liverpool,1.8,1.7,1.5,1.9,1.3,2.1,1.5,1.6,2,2,2.1,2.8,1.4,1.9,1.6,1.2,1.1,1.9,1.3,1.1,1.9,1.4,1.3,2.1,1.3,1.3,1.3,1.9,20.7
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,59687,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0.9,5317,0,0,0,0,0,27,0,0,0,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,2,0.2,5.12820512820513E-08,5.12820512820513E-07,0,187518,0,1,0,0,0,0,0,0.5,9533,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,4.1,120931,0,0,0,0,80,6640,0,0,17,Man City,Watford,Fulham,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4
Asmir,Begovic,GLK,BOU,4500000,6,37,3.7,8.22222222222222E-07,8.22222222222222E-06,0,114872,0,12,0,24,0,0,0,8.2,8493,0,0,37,0,1.6,0,7,2,0,4,0,0,4.3,97342,0,0,0,0,900,4014,0,0,175,Man Utd,Newcastle,Arsenal,Man City,Huddersfield,4.4,4.1,3,3.2,4.9,4.7,4.1,5.2,4.7,4.2,4,3.6,4.6,4.3,4.4,3.9,4.9,2.3,4.1,5,3.6,3.3,4.1,3.3,3.9,3.8,4.2,4.4,16.7
Hector,Bellerin,DEF,ARS,5400000,1,36,3.6,6.66666666666667E-07,6.66666666666667E-06,0,529983,1,12,0,0,0,0,0,6.7,113810,-1,0,36,1,0.8,0,4.3,3,0,2,0,4,9.8,273613,1,0,0,0,855,7503,0,0,194,Liverpool,Wolverhampton,Bournemouth,Tottenham,Man Utd,0,4.7,2.4,4,4.1,4.6,3.7,3.8,3.3,3.8,3.7,3.9,4.1,5.2,3.2,4.9,4,3.2,4.5,4.2,4,3.4,3.5,3.2,3.4,3.3,5,3.3,46.4
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,31197,0,0,0,0,0,0,0,0,1771,-1,0,0,1,0,0,0,0,0,0,0,0,1,19849,0,0,0,0,0,1563,0,0,0,Cardiff City,Burnley,Brighton,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,Cardiff City,Burnley,Brighton,Watford,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,0,22,2.8,6.22222222222222E-07,4.88888888888889E-06,0,34812,0,16,0,0,0,0,0,4.9,2305,0,0,22,0,0.2,0,1,2,0,2,0,1,0.7,47780,0,0,0,0,720,160,0,0,137,Leicester,Brighton,Everton,Wolverhampton,West Ham,2.8,3.7,2.2,3.4,2.5,2.9,2,3,2.8,2,2.9,3.4,2.6,1.4,2.3,2.3,2.7,3.6,2.6,3.2,2,2.9,2,2.1,3.2,1.9,2.4,2.7,25.1
Ryan,Bennett,DEF,WOL,4200000,2,32,3.2,7.61904761904762E-07,7.61904761904762E-06,0,259685,2,9,0,0,0,0,0,7.6,30939,2,0,32,-2,0.7,0,3,1,0,4,0,0,11.7,611050,0,0,0,0,900,14747,0,0,159,Tottenham,Arsenal,Huddersfield,Cardiff City,Chelsea,3.3,1.8,4,3.6,3.4,3.3,2.7,3.8,2.6,3.9,2.8,2.6,3.3,3.7,2.9,2.9,2,4.2,4.5,3.6,2.4,2.7,3.5,3.1,4.3,2.7,3.1,3.2,29.9
Christian,Benteke,FWD,CRY,6300000,0,8,0.8,1.26984126984127E-07,1.26984126984127E-06,0,67059,0,5,0,0,0,0,0,1.3,805,-2,0,8,2,0,0,0,0,0,1,0,0,0.5,20741,0,0,0,0,325,80,0,0,5,Chelsea,Tottenham,Man Utd,Burnley,Brighton,0,0,0,0,0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,23.3
,Bernard,MID,EVE,5900000,2,18,1.8,3.05084745762712E-07,3.05084745762712E-06,0,26639,1,4,0,0,0,0,0,3.1,3368,-1,0,18,1,0.7,0,4,2,0,1,0,2,0.3,21564,0,0,0,0,288,1633,0,0,62,Brighton,Chelsea,Cardiff City,Liverpool,Newcastle,1.8,0.9,1.5,0.9,1.5,1.3,0.9,1,1,0.9,1.3,1.4,1.1,1.4,1.5,0.9,0.9,0.9,1,1.4,0.9,0.9,1.3,0.9,1.1,1.6,1.5,0.9,20.5
,Bernardo,DEF,BHA,4200000,0,1,0.1,2.38095238095238E-08,2.38095238095238E-07,0,7622,1,2,0,0,0,0,0,0.2,209,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,845,0,0,0,0,112,37,0,0,19,Everton,Cardiff City,Leicester,Huddersfield,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7
,Bernardo Silva,MID,MCI,7600000,3,44,4.4,5.78947368421053E-07,5.78947368421053E-06,0,698220,1,2,0,0,0,3,0,5.8,46023,1,0,44,-1,0.5,0,3.7,3,0,6,0,1,9.2,812691,0,0,0,1,780,31608,0,0,172,Southampton,Man Utd,West Ham,Bournemouth,Watford,5.6,4.2,4.5,5,4,3.5,5,5.2,4.1,5.2,4,5.4,5.9,5.9,4.7,3.3,3.3,5.1,4,4.7,4.1,4.5,5.4,6.1,3.8,4.6,4.8,3.8,75.4
