FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Miguel,Almiron,MID,NEW,6000000,2,9,0.310344827586207,5.17241379310345E-08,1.5E-06,0,12464,0,3,0,0,0,0,0,1.5,5306,0,0,9,0,0.4,0,2.3,0,0,2,0,0,1.2,84139,0,0,0,0,267,5206,0,0,31,Everton,Bournemouth,Arsenal,Crystal Palace,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.8
Marcos,Alonso,DEF,CHE,6400000,0,134,5.2,8.125E-07,2.09375E-05,0,1906256,5,24,0,0,0,1,0,20.9,46953,-1,0,134,1,0.4,0,2.7,19,0,12,0,7,27.1,2182433,0,0,0,3,2309,12265,0,0,588,Wolverhampton,Everton,Cardiff City,West Ham,Liverpool,7.4,6.3,6.3,7,5.9,6.4,6,7,6.3,125.6
Daniel,Amartey,MID,LEI,4300000,0,15,0.517241379310345,1.20288692862871E-07,3.48837209302326E-06,0,20473,2,9,0,0,0,0,0,3.5,72,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,11347,0,0,0,0,639,25,0,0,103,Fulham,Burnley,Bournemouth,Huddersfield,Newcastle,0,0,0,0,0,0.3,0.3,0.3,0.3,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0344827586206897,8.01924619085806E-09,2.32558139534884E-07,0,14574,0,0,0,0,0,0,0,0.2,137,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,14710,0,0,0,0,2,210,0,0,3,Southampton,Liverpool,Brighton,Huddersfield,Man City,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,4039,0,0,0,0,0,0,0,0,42,-1,0,0,1,0,0,0,0,0,0,0,0,0,2247,0,0,0,0,0,40,0,0,0,Wolverhampton,Everton,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,4,32,1.14285714285714,2.28571428571429E-07,6.4E-06,0,39749,2,7,0,0,0,3,0,6.4,594,0,0,32,0,0.3,0,1.3,2,0,1,0,0,0.2,44319,0,0,0,0,562,1865,0,0,86,Crystal Palace,Southampton,Tottenham,Bournemouth,Wolverhampton,0.6,0,0.8,0.6,1,0.6,0.7,0.6,0.6,47.5
,Andre Gomes,MID,EVE,5400000,1,49,1.68965517241379,3.12899106002554E-07,9.07407407407407E-06,0,34471,5,22,0,0,0,1,0,9.1,734,-1,0,49,1,0.3,0,1.7,2,0,6,0,1,0.2,23271,0,0,0,1,1525,309,0,0,221,Newcastle,Chelsea,West Ham,Arsenal,Fulham,1.1,0.9,0.8,1.2,1,0.8,1.1,1.4,0.8,46.1
Michail,Antonio,MID,WHU,6800000,0,83,3.3,4.85294117647059E-07,1.22058823529412E-05,0,82882,3,24,0,0,0,4,0,12.2,9664,-2,0,83,2,0.6,0,3.8,4,0,5,0,5,1.7,99631,0,0,0,0,1594,7662,0,0,223,Cardiff City,Huddersfield,Everton,Chelsea,Man Utd,2.6,3.9,3.1,1.9,2.5,3.1,2.3,3.6,2.5,119.4
Stuart,Armstrong,MID,SOU,5100000,4,53,1.82758620689655,3.58350236646383E-07,1.03921568627451E-05,0,79648,2,22,0,0,0,3,0,10.4,770,-4,0,53,4,0.3,0,1.3,2,0,3,0,1,0.3,77013,0,0,0,1,1136,132,0,0,190,Tottenham,Brighton,Liverpool,Wolverhampton,Newcastle,0.9,0,1,1,1.3,1.2,1.6,0.9,1.6,85.5
Marko,Arnautovic,FWD,WHU,6800000,1,84,4.2,6.17647058823529E-07,1.23529411764706E-05,0,2527350,3,24,0,0,0,7,0,12.4,14016,-2,0,84,2,0.2,0,1.5,12,0,2,0,4,7,1825284,0,0,0,2,1384,20356,0,0,298,Cardiff City,Huddersfield,Everton,Chelsea,Man Utd,4.4,5.2,5.1,3.6,4.7,4.8,4.1,5.4,4.3,141.2
Harry,Arter,MID,CAR,4900000,0,40,1.8,3.6734693877551E-07,8.16326530612245E-06,0,13245,7,38,0,0,0,0,0,8.2,81,-1,0,40,1,0.2,0,1,0,0,5,0,0,0.2,3979,0,0,0,0,1757,44,0,0,194,West Ham,Chelsea,Man City,Burnley,Liverpool,1.3,0,1,0.9,1.1,0.9,1.1,1.2,0.9,47.2
Christian,Atsu,MID,NEW,5100000,1,36,1.7,3.33333333333333E-07,7.05882352941176E-06,0,11260,2,13,0,0,0,0,0,7.1,266,-4,0,36,4,0.3,0,1.3,0,0,5,0,0,0.1,5090,0,0,0,0,1189,73,0,0,112,Everton,Bournemouth,Arsenal,Crystal Palace,Leicester,1,0.8,0.8,1.1,1.1,1.3,0.9,0.8,1.1,62.3
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,-1,157,5.6,5.18518518518518E-07,1.4537037037037E-05,0,3349258,0,34,0,0,0,16,0,14.4,201110,-2,1,157,2,0.2,1,1.8,25,0,5,0,6,18.9,3335912,0,0,0,4,2119,5375,-1,0,563,Man Utd,Newcastle,Everton,Watford,Crystal Palace,7.5,0,7.7,5.7,6,6.9,6.5,8.4,6.3,219.3
Serge,Aurier,DEF,TOT,5700000,0,24,0.827586206896552,1.4519056261343E-07,4.21052631578947E-06,0,50656,1,9,0,0,0,0,0,4.1,184,-3,1,24,3,0.1,0,0.3,0,0,2,0,2,0.5,18184,0,0,0,0,562,371,-1,0,116,Southampton,Liverpool,Brighton,Huddersfield,Man City,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.5,30.5
Charlie,Austin,FWD,SOU,5500000,5,42,2,3.63636363636364E-07,7.63636363636364E-06,0,112646,1,15,0,0,0,2,0,7.6,944,-5,0,42,5,0.5,1,3,1,0,5,0,2,0.5,44042,0,0,0,0,902,2119,0,0,114,Tottenham,Brighton,Liverpool,Wolverhampton,Newcastle,1.3,0,1.3,1.3,1.5,1.3,2.1,1.4,1.7,64.8
Jordan,Ayew,FWD,CRY,5700000,0,40,2.2,3.85964912280702E-07,7.01754385964912E-06,0,38985,3,12,0,0,0,1,0,7,478,-3,0,40,3,0.2,0,1,2,0,5,0,2,0.2,21413,0,0,0,0,1087,320,0,0,98,Brighton,Huddersfield,Newcastle,Man City,Arsenal,2.1,0,1.7,1.8,1.5,1.7,1.7,1.9,2.2,66.8
Floyd,Ayite,MID,FUL,4300000,1,9,0.310344827586207,7.21732157177225E-08,2.09302325581395E-06,0,11931,0,4,0,0,0,0,0,2.1,64,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.1,6288,0,0,0,0,182,39,0,0,27,Leicester,Liverpool,Man City,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.2
Cesar,Azpilicueta,DEF,CHE,6300000,6,116,4.1,6.50793650793651E-07,1.84126984126984E-05,0,638790,1,30,0,0,0,0,0,18.4,4213,-2,0,116,2,0.9,0,5.7,8,0,12,0,5,8.6,264217,0,0,0,1,2520,25826,0,0,621,Wolverhampton,Everton,Cardiff City,West Ham,Liverpool,5.4,4.9,5,5.1,4.2,4.6,4.2,5,4.5,117.4
Ryan,Babel,MID,FUL,5500000,5,25,0.862068965517241,1.56739811912226E-07,4.54545454545455E-06,0,19833,2,15,0,0,0,1,0,4.5,2786,0,0,25,0,0.7,0,4,0,0,0,0,3,0.3,40522,0,0,0,0,557,1788,0,0,93,Leicester,Liverpool,Man City,Watford,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,43
Juninho,Bacuna,MID,HUD,4200000,2,18,0.620689655172414,1.47783251231527E-07,4.28571428571429E-06,0,24555,2,19,0,0,0,0,0,4.3,1446,-3,0,18,3,0.4,0,1.8,0,0,0,0,0,0.4,37965,0,0,0,0,741,1947,0,0,95,Bournemouth,West Ham,Crystal Palace,Leicester,Tottenham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,31.2
Leandro,Bacuna,DEF,CAR,4500000,0,2,0.0689655172413793,1.53256704980843E-08,4.44444444444444E-07,0,226,1,9,0,0,0,0,0,0.4,53,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0,460,0,0,0,0,212,19,0,0,23,West Ham,Chelsea,Man City,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,6
Eric,Bailly,DEF,MUN,5000000,0,14,0.482758620689655,9.6551724137931E-08,2.8E-06,0,189908,0,12,0,0,0,0,0,2.8,590,-5,0,14,5,0.1,0,0.5,0,0,1,0,0,1.3,58990,0,0,0,0,566,139,0,1,99,Arsenal,Watford,Wolverhampton,West Ham,Everton,0.2,0,0.4,0,0.2,0.4,0.2,0.2,0.2,12.6
Leighton,Baines,DEF,EVE,5000000,0,7,0.241379310344828,4.82758620689655E-08,1.4E-06,0,85419,0,6,0,0,0,0,0,1.4,294,-5,0,7,5,0,0,0,0,0,0,0,0,0.5,17672,0,0,0,0,374,9,0,0,48,Newcastle,Chelsea,West Ham,Arsenal,Fulham,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11832,0,0,0,0,0,0,0,0,11,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,361,0,0,0,0,0,0,0,0,0,Wolverhampton,Everton,Cardiff City,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,0,44,2.6,6.19047619047619E-07,1.04761904761905E-05,0,124089,2,25,0,0,0,1,0,10.5,452,-3,0,44,3,0,0,0,3,0,3,0,0,0.3,119378,0,0,0,1,1473,416,0,0,272,Cardiff City,Huddersfield,Everton,Chelsea,Man Utd,2.6,3,3.3,2.5,2.1,2.4,2.3,2.6,2.1,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16661,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1655,0,0,0,0,0,11,0,0,0,Crystal Palace,Southampton,Tottenham,Bournemouth,Wolverhampton,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.535714285714286,1.27551020408163E-07,3.57142857142857E-06,0,13567,2,10,0,0,0,1,0,3.6,190,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9244,0,0,0,1,591,20,0,0,86,Crystal Palace,Southampton,Tottenham,Bournemouth,Wolverhampton,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Sol,Bamba,DEF,CAR,4600000,-1,95,3.4,7.39130434782609E-07,2.06521739130435E-05,0,257495,7,52,0,0,0,4,0,20.2,91390,1,1,95,-1,0.7,0,3.3,11,0,7,0,1,3.4,400920,0,0,0,1,2475,762,-1,0,459,West Ham,Chelsea,Man City,Burnley,Liverpool,0,0,0,0,0,4,3,3.4,3.2,114.2
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,4921,0,0,0,0,0,0,0,0,47,-2,0,0,2,0,0,0,0,0,0,0,0,0,3545,0,0,0,0,0,12,0,0,0,Newcastle,Chelsea,West Ham,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,-1,27,1.7,4.04761904761905E-07,6.42857142857143E-06,0,12512,8,21,0,0,0,0,0,6.4,565,-3,0,27,3,0.2,0,0.8,0,0,3,0,0,0.2,11279,1,0,0,0,1400,315,0,0,185,Liverpool,Leicester,Wolverhampton,Bournemouth,Cardiff City,1,1.2,1.5,0.8,1.8,1.3,1.2,1.4,1.1,42.7
Ross,Barkley,MID,CHE,5100000,2,67,2.39285714285714,4.69187675070028E-07,1.31372549019608E-05,0,677682,1,11,0,0,0,3,0,13.1,2081,-9,0,67,9,0.2,0,1,5,0,6,0,4,1.4,705594,0,0,0,2,967,1352,0,0,247,Wolverhampton,Everton,Cardiff City,West Ham,Liverpool,2.1,1.3,1.5,2,1.2,2.4,1.4,1.9,1.8,86.5
Ashley,Barnes,FWD,BUR,5700000,6,94,3.4,5.96491228070175E-07,1.64912280701754E-05,0,176570,5,27,0,0,0,9,0,16.5,20450,-3,0,94,3,1.1,0,6.5,10,0,5,0,3,3.3,320685,0,0,0,1,1592,15012,0,0,294,Liverpool,Leicester,Wolverhampton,Bournemouth,Cardiff City,2.3,3.6,3.5,3,4,2.5,3.4,2.9,4.3,143.9
Harvey,Barnes,MID,LEI,5500000,2,19,0.655172413793103,1.19122257053292E-07,3.45454545454545E-06,0,4892,0,11,0,0,0,0,0,3.5,1733,0,0,19,0,0.5,0,2.8,0,0,0,0,2,0.4,30651,0,0,0,0,533,4621,0,0,62,Fulham,Burnley,Bournemouth,Huddersfield,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,51.4
Antonio,Barreca,DEF,NEW,4200000,0,1,0.0344827586206897,8.21018062397373E-09,2.38095238095238E-07,0,507,0,0,0,0,0,0,0,0.2,96,-3,1,1,3,0,0,0,0,0,0,0,0,0,812,0,0,0,0,4,18,-1,0,3,Everton,Bournemouth,Arsenal,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6500000,7,21,0.724137931034483,1.11405835543767E-07,3.23076923076923E-06,0,29514,0,3,0,0,0,2,0,3.2,3441,0,0,21,0,0.7,0,4.3,2,0,1,0,1,1.8,139148,0,0,0,0,282,44760,0,0,70,Brighton,Huddersfield,Newcastle,Man City,Arsenal,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.8
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,74042,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5530,0,0,0,0,0,8,0,0,0,Chelsea,Burnley,Man Utd,Southampton,Brighton,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,1,32,2,5E-07,8E-06,0,342662,5,21,0,0,0,0,0,8,10805,0,0,32,0,0.6,0,2.3,2,0,2,0,1,7,458190,0,0,0,0,1340,5938,0,0,226,Tottenham,Brighton,Liverpool,Wolverhampton,Newcastle,1.6,0,1.2,1.8,1.9,1.2,1.7,1.3,2.1,50.9
Asmir,Begovic,GLK,BOU,4300000,0,61,2.8,6.51162790697674E-07,1.41860465116279E-05,0,243143,0,42,0,57,0,0,0,14.2,4025,-2,0,61,2,0,0,0,4,0,5,0,0,3,151199,0,0,0,0,1980,1996,0,0,348,Huddersfield,Newcastle,Leicester,Burnley,Brighton,2.6,2.8,2.2,2.8,1.8,3.3,1.9,3,2.2,42.2
Hector,Bellerin,DEF,ARS,5400000,0,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1133279,3,21,0,0,0,0,0,11.1,2422,-1,0,60,1,0,0,0,5,0,4,0,5,4.7,566749,1,0,0,0,1532,61,0,0,304,Man Utd,Newcastle,Everton,Watford,Crystal Palace,0,0,0,0,0,3.3,2.9,4.2,2.1,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,54274,0,0,0,0,0,0,0,0,505,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,28772,0,0,0,0,0,19,0,0,0,Fulham,Burnley,Bournemouth,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2985,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,1,0,0,0,Fulham,Burnley,Bournemouth,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,1,55,2.6,5.90909090909091E-07,1.25E-05,0,52031,2,38,0,0,0,0,0,12.5,448,-1,0,55,1,0.2,0,1,4,0,6,0,1,0.4,52976,0,0,0,0,1858,205,0,0,306,West Ham,Chelsea,Man City,Burnley,Liverpool,2.6,0,3.2,1.8,1.7,2.8,1.9,2.2,2.1,58.7
Ryan,Bennett,DEF,WOL,4200000,5,72,2.6,6.19047619047619E-07,1.71428571428571E-05,0,737563,10,33,0,0,0,1,0,17.1,108617,2,0,72,-2,0.5,0,2.3,1,0,7,0,0,9.9,1007329,0,0,0,0,2520,862,0,0,383,Chelsea,Burnley,Man Utd,Southampton,Brighton,0,0,3.8,0,2.1,2.9,2.2,2.7,2.2,71.8
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,30,0,0,0,Liverpool,Leicester,Wolverhampton,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,1,14,0.482758620689655,7.66283524904215E-08,2.22222222222222E-06,0,72832,0,8,0,0,0,0,0,2.2,243,-2,0,14,2,0.1,0,0.8,0,0,2,0,0,0.4,24041,0,0,0,0,486,168,0,0,9,Brighton,Huddersfield,Newcastle,Man City,Arsenal,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,32.1
,Bernard,MID,EVE,5900000,3,58,2,3.38983050847458E-07,9.83050847457627E-06,0,57552,5,14,0,0,0,0,0,9.8,395,-1,0,58,1,0.3,0,1.7,4,0,7,0,4,0.2,44237,0,0,0,0,1381,390,0,0,201,Newcastle,Chelsea,West Ham,Arsenal,Fulham,1.4,1.2,1.1,1.6,1.3,1.1,1.5,1.8,1,81.1
,Bernardo,DEF,BHA,4200000,6,28,1,2.38095238095238E-07,6.66666666666667E-06,0,15399,2,13,0,0,0,0,0,6.7,99,-3,0,28,3,0.5,0,2,0,0,2,0,1,0.1,9231,0,0,0,0,994,182,0,0,171,Crystal Palace,Southampton,Tottenham,Bournemouth,Wolverhampton,0.5,0,0.6,0.5,0.6,0.5,0.5,0.5,0.5,39
,Bernardo Silva,MID,MCI,7500000,3,115,4.1,5.46666666666667E-07,1.53333333333333E-05,0,1617361,3,19,0,0,0,5,0,15.3,20277,0,0,115,0,0.4,0,3.3,11,0,10,0,7,8,1660639,0,0,0,2,2194,41346,0,0,487,Watford,Fulham,Cardiff City,Crystal Palace,Tottenham,4.3,0,4.2,4.6,4.5,7,4.1,4.3,3.6,206.8
Ryan,Bertrand,DEF,SOU,4800000,0,40,2.7,5.625E-07,8.33333333333333E-06,0,347380,6,26,0,0,0,1,0,8.3,560,-2,0,40,2,0.4,0,1.8,1,0,5,0,0,1.9,79763,0,0,0,0,1350,395,0,0,207,Tottenham,Brighton,Liverpool,Wolverhampton,Newcastle,2.6,0,2.1,2.9,3,2,2.7,2.2,3.2,60.4
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.517241379310345,1.20288692862871E-07,3.48837209302326E-06,0,41139,1,20,0,20,0,0,0,3.5,413,-2,0,15,2,0,0,0,0,0,0,0,0,0.3,37779,0,0,1,0,630,17,0,0,114,Leicester,Liverpool,Man City,Watford,Everton,0,0,0,0,0,0.3,0.3,0.3,0.3,19.4
Philip,Billing,MID,HUD,4500000,2,62,2.5,5.55555555555556E-07,1.37777777777778E-05,0,258234,6,39,0,0,0,2,0,13.8,2504,0,0,62,0,0.3,0,1.3,4,0,5,0,0,1.4,316327,0,0,0,0,2107,2394,0,0,313,Bournemouth,West Ham,Crystal Palace,Leicester,Tottenham,2.5,1.7,2.2,1.9,1.6,1.9,1.2,1.5,2,117.6
Yves,Bissouma,MID,BHA,4600000,3,29,1.03571428571429,2.25155279503106E-07,6.30434782608696E-06,0,3290,3,17,0,0,0,0,0,6.3,30,-4,0,29,4,0.4,0,1.7,0,0,2,0,0,0,1760,0,0,0,0,1098,57,0,0,91,Crystal Palace,Southampton,Tottenham,Bournemouth,Wolverhampton,0.5,0,0.6,0.5,0.7,0.5,0.7,0.5,0.5,41.2
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,1,0,0,0,Arsenal,Watford,Wolverhampton,West Ham,Everton,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,12098,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1732,0,0,0,0,0,15,0,0,0,West Ham,Chelsea,Man City,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14997,0,0,0,0,0,0,0,0,18,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,708,0,0,0,0,0,2,0,0,0,Newcastle,Chelsea,West Ham,Arsenal,Fulham,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,6,90,3.3,7.17391304347826E-07,1.95652173913044E-05,0,447583,1,32,0,0,0,3,0,19.6,12195,1,0,90,-1,1.2,0,5.3,8,0,6,0,0,4.4,575485,0,0,0,2,2358,14092,0,1,470,Chelsea,Burnley,Man Utd,Southampton,Brighton,3.7,0,5.6,0,3,4.1,3.1,3.8,3.2,101
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,69851,0,0,0,0,0,0,0,2.2,320,-4,0,10,4,0,0,0,0,0,0,0,1,0.3,35161,0,0,0,0,130,6,0,0,19,Chelsea,Burnley,Man Utd,Southampton,Brighton,0,0,0,0,0,0,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,0,41,2,4.54545454545455E-07,9.31818181818182E-06,0,11727,0,31,0,0,0,0,0,9.3,321,-1,0,41,1,0.2,0,0.7,0,0,4,0,0,0.1,9028,0,0,0,0,1625,42,0,0,226,Crystal Palace,Southampton,Tottenham,Bournemouth,Wolverhampton,1.3,0,1.9,1.3,1.8,1.3,1.7,1,1.7,35.9
Artur,Boruc,GLK,BOU,4000000,6,28,0.96551724137931,2.41379310344828E-07,7E-06,0,200902,1,12,0,26,0,0,0,7,2803,0,0,28,0,0.6,0,2.5,4,0,2,0,0,9,328516,0,0,0,1,630,39717,0,0,130,Huddersfield,Newcastle,Leicester,Burnley,Brighton,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,20.3
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1,0,0,0,Tottenham,Brighton,Liverpool,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0
