FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Miguel,Almiron,MID,NEW,6000000,2,21,0.65625,1.09375E-07,3.5E-06,0,32233,0,9,0,0,0,0,0,3.5,2591,0,0,21,0,0.7,0,4,0,0,2,0,2,1.1,100004,0,0,0,0,528,5737,0,0,74,Crystal Palace,Leicester,Southampton,Brighton,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,34.2
Marcos,Alonso,DEF,CHE,6400000,5,139,5,7.8125E-07,2.171875E-05,0,2051238,6,27,0,0,0,1,0,21.7,56375,-1,0,139,1,0.2,0,1.3,19,0,12,0,8,25.7,2253501,0,0,0,3,2489,4464,0,0,617,West Ham,Liverpool,Burnley,Man Utd,Watford,0,5.4,6.3,5.4,6.7,5.7,145.9
Daniel,Amartey,MID,LEI,4300000,0,15,0.46875,1.09011627906977E-07,3.48837209302326E-06,0,20654,2,9,0,0,0,0,0,3.5,48,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,11411,0,0,0,0,639,27,0,0,103,Huddersfield,Newcastle,West Ham,Arsenal,Man City,0,0,0,0,0,0.2,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.03125,7.26744186046512E-09,2.32558139534884E-07,0,15115,0,0,0,0,0,0,0,0.2,141,-2,0,1,2,0,0,0,0,0,0,0,0,0.1,15396,0,0,0,0,2,116,0,0,3,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,4162,0,0,0,0,0,0,0,0,30,-1,0,0,1,0,0,0,0,0,0,0,0,0,2335,0,0,0,0,0,18,0,0,0,West Ham,Liverpool,Burnley,Man Utd,Watford,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,2,34,1.09677419354839,2.19354838709677E-07,6.8E-06,0,42311,2,10,0,0,0,3,0,6.8,475,0,0,34,0,0.1,0,0.7,2,0,1,0,0,0.2,45238,0,0,0,0,631,451,0,0,87,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,1.7,1,0.7,0.5,0.6,48.1
,Andre Gomes,MID,EVE,5400000,3,59,1.84375,3.41435185185185E-07,1.09259259259259E-05,0,36112,6,25,0,0,0,1,0,10.9,250,-1,0,59,1,0.6,0,3.3,2,0,8,0,2,0.2,24762,0,0,0,1,1772,526,0,0,249,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,1.5,1.2,1,1.2,1.6,0.9,55.7
Michail,Antonio,MID,WHU,6800000,1,86,3.1,4.55882352941176E-07,1.26470588235294E-05,0,121326,3,26,0,0,0,4,0,12.6,5905,-2,0,86,2,0.1,0,1,4,0,5,0,5,1.3,111076,0,0,0,0,1716,477,0,0,222,Chelsea,Man Utd,Leicester,Tottenham,Southampton,1.7,2.2,2.8,2,3.2,2.2,126.3
Stuart,Armstrong,MID,SOU,5100000,3,64,2.06451612903226,4.04807084123972E-07,1.25490196078431E-05,0,81189,2,22,0,0,0,3,0,12.5,312,-4,0,64,4,1.1,0,5.5,3,0,4,0,3,0.2,78214,0,0,0,1,1228,477,0,0,224,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,1.1,1.6,2.7,1.9,1.2,1.9,95.6
Marko,Arnautovic,FWD,WHU,6800000,2,89,3.9,5.73529411764706E-07,1.30882352941176E-05,0,2623705,3,30,0,0,0,7,0,13.1,25064,-2,1,89,2,0.3,0,1.7,12,0,2,0,4,6.5,1891687,0,0,0,2,1562,802,-1,0,303,Chelsea,Man Utd,Leicester,Tottenham,Southampton,3.2,4.2,4.3,3.5,4.7,3.8,150.8
Harry,Arter,MID,CAR,4900000,5,47,2,4.08163265306122E-07,9.59183673469388E-06,0,13466,9,38,0,0,0,0,0,9.6,62,-1,0,47,1,0.5,0,2.3,0,0,7,0,1,0.2,4144,0,0,0,0,1919,101,0,0,217,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,2.3,1.2,1.3,1.5,1,55.1
Christian,Atsu,MID,NEW,5100000,0,37,1.15625,2.2671568627451E-07,7.25490196078431E-06,0,11731,2,14,0,0,0,0,0,7.3,89,-4,0,37,4,0.1,0,0.3,0,0,5,0,0,0.1,5340,0,0,0,0,1207,100,0,0,116,Crystal Palace,Leicester,Southampton,Brighton,Liverpool,0.6,0.6,0.6,0.6,0.6,0.6,64.5
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,4,168,5.6,5.18518518518518E-07,1.55555555555556E-05,0,3508619,0,34,0,0,0,17,0,15.6,14961,-2,0,168,2,0.5,1,5.5,26,0,6,0,7,19.7,3523986,0,0,0,4,2227,140514,0,0,605,Everton,Watford,Crystal Palace,Wolverhampton,Leicester,5.4,5.9,12.5,6.1,8.4,6.1,233.2
Serge,Aurier,DEF,TOT,5700000,0,24,0.75,1.31578947368421E-07,4.21052631578947E-06,0,51643,1,9,0,0,0,0,0,4.2,282,-3,0,24,3,0,0,0,0,0,2,0,2,0.5,18441,0,0,0,0,562,15,0,0,116,Huddersfield,Man City,Brighton,West Ham,Bournemouth,0,0,0,0,0,0.5,30.5
Charlie,Austin,FWD,SOU,5500000,0,43,2,3.63636363636364E-07,7.81818181818182E-06,0,115912,1,16,0,0,0,2,0,7.8,792,-5,0,43,5,0.1,1,0.5,1,0,5,0,2,0.5,47093,0,0,0,0,947,868,0,0,117,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,1.3,1.6,2.8,2.1,1.5,1.7,67
Jordan,Ayew,FWD,CRY,5700000,0,40,2.2,3.85964912280702E-07,7.01754385964912E-06,0,40228,3,12,0,0,0,1,0,7,357,-3,0,40,3,0,0,0,2,0,5,0,2,0.2,22677,0,0,0,0,1087,194,0,0,98,Newcastle,Man City,Arsenal,Everton,Cardiff City,1.8,1.5,1.6,1.7,1.8,2.2,66.8
Floyd,Ayite,MID,FUL,4300000,2,19,0.575757575757576,1.33897110641297E-07,4.41860465116279E-06,0,12457,0,10,0,0,0,1,0,4.4,164,-2,0,19,2,0.6,0,2.5,0,0,0,0,0,0.1,7384,0,0,0,0,380,102,0,0,63,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,0.3,0.3,0.3,0.3,0.3,19.1
Cesar,Azpilicueta,DEF,CHE,6300000,16,135,4.2,6.66666666666667E-07,2.14285714285714E-05,0,663696,2,34,0,0,0,1,0,21.4,4757,-2,0,135,2,0.8,0,4.8,11,0,13,0,5,10.9,411654,0,0,0,2,2862,49318,0,0,700,West Ham,Liverpool,Burnley,Man Utd,Watford,5.3,4.1,4.9,4.2,5.3,4.4,138.2
Ryan,Babel,MID,FUL,5500000,11,46,1.39393939393939,2.53443526170799E-07,8.36363636363636E-06,0,28547,3,24,0,0,0,3,0,8.4,3791,0,0,46,0,1,0,5.3,4,0,0,0,3,0.4,49829,0,0,0,1,880,1801,0,0,162,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,0.8,0.7,0.9,0.7,1,68.8
Juninho,Bacuna,MID,HUD,4200000,2,30,0.9375,2.23214285714286E-07,7.14285714285714E-06,0,30235,2,23,0,0,0,1,0,7.1,1202,-3,0,30,3,1,0,4,1,0,0,0,0,0.5,45786,0,0,0,1,976,2052,0,0,146,Leicester,Tottenham,Watford,Liverpool,Man Utd,0.5,0.5,0.5,0.5,0.5,0.5,47.5
Leandro,Bacuna,DEF,CAR,4400000,1,4,0.125,2.84090909090909E-08,9.09090909090909E-07,0,347,1,9,0,0,0,0,0,0.9,39,-1,0,4,1,0.2,0,0.7,0,0,0,0,0,0,546,0,0,0,0,249,19,0,0,34,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0.2,0.1,0.1,0.1,0.1,7.4
Eric,Bailly,DEF,MUN,5000000,0,14,0.4375,8.75E-08,2.8E-06,0,191173,0,12,0,0,0,0,0,2.8,475,-5,0,14,5,0,0,0,0,0,1,0,0,1.3,59296,0,0,0,0,566,7,0,1,99,West Ham,Everton,Man City,Chelsea,Huddersfield,0,0.2,0.4,0.2,0.2,0.2,12.6
Leighton,Baines,DEF,EVE,5000000,0,7,0.21875,4.375E-08,1.4E-06,0,85818,0,6,0,0,0,0,0,1.4,66,-5,0,7,5,0,0,0,0,0,0,0,0,0.5,17840,0,0,0,0,374,38,0,0,48,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,15.4
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11852,0,0,0,0,0,0,0,0,6,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,369,0,0,0,0,0,2,0,0,0,West Ham,Liverpool,Burnley,Man Utd,Watford,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4200000,0,44,1.375,3.27380952380952E-07,1.04761904761905E-05,0,125990,2,25,0,0,0,1,0,10.5,466,-3,0,44,3,0,0,0,3,0,3,0,0,0.3,120644,0,0,0,1,1473,68,0,0,272,Chelsea,Man Utd,Leicester,Tottenham,Southampton,0.9,0.7,0.9,0.8,1,0.7,60.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16796,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1685,0,0,0,0,0,5,0,0,0,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.483870967741936,1.15207373271889E-07,3.57142857142857E-06,0,13849,2,10,0,0,0,1,0,3.6,62,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9370,0,0,0,1,591,18,0,0,86,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,0.5,0.4,0.2,0.2,0.2,16.2
Sol,Bamba,DEF,CAR,4500000,0,95,3.4,7.55555555555556E-07,2.11111111111111E-05,0,343611,7,52,0,0,0,4,0,21.1,12514,0,0,95,0,0,0,0,11,0,7,0,1,2.1,401393,0,0,0,1,2475,76,0,0,459,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0,0,0,0,3.1,114.2
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,5047,0,0,0,0,0,0,0,0,27,-2,0,0,2,0,0,0,0,0,0,0,0,0,3572,0,0,0,0,0,9,0,0,0,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,6,33,1.7,4.04761904761905E-07,7.85714285714286E-06,0,13968,9,27,0,0,0,0,0,7.9,230,-3,0,33,3,0.5,0,2,0,0,4,0,0,0.2,14284,1,0,0,0,1670,1054,0,0,224,Bournemouth,Cardiff City,Chelsea,Man City,Everton,0.8,1.9,1.3,1.2,1.4,1.2,47.4
Ross,Barkley,MID,CHE,5100000,2,71,2.21875,4.35049019607843E-07,1.3921568627451E-05,0,683354,1,13,0,0,0,3,0,13.9,1673,-9,0,71,9,0.2,0,1,5,0,6,0,4,1.5,718872,0,0,0,2,1121,2041,0,0,271,West Ham,Liverpool,Burnley,Man Utd,Watford,1.9,1.1,2.1,1.2,1.8,1.4,98.7
Ashley,Barnes,FWD,BUR,5700000,2,100,3.2,5.6140350877193E-07,1.75438596491228E-05,0,240924,5,32,0,0,0,9,0,17.5,10581,-3,0,100,3,0.4,0,2,10,0,6,0,3,3,368296,0,0,0,1,1857,8539,0,0,315,Bournemouth,Cardiff City,Chelsea,Man City,Everton,2.7,3.8,2.2,3.1,2.5,3.9,155
Harvey,Barnes,MID,LEI,5500000,3,29,0.90625,1.64772727272727E-07,5.27272727272727E-06,0,13527,0,13,0,0,0,0,0,5.3,1377,0,0,29,0,0.6,0,3.3,0,0,1,0,3,0.5,42415,0,0,0,0,770,2162,0,0,92,Huddersfield,Newcastle,West Ham,Arsenal,Man City,0.5,0.5,0.5,0.5,0.5,0.5,67.6
Antonio,Barreca,DEF,NEW,4100000,0,1,0.03125,7.62195121951219E-09,2.4390243902439E-07,0,656,0,0,0,0,0,0,0,0.2,44,-4,1,1,4,0,0,0,0,0,0,0,0,0,975,0,0,0,0,4,60,-1,0,3,Crystal Palace,Leicester,Southampton,Brighton,Liverpool,0,0,0,0,0,0,0
Michy,Batshuayi,FWD,CRY,6500000,4,27,0.84375,1.29807692307692E-07,4.15384615384615E-06,0,80916,0,7,0,0,0,2,0,4.2,11408,0,0,27,0,0.3,0,2,2,0,2,0,1,2.1,209549,0,0,0,0,524,4146,0,0,80,Newcastle,Man City,Arsenal,Everton,Cardiff City,0.4,0.4,0.4,0.4,0.4,0.5,38.8
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,74686,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5547,0,0,0,0,0,0,0,0,0,Southampton,Brighton,Arsenal,Watford,Fulham,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,7,41,2.3,5.75E-07,1.025E-05,0,376586,5,22,0,0,0,0,0,10.3,4436,0,0,41,0,1.1,0,4.5,3,0,3,0,1,6.7,477637,0,0,0,0,1520,8291,0,0,270,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,2.1,2.3,3.2,2,1.7,2.4,57
Asmir,Begovic,GLK,BOU,4300000,1,62,2.7,6.27906976744186E-07,1.44186046511628E-05,0,254683,0,44,0,59,0,0,0,14.4,1800,-2,0,62,2,0.1,0,0.3,4,0,5,0,0,3.1,164731,0,0,0,0,2070,8689,0,0,360,Burnley,Brighton,Fulham,Southampton,Tottenham,2.7,1.9,3.2,2,2.9,2.1,44.2
Hector,Bellerin,DEF,ARS,5400000,0,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1138624,3,21,0,0,0,0,0,11.1,1134,-1,0,60,1,0,0,0,5,0,4,0,5,4.6,566878,1,0,0,0,1532,42,0,0,304,Everton,Watford,Crystal Palace,Wolverhampton,Leicester,0,0,0,0,0,2,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,55602,0,0,0,0,0,0,0,0,316,-1,0,0,1,0,0,0,0,0,0,0,0,0.7,28918,0,0,0,0,0,19,0,0,0,Huddersfield,Newcastle,West Ham,Arsenal,Man City,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,1,0,0,0,Huddersfield,Newcastle,West Ham,Arsenal,Man City,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,1,62,2.6,5.90909090909091E-07,1.40909090909091E-05,0,53836,3,42,0,0,0,0,0,14.1,241,-1,0,62,1,0.5,0,2.3,4,0,7,0,1,0.4,53171,0,0,0,0,2099,108,0,0,343,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,3.5,2.7,2,2.4,2,63.7
Ryan,Bennett,DEF,WOL,4100000,2,74,2.6,6.34146341463415E-07,1.80487804878049E-05,0,859475,10,34,0,0,0,1,0,18,12138,1,0,74,-1,0.2,0,0.7,1,0,7,0,0,8,1013022,0,0,0,0,2610,3502,0,0,395,Southampton,Brighton,Arsenal,Watford,Fulham,0,2.1,5.1,2,2.8,2.1,73.9
Josh,Benson,MID,BUR,4500000,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,62,0,0,0,Bournemouth,Cardiff City,Chelsea,Man City,Everton,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6300000,2,17,0.53125,8.43253968253968E-08,2.6984126984127E-06,0,73452,0,8,0,0,0,0,0,2.7,172,-2,0,17,2,0.2,0,1,0,0,2,0,0,0.4,24797,0,0,0,0,525,230,0,0,19,Newcastle,Man City,Arsenal,Everton,Cardiff City,0.3,0.3,0.3,0.3,0.3,0.3,38.4
,Bernard,MID,EVE,5900000,9,72,2.25,3.8135593220339E-07,1.22033898305085E-05,0,58700,5,16,0,0,0,1,0,12.2,290,-1,0,72,1,0.8,0,4.7,5,0,9,0,4,0.2,47145,0,0,0,0,1629,2246,0,0,248,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,2,1.6,1.4,1.7,2.1,1.2,98.8
,Bernardo,DEF,BHA,4200000,3,32,1.03225806451613,2.45775729646697E-07,7.61904761904762E-06,0,16036,3,15,0,0,0,0,0,7.6,218,-3,0,32,3,0.3,0,1.3,0,0,2,0,1,0.1,10411,0,0,0,0,1189,154,0,0,208,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,1.5,1,0.5,0.5,0.6,49.2
,Bernardo Silva,MID,MCI,7600000,14,131,4.4,5.78947368421053E-07,1.72368421052632E-05,0,1726946,3,20,0,0,0,6,0,17.2,34217,1,-1,131,-1,0.7,0,5.3,14,0,11,0,8,8.2,1789266,0,0,0,2,2374,39070,1,0,556,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,4.8,8,4.4,4.7,4.2,229.4
Ryan,Bertrand,DEF,SOU,4800000,6,48,2.8,5.83333333333333E-07,1E-05,0,349181,6,27,0,0,0,1,0,10,437,-2,0,48,2,0.8,0,4,1,0,6,0,0,1.9,82708,0,0,0,0,1530,1648,0,0,237,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,2.9,3.1,4.3,2.7,2.3,3.2,65.6
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.454545454545455,1.05708245243129E-07,3.48837209302326E-06,0,42238,1,20,0,20,0,0,0,3.5,232,-2,0,15,2,0,0,0,0,0,0,0,0,0.3,37881,0,0,1,0,630,24,0,0,114,Everton,Bournemouth,Cardiff City,Wolverhampton,Newcastle,0,0,0,0,0,0.2,19.4
Philip,Billing,MID,HUD,4500000,0,63,2.3,5.11111111111111E-07,1.4E-05,0,268612,7,43,0,0,0,2,0,14,3306,0,0,63,0,0.1,0,0.3,4,0,5,0,0,1.3,318773,0,0,0,0,2187,183,0,0,317,Leicester,Tottenham,Watford,Liverpool,Man Utd,0,1.3,1.7,1.2,1.4,1.7,121.3
Yves,Bissouma,MID,BHA,4600000,4,35,1.12903225806452,2.45441795231417E-07,7.60869565217391E-06,0,3432,3,22,0,0,0,0,0,7.6,49,-4,0,35,4,0.4,0,2,0,0,2,0,0,0,1929,0,0,0,0,1368,45,0,0,131,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,1.5,1.2,0.8,0.6,0.6,51.7
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,5,0,0,0,West Ham,Everton,Man City,Chelsea,Huddersfield,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,12191,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1777,0,0,0,0,0,8,0,0,0,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,15041,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,713,0,0,0,0,0,1,0,0,0,Arsenal,Fulham,Man Utd,Crystal Palace,Burnley,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4700000,3,94,3.1,6.59574468085106E-07,2E-05,0,485237,2,36,0,0,0,3,0,20,16744,2,0,94,-2,0.3,0,1.3,8,0,6,0,0,4.5,626935,0,0,0,2,2628,2038,0,1,509,Southampton,Brighton,Arsenal,Watford,Fulham,0,2.8,6.7,2.6,3.6,2.7,111.3
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,70515,0,0,0,0,0,0,0,2.2,135,-4,0,10,4,0,0,0,0,0,0,0,1,0.3,35193,0,0,0,0,130,6,0,0,19,Southampton,Brighton,Arsenal,Watford,Fulham,0,0,0,0,0,0,13.6
Gaetan,Bong,DEF,BHA,4400000,1,42,2,4.54545454545455E-07,9.54545454545455E-06,0,12236,0,34,0,0,0,0,0,9.5,131,-1,0,42,1,0.1,0,0.3,0,0,4,0,0,0.1,9218,0,0,0,0,1715,29,0,0,235,Bournemouth,Cardiff City,Wolverhampton,Tottenham,Newcastle,0,4.1,2.6,1.6,1,1.7,37
Artur,Boruc,GLK,BOU,4100000,0,36,1.125,2.74390243902439E-07,8.78048780487805E-06,0,232448,1,14,0,30,0,0,0,8.8,13409,1,0,36,-1,0.7,0,2.7,4,0,3,0,0,9.5,394710,0,0,0,1,810,5618,0,0,168,Burnley,Brighton,Fulham,Southampton,Tottenham,0.7,0.6,0.8,0.6,0.7,0.6,22.8
Sofiane,Boufal,MID,SOU,5500000,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,0,Liverpool,Wolverhampton,Newcastle,Watford,Bournemouth,0,0,0,0,0,0,0
Robbie,Brady,MID,BUR,5400000,0,17,0.53125,9.83796296296296E-08,3.14814814814815E-06,0,2919,3,14,0,0,0,0,0,3.1,30,-1,0,17,1,0.1,0,0.3,0,0,1,0,1,0,1758,0,0,0,0,627,30,0,1,64,Bournemouth,Cardiff City,Chelsea,Man City,Everton,0.3,0.3,0.3,0.3,0.3,0.3,34.8
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,10281,0,0,0,0,0,0,0,0,31,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1324,0,0,0,0,0,36,0,0,0,Crystal Palace,Tottenham,Man Utd,Burnley,Leicester,0,0,0,0,0,0,0
,Brian Murphy,GLK,CAR,4000000,0,0,0,0,0,0,9924,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0.2,15754,0,0,0,0,0,43,0,0,0,Burnley,Brighton,Liverpool,Fulham,Crystal Palace,0,0,0,0,0,0,0
Miguel,Britos,DEF,WAT,4300000,1,3,0.09375,2.18023255813953E-08,6.97674418604651E-07,0,4249,0,5,0,0,0,0,0,0.7,16,-2,0,3,2,0.2,0,0.7,0,0,0,0,0,0,995,0,0,0,0,184,28,0,0,22,Arsenal,Huddersfield,Southampton,Wolverhampton,Chelsea,0,0,0,0,0,0,2.9
David,Brooks,MID,BOU,5100000,1,102,3.9,7.64705882352941E-07,2E-05,0,637959,3,34,0,0,0,6,0,20,9719,1,0,102,-1,0.4,0,2,6,0,8,0,4,5.6,957100,0,0,0,2,1903,30830,0,0,316,Burnley,Brighton,Fulham,Southampton,Tottenham,5,3,5.2,3.3,3.7,3.6,137.2
