FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,7100000,6,93,6.6,9.29577464788732E-07,1.30985915492958E-05,0,374853,1,11,0,0,0,1,0,13.1,33284,6,0,93,-6,0.7,0,5,14,0,7,0,7,47.9,1890103,0,0,0,3,1247,22078,0,0,359,Wolverhampton,Man City,Brighton,Leicester,Watford,8.9,8.5,8.1,8.6,8.5,9.5,8.7,7.9,6.7,7.2,8.4,8.5,9.7,8.2,8,8.7,7.9,8.2,8.3,8.5,8.6,9,9.1,8.5,76.8
Daniel,Amartey,MID,LEI,4400000,0,15,1.07142857142857,2.43506493506493E-07,3.40909090909091E-06,0,17016,2,9,0,0,0,0,0,3.4,389,-1,0,15,1,0,0,0,0,0,1,0,0,0.2,10544,0,0,0,0,639,19,0,0,103,Fulham,Tottenham,Crystal Palace,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,20.8
Luke,Amos,MID,TOT,4300000,0,1,0.0714285714285714,1.66112956810631E-08,2.32558139534884E-07,0,7586,0,0,0,0,0,0,0,0.2,474,-2,1,1,2,0,0,0,0,0,0,0,0,0.1,7359,0,0,0,0,2,834,-1,0,3,Southampton,Leicester,Burnley,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,3070,0,0,0,0,0,0,0,0,44,-1,0,0,1,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0,33,0,0,0,Wolverhampton,Man City,Brighton,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,7,10,0.714285714285714,1.42857142857143E-07,2E-06,0,4793,0,2,0,0,0,1,0,2,641,0,0,10,0,0.6,0,3,1,0,0,0,0,0.1,6724,0,0,0,0,126,4668,0,0,33,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.3
,Andre Gomes,MID,EVE,5400000,1,14,1,1.85185185185185E-07,2.59259259259259E-06,0,19097,1,4,0,0,0,0,0,2.6,303,-1,0,14,1,0.4,0,2.3,0,0,3,0,0,0.2,8083,0,0,0,0,531,3670,0,0,57,Newcastle,Watford,Man City,Tottenham,Burnley,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,19.3
Michail,Antonio,MID,WHU,6800000,0,24,1.71428571428571,2.52100840336134E-07,3.52941176470588E-06,0,44901,1,10,0,0,0,0,0,3.5,941,-2,0,24,2,0.3,0,2,0,0,2,0,2,0.8,7976,0,0,0,0,520,553,0,0,59,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,1.1,1,1.1,1.1,1.3,1.2,1.3,0.9,1,1.2,0.9,1.5,1.2,0.9,1.1,0.9,1.1,1.1,0.9,1,1,1,1.2,1,48
Stuart,Armstrong,MID,SOU,5100000,6,30,2.14285714285714,4.20168067226891E-07,5.88235294117647E-06,0,12710,1,9,0,0,0,3,0,5.9,1466,-4,0,30,4,1.5,0,7.7,2,0,1,0,0,0.5,27958,0,0,0,1,394,21326,0,0,93,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,1.3,1.2,1.5,1.9,1.5,1.1,1.1,1.4,1.8,1.6,1.6,1.8,1.3,1.9,1.3,1.1,1.4,1.2,1.3,1.7,2,1.7,1.6,1.8,34.7
Marko,Arnautovic,FWD,WHU,7200000,5,59,4.9,6.80555555555556E-07,8.19444444444444E-06,0,1221070,2,18,0,0,0,5,0,8.3,26549,2,-1,59,-2,0.4,0,3,9,0,1,0,3,23.3,1469691,0,0,0,1,969,137521,1,0,224,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,6.7,4.7,6.4,6,6.3,6.5,6.5,6,5.9,5.6,4.6,6.2,6.7,5,5.3,6.1,5.3,6.4,5.2,6.8,5.4,5.9,6.1,5.8,105
Harry,Arter,MID,CAR,4900000,2,18,1.6,3.26530612244898E-07,3.6734693877551E-06,0,10859,5,18,0,0,0,0,0,3.7,103,-1,0,18,1,0.3,0,1.3,0,0,2,0,0,0.2,2750,0,0,0,0,896,93,0,0,79,West Ham,Southampton,Watford,Man Utd,Crystal Palace,0.8,1.4,0.8,0.9,1,0.8,0.8,1.2,1.1,0.8,1.2,0.9,1.2,1.2,0.8,1,0.8,0.8,0.8,0.8,0.9,0.8,1.1,0.8,24
Christian,Atsu,MID,NEW,5100000,1,8,0.571428571428571,1.12044817927171E-07,1.56862745098039E-06,0,7853,1,5,0,0,0,0,0,1.6,73,-4,0,8,4,0.1,0,0.7,0,0,0,0,0,0.1,1241,0,0,0,0,232,30,0,0,33,Everton,Wolverhampton,Huddersfield,Fulham,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.4
Pierre-Emerick,Aubameyang,FWD,ARS,11100000,16,91,6.5,5.85585585585586E-07,8.1981981981982E-06,0,1062790,0,14,0,0,0,10,0,8.3,14082,1,-2,91,-1,0.8,0,8.7,16,0,3,0,3,23.8,1373985,0,0,0,3,1030,504336,2,0,349,Man Utd,Huddersfield,Southampton,Burnley,Brighton,8.7,8.3,8.4,8.9,7.7,6.4,9.3,8.9,7.4,9.6,7.1,8.7,9,9.1,8.3,8.7,7.8,8.4,7.1,8.2,7.6,8,9.8,8.4,105.4
Serge,Aurier,DEF,TOT,5800000,-1,13,0.928571428571429,1.60098522167488E-07,2.24137931034483E-06,0,39525,1,6,0,0,0,0,0,2.2,800,-2,0,13,2,0.4,0,2.3,0,0,1,0,1,0.7,13664,0,0,0,0,350,2902,0,0,61,Southampton,Leicester,Burnley,Everton,Bournemouth,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.7,17.2
Charlie,Austin,FWD,SOU,5500000,0,13,1.3,2.36363636363636E-07,2.36363636363636E-06,0,84616,0,7,0,0,0,0,0,2.4,1111,-5,0,13,5,0.2,1,1,0,0,4,0,0,0.4,14723,0,0,0,0,520,506,0,0,17,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,0.7,0.7,0.9,0.7,0.8,0.6,0.6,0.6,1,0.6,0.8,1.1,0.8,1.5,0.9,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.9,0.7,25.6
Jordan,Ayew,FWD,CRY,5700000,0,18,2,3.50877192982456E-07,3.15789473684211E-06,0,27989,1,6,0,0,0,0,0,3.2,474,-3,0,18,3,0.2,0,1,0,0,2,0,1,0.2,10327,0,0,0,0,560,299,0,0,27,Brighton,West Ham,Leicester,Man City,Cardiff City,1.4,2,1.2,1.3,1.8,1,1.5,1.4,1.1,1.8,2.5,1.4,1.5,1.5,1.9,1.7,1.6,1.2,1.9,1,1.8,1.6,1.7,1.4,28.7
Floyd,Ayite,MID,FUL,4300000,1,6,0.428571428571429,9.96677740863787E-08,1.3953488372093E-06,0,9078,0,4,0,0,0,0,0,1.4,322,-2,0,6,2,0.1,0,0.5,0,0,0,0,0,0.1,4868,0,0,0,0,153,371,0,0,13,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.6
Cesar,Azpilicueta,DEF,CHE,6300000,5,60,4.3,6.82539682539682E-07,9.52380952380952E-06,0,428699,1,11,0,0,0,0,0,9.5,7573,-2,0,60,2,0.8,0,5.3,2,0,7,0,2,9.9,129854,0,0,0,0,1260,9382,0,0,322,Wolverhampton,Man City,Brighton,Leicester,Watford,5.4,4.6,4.7,4.7,4.7,5.7,4.8,4.2,3.5,3.8,5.5,4.6,5.8,4.9,4.3,5.3,5.1,5.3,4.5,5,4.7,5.2,5.2,4.6,62.8
Juninho,Bacuna,MID,HUD,4300000,0,2,0.142857142857143,3.32225913621262E-08,4.65116279069767E-07,0,9909,0,1,0,0,0,0,0,0.5,425,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.2,10105,0,0,0,0,13,93,0,0,7,Bournemouth,Arsenal,Newcastle,Southampton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Eric,Bailly,DEF,MUN,5100000,0,5,0.357142857142857,7.00280112044818E-08,9.80392156862745E-07,0,168771,0,6,0,0,0,0,0,1,1227,-4,0,5,4,0,0,0,0,0,0,0,0,1.5,44354,0,0,0,0,200,39,0,0,31,Arsenal,Fulham,Liverpool,Cardiff City,Huddersfield,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Leighton,Baines,DEF,EVE,5100000,0,5,0.357142857142857,7.00280112044818E-08,9.80392156862745E-07,0,76443,0,5,0,0,0,0,0,1,705,-4,0,5,4,0,0,0,0,0,0,0,0,0.7,15877,0,0,0,0,284,120,0,0,40,Newcastle,Watford,Man City,Tottenham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11501,0,0,0,0,0,0,0,0,12,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,323,0,0,0,0,0,1,0,0,0,Wolverhampton,Man City,Brighton,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,6,37,2.6,5.90909090909091E-07,8.40909090909091E-06,0,30101,1,22,0,0,0,1,0,8.4,3737,-1,0,37,1,0.6,0,2.7,3,0,2,0,0,1.1,72586,0,0,0,1,1260,11349,0,0,237,Cardiff City,Crystal Palace,Fulham,Watford,Southampton,0,2.1,2.1,2.4,2.3,2.2,2.8,1.4,1.8,2.7,2.5,2.9,2.3,2.2,1.8,3.1,2.9,3.4,2.7,2.6,2.1,2.9,2.2,2.3,53
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,14854,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1196,0,0,0,0,0,25,0,0,0,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,2,0.142857142857143,3.40136054421769E-08,4.76190476190476E-07,0,7196,2,3,0,0,0,0,0,0.5,117,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,2469,0,0,0,0,172,24,0,0,20,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.1
Sol,Bamba,DEF,CAR,4500000,2,44,3.4,7.55555555555556E-07,9.77777777777778E-06,0,54479,1,22,0,0,0,2,0,9.8,2981,0,0,44,0,1,0,4.7,4,0,2,0,1,1.3,74678,0,0,0,1,1170,2456,0,0,213,West Ham,Southampton,Watford,Man Utd,Crystal Palace,3.1,3.8,2.8,3.9,3.6,2.7,3.9,4.7,3,1.9,3.3,2.8,4.1,5.1,3.3,3.6,2.7,4.1,2.7,2.7,4.3,2.5,3.8,3.2,60.7
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,2908,0,0,0,0,0,0,0,0,109,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1824,0,0,0,0,0,108,0,0,0,Newcastle,Watford,Man City,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,0,1,0.0714285714285714,1.70068027210884E-08,2.38095238095238E-07,0,7004,2,3,0,0,0,0,0,0.2,96,-3,0,1,3,0,0,0,0,0,0,0,0,0.1,1175,0,0,0,0,180,30,0,0,21,Liverpool,Brighton,Tottenham,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
Ross,Barkley,MID,CHE,5800000,0,48,3.42857142857143,5.91133004926108E-07,8.27586206896552E-06,0,420817,0,6,0,0,0,3,0,8.3,134146,-2,1,48,2,0.1,0,0.7,5,0,3,0,3,5.2,682506,0,0,0,2,491,2985,-1,0,164,Wolverhampton,Man City,Brighton,Leicester,Watford,3.5,2,2.9,3.1,3.1,4,3.8,3.5,3,3.1,3.5,2,3.9,2.4,3.2,3.4,2.3,2.8,3,2.3,3.5,3,3.4,3.1,53.6
Ashley,Barnes,FWD,BUR,5600000,1,24,1.71428571428571,3.06122448979592E-07,4.28571428571429E-06,0,57665,1,6,0,0,0,2,0,4.3,917,-4,0,24,4,0.2,0,1,3,0,1,0,0,0.3,22938,0,0,0,1,301,267,0,0,72,Liverpool,Brighton,Tottenham,Arsenal,Everton,0.9,1.5,1.1,1.2,1.5,1.3,1.2,2.2,1,1.4,1.4,0.9,0.9,1.3,1,0.9,1.2,1.1,1.1,1.6,0.9,0.9,0.9,1.4,21.4
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,63962,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5381,0,0,0,0,0,11,0,0,0,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,2,0.142857142857143,3.66300366300366E-08,5.12820512820513E-07,0,212246,0,1,0,0,0,0,0,0.5,5531,-1,0,2,1,0,0,0,0,0,0,0,0,3.8,131823,0,0,0,0,80,926,0,0,17,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4
Asmir,Begovic,GLK,BOU,4500000,2,45,3.2,7.11111111111111E-07,1E-05,0,144475,0,21,0,39,0,0,0,10,2989,0,0,45,0,0.4,0,2,2,0,4,0,0,4.1,111471,0,0,0,0,1260,3923,0,0,236,Huddersfield,Liverpool,Wolverhampton,Brighton,Tottenham,4.2,3.8,3.3,4.1,3.6,3.2,3.6,3.2,3.1,3.6,3.8,3,3.7,1.9,3.2,4.2,2.9,2.8,3.2,2.8,3.5,2.8,3.4,3.6,29.2
Hector,Bellerin,DEF,ARS,5400000,1,42,3,5.55555555555556E-07,7.77777777777778E-06,0,614493,2,17,0,0,0,0,0,7.8,20622,-1,0,42,1,0.2,0,1.3,3,0,2,0,4,10.4,386156,1,0,0,0,1215,13573,0,0,235,Man Utd,Huddersfield,Southampton,Burnley,Brighton,3,3.8,2.6,2.8,2.6,2.8,3.1,2.9,3.2,4.3,2.6,4,2.9,2.4,3.4,3,3.1,2.5,3,2.7,2.9,2.6,3.7,2.6,62.9
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,36094,0,0,0,0,0,0,0,0,1015,-1,0,0,1,0,0,0,0,0,0,0,0,1,23899,0,0,0,0,0,453,0,0,0,Fulham,Tottenham,Crystal Palace,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2838,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,1,0,0,0,Fulham,Tottenham,Crystal Palace,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,0,24,2.7,6E-07,5.33333333333333E-06,0,40071,0,17,0,0,0,0,0,5.3,1224,0,0,24,0,0,0,0,2,0,2,0,1,0.6,48304,0,0,0,0,810,43,0,0,147,West Ham,Southampton,Watford,Man Utd,Crystal Palace,2.1,2.7,1.9,2.8,2.6,1.9,2.8,3.5,2.1,1.4,2.3,1.9,3,3.9,2.3,2.5,1.9,3,1.9,1.9,3.1,1.7,2.7,2.2,29.4
Ryan,Bennett,DEF,WOL,4200000,0,35,2.7,6.42857142857143E-07,8.33333333333333E-06,0,344511,3,15,0,0,0,0,0,8.3,32810,2,0,35,-2,0.2,0,1,1,0,4,0,0,11.1,666050,0,0,0,0,1170,2911,0,0,192,Chelsea,Newcastle,Bournemouth,Liverpool,Fulham,2.7,2.5,2,2.9,2.1,2.9,2.4,2.2,2.4,2.3,2.6,2.1,1.7,3.5,3.8,2.7,1.7,2.2,2.5,2.3,3.1,2.3,2.6,2.5,38.8
Christian,Benteke,FWD,CRY,6300000,0,8,0.571428571428571,9.0702947845805E-08,1.26984126984127E-06,0,68612,0,5,0,0,0,0,0,1.3,233,-2,0,8,2,0,0,0,0,0,1,0,0,0.5,20904,0,0,0,0,325,26,0,0,5,Brighton,West Ham,Leicester,Man City,Cardiff City,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.3
,Bernard,MID,EVE,5900000,3,28,2,3.38983050847458E-07,4.74576271186441E-06,0,34600,2,5,0,0,0,0,0,4.7,1122,-1,0,28,1,0.5,0,2.7,2,0,4,0,2,0.3,28294,0,0,0,0,582,2906,0,0,100,Newcastle,Watford,Man City,Tottenham,Burnley,1.9,1.8,1,1.2,1,1,1.6,1.8,1.1,1.3,1.8,1,1,1,1.4,1.4,1.1,1,1.6,1,1.4,1.3,1.9,1,34.9
,Bernardo,DEF,BHA,4200000,2,5,0.357142857142857,8.50340136054422E-08,1.19047619047619E-06,0,8128,1,4,0,0,0,0,0,1.2,112,-3,0,5,3,0.3,0,1.3,0,0,0,0,0,0.1,1287,0,0,0,0,292,212,0,0,50,Crystal Palace,Burnley,Chelsea,Bournemouth,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.7
,Bernardo Silva,MID,MCI,7500000,8,64,4.9,6.53333333333333E-07,8.53333333333333E-06,0,988007,2,5,0,0,0,4,0,8.5,9995,0,0,64,0,0.8,0,6,7,0,6,0,3,6.7,953523,0,0,0,2,1046,73727,0,0,267,Watford,Chelsea,Everton,Crystal Palace,Leicester,5.2,4.2,6,5.6,5.1,5.9,4.8,5.9,6.3,6.6,5.3,4.1,3.9,5.3,5.1,5.9,5,5.3,6.1,6.4,4.4,5.6,5.5,4.8,109.3
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,280526,5,21,0,0,0,1,0,6.9,11748,-2,0,33,2,0.1,0,0.3,1,0,4,0,0,3,76583,0,0,0,0,1080,47,0,0,171,Tottenham,Cardiff City,Arsenal,Huddersfield,West Ham,0,0,0,3.6,2.5,2.5,2.8,2.3,3.9,2.6,2.3,4,1.6,2.8,2.7,2.7,2.4,2.3,3.1,3,2.5,2.2,2.6,3.5,54.2
Marcus,Bettinelli,GLK,FUL,4400000,0,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,27507,1,20,0,20,0,0,0,3.4,1021,-1,0,15,1,0,0,0,0,0,0,0,0,0.5,36070,0,0,1,0,630,131,0,0,114,Leicester,Man Utd,West Ham,Newcastle,Wolverhampton,1.8,1.6,1.7,1.5,2.1,2.4,1,1.3,1.9,2.3,1.8,1.9,1.5,1.3,2,1.3,2.1,1.7,1.4,2.8,1,2.8,1.7,1.5,19.4
