FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Luke,Amos,MID,TOT,4400000,0,1,0.142857142857143,3.24675324675325E-08,2.27272727272727E-07,0,5488,0,0,0,0,0,0,0,0.2,545,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,5549,0,0,0,0,2,472,0,0,3,Cardiff City,West Ham,Man City,Wolverhampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,2264,0,0,0,0,0,0,0,0,144,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1188,0,0,0,0,0,77,0,0,0,Southampton,Man Utd,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,3075,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0.1,869,0,0,0,0,0,151,0,0,0,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5400000,0,0,0,0,0,0,17233,0,0,0,0,0,0,0,0,224,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1384,0,0,0,0,0,32,0,0,0,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6800000,1,11,1.57142857142857,2.3109243697479E-07,1.61764705882353E-06,0,37065,1,5,0,0,0,0,0,1.6,1491,-2,0,11,2,0.3,0,1.7,0,0,2,0,0,0.9,4447,0,0,0,0,323,538,0,0,27,Brighton,Tottenham,Leicester,Burnley,Huddersfield,0.8,0.8,0.8,1,1.4,0.8,1.4,1.1,1,0.8,1.2,1,0.9,1.3,0.9,0.8,0.8,0.9,1.8,1.2,0.8,1.2,0.9,1.2,1,0.8,1,0.9,0.9,1.2,0.8,30.1
Stuart,Armstrong,MID,SOU,5200000,1,5,0.714285714285714,1.37362637362637E-07,9.61538461538461E-07,0,9424,0,3,0,0,0,0,0,1,339,-3,0,5,3,0.1,0,0.7,0,0,0,0,0,0.1,490,0,0,0,0,119,27,0,0,13,Chelsea,Bournemouth,Newcastle,Man City,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,8.4
Marko,Arnautovic,FWD,WHU,7000000,7,36,6,8.57142857142857E-07,5.14285714285714E-06,0,702795,0,9,0,0,0,4,0,5.2,14655,0,-1,36,0,0.9,0,6.3,6,0,0,0,1,17.9,615658,0,0,0,1,449,252773,1,0,126,Brighton,Tottenham,Leicester,Burnley,Huddersfield,7,6.5,7.2,7.8,8.3,6.6,8.4,8.1,5.6,7.3,8.6,7.5,7.2,9,8.3,6.7,5.5,7.6,8.4,8.7,6,7.7,7.4,7.7,8.9,6.5,8.4,8.1,7.3,8.5,6.8,46.3
Harry,Arter,MID,CAR,4900000,2,10,1.7,3.46938775510204E-07,2.04081632653061E-06,0,8282,3,12,0,0,0,0,0,2,323,-1,0,10,1,0.3,0,1.7,0,0,2,0,0,0.2,2077,0,0,0,0,495,159,0,0,49,Tottenham,Fulham,Liverpool,Leicester,Brighton,1,1.3,0.8,1,1.5,0.8,1.3,0.9,1.4,0.9,0.9,2,0.8,0.8,1.4,1.5,0.8,1.6,1.1,1.3,1.2,0.8,1.1,0.9,0.8,0.8,1,1,0.9,1.2,1.1,10
Christian,Atsu,MID,NEW,5200000,2,5,0.714285714285714,1.37362637362637E-07,9.61538461538461E-07,0,6655,0,2,0,0,0,0,0,0.9,221,-3,1,5,3,0.2,0,1,0,0,0,0,0,0.1,849,0,0,0,0,164,69,-1,0,24,Man Utd,Brighton,Southampton,Watford,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,7.8
Pierre-Emerick,Aubameyang,FWD,ARS,10800000,2,28,4,3.7037037037037E-07,2.59259259259259E-06,0,759083,0,8,0,0,0,2,0,2.6,128585,-2,0,28,2,0.4,0,4.7,3,0,3,0,1,8.7,219351,0,0,0,0,554,5626,0,0,99,Fulham,Leicester,Crystal Palace,Liverpool,Wolverhampton,0,4.8,4.7,4.4,4.3,3.6,3.7,4.8,4.9,4.1,4.6,4.5,2.7,5.9,4.7,3.9,4.8,3,5,5.1,6,3.9,4.5,2.8,4.4,4,3.6,3.1,3.8,6,3.9,35.1
Serge,Aurier,DEF,TOT,5800000,0,6,0.857142857142857,1.47783251231527E-07,1.03448275862069E-06,0,34522,0,1,0,0,0,0,0,1,2468,-2,0,6,2,0,0,0,0,0,0,0,1,0.6,7694,0,0,0,0,104,29,0,0,24,Cardiff City,West Ham,Man City,Wolverhampton,Crystal Palace,0,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,5.8
Charlie,Austin,FWD,SOU,5600000,2,6,0.857142857142857,1.53061224489796E-07,1.07142857142857E-06,0,75338,0,3,0,0,0,0,0,1.1,1908,-4,0,6,4,0.2,1,1,0,0,2,0,0,0.5,8856,0,0,0,0,264,290,0,0,4,Chelsea,Bournemouth,Newcastle,Man City,Watford,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,18
Jordan,Ayew,FWD,CRY,5900000,2,11,1.57142857142857,2.6634382566586E-07,1.86440677966102E-06,0,22191,0,2,0,0,0,0,0,1.9,1259,-1,0,11,1,0.5,0,3,0,0,2,0,1,0.3,7600,0,0,0,0,316,435,0,0,21,Wolverhampton,Everton,Arsenal,Chelsea,Tottenham,0.8,1.3,0.8,1,0.8,1.6,0.8,1.5,1.5,0.8,0.9,0.8,0.8,0.8,0.8,0.8,1.3,1.2,0.8,1.2,0.8,1.2,1.2,1.2,0.8,1.5,0.8,1.2,0.9,1.3,1.1,19
Floyd,Ayite,MID,FUL,4400000,1,3,0.428571428571429,9.74025974025974E-08,6.81818181818182E-07,0,7111,0,1,0,0,0,0,0,0.7,257,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.1,3058,0,0,0,0,72,206,0,0,8,Arsenal,Cardiff City,Bournemouth,Huddersfield,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.3
Cesar,Azpilicueta,DEF,CHE,6400000,2,28,4,6.25E-07,4.375E-06,0,323187,0,5,0,0,0,0,0,4.4,22666,-1,0,28,1,0.5,0,3.3,0,0,3,0,1,10.8,69542,0,0,0,0,630,7001,0,0,160,Southampton,Man Utd,Burnley,Crystal Palace,Everton,4.2,4.4,4,3.3,5.4,4.8,4.1,4.3,3.9,4.3,4.2,3.4,5.5,4.6,4,3.1,2.8,4.9,3.7,5.7,4.1,3.3,5.3,4.3,5.2,4.5,3.8,4.2,5.1,4.4,3.8,33.7
Juninho,Bacuna,MID,HUD,4400000,0,0,0,0,0,0,4183,0,0,0,0,0,0,0,0,222,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1199,0,0,0,0,0,105,0,0,0,Burnley,Liverpool,Watford,Fulham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5200000,0,5,0.714285714285714,1.37362637362637E-07,9.61538461538461E-07,0,148192,0,4,0,0,0,0,0,1,6371,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,1.8,43053,0,0,0,0,182,402,0,0,29,Newcastle,Chelsea,Everton,Bournemouth,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,3.6
Leighton,Baines,DEF,EVE,5300000,0,5,0.714285714285714,1.34770889487871E-07,9.43396226415094E-07,0,62427,0,5,0,0,0,0,0,0.9,4942,-2,0,5,2,0,0,0,0,0,0,0,0,0.9,14548,0,0,0,0,284,235,0,0,40,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,13
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,11153,0,0,0,0,0,0,0,0,88,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,307,0,0,0,0,0,2,0,0,0,Southampton,Man Utd,Burnley,Crystal Palace,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4400000,2,15,2.1,4.77272727272727E-07,3.40909090909091E-06,0,10265,1,12,0,0,0,0,0,3.4,742,-1,0,15,1,0.9,0,4,2,0,1,0,0,0.3,7820,0,0,0,0,630,2021,0,0,123,Brighton,Tottenham,Leicester,Burnley,Huddersfield,1.5,1.5,1.3,1.6,2.2,1.4,1.7,2.6,1.2,1.1,1.7,1.5,1.4,2.4,1.3,1,1.5,2,2.2,1.6,1.2,1.5,2.3,2,2.2,1.9,2,1.6,1.8,1.8,1.1,21.8
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,13020,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0.4,902,0,0,0,0,0,39,0,0,0,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4300000,0,2,0.285714285714286,6.64451827242525E-08,4.65116279069767E-07,0,5547,1,3,0,0,0,0,0,0.5,295,-2,1,2,2,0,0,0,0,0,0,0,0,0.1,2173,0,0,0,0,160,52,-1,0,17,West Ham,Newcastle,Wolverhampton,Everton,Cardiff City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Sol,Bamba,DEF,CAR,4500000,1,23,3.8,8.44444444444444E-07,5.11111111111111E-06,0,33269,0,11,0,0,0,1,0,5.1,4716,0,0,23,0,0.5,0,2.3,2,0,2,0,0,1.2,47319,0,0,0,0,540,730,0,0,98,Tottenham,Fulham,Liverpool,Leicester,Brighton,4.4,4,3.4,4.1,5.4,3.8,5.1,3.8,4.4,3,4.2,5,3.4,3.9,4.7,4.3,2.8,4.7,3.7,4.2,5.1,3.9,4.3,3.8,4.8,3.2,3.6,4.8,2.9,3.2,4.6,24.6
Beni,Baningime,MID,EVE,4400000,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,116,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,956,0,0,0,0,0,79,0,0,0,Leicester,Crystal Palace,Man Utd,Brighton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4300000,0,1,0.142857142857143,3.32225913621262E-08,2.32558139534884E-07,0,5541,2,3,0,0,0,0,0,0.2,299,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0.1,857,0,0,0,0,180,80,-1,0,21,Huddersfield,Man City,Chelsea,West Ham,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Ross,Barkley,MID,CHE,5700000,1,8,1.14285714285714,2.00501253132832E-07,1.40350877192982E-06,0,22368,0,4,0,0,0,0,0,1.4,826,-3,1,8,3,0.2,0,1,0,0,1,0,0,0.3,8086,0,0,0,0,197,300,-1,0,36,Southampton,Man Utd,Burnley,Crystal Palace,Everton,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,1.1,0.7,0.7,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,10.3
Ashley,Barnes,FWD,BUR,5700000,0,17,2.42857142857143,4.26065162907268E-07,2.98245614035088E-06,0,42096,0,1,0,0,0,2,0,3,5046,-3,0,17,3,0.8,0,4.3,3,0,0,0,0,0.6,19070,0,0,0,1,149,2941,0,0,64,Huddersfield,Man City,Chelsea,West Ham,Leicester,2.3,1.4,1.7,2.4,1.9,2,2.4,2,3.3,1.9,1.9,2.7,2.6,2.6,3.3,1.7,2.4,2.4,2.3,1.6,2.4,1.3,1.2,2.2,1.9,1.7,2.2,1.6,1.6,1.9,2.3,19.6
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,52473,0,0,0,0,0,0,0,0,2649,0,0,0,0,0,0,0,0,0,0,0,0,1,5230,0,0,0,0,0,19,0,0,0,Crystal Palace,Watford,Brighton,Tottenham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,1,0.142857142857143,3.66300366300366E-08,2.56410256410256E-07,0,155303,0,0,0,0,0,0,0,0.3,9266,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,4.1,84543,0,0,0,0,35,12884,0,0,4,Chelsea,Bournemouth,Newcastle,Man City,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Asmir,Begovic,GLK,BOU,4500000,2,16,2.3,5.11111111111111E-07,3.55555555555556E-06,0,92995,0,12,0,17,0,0,0,3.6,8910,0,0,16,0,0.3,0,1.3,0,0,1,0,0,4.4,77022,0,0,0,0,630,1142,0,0,99,Watford,Southampton,Fulham,Man Utd,Newcastle,1.2,2.5,1.2,2.3,1.4,1.9,1.2,2.7,2.7,1.2,3.1,1.4,1.6,2.3,1.2,2.4,2.7,1.9,1.2,2.9,1.2,2,1.8,2.1,1.2,2.2,1.2,2.2,1.2,2.2,1.8,12.5
Hector,Bellerin,DEF,ARS,5400000,8,23,3.3,6.11111111111111E-07,4.25925925925926E-06,0,383580,1,9,0,0,0,0,0,4.3,13208,-1,0,23,1,1,0,5.3,2,0,2,0,1,10.4,157513,0,0,0,0,630,19991,0,0,131,Fulham,Leicester,Crystal Palace,Liverpool,Wolverhampton,2.2,3.4,4,4,4.3,1.8,3.3,3.7,3.9,2.9,3.3,3,2.6,3.3,2.9,4,4.7,2.5,4.1,3.7,3.9,3.5,3.5,3,3.1,3,2.3,2.6,2.6,4.6,2.8,28.2
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,25167,0,0,0,0,0,0,0,0,1952,-1,0,0,1,0,0,0,0,0,0,0,0,1,13521,0,0,0,0,0,2767,0,0,0,Everton,Arsenal,West Ham,Cardiff City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,1,0,0,0,Everton,Arsenal,West Ham,Cardiff City,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,0,19,3.8,8.44444444444444E-07,4.22222222222222E-06,0,27766,0,9,0,0,0,0,0,4.2,3512,0,0,19,0,0,0,0,2,0,2,0,1,0.8,47107,0,0,0,0,450,171,0,0,97,Tottenham,Fulham,Liverpool,Leicester,Brighton,4.4,4,3.4,4.1,5.4,3.8,5.1,3.8,4.4,3,4.2,5,3.4,3.9,4.7,4.3,2.8,4.7,3.7,4.2,5.1,3.9,4.3,3.8,4.8,3.2,3.6,4.8,2.9,3.2,4.6,13.5
Ryan,Bennett,DEF,WOL,4100000,6,23,3.3,8.04878048780488E-07,5.60975609756098E-06,0,179717,1,6,0,0,0,0,0,5.6,13107,1,0,23,-1,1.1,0,4.7,0,0,3,0,0,11.5,510410,0,0,0,0,630,43105,0,0,119,Crystal Palace,Watford,Brighton,Tottenham,Arsenal,3.8,3.7,2.7,3.4,1.9,4.1,3.8,4.2,3.1,4.1,4.2,2,3.2,2.8,2.3,3.5,3.7,2.8,3.3,1.6,3.8,4.8,3.3,3.1,2.5,3.7,2.7,4.7,2,3.5,2.4,19.7
Christian,Benteke,FWD,CRY,6400000,0,8,2,3.125E-07,1.25E-06,0,63106,0,5,0,0,0,0,0,1.3,2223,-1,0,8,1,0,0,0,0,0,1,0,0,0.6,20484,0,0,0,0,325,55,0,0,5,Wolverhampton,Everton,Arsenal,Chelsea,Tottenham,0,0,0,0,0,2.2,1,2.2,2.2,1,1.4,1,1,1.3,1.1,1.2,1.9,1.8,1.3,1.8,1,1.8,1.8,1.8,1,2.2,1,1.8,1.3,1.8,1.6,23.3
