FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Alonso,DEF,CHE,6700000,11,35,11.7,1.74626865671642E-06,5.22388059701493E-06,0,62349,0,3,0,0,0,1,0,5.2,13302,2,-1,35,-2,1.7,0,11.7,8,0,1,0,4,35.5,896454,0,0,0,2,270,341388,1,0,110,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,14.4,12.56,12.56,14.2,13.04,13.8,14,11.2,12.16,13.68,14.4,14.6,14.8,14.2,14,13.04,14,14.6,13.3,13.44,12.8,14.8,12.96,14,13.7,12.8,14,12.72,12.4,12.32,13.28,13.3,13.6,14.6,14.6,22.1
Daniel,Amartey,MID,LEI,4500000,2,4,1.3,2.88888888888889E-07,8.88888888888889E-07,0,5659,1,2,0,0,0,0,0,0.9,1769,0,0,4,0,0.3,0,1.3,0,0,0,0,0,0.3,4837,0,0,0,0,182,1375,0,0,26,Liverpool,Bournemouth,Huddersfield,Newcastle,Everton,0.6,0.6,1.3,0.7,0.8,0.6,1.2,0.6,0.9,0.6,0.7,0.6,0.6,1.2,0.6,0.8,1.1,0.6,1.2,0.6,0.6,0.8,0.6,0.9,1.4,0.6,0.9,0.6,1,0.6,1.1,0.6,0.9,0.6,0.6,5.1
Luke,Amos,MID,TOT,4500000,0,1,0.333333333333333,7.40740740740741E-08,2.22222222222222E-07,0,2727,0,0,0,0,0,0,0,0.2,732,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,2802,0,0,0,0,2,285,0,0,3,Watford,Liverpool,Brighton,Huddersfield,Cardiff City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ethan,Ampadu,MID,CHE,4400000,0,0,0,0,0,0,1278,0,0,0,0,0,0,0,0,391,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,468,0,0,0,0,0,202,-1,0,0,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,2082,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0.1,330,0,0,0,0,0,68,0,0,0,Fulham,Southampton,Tottenham,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Andre Gomes,MID,EVE,5500000,0,0,0,0,0,0,14396,0,0,0,0,0,0,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1228,0,0,0,0,0,67,0,0,0,Huddersfield,West Ham,Arsenal,Fulham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,6900000,2,3,1,1.44927536231884E-07,4.34782608695652E-07,0,27712,1,5,0,0,0,0,0,0.4,7013,-1,0,3,1,0.1,0,1,0,0,0,0,0,1.1,2440,0,0,0,0,152,508,0,0,17,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,1,0.5,0.5,0.6,0.5,0.8,0.5,0.5,0.5,0.7,0.5,0.7,0.5,10.8
Stuart,Armstrong,MID,SOU,5400000,1,3,1,1.85185185185185E-07,5.55555555555556E-07,0,6189,0,1,0,0,0,0,0,0.6,1496,-1,0,3,1,0.2,0,1,0,0,0,0,0,0.2,362,0,0,0,0,65,59,0,0,8,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,1.1,0.8,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.7,0.5,0.5,0.7,5.2
Marko,Arnautovic,FWD,WHU,7000000,5,15,5,7.14285714285714E-07,2.14285714285714E-06,0,329692,0,6,0,0,0,2,0,2.1,138337,0,0,15,0,0.7,0,5,2,0,0,0,0,18,246409,0,0,0,0,214,66155,0,0,53,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,7.5,5.8,4.9,6.9,5,5,3.8,5.7,5.7,5.6,6.5,5.9,4.3,5.9,5.8,5.2,5.5,7.5,7,4.5,5.1,4.7,7.2,7.2,4,6.7,3.6,7.2,7.4,5,6.3,7.4,4.4,6.6,4.4,24.6
Harry,Arter,MID,CAR,5000000,2,4,2,4E-07,8E-07,0,4923,2,0,0,0,0,0,0,0.8,1093,0,0,4,0,0.3,0,1.3,0,0,2,0,0,0.3,1186,0,0,0,0,180,316,0,0,19,Arsenal,Chelsea,Man City,Burnley,Tottenham,1.5,1,1.4,1.5,1,1.6,1,2.1,2.5,1,2.4,1.2,2.2,1,1.4,2.7,1,1.1,2.2,1.8,1.1,1.8,1.5,1.4,1.4,1,2.1,1,1,1,1.4,1,1,1.6,1.1,5.9
Christian,Atsu,MID,NEW,5400000,0,1,0.333333333333333,6.17283950617284E-08,1.85185185185185E-07,0,4867,0,0,0,0,0,0,0,0.2,1197,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,537,0,0,0,0,21,107,0,0,4,Man City,Arsenal,Crystal Palace,Leicester,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Pierre-Emerick,Aubameyang,FWD,ARS,10900000,2,6,2,1.8348623853211E-07,5.5045871559633E-07,0,422247,0,6,0,0,0,0,0,0.6,146277,-1,1,6,1,0.2,0,2,0,0,0,0,0,13.7,149154,0,0,0,0,254,22213,-1,0,13,Cardiff City,Newcastle,Everton,Watford,Fulham,1,2,2.1,1.2,2.2,1.9,2.3,1,2.6,1.2,1,2,1.8,1.4,1.2,1.6,1,2.3,2.5,1,1.3,1,1.6,1.5,1.3,1.2,1.8,1.6,1.6,1.8,1.1,1,1,2.9,1.5,15.5
Serge,Aurier,DEF,TOT,5900000,1,6,2,3.38983050847458E-07,1.01694915254237E-06,0,22140,0,1,0,0,0,0,0,1,5659,-1,1,6,1,0.3,0,2,0,0,0,0,1,0.9,7211,0,0,0,0,104,701,-1,0,24,Watford,Liverpool,Brighton,Huddersfield,Cardiff City,1.2,1.5,1.7,2,2.6,1.2,1.1,1.7,2.6,1.7,1.6,1.5,1.5,1.8,1.7,1,2.6,2.3,1.7,1,1.2,1.1,2.4,2.3,2.3,1.4,1.5,1,1.6,2.9,2,1,1.5,1,1.9,5.8
Charlie,Austin,FWD,SOU,5800000,1,4,1.3,2.24137931034483E-07,6.89655172413793E-07,0,48328,0,3,0,0,0,0,0,0.7,15366,-2,1,4,2,0.2,0,1.3,0,0,1,0,0,0.9,6861,0,0,0,0,149,1442,-1,0,8,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,1.1,1.7,0.6,0.7,0.6,0.6,0.8,0.6,0.6,1.1,1,0.6,0.6,1,0.7,1.9,0.6,0.6,0.6,1.1,0.6,0.7,0.7,0.9,1.3,1,0.6,0.6,0.7,0.6,1.5,0.9,0.7,1.6,1,7.8
Jordan,Ayew,FWD,CRY,5900000,0,0,0,0,0,0,15528,0,0,0,0,0,0,0,0,3787,-1,1,0,1,0,0,0,0,0,0,0,0,0.3,1830,0,0,0,0,0,472,-1,0,0,Southampton,Huddersfield,Newcastle,Bournemouth,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd,Ayite,MID,FUL,4400000,0,0,0,0,0,0,5254,0,0,0,0,0,0,0,0,1346,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,2164,0,0,0,0,0,477,0,0,0,Brighton,Man City,Watford,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,6500000,2,12,4,6.15384615384615E-07,1.84615384615385E-06,0,185637,0,3,0,0,0,0,0,1.8,67406,0,0,12,0,0.6,0,4,0,0,1,0,1,12.7,33673,0,0,0,0,270,8831,0,0,71,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,2.8,5.4,4,3.9,4.7,4.4,6,2.8,4.8,5.1,2.8,5,3.1,4.9,5.8,3.9,6,4.1,3.1,4.8,3.4,5.1,3.6,6,3.9,3.4,6,5,5.3,3.9,4.9,4.5,5.6,3.3,4.7,18.2
Juninho,Bacuna,MID,HUD,4400000,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,0,704,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,452,0,0,0,0,0,240,-1,0,0,Everton,Crystal Palace,Leicester,Tottenham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5400000,0,3,1.5,2.77777777777778E-07,5.55555555555556E-07,0,92796,0,4,0,0,0,0,0,0.5,35335,-1,1,3,1,0.2,0,1,0,0,0,0,0,2.7,40235,0,0,0,0,180,2368,-1,0,23,Burnley,Watford,Wolverhampton,West Ham,Newcastle,1.5,0.8,1.7,0.8,0.8,1.5,1.2,0.8,0.8,0.8,1,0.9,0.8,1,1.5,1.3,0.8,0.9,1.1,2,1.1,0.9,0.8,0.9,1.7,1,1,0.8,0.8,1,0.9,1.1,1.1,1.3,1.7,3.4
Leighton,Baines,DEF,EVE,5500000,1,4,1.3,2.36363636363636E-07,7.27272727272727E-07,0,28713,0,5,0,0,0,0,0,0.7,8812,0,0,4,0,0.2,0,1.3,0,0,0,0,0,1.5,12398,0,0,0,0,270,5112,0,0,36,Huddersfield,West Ham,Arsenal,Fulham,Leicester,1.2,0.8,0.7,0.6,0.6,0.6,0.9,1.8,1.1,1.6,0.7,0.6,0.7,0.6,0.8,1,0.7,1.5,0.6,0.6,0.9,1.6,0.6,0.6,1,0.8,0.6,1,0.6,0.8,0.6,1,1.3,1,0.7,10.8
Tiemoue,Bakayoko,MID,CHE,4900000,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,1287,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,290,0,0,0,0,0,8,0,0,0,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Balbuena,DEF,WHU,4500000,1,1,0.3,6.66666666666667E-08,2.22222222222222E-07,0,6128,1,9,0,0,0,0,0,0.2,1728,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.3,2318,0,0,0,0,270,945,0,0,39,Wolverhampton,Everton,Chelsea,Man Utd,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.7
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,9450,0,0,0,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0.4,526,0,0,0,0,0,165,0,0,0,Fulham,Southampton,Tottenham,Man City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4400000,1,2,1,2.27272727272727E-07,4.54545454545455E-07,0,3089,1,3,0,0,0,0,0,0.5,804,-1,0,2,1,0.2,0,0.7,0,0,0,0,0,0.2,1873,0,0,0,0,160,1314,0,0,17,Fulham,Southampton,Tottenham,Man City,West Ham,0.5,0.5,0.7,0.5,0.7,0.5,1.2,0.5,0.5,1.2,0.5,0.5,0.5,0.8,0.5,0.6,0.9,0.5,0.7,0.5,0.5,0.5,0.8,0.5,0.5,0.9,0.5,1.2,0.7,0.5,0.5,0.5,0.5,0.5,0.5,3.6
Sol,Bamba,DEF,CAR,4500000,8,15,5,1.11111111111111E-06,3.33333333333333E-06,0,12798,0,2,0,0,0,0,0,3.3,5915,0,0,15,0,1.1,0,5,2,0,2,0,0,1.1,24743,0,0,0,0,270,20665,0,0,56,Arsenal,Chelsea,Man City,Burnley,Tottenham,6.5,6.6,5.6,6.8,5.8,5.3,5.4,7.5,7.5,5.6,7.5,4.4,6.8,4.2,7,7.5,5,6.6,7.4,5.2,5.4,5.3,5.2,5.9,7.5,5,6.6,4.8,6.7,3.8,6.4,6.6,3.6,5.2,6.2,11.8
Beni,Baningime,MID,EVE,4500000,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0.1,428,0,0,0,0,0,86,0,0,0,Huddersfield,West Ham,Arsenal,Fulham,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4400000,0,0,0,0,0,0,3653,0,0,0,0,0,0,0,0,935,-1,1,0,1,0,0,0,0,0,0,0,0,0.2,385,0,0,0,0,0,73,-1,0,0,Man Utd,Wolverhampton,Bournemouth,Cardiff City,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross,Barkley,MID,CHE,5900000,1,5,1.66666666666667,2.82485875706215E-07,8.47457627118644E-07,0,13993,0,3,0,0,0,0,0,0.8,4698,-1,1,5,1,0.3,0,1.7,0,0,1,0,0,0.4,6725,0,0,0,0,137,1113,-1,0,23,Bournemouth,Cardiff City,West Ham,Liverpool,Southampton,0.9,1.1,1.3,0.8,1.5,0.8,1.4,0.9,0.8,0.9,0.9,0.9,0.8,0.8,1.2,0.9,2.5,1.2,1.1,1.2,1.2,1.3,0.9,1.5,0.8,1.1,1.4,0.8,1.1,1.2,0.8,0.8,1.1,0.8,0.8,7.8
Ashley,Barnes,FWD,BUR,5800000,1,3,1,1.72413793103448E-07,5.17241379310345E-07,0,26710,0,1,0,0,0,0,0,0.5,7787,-2,1,3,2,0.2,0,1,0,0,0,0,0,0.5,2852,0,0,0,0,63,393,-1,0,7,Man Utd,Wolverhampton,Bournemouth,Cardiff City,Huddersfield,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,0.5,0.5,0.9,0.5,1,0.5,0.7,0.6,1.4,0.6,0.7,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.9,0.5,0.5,0.5,0.5,0.6,0.5,2.3
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,26415,0,0,0,0,0,0,0,0,7926,0,0,0,0,0,0,0,0,0,0,0,0,1.6,5029,0,0,0,0,0,1150,0,0,0,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,0,0,0,0,0,0,90431,0,0,0,0,0,0,0,0,25353,-1,1,0,1,0,0,0,0,0,0,0,0,4.1,27626,0,0,0,0,0,19664,-1,0,0,Crystal Palace,Brighton,Liverpool,Wolverhampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,GLK,BOU,4500000,1,10,3.3,7.33333333333333E-07,2.22222222222222E-06,0,45123,0,3,0,6,0,0,0,2.2,16195,0,0,10,0,0.7,0,3.3,0,0,1,0,0,4.7,41106,0,0,0,0,270,8173,0,0,41,Chelsea,Leicester,Burnley,Crystal Palace,Watford,4.4,4.9,4.3,2.5,2.4,3.6,2.1,3.9,3.1,3.4,2.2,4.4,3.5,3.3,4.9,3.5,3.8,2.9,3.4,3.5,3.9,3.9,3.2,4.9,3.2,2.8,3.8,2.8,3.1,4,3.4,2.6,3.1,3.5,4.8,3.6
Hector,Bellerin,DEF,ARS,5500000,5,7,2.3,4.18181818181818E-07,1.27272727272727E-06,0,223730,0,6,0,0,0,0,0,1.3,42638,0,0,7,0,0.4,0,2.3,0,0,0,0,1,12.3,91830,0,0,0,0,270,43270,0,0,58,Cardiff City,Newcastle,Everton,Watford,Fulham,2.7,1.9,2.4,1.5,1.2,3,3.1,1.9,3.2,1.2,1.9,2.4,2.6,1.9,2.3,2,2,1.3,1.5,2.2,3.2,1.3,2.4,2,1.3,2.1,2.2,2,1.5,2.1,1.4,1.3,1.9,3.4,2.7,15.7
Yohan,Benalouane,DEF,LEI,4000000,0,0,0,0,0,0,14992,0,0,0,0,0,0,0,0,4382,0,0,0,0,0,0,0,0,0,0,0,0,1,5598,0,0,0,0,0,1014,0,0,0,Liverpool,Bournemouth,Huddersfield,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,50,0,0,0,Liverpool,Bournemouth,Huddersfield,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4500000,6,15,5,1.11111111111111E-06,3.33333333333333E-06,0,9158,0,2,0,0,0,0,0,3.3,4460,0,0,15,0,1.1,0,5,2,0,2,0,0,0.7,27524,0,0,0,0,270,10599,0,0,65,Arsenal,Chelsea,Man City,Burnley,Tottenham,6.5,6.6,5.6,6.8,5.8,5.3,5.4,7.5,7.5,5.6,7.5,4.4,6.8,4.2,7,7.5,5,6.6,7.4,5.2,5.4,5.3,5.2,5.9,7.5,5,6.6,4.8,6.7,3.8,6.4,6.6,3.6,5.2,6.2,7
Ryan,Bennett,DEF,WOL,4000000,2,4,1.3,3.25E-07,1E-06,0,91568,0,5,0,0,0,0,0,1,28585,0,0,4,0,0.3,0,1.3,0,0,0,0,0,8.1,227321,0,0,0,0,270,85337,0,0,36,West Ham,Burnley,Man Utd,Southampton,Crystal Palace,0.6,1.2,0.6,1,0.9,0.8,0.6,1,0.6,1.4,0.7,1.1,0.6,0.7,1,0.6,0.6,0.7,0.6,1.6,1,0.6,0.7,0.6,0.6,1.7,0.8,0.9,0.7,1.1,0.6,1.9,0.6,0.7,0.6,8.4
Christian,Benteke,FWD,CRY,6500000,2,6,2,3.07692307692308E-07,9.23076923076923E-07,0,28050,0,3,0,0,0,0,0,0.9,9688,0,0,6,0,0.3,0,2,0,0,1,0,0,1.1,16116,0,0,0,0,235,5101,0,0,8,Southampton,Huddersfield,Newcastle,Bournemouth,Wolverhampton,1,2.1,1,1.6,1.6,2.3,1,1.8,1,2.5,1,2.1,2.9,1,1.4,1,1,2.1,1,1.3,1.9,1.2,1.8,1.4,1,2,1.9,1.6,1,2.4,1,2.4,1.1,1.3,1,13.3
