FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Sam,Baldock,FWD,BHA,4500000,0,0,0,0,0,0,16247,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1559,0,0,0,0,0,32,0,0,0,Fulham,Watford,Burnley,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,DEF,BHA,4200000,0,15,0.652173913043478,1.5527950310559E-07,3.57142857142857E-06,0,11861,2,10,0,0,0,1,0,3.6,377,-3,0,15,3,0,0,0,0,0,0,0,0,0.1,9062,0,0,0,1,591,97,0,0,86,Fulham,Watford,Burnley,Leicester,Huddersfield,0.3,0.3,0.3,0,0.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.2
Sol,Bamba,DEF,CAR,4600000,1,75,3.4,7.39130434782609E-07,1.6304347826087E-05,0,125867,4,39,0,0,0,2,0,16.3,12143,1,0,75,-1,0.7,0,3,10,0,6,0,1,2.7,228218,0,0,0,1,1980,6172,0,0,368,Arsenal,Bournemouth,Southampton,Watford,Everton,2,3.7,3,3.8,5,3.8,3.6,2.9,4.6,3,2.8,3.9,2.9,3.7,3.1,86.6
Beni,Baningime,MID,EVE,4300000,0,0,0,0,0,0,4289,0,0,0,0,0,0,0,0,166,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3386,0,0,0,0,0,233,0,0,0,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil,Bardsley,DEF,BUR,4200000,5,22,0.956521739130435,2.27743271221532E-07,5.23809523809524E-06,0,10359,6,11,0,0,0,0,0,5.2,480,-3,0,22,3,0.5,0,2.3,0,0,3,0,0,0.1,6046,0,0,0,0,860,547,0,0,131,Man Utd,Southampton,Brighton,Tottenham,Newcastle,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.6,0.5,0.5,0.5,25.4
Ross,Barkley,MID,CHE,5100000,0,58,2.52173913043478,4.94458653026428E-07,1.13725490196078E-05,0,658828,1,6,0,0,0,3,0,11.2,7355,-9,1,58,9,0.3,0,1.3,5,0,5,0,3,1.5,696991,0,0,0,2,749,678,-1,0,196,Bournemouth,Huddersfield,Man City,Tottenham,Fulham,1.7,2.4,1.3,0,1.3,2.1,2,1.4,1.7,1.9,1.3,2.4,1.6,1.9,2.1,68.7
Ashley,Barnes,FWD,BUR,5600000,2,57,2.6,4.64285714285714E-07,1.01785714285714E-05,0,119056,3,17,0,0,0,4,0,10,17327,-4,1,57,4,0.7,0,3.7,6,0,5,0,2,1.2,135763,0,0,0,1,1072,2764,-1,0,158,Man Utd,Southampton,Brighton,Tottenham,Newcastle,2.3,2.8,1.9,1.9,2.2,2.1,1.5,2.3,2.3,1.9,2.7,1.7,2.3,1.7,3,85.6
Harvey,Barnes,MID,LEI,5500000,5,6,0.260869565217391,4.74308300395257E-08,1.09090909090909E-06,0,315,0,3,0,0,0,0,0,1.1,176,0,0,6,0,0.5,0,3,0,0,0,0,1,0,1343,0,0,0,0,117,752,0,0,14,Liverpool,Man Utd,Tottenham,Crystal Palace,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.2
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,71712,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5491,0,0,0,0,0,13,0,0,0,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,3900000,2,15,0.652173913043478,1.67224080267559E-07,3.84615384615385E-06,0,290116,4,12,0,0,0,0,0,3.8,9646,-1,0,15,1,0.8,0,3,0,0,1,0,0,6.1,347329,0,0,0,0,800,47741,0,0,121,Crystal Palace,Burnley,Cardiff City,Arsenal,Fulham,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.2
Asmir,Begovic,GLK,BOU,4400000,0,61,2.8,6.36363636363636E-07,1.38636363636364E-05,0,207853,0,42,0,57,0,0,0,13.9,8365,-1,0,61,1,0.2,0,0.7,4,0,5,0,0,3.5,143171,0,0,0,0,1980,1662,0,0,348,Chelsea,Cardiff City,Liverpool,Wolverhampton,Arsenal,3.7,3,2.1,3.3,1.4,3,3,2.6,2.3,3,1.9,3.2,1.9,2.8,2.6,42.2
Hector,Bellerin,DEF,ARS,5400000,11,60,3.2,5.92592592592593E-07,1.11111111111111E-05,0,1095228,3,21,0,0,0,0,0,11.1,27657,-1,0,60,1,0.7,0,4,5,0,4,0,5,5.3,566251,1,0,0,0,1532,3717,0,0,304,Cardiff City,Man City,Huddersfield,Southampton,Bournemouth,0,0,0,0,0,3.2,3.3,3.2,3.1,3.3,2.9,3.6,2.9,4.2,2.3,73.7
Yohan,Benalouane,DEF,LEI,3900000,0,0,0,0,0,0,48812,0,0,0,0,0,0,0,0,2661,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,28498,0,0,0,0,0,127,0,0,0,Liverpool,Man Utd,Tottenham,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,DEF,LEI,5000000,0,0,0,0,0,0,2946,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,3,0,0,0,Liverpool,Man Utd,Tottenham,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Bennett,DEF,CAR,4400000,1,42,2.8,6.36363636363636E-07,9.54545454545455E-06,0,49202,2,25,0,0,0,0,0,9.5,583,-1,0,42,1,0.5,0,2,2,0,5,0,1,0.4,49948,0,0,0,0,1318,156,0,0,237,Arsenal,Bournemouth,Southampton,Watford,Everton,1.4,2.7,2.2,2.9,3.9,2.8,2.7,2.1,3.5,2.2,2,2.9,2.1,2.8,2.3,43.4
Ryan,Bennett,DEF,WOL,4100000,6,56,2.5,6.09756097560976E-07,1.36585365853659E-05,0,559776,6,29,0,0,0,1,0,13.7,14905,1,0,56,-1,0.6,0,2.3,1,0,5,0,0,11,889159,0,0,0,0,1980,55356,0,0,302,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,2.1,2.6,1.8,1.5,2.9,3.3,2.8,1.8,1.9,2,2,2.7,2.3,2.4,2.1,61.5
Christian,Benteke,FWD,CRY,6300000,0,9,0.391304347826087,6.2111801242236E-08,1.42857142857143E-06,0,71039,0,5,0,0,0,0,0,1.4,292,-2,0,9,2,0,0,0.3,0,0,1,0,0,0.4,22154,0,0,0,0,337,355,0,0,7,Southampton,Fulham,West Ham,Leicester,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.4
,Bernard,MID,EVE,5900000,2,49,2.1304347826087,3.61090641120118E-07,8.30508474576271E-06,0,50150,4,13,0,0,0,0,0,8.3,1266,-1,0,49,1,0.3,0,1.7,4,0,5,0,4,0.2,38880,0,0,0,0,1076,684,0,0,176,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,1.6,3,1.1,0,1.1,1.3,1.6,1.3,1.1,1.9,1.3,1.4,1.4,2.1,1.1,71
,Bernardo,DEF,BHA,4200000,0,22,0.956521739130435,2.27743271221532E-07,5.23809523809524E-06,0,14247,2,13,0,0,0,0,0,5.2,650,-3,0,22,3,0.1,0,0.3,0,0,1,0,1,0.1,8778,0,0,0,0,904,37,0,0,146,Fulham,Watford,Burnley,Leicester,Huddersfield,0,0.6,0.5,0,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35
,Bernardo Silva,MID,MCI,7600000,1,99,4.5,5.92105263157895E-07,1.30263157894737E-05,0,1366381,3,16,0,0,0,5,0,13,79765,1,0,99,-1,0.4,0,2.7,11,0,7,0,6,8.5,1442522,0,0,0,2,1776,29502,0,0,410,Newcastle,Arsenal,Everton,Chelsea,West Ham,5.5,8.9,4,0,4.9,4,4.8,3.9,4.7,5.2,5.1,3.7,4.6,4.8,4.2,168.6
Ryan,Bertrand,DEF,SOU,4800000,0,33,2.8,5.83333333333333E-07,6.875E-06,0,341224,5,21,0,0,0,1,0,6.9,2540,-2,0,33,2,0,0,0,1,0,4,0,0,2,77149,0,0,0,0,1080,97,0,0,171,Crystal Palace,Burnley,Cardiff City,Arsenal,Fulham,0,2.2,3.9,1.5,2.9,2.4,2.5,2.7,2.3,2.8,3.1,2.4,2.6,2.4,3.3,54.2
Marcus,Bettinelli,GLK,FUL,4300000,0,15,0.652173913043478,1.51668351870576E-07,3.48837209302326E-06,0,37028,1,20,0,20,0,0,0,3.5,728,-2,0,15,2,0,0,0,0,0,0,0,0,0.4,37629,0,0,1,0,630,244,0,0,114,Brighton,Crystal Palace,Man Utd,West Ham,Southampton,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.5,0.3,0.3,19.4
Philip,Billing,MID,HUD,4500000,0,55,2.6,5.77777777777778E-07,1.22222222222222E-05,0,234691,5,35,0,0,0,2,0,12.2,12175,0,0,55,0,0.4,0,1.7,4,0,4,0,0,1.6,304171,0,0,0,0,1840,519,0,0,281,Everton,Chelsea,Arsenal,Newcastle,Wolverhampton,0,1.6,2.2,2.7,2,2,2.4,2.1,2.5,1.9,1.9,1.9,1.5,1.6,2.4,105.5
Yves,Bissouma,MID,BHA,4600000,0,21,0.91304347826087,1.98487712665406E-07,4.56521739130435E-06,0,3104,3,15,0,0,0,0,0,4.6,63,-4,0,21,4,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,861,18,0,0,74,Fulham,Watford,Burnley,Leicester,Huddersfield,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.8
Daley,Blind,DEF,MUN,5000000,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,2,0,0,0,Burnley,Leicester,Fulham,Liverpool,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,11788,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1615,0,0,0,0,0,37,0,0,0,Arsenal,Bournemouth,Southampton,Watford,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,5800000,0,0,0,0,0,0,14881,0,0,0,0,0,0,0,0,30,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,698,0,0,0,0,0,1,0,0,0,Huddersfield,Wolverhampton,Man City,Watford,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,4600000,0,67,3,6.52173913043478E-07,1.45652173913043E-05,0,404113,1,28,0,0,0,2,0,14.6,34102,1,0,67,-1,-0.2,0,-1,5,0,5,0,0,3.5,480537,0,0,0,1,1908,400,0,1,377,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,0,3.4,2.5,2,3.8,4.2,3.7,2.5,2.5,2.7,2.7,3.5,3,3.2,2.8,74.6
Bonatini Lohner Maia,Bonatini,FWD,WOL,4600000,0,10,1.4,3.04347826086957E-07,2.17391304347826E-06,0,64940,0,0,0,0,0,0,0,2.2,1088,-4,0,10,4,0,0,0,0,0,0,0,1,0.4,34850,0,0,0,0,130,1073,0,0,19,West Ham,Everton,Newcastle,Bournemouth,Huddersfield,0.9,0.7,0.8,0.8,0.9,0.9,0.7,1.1,0.8,0.9,0.9,1.1,0.8,1.3,0.7,13.6
