FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Cunningham,DEF,CAR,4500000,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,0,0,0,0,0,48,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pontus,Dahlberg,GLK,WAT,4500000,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0.1,37,0,0,0,0,0,37,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,5500000,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,Brighton,Tottenham,Burnley,Watford,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic,Damour,MID,CAR,4500000,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0.1,76,0,0,0,0,0,76,0,0,0,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Daniels,DEF,BOU,4500000,5,5,5,1.11111111111111E-06,1.11111111111111E-06,0,38067,1,0,0,0,0,0,0,1.1,38067,0,0,5,0,1.1,0,5,0,0,1,0,0,16.6,21264,0,0,0,0,90,21264,0,0,22,West Ham,Everton,Chelsea,Leicester,Burnley,6.2,6.7,6.2,6,6.2,6,6.2,7.1,6.2,7.1,4.8,7.1,6.2,7.1,5.5,5.4,7.1,6.2,6.2,7.1,5.8,7.1,7.1,6.2,4.5,6.4,6.2,7.1,6.2,5.8,5.1,7.1,6.2,7.1,6.2,7.1,5.1,3.2
,Danilo,DEF,MCI,5400000,0,0,0,0,0,0,12502,0,0,0,0,0,0,0,0,12502,-1,1,0,1,0,0,0,0,0,0,0,0,0.9,507,0,0,0,0,0,507,-1,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Dann,DEF,CRY,4500000,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,Liverpool,Watford,Southampton,Huddersfield,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,GLK,NEW,4500000,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0.1,68,0,0,0,0,0,68,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,DEF,MUN,5000000,2,2,2,4E-07,4E-07,0,3459,0,1,0,0,0,0,0,0.4,3459,0,0,2,0,0.4,0,2,0,0,0,0,0,0.5,3372,0,0,0,0,90,3372,0,0,16,Brighton,Tottenham,Burnley,Watford,Wolverhampton,2.5,2.8,1.8,1.6,1.6,2.1,1.4,2.5,1.8,1,2.1,1.5,1.8,2.5,2.2,1,2.1,2.5,1.2,1.1,2.5,2.8,2.2,1.2,1.8,1.3,1.2,2.2,2.1,2.5,2,1.3,2.5,1.4,2.8,2.1,2.5,3
,David Luiz,DEF,CHE,5500000,5,5,5,9.09090909090909E-07,9.09090909090909E-07,0,16034,1,0,0,0,0,0,0,0.9,16034,0,0,5,0,0.9,0,5,0,0,1,0,0,4.2,23919,0,0,0,0,90,23919,0,0,27,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,7.1,4.8,5,7.1,6.2,5.5,6.2,7.1,6.2,6,6.7,6.2,7.1,5.4,7.1,6.2,6,6.2,5.1,7.1,5.8,6.2,4.1,7.1,6.2,7.1,7.1,6.2,6.4,5.8,6.2,7.1,4.5,7.1,6.2,7.1,5.1,2.2
,David Silva,MID,MCI,8400000,0,0,0,0,0,0,62648,0,0,0,0,0,0,0,0,62648,-1,1,0,1,0,0,0,0,0,0,0,0,3.8,12859,0,0,0,0,0,12859,-1,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Davies,DEF,TOT,6000000,2,2,2,3.33333333333333E-07,3.33333333333333E-07,0,37284,0,1,0,0,0,0,0,0.3,37284,0,0,2,0,0.3,0,2,0,0,0,0,0,8.1,9980,0,0,0,0,90,9980,0,0,15,Fulham,Man Utd,Watford,Liverpool,Brighton,2.2,2.1,1.6,1.3,2.5,2.1,2.5,2.1,2.5,1.3,1.2,2.8,2.1,2.2,1.2,2.2,1.4,1.2,1.6,2.1,2.5,1.8,2,1.4,1.5,1.8,2.5,2.5,1.8,1.5,1,2.8,2.5,2.1,2.5,1,1.8,6.9
Tom,Davies,MID,EVE,5500000,0,0,0,0,0,0,2303,0,0,0,0,0,0,0,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,0.2,257,0,0,0,0,0,257,0,0,0,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Davis,MID,SOU,5000000,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0,0,0,0,0.1,132,0,0,0,0,0,132,0,0,0,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,De Bruyne,MID,MCI,9900000,0,0,0,0,0,0,772390,1,0,0,0,0,0,0,0,772390,-1,1,0,1,0,0,0,0,0,0,0,0,11.3,27287,0,0,0,0,30,27287,-1,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
David,De Gea,GLK,MUN,6000000,3,3,3,5E-07,5E-07,0,44619,0,1,0,3,0,0,0,0.5,44619,0,0,3,0,0.5,0,3,0,0,0,0,0,29.7,22451,0,0,0,0,90,22451,0,0,15,Brighton,Tottenham,Burnley,Watford,Wolverhampton,3.7,4.3,3.3,3,3.1,3.7,2.7,3.7,3.3,1.7,3.7,2.9,3.3,4.3,3.9,2,3.7,4.3,2.3,2.1,3.7,4.3,3.9,2.3,3.3,2.5,2.3,3.9,3.7,4.3,3.6,2.5,4.3,2.7,4.3,3.7,4.3,2.1
Troy,Deeney,FWD,WAT,6000000,2,2,2,3.33333333333333E-07,3.33333333333333E-07,0,5813,0,0,0,0,0,0,0,0.3,5813,0,0,2,0,0.3,0,2,0,0,1,0,0,1.1,3580,0,0,0,0,90,3580,0,0,2,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,1,1,1.3,1.5,2,2.3,1,2,2.8,2.3,1,1,1.9,1,2.3,2.2,2.5,1,2.7,1,1,1,1,2.3,2.7,1.8,1,2.3,1,1,1.2,2.4,2.7,2.5,2.4,1,2.8,3.1
Jermain,Defoe,FWD,BOU,6000000,1,1,1,1.66666666666667E-07,1.66666666666667E-07,0,6903,0,0,0,0,0,0,0,0.2,6903,0,0,1,0,0.2,0,1,0,0,0,0,0,0.9,1801,0,0,0,0,1,1801,0,0,3,West Ham,Everton,Chelsea,Leicester,Burnley,1.2,1,0.5,0.8,0.5,0.5,0.5,0.5,0.7,0.5,0.8,1,0.5,1.2,0.5,0.7,1,0.5,0.5,0.5,0.8,1.4,0.5,0.6,0.5,0.9,0.8,0.5,1,1,0.6,0.5,0.8,0.9,0.5,0.5,0.5,0
Steven,Defour,MID,BUR,5500000,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,Watford,Fulham,Man Utd,Wolverhampton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Delph,DEF,MCI,5500000,0,0,0,0,0,0,2908,0,0,0,0,0,0,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0.3,267,0,0,0,0,0,267,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousa,Dembele,MID,TOT,5000000,1,1,1,2E-07,2E-07,0,10852,0,0,0,0,0,0,0,0.2,10852,0,0,1,0,0.2,0,1,0,0,0,0,0,1.6,3664,0,0,0,0,22,3664,0,0,2,Fulham,Man Utd,Watford,Liverpool,Brighton,0.7,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.5,0.7,0.5,0.7,0.8,0.5,0.6,0.5,0.5,0.5
Leander,Dendoncker,MID,WOL,4500000,0,0,0,0,0,0,3489,0,0,0,0,0,0,0,0,3489,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1808,0,0,0,0,0,1808,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laurent,Depoitre,FWD,HUD,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,8619,0,1,0,0,0,0,0,0.2,8619,0,0,1,0,0.2,0,1,0,0,0,0,0,1.2,458,0,0,0,0,45,458,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0.5,0.8,0.8,0.5,0.6,0.5,0.5,0.5,0.5,0.9,1.4,0.7,1,0.5,0.8,1,0.5,0.5,0.7,0.5,0.6,0.5,1,0.5,1,0.8,0.9,0.8,0.5,1.2,0.5,0.8,0.5,0.5,0.5,0.5,0.5,1.8
Gerard,Deulofeu,MID,WAT,5500000,0,0,0,0,0,0,5282,0,0,0,0,0,0,0,0,5282,0,0,0,0,0,0,0,0,0,0,0,0,0.3,225,0,0,0,0,0,225,0,0,0,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fousseni,Diabate,MID,LEI,4900000,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,646,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,47,0,0,0,0,0,47,-1,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Diakhaby,MID,HUD,5000000,1,1,1,2E-07,2E-07,0,502,0,1,0,0,0,0,0,0.2,502,0,0,1,0,0.2,0,1,0,0,0,0,0,0,33,0,0,0,0,19,33,0,0,2,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.7,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5
Mohamed,Diame,MID,NEW,5000000,1,1,1,2E-07,2E-07,0,592,1,2,0,0,0,0,0,0.2,592,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,345,0,0,0,0,90,345,0,0,7,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,3.2
Brahim,Diaz,MID,MCI,5000000,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0.1,107,0,0,0,0,0,107,0,0,0,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4900000,1,1,1,2.04081632653061E-07,2.04081632653061E-07,0,24990,1,1,0,0,0,0,0,0.2,24990,-1,1,1,1,0.2,0,1,0,0,0,0,0,1.8,2016,0,0,0,0,87,2016,-1,0,15,Fulham,Man Utd,Watford,Liverpool,Brighton,0.7,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.7,0.5,0.7,0.5,0.7,0.8,0.5,0.6,0.5,0.5,2.8
Lucas,Digne,DEF,EVE,5000000,1,1,1,2E-07,2E-07,0,22506,0,0,0,0,0,0,0,0.2,22506,0,0,1,0,0.2,0,1,0,0,0,0,0,2.6,3347,0,0,0,0,4,3347,0,0,2,Southampton,Bournemouth,Huddersfield,West Ham,Arsenal,0.8,0.5,0.9,0.9,0.7,0.8,0.5,0.5,0.7,1.1,0.9,0.9,0.5,0.5,0.7,0.7,1.4,0.6,0.9,0.5,0.5,0.6,0.7,0.5,0.5,0.9,0.7,0.5,0.5,1.1,0.7,0.9,0.6,0.9,0.5,0.8,1.2,0
Issa,Diop,DEF,WHU,4500000,0,0,0,0,0,0,5862,0,0,0,0,0,0,0,0,5862,0,0,0,0,0,0,0,0,0,0,0,0,0.8,522,0,0,0,0,0,522,0,0,0,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Doherty,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5001,0,2,0,0,0,0,0,0.2,5001,0,0,1,0,0.2,0,1,0,0,0,0,0,1.1,1045,0,0,0,0,90,1045,0,0,11,Leicester,Man City,West Ham,Burnley,Man Utd,0.5,0.9,0.7,0.8,0.7,0.8,0.5,0.7,0.9,1.4,0.7,0.9,0.7,1.1,0.5,0.5,0.5,0.6,1.2,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.7,0.9,0.9,0.9,0.6,0.9,0.6,1.1,0.5,0.8,0.5,4.6
Abdoulaye,Doucoure,MID,WAT,6000000,3,3,3,5E-07,5E-07,0,13367,0,0,0,0,0,0,0,0.5,13367,0,0,3,0,0.5,0,3,0,0,1,0,0,2,3037,0,0,0,0,90,3037,0,0,16,Burnley,Crystal Palace,Tottenham,Man Utd,Fulham,2.5,3.6,2.6,2.2,3,3,2.5,1.9,3.9,2.8,2.8,1.7,2.8,2.3,1.9,3.6,2.8,1.6,3.4,2,3,3.1,2,3,2.5,3,1.5,3.4,1.8,3.4,1.7,3.6,3.6,3.3,2.4,1.5,3.4,3.9
Barry,Douglas,DEF,WOL,5000000,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,CHE,5000000,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0.2,219,0,0,0,0,0,219,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin,Dubravka,GLK,NEW,5000000,2,2,2,4E-07,4E-07,0,804,0,2,0,3,0,0,0,0.4,804,0,0,2,0,0.4,0,2,0,0,0,0,0,0.4,1481,0,0,0,0,90,1481,0,0,15,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,2.1,2.8,2.1,2.5,1.2,1.5,2.1,2.8,1.8,2,1.2,1.8,2.5,1.4,1.6,2.1,2.2,1,1.6,2.5,2.5,2.5,2.5,2.5,1.3,2.5,2.2,2.1,1.8,1,2.1,1.5,1.2,2.2,2.5,1.3,1.8,3.3
Shane,Duffy,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,14839,0,2,0,0,0,0,0,0.2,14839,0,0,1,0,0.2,0,1,0,0,0,0,0,2.8,839,0,0,0,0,90,839,0,0,16,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0.9,0.5,0.8,0.6,1.4,0.7,0.9,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.6,1.1,0.5,0.9,0.6,0.7,0.5,0.7,0.6,0.7,0.8,0.9,0.5,0.9,0.5,0.9,0.8,1.2,0.5,0.5,0.5,0.7,0.9,2.7
Paul,Dummett,DEF,NEW,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,952,0,2,0,0,0,0,0,0.2,952,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,1934,0,0,0,0,90,1934,0,0,8,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0.7,1.1,0.7,0.9,0.5,0.5,0.7,1.1,0.6,0.7,0.5,0.6,0.9,0.5,0.5,0.7,0.8,0.5,0.5,0.9,0.9,0.9,0.9,1.2,0.5,0.9,0.8,0.7,0.6,0.5,0.7,0.5,0.5,0.8,0.9,0.5,0.6,1.2
Lewis,Dunk,DEF,BHA,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,13739,0,2,0,0,0,0,0,0.2,13739,0,0,1,0,0.2,0,1,0,0,0,0,0,2.9,1415,0,0,0,0,90,1415,0,0,14,Man Utd,Liverpool,Fulham,Southampton,Tottenham,0.9,0.5,0.8,0.6,1.4,0.7,0.9,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.6,1.1,0.5,0.9,0.6,0.7,0.5,0.7,0.6,0.7,0.8,0.9,0.5,0.9,0.5,0.9,0.8,1.2,0.5,0.5,0.5,0.7,0.9,1.5
Erik,Durm,DEF,HUD,4500000,0,0,0,0,0,0,2818,0,0,0,0,0,0,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0.2,39,0,0,0,0,0,39,0,0,0,Man City,Cardiff City,Everton,Crystal Palace,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Ecuele Manga,DEF,CAR,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,504,0,2,0,0,0,0,0,0.2,504,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,222,0,0,0,0,90,222,0,0,8,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,0.5,0.7,0.9,0.9,0.9,0.8,1.2,0.8,0.5,0.5,1.1,0.5,0.5,0.7,0.8,0.5,0.9,0.5,0.5,1.4,0.9,0.5,0.7,0.5,0.6,0.7,0.6,0.5,0.9,0.9,1.1,0.7,0.6,0.5,0.6,0.5,0.7,1.6
,Ederson,GLK,MCI,5500000,8,8,8,1.45454545454545E-06,1.45454545454545E-06,0,23388,0,0,0,3,0,0,0,1.5,23388,0,0,8,0,1.5,0,8,1,0,1,0,0,19.1,82746,0,0,0,0,90,82746,0,0,27,Huddersfield,Wolverhampton,Newcastle,Fulham,Cardiff City,11.4,9.9,11,11.4,9.9,11.4,9.1,11.4,9.9,11.4,11.4,9.9,9.9,9.9,9.9,11.4,11.4,9.9,9.9,10.6,11.4,9.9,9.5,11.4,11.4,9.9,11.4,8.3,11.4,9.9,9.9,11.4,9.9,11.4,9.9,11.4,9.9,2.1
Robert,Elliot,GLK,NEW,4500000,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,1308,0,0,0,0,0,0,0,0,0,0,0,0,0.3,177,0,0,0,0,0,177,0,0,0,Cardiff City,Chelsea,Man City,Arsenal,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4500000,0,0,0,0,0,0,18189,0,0,0,0,0,0,0,0,18189,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3436,0,0,0,0,0,3436,0,0,0,Chelsea,West Ham,Cardiff City,Newcastle,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elyounoussi,MID,SOU,6500000,1,1,1,1.53846153846154E-07,1.53846153846154E-07,0,6357,0,0,0,0,0,0,0,0.2,6357,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,429,0,0,0,0,34,429,0,0,6,Everton,Leicester,Crystal Palace,Brighton,Liverpool,0,0,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,9.6
,Emerson,DEF,CHE,5500000,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,1701,0,0,0,0,0,0,0,0,0,0,0,0,0.2,118,0,0,0,0,0,118,0,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bright,Enobakhare,MID,WOL,4500000,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,0,0,0,0,0.3,141,0,0,0,0,0,141,0,0,0,Leicester,Man City,West Ham,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,9500000,2,2,2,2.10526315789474E-07,2.10526315789474E-07,0,77111,0,1,0,0,0,0,0,0.2,77111,0,0,2,0,0.2,0,2,0,0,0,0,0,16.9,56843,0,0,0,0,90,56843,0,0,15,Fulham,Man Utd,Watford,Liverpool,Brighton,2,1,1,1,1.6,1.8,2,1.5,1.2,1,1.6,1,1.6,1.9,1.5,1.6,1,1.3,1.2,1.6,1.1,1.6,1.1,1.9,1.9,1.3,1,2,1.5,2,1,2,2.2,1,1.9,1,1.3,10.4
Neil,Etheridge,GLK,CAR,4500000,6,6,6,1.33333333333333E-06,1.33333333333333E-06,0,850,0,2,0,2,0,0,0,1.3,850,0,0,6,0,1.3,0,6,0,0,0,0,0,0.3,2135,0,0,1,0,90,2135,0,0,26,Newcastle,Huddersfield,Arsenal,Chelsea,Man City,7.4,7.4,8.5,7.4,8.5,8.5,7.4,8.5,5.9,7.8,8.5,7.4,8.1,7.4,8.5,7.4,8.5,6.6,6.6,8.5,8.5,6.3,7.4,6.6,7.4,8.5,8.5,7,8.5,7.4,8.5,7.4,7.4,7.1,7.4,7.8,7.4,3.8
Jonny,Evans,DEF,LEI,5000000,0,0,0,0,0,0,1730,0,0,0,0,0,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,0.4,515,0,0,0,0,0,515,0,0,0,Wolverhampton,Southampton,Liverpool,Bournemouth,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz,Fabianski,GLK,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,33059,0,4,0,4,0,0,0,0.2,33059,0,0,1,0,0.2,0,1,0,0,0,0,0,18,12309,0,0,0,0,90,12309,0,0,18,Bournemouth,Arsenal,Wolverhampton,Everton,Chelsea,0.5,0.7,0.5,0.5,1.1,0.9,0.9,1.4,0.5,0.8,0.7,0.9,0.5,0.9,0.5,0.6,0.7,0.6,0.6,1.1,0.9,0.5,0.5,0.5,0.5,0.8,0.7,0.5,0.7,0.9,0.6,0.9,0.7,0.5,1.2,0.8,0.5,3
,Fabinho,MID,LIV,5900000,0,0,0,0,0,0,10863,0,0,0,0,0,0,0,0,10863,-1,1,0,1,0,0,0,0,0,0,0,0,0.9,1451,0,0,0,0,0,1451,-1,0,0,Crystal Palace,Brighton,Leicester,Tottenham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesc,Fabregas,MID,CHE,6400000,0,0,0,0,0,0,28072,0,0,0,0,0,0,0,0,28072,-1,1,0,1,0,0,0,0,0,0,0,0,0.8,620,0,0,0,0,0,620,-1,0,0,Arsenal,Newcastle,Bournemouth,Cardiff City,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
